@relation penbased

@attribute At1 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
17,0,90,100,0
24,0,84,100,0
21,0,100,91,0
59,0,100,83,0
9,4,84,100,0
0,24,92,100,0
38,0,100,92,0
83,41,68,36,0
27,0,100,97,0
29,0,97,91,0
61,0,100,100,0
49,1,100,75,0
1,56,42,65,0
42,0,88,100,0
15,21,73,82,0
38,0,100,71,0
16,0,90,100,0
26,0,100,92,0
31,0,100,85,0
56,0,100,96,0
25,0,100,93,0
44,0,92,100,0
32,17,64,88,0
26,1,79,100,0
100,24,100,68,0
16,15,87,100,0
97,22,93,60,0
6,0,86,100,0
22,14,76,100,0
51,0,83,99,0
0,11,95,100,0
20,0,100,87,0
25,0,100,100,0
23,1,100,100,0
10,0,100,100,0
32,0,100,81,0
48,0,100,91,0
41,0,74,100,0
2,17,73,100,0
80,31,78,46,0
4,33,57,71,0
50,0,100,100,0
12,1,96,100,0
18,0,78,94,0
38,0,91,100,0
11,4,89,92,0
80,30,83,56,0
60,7,97,66,0
53,0,100,87,0
49,0,100,100,0
33,0,100,100,0
12,6,78,100,0
2,0,100,91,0
11,11,96,100,0
57,0,100,100,0
39,0,100,100,0
36,0,76,100,0
74,0,100,100,0
27,0,100,92,0
32,4,100,82,0
15,0,93,100,0
39,0,100,100,0
65,0,100,91,0
15,9,79,100,0
5,0,100,100,0
40,0,100,100,0
26,6,71,100,0
18,0,98,100,0
35,0,100,100,0
26,15,62,77,0
11,0,88,100,0
62,0,93,100,0
47,0,100,85,0
25,0,100,85,0
21,0,100,89,0
39,0,87,100,0
31,17,89,100,0
9,0,100,100,0
7,0,100,100,0
67,8,88,68,0
32,0,100,85,0
4,0,91,100,0
38,3,73,83,0
96,13,95,66,0
7,11,76,100,0
25,0,98,99,0
80,2,82,60,0
0,24,72,83,0
21,18,82,100,0
46,0,100,83,0
10,0,96,95,0
54,0,99,87,0
0,18,86,100,0
38,0,100,100,0
14,24,83,100,0
99,35,77,45,0
25,0,78,100,0
56,0,100,80,0
10,9,64,74,0
0,28,62,72,0
16,21,91,99,0
26,0,100,100,0
62,6,88,60,0
50,0,100,100,0
34,0,100,87,0
38,0,83,91,0
75,8,100,66,0
35,0,100,85,0
42,0,100,80,0
35,5,97,100,0
33,0,76,61,0
94,9,100,85,0
21,0,100,88,0
0,16,82,100,0
24,20,78,90,0
65,17,99,60,0
40,0,100,100,0
18,0,100,93,0
29,0,82,100,0
94,29,69,50,0
59,0,74,63,0
44,0,100,86,0
100,48,66,40,0
9,38,48,56,0
33,0,100,100,0
62,17,96,60,0
29,0,100,86,0
51,0,100,82,0
51,0,100,100,0
9,0,93,91,0
19,0,100,100,0
24,0,90,100,0
40,3,79,100,0
75,0,100,100,0
36,0,100,100,0
2,24,53,76,0
34,0,100,100,0
9,0,100,74,0
58,0,100,87,0
11,9,78,100,0
26,0,100,100,0
100,27,93,58,0
36,0,96,84,0
36,0,100,99,0
25,0,100,100,0
35,0,100,80,0
27,17,100,95,0
17,8,74,100,0
16,10,82,100,0
46,0,76,85,0
84,18,100,80,0
34,10,92,100,0
15,17,81,100,0
17,1,88,99,0
15,0,100,85,0
48,0,100,100,0
34,0,86,100,0
6,14,67,78,0
45,0,81,100,0
83,87,8,0,0
58,0,100,100,0
52,0,100,81,0
31,0,96,100,0
97,25,91,56,0
32,0,100,80,0
72,0,100,100,0
20,12,84,100,0
30,3,82,100,0
36,0,100,100,0
36,0,100,98,0
50,0,100,100,0
66,0,100,100,0
51,0,100,95,0
42,0,100,100,0
31,0,94,100,0
17,0,71,100,0
3,13,80,100,0
23,0,100,100,0
40,0,100,100,0
10,0,82,100,0
63,0,100,100,0
32,15,80,100,0
18,0,91,98,0
43,3,83,100,0
26,20,64,74,0
49,0,100,81,0
51,24,66,91,0
69,0,100,97,0
59,14,100,80,0
43,0,100,99,0
36,0,100,100,0
14,0,100,99,0
42,0,100,100,0
35,4,100,71,0
27,0,96,100,0
16,23,65,88,0
33,8,79,76,0
25,8,73,100,0
34,11,99,100,0
65,0,100,86,0
49,0,100,90,0
67,0,100,100,0
32,0,100,96,0
23,0,100,100,0
10,0,100,100,0
20,19,69,92,0
29,0,100,100,0
42,0,100,100,0
0,33,45,62,0
58,0,93,83,0
18,0,83,100,0
31,0,98,100,0
38,0,100,98,0
62,0,100,100,0
81,22,95,61,0
45,0,96,96,0
6,35,38,63,0
25,19,81,94,0
19,26,57,75,0
34,0,100,86,0
24,25,57,87,0
7,1,100,91,0
24,0,100,100,0
28,0,100,100,0
18,20,57,73,0
30,0,100,75,0
40,49,44,62,0
74,1,100,88,0
17,0,100,93,0
33,0,100,100,0
27,0,73,79,0
10,0,94,97,0
17,12,79,100,0
34,0,100,83,0
15,0,92,99,0
28,0,92,99,0
24,11,68,91,0
32,36,45,81,0
15,24,86,90,0
32,0,71,61,0
