@relation penbased

@attribute At1 numeric
@attribute At2 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
28,97,0,0,74,100,73,0
42,99,15,0,100,98,49,0
36,100,0,0,85,100,65,0
54,98,0,0,93,100,54,0
47,89,36,0,100,77,32,0
75,100,0,0,72,100,70,0
31,93,8,0,98,100,60,0
56,100,0,0,66,100,93,0
68,89,0,11,70,100,94,0
16,92,51,0,100,63,20,0
63,99,0,0,73,100,79,0
20,73,22,12,100,94,43,0
11,80,46,11,100,69,26,0
59,86,0,5,68,100,82,0
44,100,0,0,78,100,65,0
38,99,14,3,100,73,14,0
40,94,6,5,100,77,18,0
32,42,71,36,87,45,0,0
29,83,8,0,100,89,33,0
13,88,26,7,100,85,37,0
45,100,0,4,62,100,96,0
33,86,1,0,90,100,56,0
39,94,42,43,95,30,49,0
35,93,0,0,79,100,81,0
17,96,26,1,100,88,44,0
5,73,38,12,100,78,31,0
55,100,0,0,58,91,100,0
23,79,3,0,88,100,71,0
49,100,0,0,74,100,83,0
39,96,0,0,78,100,77,0
49,99,0,0,98,100,55,0
13,96,16,0,100,94,60,0
0,59,43,20,100,65,15,0
19,100,0,0,72,100,73,0
29,100,0,0,87,100,60,0
20,86,4,0,89,100,74,0
73,94,0,7,64,100,94,0
70,91,0,0,58,97,100,0
36,98,0,0,85,100,59,0
29,74,39,11,100,74,29,0
92,47,49,74,0,35,76,0
25,94,12,0,100,90,40,0
26,92,10,0,100,95,50,0
21,71,22,10,100,93,47,0
38,85,31,0,100,85,42,0
48,97,0,0,94,100,55,0
39,96,0,0,96,100,61,0
80,81,10,2,42,82,100,0
59,100,0,0,86,100,78,0
0,67,45,10,100,75,36,0
57,91,0,0,81,100,69,0
26,91,49,18,100,62,17,0
33,99,1,0,100,91,34,0
100,100,20,0,65,94,56,0
11,55,51,29,100,72,30,0
11,100,17,4,100,89,40,0
16,74,37,23,100,65,18,0
32,74,27,11,100,82,37,0
12,61,44,23,100,70,15,0
39,84,31,0,100,87,44,0
28,100,0,0,98,100,65,0
38,73,0,0,98,100,47,0
70,100,0,0,63,100,93,0
57,93,0,0,64,96,100,0
23,97,17,3,93,100,59,0
4,70,34,1,100,90,55,0
31,83,6,0,87,100,79,0
51,99,40,0,100,81,40,0
31,100,0,0,71,100,93,0
26,99,6,0,95,100,58,0
42,76,55,30,100,65,25,0
62,90,10,0,100,93,42,0
0,75,47,10,100,76,35,0
63,97,4,0,95,100,46,0
4,63,52,15,100,72,28,0
31,72,35,17,100,89,43,0
12,100,11,0,88,100,72,0
36,96,42,0,100,76,31,0
35,100,0,0,79,100,83,0
34,100,0,9,84,100,73,0
22,62,47,14,100,76,34,0
52,100,29,0,100,80,35,0
36,97,9,0,99,100,53,0
24,63,36,11,100,68,14,0
18,95,2,0,79,100,84,0
31,89,14,0,100,94,53,0
100,77,16,27,40,93,95,0
47,100,0,0,68,100,91,0
24,100,4,0,100,96,43,0
61,100,0,0,72,100,100,0
23,79,6,0,89,100,67,0
10,100,0,0,84,100,59,0
27,95,9,0,100,98,61,0
14,86,25,3,100,86,41,0
0,45,55,24,100,72,36,0
18,95,16,0,100,84,31,0
16,59,31,15,100,87,40,0
21,81,7,0,97,100,62,0
30,95,13,0,100,99,63,0
26,52,63,34,99,54,6,0
21,100,2,0,86,100,75,0
31,100,0,0,82,100,85,0
15,67,32,24,100,86,37,0
40,100,0,0,70,100,88,0
40,82,8,5,100,99,45,0
12,55,21,0,100,99,63,0
34,100,0,0,70,100,89,0
26,100,19,0,100,79,26,0
26,100,0,3,70,100,86,0
100,70,10,24,48,100,97,0
29,100,11,0,98,100,61,0
40,100,0,0,94,100,58,0
38,51,0,0,87,100,61,0
64,59,5,37,36,95,100,0
26,100,5,0,93,100,52,0
48,86,0,0,77,100,81,0
1,92,26,1,100,74,24,0
25,93,22,5,100,61,15,0
14,63,34,4,100,79,37,0
47,98,0,0,95,100,60,0
58,100,0,0,75,100,89,0
45,100,0,0,75,100,72,0
29,74,0,0,93,100,55,0
38,90,0,0,93,100,60,0
24,77,22,0,100,90,51,0
15,75,24,10,98,100,58,0
29,81,22,0,100,87,34,0
27,88,0,0,83,100,69,0
56,100,0,0,80,100,80,0
43,55,38,23,100,81,35,0
65,100,0,17,58,99,100,0
46,99,0,0,70,100,94,0
43,100,3,0,87,100,54,0
8,66,49,23,100,75,25,0
18,84,39,0,100,83,37,0
26,68,32,1,100,79,36,0
16,100,20,0,92,100,72,0
9,100,0,0,69,100,92,0
19,86,13,0,96,100,57,0
24,96,7,0,82,100,78,0
5,65,41,11,100,70,23,0
30,88,0,0,82,100,74,0
74,100,29,54,61,0,75,0
32,92,32,0,100,81,33,0
25,67,57,34,95,42,0,0
17,97,14,0,100,90,39,0
27,86,13,0,100,91,41,0
40,94,5,0,98,100,62,0
1,66,39,8,100,75,32,0
16,78,31,13,100,71,28,0
