@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,9,12,14,17'

@attribute At2 numeric
@attribute At9 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
89,15,0,2,2
100,79,13,0,5
84,100,13,0,3
62,100,14,57,8
100,79,48,23,4
99,85,69,100,0
75,72,40,20,1
63,95,0,36,8
100,43,19,43,6
97,34,23,42,7
100,39,9,21,6
100,62,0,32,7
51,87,71,100,0
83,0,57,92,8
88,29,66,100,8
89,0,53,100,8
70,48,19,68,0
59,7,68,35,9
65,71,50,25,1
100,76,24,1,5
100,100,85,42,4
87,49,10,32,7
76,100,74,100,0
96,71,45,5,9
100,86,84,51,0
100,32,19,51,6
69,0,19,0,2
91,72,21,0,5
65,52,2,5,1
63,83,47,21,1
89,84,0,17,7
100,58,14,47,8
79,0,0,5,2
100,100,78,39,4
76,7,33,18,2
78,2,29,59,8
87,100,100,93,0
82,22,22,48,7
100,62,81,40,4
98,70,35,69,8
100,43,10,31,6
83,91,63,97,0
79,10,31,24,2
75,84,17,0,3
97,100,63,30,9
61,78,6,5,1
100,35,7,30,6
83,93,16,0,3
82,88,10,0,3
97,37,25,0,5
99,56,0,39,7
100,1,46,84,5
84,38,20,33,7
95,66,0,32,7
100,70,57,28,4
94,47,19,0,5
97,82,72,100,0
100,58,16,23,6
64,80,62,23,9
67,34,0,1,2
89,33,29,0,5
98,60,0,24,7
87,24,50,91,5
94,43,24,0,5
62,4,0,2,1
63,67,7,48,8
100,100,64,32,4
83,4,63,94,5
100,64,31,39,6
95,88,56,89,0
79,70,20,6,3
86,85,14,0,3
100,36,12,35,6
90,26,51,83,8
100,20,1,24,6
72,16,62,93,5
85,100,28,14,3
97,100,60,30,4
100,8,0,18,6
63,44,0,19,2
72,44,0,4,1
99,92,18,0,9
69,72,16,55,8
76,31,3,3,2
76,60,40,20,1
75,66,25,66,8
91,4,81,100,5
97,51,34,40,7
92,0,16,10,2
89,0,62,95,8
55,87,47,23,1
100,87,61,100,0
76,100,13,0,3
97,21,1,28,6
71,29,0,3,2
80,97,100,92,0
91,70,22,4,3
92,87,47,0,9
100,100,70,36,4
82,100,100,95,0
78,100,42,18,9
77,85,38,0,9
75,37,20,2,2
77,15,11,4,2
96,53,27,7,3
99,50,3,28,7
98,43,50,90,8
100,0,0,25,6
61,63,79,100,8
71,1,75,100,8
29,100,53,26,1
68,59,40,19,1
78,78,11,0,3
84,48,31,8,3
99,0,15,0,2
100,76,23,0,9
67,70,50,9,9
100,51,14,35,6
100,22,45,90,8
100,59,15,30,6
78,98,0,1,1
66,7,12,8,2
100,43,6,31,6
68,28,4,3,2
100,49,14,21,6
100,100,62,31,4
89,13,32,40,7
58,73,7,0,1
69,81,3,44,8
92,54,24,56,8
100,67,38,32,6
100,100,59,30,4
74,100,35,8,9
100,99,63,32,4
100,71,35,28,6
66,63,3,36,8
92,0,49,85,8
100,98,63,25,4
100,48,20,24,6
94,79,55,11,9
75,75,78,39,9
76,16,0,5,2
98,40,13,41,6
92,91,17,0,3
100,90,66,99,0
76,100,100,88,0
92,100,10,0,3
83,13,19,18,2
85,100,11,0,3
64,48,1,0,1
59,67,50,25,1
100,66,28,32,6
40,100,100,90,0
97,16,0,3,2
78,42,0,4,2
77,73,38,79,0
47,89,50,25,1
60,83,2,39,8
100,100,11,0,3
89,25,43,14,5
94,94,71,100,0
73,100,98,100,0
71,34,0,4,1
90,69,22,5,3
80,11,62,87,5
85,90,30,14,3
100,41,14,44,6
78,95,51,11,9
66,26,33,46,7
100,100,54,25,4
83,35,22,53,8
100,0,75,94,5
78,16,22,22,2
76,0,56,100,8
54,100,100,97,0
100,90,23,0,9
71,40,1,2,1
100,88,45,29,4
100,100,51,43,4
100,100,64,32,4
62,80,51,26,1
98,81,27,11,9
100,5,0,42,8
78,24,8,7,2
100,100,54,24,4
100,81,45,20,9
100,61,19,22,6
66,70,15,54,8
55,67,0,47,8
64,100,46,22,9
81,82,15,0,3
89,8,0,1,2
34,59,1,0,1
