@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R4-5,8,17'

@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
62,11,0,0
64,78,100,1
100,80,42,7
55,68,0,5
100,89,49,3
100,72,52,3
100,13,30,8
56,100,0,8
100,92,56,3
66,0,32,4
100,68,38,2
63,43,0,5
80,100,91,1
76,28,56,4
72,95,100,9
100,42,56,5
67,0,0,0
62,66,0,5
100,89,61,2
80,20,20,6
100,74,37,7
70,0,41,4
74,0,0,0
95,32,22,8
45,100,0,8
98,16,30,6
93,0,41,4
85,31,29,6
81,0,39,4
94,42,100,9
100,92,53,3
85,100,80,1
81,7,21,6
45,26,1,0
51,27,0,0
77,2,20,6
55,51,0,5
100,100,55,7
100,61,17,8
78,71,0,8
100,82,62,3
100,84,47,7
76,0,35,4
55,22,0,8
35,58,10,8
82,0,4,0
100,100,62,7
83,0,37,4
84,32,22,6
100,61,31,2
55,100,0,8
100,95,58,3
100,21,73,9
100,11,35,6
70,100,85,8
100,82,57,3
100,76,78,7
92,80,61,1
39,30,8,0
89,18,27,6
100,100,53,2
88,20,28,6
52,62,100,1
100,46,42,2
100,6,39,8
100,68,51,2
87,26,36,4
59,88,0,5
48,100,100,8
100,92,47,2
72,0,38,4
74,0,35,4
98,22,15,8
100,94,58,7
79,78,86,1
100,90,83,3
100,17,65,9
100,60,38,2
58,45,0,5
100,94,47,2
100,84,75,3
100,100,60,3
51,22,0,0
100,100,65,2
100,59,39,2
72,0,18,4
100,64,37,7
0,100,63,8
59,63,65,8
59,57,100,1
85,21,33,6
100,78,47,7
55,40,2,5
79,0,33,4
52,75,28,5
55,57,0,5
84,24,27,6
36,43,20,0
78,19,32,4
100,56,58,2
89,0,43,4
81,0,32,4
67,95,100,9
71,18,100,9
58,62,0,5
80,19,48,4
100,19,43,6
95,19,29,8
81,0,43,4
100,72,48,2
100,61,36,2
64,60,0,8
92,25,33,6
44,100,0,8
100,0,38,8
84,67,90,9
99,100,67,7
100,97,54,7
100,83,46,2
100,100,62,7
83,22,29,6
100,97,32,7
97,63,93,7
36,32,12,0
98,88,65,3
68,0,0,0
100,100,63,7
100,15,34,8
75,0,41,4
46,12,0,0
70,0,0,0
100,43,77,9
100,92,38,7
100,100,39,7
100,59,25,7
64,61,100,1
70,7,49,4
100,100,53,3
100,97,34,7
100,57,35,1
79,5,37,4
60,73,72,9
82,0,42,4
56,12,0,0
35,35,17,0
89,62,0,8
100,53,78,9
100,0,40,8
77,0,28,4
100,34,55,2
64,0,0,0
64,48,0,5
78,55,0,8
100,7,31,6
100,49,71,2
78,17,17,6
88,18,18,6
0,78,56,0
100,55,89,7
36,61,10,5
100,100,72,3
73,92,0,8
85,100,82,1
100,70,53,2
93,71,56,1
100,68,66,3
68,0,0,0
73,77,100,1
78,100,0,8
100,15,34,6
77,0,88,9
62,100,0,8
100,72,43,7
100,94,46,2
100,39,16,8
79,9,0,0
72,2,39,4
100,16,45,8
100,63,36,7
67,61,14,5
67,100,98,8
81,0,40,4
73,77,92,9
82,24,20,6
61,44,0,8
100,100,68,3
100,49,21,1
88,100,70,1
92,50,100,7
100,62,55,2
100,0,54,9
100,100,57,3
86,45,11,8
63,100,80,9
87,6,23,6
100,100,57,7
100,79,54,1
64,66,0,8
100,22,51,5
63,0,50,4
100,56,82,9
55,100,82,9
88,0,9,6
100,0,42,4
100,6,33,8
76,0,48,4
98,100,74,3
91,30,41,6
100,74,39,7
100,64,58,2
100,100,61,3
98,65,72,2
100,62,39,2
88,22,35,6
88,8,45,4
100,94,35,1
100,88,56,3
100,66,45,2
91,72,60,1
50,94,3,5
97,23,33,8
100,54,43,2
80,0,42,4
90,14,23,6
72,79,100,1
35,16,8,0
75,10,17,6
100,87,57,2
86,17,28,6
100,93,62,2
36,25,4,0
79,0,58,4
75,6,3,6
31,30,1,0
42,19,1,0
81,0,35,4
63,56,19,5
100,100,52,3
71,94,96,9
100,0,51,9
100,75,51,7
100,63,32,2
100,78,40,7
66,5,0,0
100,0,34,8
100,100,72,3
100,65,24,1
100,76,38,7
83,100,80,1
99,81,74,7
100,94,64,2
63,36,0,5
77,0,0,0
67,19,0,0
92,0,34,4
84,0,38,4
53,4,0,0
27,48,73,1
91,100,56,7
100,90,57,3
76,59,0,5
93,11,64,5
65,100,100,8
100,0,40,4
100,55,36,2
100,61,57,2
90,35,38,6
100,83,61,3
100,92,39,7
90,100,61,7
100,100,42,2
59,100,88,9
65,56,0,8
75,0,26,4
100,53,65,2
95,100,50,7
100,13,25,0
76,45,86,9
67,0,17,4
61,0,0,0
100,100,70,7
100,85,53,3
61,57,0,5
60,67,100,1
93,100,78,3
85,72,28,7
55,0,0,0
94,47,43,6
82,0,39,4
100,46,63,5
73,69,70,8
71,0,42,4
79,14,18,0
97,100,58,7
100,79,79,3
100,86,52,2
95,100,73,3
75,75,87,9
59,64,0,5
75,78,92,4
100,19,54,5
85,16,25,6
85,67,10,8
77,100,77,1
81,31,18,6
100,43,53,6
100,100,43,7
100,100,79,3
100,91,71,3
89,12,38,6
64,94,79,9
100,36,47,1
84,0,42,4
86,94,85,1
43,69,100,1
67,63,0,5
84,100,82,1
68,71,0,8
79,100,96,9
95,1,40,4
58,27,50,0
100,68,62,3
69,0,98,9
100,78,36,7
69,33,94,9
100,86,42,2
37,31,10,0
100,65,28,2
80,0,14,6
46,0,0,0
100,22,85,9
100,68,52,2
100,47,48,1
100,3,21,8
76,76,99,1
80,17,26,6
100,87,49,3
76,0,41,4
69,16,58,4
34,69,13,8
100,100,40,8
