@relation penbased

@attribute At2 numeric
@attribute At9 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
78,100,84,100,0
100,74,42,79,0
85,100,76,100,0
73,100,90,100,0
86,89,64,99,0
87,100,80,100,0
99,100,100,84,0
88,78,47,88,0
100,73,49,87,0
100,55,21,60,0
65,100,98,100,0
97,84,57,94,0
96,92,82,100,0
100,81,56,93,0
76,95,70,100,0
89,37,21,63,0
60,100,79,100,0
72,100,78,100,0
100,70,46,88,0
100,82,46,85,0
77,100,100,93,0
96,80,56,93,0
100,72,48,88,0
92,100,100,100,0
63,100,100,91,0
58,100,88,100,0
100,76,56,95,0
81,100,100,98,0
86,100,96,100,0
89,100,77,100,0
99,59,27,65,0
84,100,81,100,0
100,100,85,99,0
78,45,24,63,0
50,100,100,95,0
100,99,75,100,0
100,71,34,77,0
97,100,67,100,0
100,76,60,97,0
43,81,100,63,0
87,84,77,100,0
72,70,61,100,0
96,100,100,81,0
66,100,81,100,0
87,100,76,100,0
87,100,85,100,0
100,100,66,95,0
53,0,0,25,0
100,88,55,96,0
83,100,94,100,0
87,100,95,100,0
91,76,62,100,0
100,100,69,89,0
93,78,81,100,0
100,100,82,91,0
92,79,55,95,0
100,92,63,93,0
100,46,18,59,0
98,84,60,98,0
100,100,94,72,0
88,100,86,100,0
79,100,100,82,0
83,87,65,100,0
93,94,72,100,0
76,100,100,68,0
91,99,75,100,0
94,77,44,83,0
63,100,93,100,0
100,71,55,92,0
97,94,100,95,0
92,32,15,51,0
100,97,69,100,0
100,38,13,48,0
100,100,81,100,0
51,100,93,100,0
100,100,87,100,0
92,100,85,100,0
100,100,92,85,0
91,81,38,72,0
55,100,73,100,0
100,82,62,99,0
82,71,44,85,0
98,77,50,92,0
100,62,49,95,0
92,84,66,100,0
84,92,69,100,0
100,80,47,90,0
100,79,60,96,0
98,57,62,31,0
100,61,38,78,0
100,55,30,78,0
90,100,99,100,0
67,9,2,34,0
99,79,62,100,0
84,95,67,100,0
89,75,42,86,0
100,80,75,99,0
91,67,46,86,0
63,75,74,98,0
100,76,55,97,0
93,99,70,100,0
94,92,66,100,0
71,100,100,92,0
100,42,20,53,0
100,61,39,77,0
86,70,37,71,0
62,100,100,70,0
92,99,74,100,0
92,86,60,100,0
92,100,100,64,0
98,100,89,100,0
85,79,58,92,0
89,100,100,85,0
100,68,44,84,0
30,85,98,65,0
89,100,76,100,0
100,87,51,85,0
71,100,93,100,0
92,44,20,60,0
86,94,53,86,0
73,100,100,99,0
100,83,71,98,0
92,100,78,100,0
100,81,51,86,0
85,100,83,100,0
91,80,52,91,0
77,100,89,100,0
