@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1,4,6-7,9-10,13,16-17'

@attribute At1 numeric
@attribute At4 numeric
@attribute At6 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
57,72,31,25,75,13,75,85,0
32,100,95,79,48,0,58,63,8
17,74,36,77,100,63,71,0,4
97,90,58,0,52,0,49,13,6
30,100,98,37,46,54,59,0,5
12,20,0,92,100,64,15,52,0
41,100,81,57,46,0,50,10,1
20,100,72,45,98,47,53,0,3
4,15,0,92,100,63,28,62,0
45,67,16,56,100,31,38,61,0
16,78,54,41,93,39,91,0,4
67,90,57,41,100,53,66,0,4
28,39,0,80,100,54,22,50,0
65,84,48,9,61,0,58,46,6
0,59,29,51,22,26,73,100,8
0,97,80,100,95,48,64,0,1
88,82,75,90,100,68,59,0,9
29,71,100,90,74,50,0,7,1
89,100,78,80,100,76,61,4,9
0,97,91,74,55,29,20,36,7
9,100,72,42,0,5,53,0,2
0,61,82,100,97,78,45,0,1
100,100,77,20,11,21,35,40,6
31,50,8,57,100,30,56,92,0
65,93,56,11,60,0,50,1,6
41,100,94,71,42,16,49,0,2
100,83,57,23,42,0,43,18,6
100,100,83,18,53,47,37,6,5
100,78,52,0,16,0,70,27,6
100,94,73,13,70,47,46,7,5
100,98,81,40,78,55,43,0,5
0,55,78,100,90,75,84,0,1
100,65,78,36,78,88,78,0,9
21,55,100,27,38,37,0,5,1
55,68,29,39,52,32,69,86,8
27,56,8,62,100,33,46,72,0
44,77,99,100,84,75,75,0,1
0,14,0,86,100,66,34,45,0
0,100,80,43,24,22,57,0,2
18,100,81,43,90,55,52,16,3
35,100,72,67,100,34,35,7,3
100,85,57,0,23,0,57,23,6
89,83,44,2,61,2,100,98,0
100,96,100,0,16,54,87,0,5
31,58,13,64,100,33,49,81,0
15,100,89,52,75,35,50,11,3
51,100,66,43,8,6,49,0,2
41,98,100,59,28,69,39,0,5
33,100,97,74,44,4,39,79,8
0,100,90,64,49,0,100,37,7
0,100,80,94,63,0,8,44,7
22,100,99,65,72,56,58,0,3
0,100,94,74,49,34,30,1,2
34,68,65,67,0,0,20,99,5
0,100,92,87,55,44,32,0,2
43,76,100,46,36,0,50,13,1
100,100,65,35,39,0,87,100,8
76,100,71,85,100,4,0,73,8
36,76,32,27,70,6,91,70,0
0,100,79,81,60,7,44,31,7
55,100,65,0,43,0,51,0,6
59,71,35,79,7,29,100,99,8
0,75,100,91,69,45,27,6,1
0,100,77,59,29,26,48,4,2
75,89,61,100,32,0,63,99,8
62,100,67,67,89,0,56,96,8
21,60,32,82,37,28,34,100,5
36,86,38,27,72,9,88,100,0
100,99,65,70,32,0,36,100,8
0,71,90,100,86,74,51,0,1
55,100,83,82,84,28,0,3,1
17,75,43,60,100,62,92,0,4
0,99,100,100,98,37,70,31,7
0,0,5,95,100,88,27,17,0
0,100,84,77,68,5,50,23,7
0,55,79,89,100,85,56,0,1
60,56,66,74,58,65,66,8,9
26,100,57,39,0,0,57,21,2
39,100,98,36,50,69,61,0,5
0,64,82,100,94,75,84,0,1
26,8,0,100,99,81,6,38,0
19,100,99,73,55,44,55,4,3
21,100,66,38,0,12,60,0,2
30,99,100,32,52,57,58,17,5
100,81,39,62,1,13,74,75,8
86,65,87,58,87,67,93,7,9
0,100,81,74,61,0,20,50,7
40,95,45,23,83,10,61,75,0
0,100,74,69,42,2,35,38,7
0,50,76,94,100,84,73,0,1
55,100,78,72,40,25,40,2,2
17,53,47,42,3,17,44,94,5
37,71,100,0,25,36,100,26,8
81,79,52,17,70,15,44,0,6
32,60,17,51,95,27,66,72,0
23,75,40,60,94,60,86,0,4
0,100,85,73,65,0,46,50,7
66,55,73,45,33,46,89,23,8
40,60,21,86,100,40,61,0,4
59,88,41,25,77,10,82,94,0
0,100,99,60,38,30,57,6,2
0,100,80,54,49,0,41,39,7
30,80,53,11,74,40,89,0,4
32,63,21,17,0,36,54,83,5
76,100,60,68,23,0,46,94,8
13,74,57,32,2,22,41,100,5
32,48,16,34,79,11,99,100,0
6,39,0,73,100,51,35,62,0
22,100,73,38,0,8,53,8,2
0,64,53,63,12,0,33,100,5
57,100,74,62,86,71,63,3,9
31,53,8,57,100,30,51,72,0
0,53,64,76,100,100,71,0,1
100,91,62,0,33,0,75,49,6
7,68,39,31,0,25,33,100,5
19,59,41,40,3,21,36,100,5
100,100,64,92,96,76,62,8,9
0,70,91,100,95,75,89,0,1
100,82,56,0,30,0,84,9,6
0,76,100,100,100,66,80,0,1
41,100,73,66,100,31,37,15,3
93,100,73,53,100,46,38,13,5
0,65,85,97,100,82,48,0,1
52,75,49,0,34,1,95,16,6
28,52,99,45,51,34,30,0,1
0,58,82,33,37,81,72,0,9
97,100,92,18,96,74,83,0,9
87,100,87,18,78,73,71,0,9
100,90,70,14,0,19,37,30,6
0,100,99,88,61,33,21,41,7
100,100,83,33,85,85,64,0,9
54,67,28,34,83,8,73,100,0
7,77,55,20,96,42,85,0,4
94,100,71,85,100,54,44,9,9
2,58,79,86,100,93,56,0,1
77,57,19,13,28,35,94,79,8
86,83,66,100,83,67,48,0,9
79,100,96,0,53,66,74,0,9
0,100,99,100,70,50,29,0,2
48,79,46,12,55,0,75,16,6
0,84,100,33,36,29,6,6,1
1,54,16,68,100,31,61,75,0
97,100,68,0,28,0,73,10,6
29,73,48,65,0,0,26,100,5
61,80,100,15,0,55,87,0,9
0,100,98,100,58,44,29,0,2
33,83,50,60,96,46,91,0,4
21,88,54,20,85,42,91,0,4
0,100,79,37,5,3,53,1,2
100,88,61,1,14,0,48,19,6
29,66,24,52,98,14,61,85,0
39,31,0,100,95,100,49,28,0
56,98,97,24,78,48,32,26,5
35,74,47,54,100,48,84,0,4
16,100,77,42,0,23,53,13,2
11,68,14,66,100,35,34,51,0
16,100,82,72,100,34,48,10,3
0,61,79,100,86,76,55,0,1
0,100,89,77,63,17,100,20,7
39,100,78,71,100,39,36,17,3
12,36,2,83,100,38,43,80,0
17,100,75,56,100,36,40,9,3
0,70,100,26,24,28,18,12,1
26,100,92,43,39,12,47,8,1
0,81,100,100,81,70,30,0,1
27,83,47,36,100,49,86,0,4
100,100,67,91,94,67,63,3,9
7,100,82,79,41,31,40,0,3
0,52,75,100,82,76,36,0,1
30,100,67,19,81,83,68,16,9
23,39,0,40,51,43,60,75,8
87,100,82,46,100,71,38,0,9
4,82,50,46,100,42,93,0,4
1,100,67,32,16,0,40,49,7
46,65,100,32,62,66,71,0,9
100,100,72,0,15,8,78,16,6
0,12,32,96,97,84,53,63,9
0,100,83,41,14,10,56,12,2
51,68,34,100,19,7,85,100,8
43,73,39,39,0,7,46,100,5
36,98,100,44,1,65,51,2,5
0,100,81,58,96,44,62,6,3
100,96,100,0,38,66,56,0,5
19,100,83,57,18,26,54,0,2
100,96,68,28,27,4,58,22,6
45,100,57,42,0,0,52,6,2
0,100,80,78,51,0,51,31,7
20,100,95,74,83,41,47,2,3
17,65,43,52,0,14,35,100,5
42,100,68,76,45,0,38,65,8
17,100,85,68,66,44,53,18,3
86,100,80,40,92,12,41,65,8
