@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R5,10-11,13,17'

@attribute At5 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
72,75,50,28,1
0,79,100,84,9
59,1,16,58,2
15,65,74,71,4
0,0,8,33,8
79,27,8,46,5
0,33,100,77,4
88,43,100,50,3
10,22,95,52,0
40,30,20,45,5
0,0,100,70,6
80,69,65,55,1
28,0,60,78,6
20,21,93,54,0
52,35,0,42,5
0,8,100,29,6
30,38,87,44,0
51,15,5,42,5
80,0,0,50,2
16,12,100,94,6
59,100,80,62,1
92,76,49,25,1
79,74,75,71,1
90,67,92,84,1
59,42,31,58,2
100,29,58,66,8
39,84,63,31,4
35,31,16,51,5
26,11,97,100,4
31,0,100,67,6
65,60,90,95,9
97,47,100,49,3
0,36,100,92,4
30,0,0,61,8
64,44,23,62,2
43,0,77,48,6
38,46,76,37,0
8,72,100,92,9
0,54,82,52,4
83,35,100,73,8
64,10,0,50,2
5,27,100,82,4
78,0,28,47,7
37,0,100,47,6
78,39,85,41,3
82,65,70,55,1
0,100,94,74,9
91,5,55,46,7
15,38,100,91,4
65,0,14,49,7
0,16,100,96,0
17,0,7,45,8
94,14,0,49,2
33,11,35,54,6
0,44,91,68,4
0,54,100,75,4
0,38,100,48,0
68,38,100,50,3
60,38,19,54,2
48,0,0,50,1
62,0,0,50,7
55,30,10,52,5
0,2,100,61,6
90,52,58,38,5
71,0,40,60,7
0,77,48,22,4
0,0,100,59,6
91,75,62,59,1
0,0,97,100,0
74,43,100,53,3
83,64,100,66,5
78,71,49,24,1
51,0,12,45,5
89,55,100,60,3
80,7,14,56,2
14,24,100,66,4
51,13,100,71,1
0,37,89,80,4
98,9,0,47,2
93,81,99,67,9
0,66,89,78,4
85,54,82,43,5
5,11,100,46,6
0,64,89,57,4
76,13,0,50,2
91,0,0,30,7
82,46,98,46,3
44,69,80,50,9
0,29,100,56,4
63,61,98,51,9
0,60,100,57,4
100,62,78,70,9
61,0,93,58,6
0,49,100,75,4
25,0,59,46,6
0,0,7,26,8
0,5,23,3,8
8,0,100,76,6
93,39,28,44,2
100,60,57,50,1
0,4,100,77,0
83,39,100,55,3
57,38,12,55,5
32,0,100,51,6
100,70,32,47,5
47,0,6,53,7
85,0,4,14,7
80,35,47,0,8
83,52,77,45,9
77,60,73,43,9
100,22,72,91,7
100,51,57,38,1
18,61,4,49,2
80,57,60,88,1
70,37,48,44,1
47,29,59,100,8
48,49,100,43,8
100,0,25,0,7
68,20,16,58,2
67,75,53,44,7
84,18,74,100,8
62,24,29,0,8
46,52,100,38,8
0,0,24,100,8
33,35,87,50,0
68,13,45,100,8
48,0,5,19,5
93,20,0,48,2
56,0,48,99,8
0,52,97,68,4
5,18,100,59,0
83,40,90,41,3
72,79,62,41,1
59,74,77,55,9
56,86,75,49,1
41,64,80,46,9
80,44,100,60,3
76,87,82,71,1
0,78,81,65,4
85,0,21,45,7
21,73,78,53,9
0,40,100,72,4
100,0,30,25,7
66,88,61,57,9
21,0,100,53,6
87,75,54,32,1
86,47,100,60,3
74,80,73,46,9
31,52,83,51,5
60,5,16,60,1
20,64,84,77,4
100,27,0,35,2
88,0,0,29,5
46,24,3,36,6
0,39,93,61,4
97,9,27,19,7
23,0,100,49,6
29,95,0,75,0
42,21,45,100,8
41,16,0,50,1
48,0,32,66,7
26,100,13,61,0
57,41,100,52,3
100,0,81,76,8
93,35,100,100,8
64,29,28,57,2
74,27,59,100,8
87,0,0,38,7
5,21,95,53,0
67,3,0,50,2
70,55,64,43,5
57,39,0,48,5
0,2,100,93,0
19,29,98,66,0
0,63,72,73,4
100,40,90,68,8
85,71,100,68,9
100,0,16,0,7
0,32,84,60,4
46,61,69,26,0
77,45,75,61,7
44,28,53,100,8
77,52,100,62,3
51,22,9,38,5
6,0,0,31,8
100,70,94,73,9
28,58,100,55,3
4,0,0,41,8
92,36,100,55,3
14,0,62,55,6
100,0,82,34,8
9,0,99,84,6
0,86,97,75,9
25,43,6,0,1
99,44,100,50,3
43,87,97,84,4
60,15,0,50,1
0,6,100,74,0
45,49,35,66,2
0,17,100,60,0
8,50,77,87,4
68,55,100,52,9
74,22,0,54,2
58,39,100,94,8
71,54,79,41,9
100,47,90,53,3
35,29,60,100,8
22,49,78,29,0
81,7,0,49,1
50,33,65,100,8
100,45,74,0,1
0,34,100,77,4
51,33,8,54,5
43,8,7,54,2
4,8,100,70,0
43,54,75,27,0
86,59,73,40,3
100,71,74,60,1
100,4,10,22,7
100,1,12,0,7
82,24,74,32,3
75,67,100,50,9
100,50,68,39,3
5,75,84,76,4
100,50,77,41,3
47,71,94,69,9
100,0,66,24,8
8,0,100,57,6
100,16,15,0,1
0,35,86,82,4
41,54,70,23,0
100,4,31,0,7
10,43,100,80,4
94,47,100,60,3
20,0,85,55,6
0,92,67,43,9
23,0,100,55,6
25,69,92,90,4
74,76,62,47,1
70,7,0,50,2
87,100,14,36,9
63,26,0,50,2
100,38,88,42,3
49,93,73,43,9
57,0,12,55,7
77,39,0,23,2
100,46,18,0,2
81,47,100,53,3
28,0,43,45,6
57,75,81,81,1
38,47,9,54,5
55,70,72,36,0
0,0,100,67,6
80,75,96,92,1
100,52,83,42,3
72,45,100,55,3
0,81,88,74,9
96,40,100,52,3
100,21,52,19,7
2,20,100,73,0
68,37,100,56,3
66,74,59,42,1
100,39,95,71,8
18,24,85,85,4
68,0,9,54,7
81,53,100,57,3
32,57,100,79,9
89,76,29,12,7
0,56,88,71,4
26,0,88,60,6
65,75,82,79,1
63,29,19,59,2
56,66,62,35,7
87,49,85,45,3
10,0,0,47,8
61,30,4,51,2
64,60,35,46,3
58,30,50,100,8
66,0,6,24,5
0,37,100,80,4
41,38,77,40,5
100,40,80,66,8
10,24,96,51,0
54,80,78,62,7
0,97,98,93,9
0,0,100,87,0
15,28,96,53,0
100,47,0,73,8
69,51,77,45,9
14,0,95,66,6
73,74,84,77,1
0,82,95,91,9
39,58,100,59,9
46,26,73,100,8
79,35,100,72,8
7,67,86,62,4
87,69,57,75,9
0,0,28,57,8
47,94,77,54,1
0,5,40,53,8
55,24,2,27,1
53,0,36,68,7
50,0,75,37,6
43,17,21,43,5
38,0,0,45,8
0,25,100,57,0
10,26,98,56,0
93,8,0,51,2
100,47,88,46,3
46,48,100,54,9
89,33,97,46,3
44,18,0,51,1
35,100,21,60,0
76,0,0,43,7
0,19,100,83,0
100,6,0,0,7
10,2,0,24,8
100,32,83,35,3
0,0,97,100,0
4,0,100,67,6
0,58,100,77,4
82,76,59,59,1
35,0,20,45,5
21,46,53,26,1
77,74,73,55,1
0,30,88,81,4
5,0,0,45,8
37,6,76,100,6
61,87,88,63,9
0,77,78,45,4
32,8,40,36,6
20,69,49,3,0
0,52,79,81,4
87,17,49,100,8
0,0,10,52,8
77,74,64,41,1
82,0,3,0,7
100,2,29,0,7
99,38,67,38,3
82,45,100,58,3
0,31,89,58,4
0,33,95,80,4
100,38,95,49,3
43,0,91,51,6
3,25,100,64,0
76,0,100,52,7
91,37,100,51,3
20,0,92,79,6
56,44,88,42,9
24,57,65,31,5
9,4,100,50,6
73,0,0,50,2
71,34,86,37,3
21,20,2,35,1
69,78,88,85,1
23,0,90,64,6
37,18,4,41,5
7,62,83,82,4
0,0,12,49,8
66,43,100,60,3
12,0,100,50,6
100,33,17,19,7
29,74,63,30,9
51,15,30,65,2
0,29,100,66,0
94,73,100,75,9
6,28,100,58,0
36,11,52,51,6
92,42,100,56,3
100,0,91,75,7
78,8,40,30,7
54,18,15,58,2
100,37,78,61,8
78,0,30,31,7
44,46,94,46,9
14,36,83,30,0
68,80,90,85,1
60,9,58,46,6
78,0,37,82,8
47,72,85,66,7
100,38,89,94,8
52,68,74,47,7
0,82,80,80,9
26,0,68,63,6
85,43,83,46,5
3,14,100,21,6
1,8,100,91,0
83,71,95,64,9
59,0,20,34,5
95,0,0,0,5
0,41,100,65,4
32,0,41,100,8
83,0,0,50,2
38,0,100,51,6
100,25,50,14,7
25,0,82,45,6
73,9,34,73,2
87,50,100,71,8
94,0,26,18,7
60,10,0,49,2
100,44,87,42,3
100,81,75,67,9
73,0,0,46,7
44,62,69,15,0
60,0,21,28,7
100,53,85,56,3
48,32,0,41,5
0,98,67,36,9
66,89,57,25,9
91,70,72,61,1
78,41,100,57,8
0,32,100,95,4
38,58,78,31,0
0,75,98,88,9
31,50,71,23,0
11,0,0,22,8
87,0,100,93,7
26,0,73,56,6
89,38,100,51,3
33,49,100,53,9
67,68,67,51,7
40,8,33,67,2
81,69,70,60,7
83,16,0,39,1
55,6,0,50,2
96,44,88,43,3
77,76,88,88,1
41,80,67,30,0
0,77,60,30,4
100,0,74,23,8
51,100,92,86,1
32,4,66,88,6
100,54,95,60,5
18,0,78,62,6
0,17,100,79,0
8,0,0,41,8
23,1,100,43,6
19,65,100,75,4
92,19,0,43,2
35,0,0,28,8
100,38,89,48,8
0,8,97,100,0
18,1,75,92,6
68,52,100,60,3
5,0,100,45,6
24,7,0,49,1
89,0,22,41,7
84,39,87,47,3
11,0,100,48,6
0,77,85,61,4
100,44,95,52,3
5,40,100,85,4
13,0,0,32,8
22,0,74,58,6
23,0,77,70,6
76,56,100,58,3
90,37,100,56,3
66,6,86,23,1
68,41,100,53,3
64,20,0,50,2
72,41,100,79,8
0,0,100,48,6
87,47,100,64,3
70,75,75,61,1
4,27,100,62,0
11,33,54,100,8
88,44,100,36,3
11,0,100,45,6
59,8,7,53,2
100,38,90,43,3
14,0,73,76,6
51,75,73,70,1
41,67,82,55,9
27,48,82,37,0
52,22,0,50,2
39,67,75,40,9
39,38,10,54,5
64,31,28,64,2
55,16,0,39,5
60,27,0,41,5
90,0,41,45,7
2,0,7,78,8
78,37,25,79,2
62,0,14,57,2
82,50,18,6,1
11,0,100,42,6
26,40,85,43,0
35,0,85,47,6
58,47,97,47,9
48,65,96,60,9
100,40,93,39,3
60,25,10,51,5
100,51,72,56,1
59,4,5,31,5
68,0,0,17,5
82,7,0,50,2
0,28,100,63,4
0,44,72,74,4
86,0,41,40,7
100,24,61,61,8
45,0,8,40,5
100,69,86,54,9
100,54,69,57,1
50,78,63,50,7
93,52,11,0,2
6,3,100,50,6
89,14,0,51,2
0,2,100,97,0
52,4,33,66,2
64,35,16,53,5
0,49,91,70,4
48,70,62,33,9
18,44,100,58,0
60,31,84,41,3
45,11,72,62,6
97,22,19,0,1
8,0,0,47,8
100,31,0,40,2
100,69,89,66,9
0,17,100,80,0
9,31,100,91,4
53,48,91,50,5
60,58,73,44,5
2,44,100,83,4
14,61,62,9,0
20,0,95,51,6
66,79,100,59,9
2,0,100,80,6
94,14,49,49,7
0,47,98,80,4
18,0,100,70,6
89,52,97,55,3
18,17,91,82,4
99,64,100,77,9
42,80,61,39,7
0,4,100,83,0
100,81,74,54,9
10,25,100,76,0
0,39,100,95,4
70,75,70,56,1
0,32,95,94,4
50,3,1,50,2
76,27,0,18,1
19,57,64,12,0
0,33,100,83,4
13,65,100,75,9
42,5,16,58,2
23,1,94,86,6
56,10,10,43,5
19,0,100,97,6
64,72,50,34,7
76,40,100,77,8
8,66,71,48,4
80,0,11,11,7
59,35,0,44,5
34,0,0,27,8
44,34,8,45,5
0,36,77,75,4
77,25,0,50,2
14,0,75,58,6
19,47,100,46,5
66,75,77,66,1
16,84,100,61,9
40,0,100,49,6
82,20,0,50,2
12,0,76,63,6
69,43,100,96,8
41,7,25,63,2
79,67,100,87,9
28,66,100,46,8
84,67,63,41,1
67,72,61,40,1
38,93,83,67,7
85,59,83,47,5
0,48,6,12,1
21,0,100,71,6
38,24,14,51,5
100,10,53,85,7
95,54,92,92,9
70,15,23,63,2
0,31,100,82,4
4,55,100,79,4
60,18,33,66,2
100,16,0,0,7
2,31,100,49,4
56,45,12,0,1
9,53,84,70,4
41,40,7,50,5
60,4,0,49,2
83,74,81,70,1
100,20,36,17,7
30,0,100,56,6
1,0,100,62,6
49,90,81,67,1
0,77,100,85,9
0,43,95,93,4
95,0,33,35,7
67,12,26,50,5
1,25,100,65,0
66,82,61,46,1
67,0,0,31,5
86,0,37,28,7
70,49,100,56,9
34,77,49,46,4
45,78,89,56,9
100,45,86,45,3
83,0,10,25,7
7,16,100,72,0
0,0,8,48,8
0,0,17,35,8
100,36,98,56,3
0,44,100,87,4
41,18,48,100,8
100,43,66,0,1
95,27,39,8,7
36,0,0,27,8
0,19,99,100,0
9,30,91,45,0
87,14,72,48,7
76,0,19,27,7
88,31,100,53,3
19,31,100,79,4
0,48,64,43,4
71,40,100,67,3
14,41,91,41,0
0,26,70,84,4
23,0,65,69,6
46,0,33,69,8
36,19,70,100,8
78,41,100,67,3
50,33,8,46,5
3,0,100,68,6
0,9,100,91,0
0,81,91,74,9
47,0,0,48,7
98,16,50,100,8
0,75,75,46,4
0,25,100,82,4
0,88,81,81,9
59,75,70,52,1
76,0,0,50,1
9,32,95,50,0
28,0,100,46,6
85,73,73,64,1
96,37,57,18,7
39,79,19,85,0
0,4,6,32,8
76,75,100,84,9
87,10,0,50,2
32,0,89,85,6
10,38,100,53,0
5,55,91,87,4
14,0,0,45,8
68,75,84,84,1
100,65,36,21,1
100,44,96,48,3
99,98,100,67,9
47,12,7,53,2
100,48,90,50,3
100,46,97,51,3
0,38,80,65,4
59,32,14,57,2
95,0,0,51,2
61,35,55,100,8
0,75,57,48,4
64,79,85,79,1
0,7,100,81,0
0,2,19,28,8
11,57,66,32,4
24,14,91,89,4
85,0,96,100,7
38,45,11,55,5
100,19,38,80,8
21,9,0,24,8
12,32,100,55,0
69,0,100,76,7
97,39,82,41,3
60,19,34,80,6
0,0,15,44,8
77,0,26,54,7
61,35,9,34,5
62,78,79,64,1
71,24,70,34,3
100,35,96,90,8
18,0,71,58,6
7,29,92,47,0
90,55,64,35,5
54,10,26,62,2
85,0,13,44,7
42,64,79,45,9
15,19,100,82,4
59,0,27,57,7
29,45,68,46,5
65,17,3,59,2
54,81,32,21,7
32,41,79,36,0
100,68,47,33,1
29,0,66,45,6
100,0,0,0,7
50,24,54,100,8
100,9,27,0,7
54,61,88,93,9
100,31,15,4,7
53,55,77,43,9
62,22,0,40,5
28,0,0,47,8
100,35,76,33,3
30,45,8,53,5
78,50,100,66,3
18,0,95,100,0
93,41,100,58,3
79,36,27,54,2
83,75,94,98,1
100,0,0,20,7
79,73,69,52,1
79,17,55,41,7
29,0,68,49,6
22,54,94,43,0
75,0,93,100,7
63,75,73,67,1
80,17,0,50,2
51,20,7,55,2
25,26,15,55,1
100,70,40,32,1
90,100,73,73,1
100,40,0,9,2
52,27,30,0,8
69,37,91,48,3
38,63,96,35,9
0,53,100,90,4
14,0,91,84,6
65,18,50,100,8
100,33,80,33,3
40,65,70,24,0
100,5,80,45,8
38,52,96,62,5
76,17,58,100,8
38,59,83,58,9
0,48,77,63,4
100,53,83,44,3
100,32,0,84,8
0,37,100,72,4
100,44,6,0,2
16,0,89,70,6
72,45,79,47,5
82,41,31,51,2
64,13,33,42,1
62,38,100,71,8
12,0,100,75,6
53,23,32,66,2
0,4,16,34,8
84,6,0,50,2
52,29,43,0,8
95,0,41,24,7
92,2,0,50,2
54,46,85,38,3
65,79,73,50,1
96,26,76,34,3
25,74,92,66,9
87,0,12,13,5
48,14,27,66,2
65,30,9,54,2
77,0,12,0,5
0,35,91,74,4
81,38,99,51,3
90,37,67,100,8
100,72,12,6,1
13,21,99,63,0
65,0,13,57,7
97,36,100,51,3
76,34,77,28,3
41,42,23,60,2
92,29,82,38,7
77,0,15,50,7
92,30,0,48,2
1,65,88,90,4
0,46,100,88,4
40,99,64,46,4
51,67,91,76,7
63,6,22,61,2
100,7,68,25,8
100,72,38,39,5
0,0,100,48,6
