@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At6 numeric
@attribute At7 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
38,29,0,81,66,64,17,0
44,36,0,82,48,86,34,0
66,0,26,35,24,100,78,0
64,2,23,40,18,100,75,0
42,17,4,68,32,99,62,0
100,34,94,4,13,44,79,0
54,24,5,71,41,91,43,0
97,0,63,2,0,89,100,0
77,0,35,23,3,100,95,0
0,60,4,89,75,71,30,0
79,9,19,61,47,76,18,0
86,0,53,9,0,95,100,0
70,1,17,40,15,100,66,0
56,0,9,37,35,100,61,0
43,13,2,67,39,100,54,0
50,6,6,56,30,100,58,0
64,21,5,71,49,67,19,0
84,0,39,25,12,100,83,0
77,0,33,30,6,100,76,0
61,26,20,65,27,92,48,0
53,20,6,66,35,98,53,0
25,51,0,85,69,72,30,0
59,0,14,43,22,100,68,0
49,0,2,51,30,100,55,0
100,0,49,18,0,100,66,0
62,15,20,62,31,96,53,0
31,40,0,81,55,82,37,0
71,0,28,33,16,100,74,0
100,3,68,0,0,91,100,0
66,6,28,45,20,100,76,0
100,0,65,8,0,100,88,0
4,72,0,100,75,62,26,0
27,34,0,70,34,90,55,0
37,38,0,78,57,73,33,0
31,31,0,78,55,87,40,0
98,0,62,9,0,100,94,0
85,4,37,39,17,100,60,0
42,25,0,71,43,86,41,0
17,58,0,99,65,69,23,0
15,66,0,100,78,57,15,0
58,4,17,54,28,100,63,0
39,30,0,80,54,70,22,0
65,0,31,18,6,100,86,0
25,66,0,100,59,68,32,0
55,22,3,71,48,82,37,0
48,17,0,68,46,89,40,0
61,8,14,59,33,97,48,0
44,33,0,80,65,64,22,0
30,29,0,70,37,84,47,0
59,0,17,47,25,100,71,0
25,40,0,79,61,87,40,0
62,11,5,63,43,89,36,0
78,7,28,51,14,100,58,0
67,0,21,40,29,100,59,0
39,39,0,90,71,53,0,0
46,9,0,46,24,100,75,0
10,51,0,85,70,72,30,0
84,0,44,1,5,100,83,0
44,33,0,75,48,74,32,0
51,25,0,76,62,63,15,0
35,0,6,57,22,100,77,0
11,62,0,99,68,71,27,0
45,16,0,67,46,98,48,0
49,22,0,68,45,100,47,0
63,8,16,46,15,100,71,0
32,35,0,80,61,71,24,0
71,0,27,36,22,100,67,0
2,69,0,100,84,44,4,0
30,33,0,77,44,78,37,0
61,0,18,49,26,100,61,0
48,0,2,46,34,100,63,0
90,24,30,56,43,90,34,0
69,0,33,25,0,100,97,0
64,0,25,36,27,100,76,0
67,0,30,20,5,100,91,0
44,31,0,86,55,67,18,0
62,7,0,61,44,80,29,0
35,16,0,62,30,100,70,0
95,0,57,10,0,100,92,0
41,14,0,70,53,100,49,0
43,25,0,67,34,95,55,0
33,34,0,79,58,81,34,0
68,0,23,42,27,100,66,0
41,31,0,82,46,77,30,0
10,65,0,95,72,72,32,0
25,36,0,74,49,85,45,0
65,0,20,41,12,100,77,0
40,38,0,79,66,81,35,0
49,13,1,70,43,93,35,0
73,0,34,28,21,100,83,0
38,21,0,71,37,87,41,0
62,0,20,37,15,100,86,0
36,42,0,83,56,80,36,0
24,47,0,89,52,76,34,0
61,0,16,56,35,100,51,0
50,17,0,64,43,100,58,0
74,5,23,51,20,98,55,0
66,11,8,66,47,79,28,0
66,0,22,35,16,100,83,0
73,0,34,25,9,100,97,0
65,0,0,52,57,82,81,0
66,0,11,41,19,100,60,0
74,0,25,34,27,100,54,0
74,0,35,21,7,100,83,0
70,0,32,19,10,100,90,0
71,0,13,62,48,73,16,0
50,3,8,58,29,94,52,0
60,10,17,55,26,100,67,0
86,6,42,23,13,100,62,0
46,21,6,66,30,99,63,0
0,77,5,100,86,55,21,0
45,20,4,65,31,100,61,0
18,45,0,83,73,67,24,0
80,0,37,22,18,100,79,0
79,0,35,23,18,100,72,0
70,0,25,34,12,100,84,0
69,5,30,42,24,100,60,0
21,48,0,85,63,83,36,0
52,11,14,60,30,100,63,0
75,0,35,25,0,100,86,0
56,2,13,41,24,100,84,0
59,18,11,72,42,82,28,0
58,27,0,100,100,0,68,0
62,0,0,65,73,42,51,0
67,7,16,56,31,91,38,0
65,0,23,33,23,100,88,0
74,0,33,21,9,100,87,0
18,39,0,78,54,90,49,0
100,18,69,0,0,93,100,0
42,19,0,67,35,93,49,0
56,8,9,58,31,100,55,0
2,68,0,100,75,38,7,0
93,0,62,0,0,89,100,0
60,12,16,59,27,95,51,0
82,0,40,21,0,100,85,0
43,20,5,69,34,92,53,0
38,13,0,66,44,100,55,0
37,34,0,84,64,66,20,0
11,49,0,87,78,62,25,0
61,4,17,57,32,96,43,0
43,25,0,78,53,82,32,0
45,21,0,72,41,86,37,0
100,23,67,0,0,69,100,0
