@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,8,11,14,17'

@attribute At2 numeric
@attribute At8 numeric
@attribute At11 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,45,100,23,4
67,80,40,20,1
96,0,79,100,8
100,11,100,46,6
86,50,100,0,3
93,43,35,35,7
76,80,34,20,1
96,0,1,98,5
78,41,0,8,2
100,64,14,29,7
75,100,80,27,1
92,87,69,26,9
65,86,79,21,1
100,0,97,97,0
77,48,38,23,6
100,98,71,25,9
100,0,99,71,0
84,61,100,0,3
91,40,99,52,7
95,0,100,85,0
74,100,73,18,9
59,15,87,100,0
100,21,62,80,8
100,57,33,14,1
91,0,0,100,5
93,0,54,95,8
93,0,100,93,0
75,51,0,5,2
83,0,100,100,8
76,71,82,0,3
81,51,95,0,3
53,42,72,62,8
88,0,12,94,5
94,62,17,34,7
100,37,100,34,4
100,20,33,4,2
76,63,6,2,2
95,52,22,0,2
86,0,100,70,0
79,27,0,39,8
71,34,2,6,2
81,31,7,0,2
86,0,96,100,0
100,41,36,18,6
77,87,100,11,9
76,72,74,5,3
100,38,100,31,4
97,59,83,41,4
100,15,97,38,6
77,27,93,58,0
46,80,72,33,9
96,38,7,45,7
57,64,12,2,1
79,40,31,45,7
58,95,36,24,1
73,57,0,19,2
89,50,100,0,3
100,57,79,35,4
100,0,39,81,8
86,55,100,0,3
40,81,55,4,8
91,69,84,7,5
82,64,75,2,3
94,39,57,19,6
97,100,76,31,9
100,47,74,0,3
74,0,100,100,8
87,48,0,0,2
66,13,78,100,0
99,48,40,27,7
94,70,100,11,5
91,0,0,94,5
72,55,100,33,9
97,100,0,8,8
89,71,68,6,3
69,39,0,14,2
100,30,58,34,6
23,100,86,0,8
100,18,93,38,6
91,53,77,4,5
66,85,61,21,1
96,0,100,100,0
80,69,91,0,3
100,80,0,8,1
98,40,80,46,4
91,86,98,0,5
87,76,90,13,3
94,0,0,97,5
55,0,99,100,0
100,0,100,91,0
87,37,26,5,2
85,27,0,62,8
100,28,73,45,4
96,53,3,5,2
88,0,56,100,8
69,74,78,28,9
87,68,86,33,9
83,78,68,5,5
100,36,43,26,6
100,52,0,8,1
78,0,98,100,0
100,30,100,27,4
92,67,100,7,3
90,40,40,30,7
100,47,91,38,4
100,42,80,30,4
96,100,93,0,9
100,0,100,84,0
26,43,55,88,0
100,30,19,50,7
93,100,59,1,1
100,38,95,28,4
61,93,44,24,1
82,36,6,38,7
84,0,100,100,0
80,57,100,1,3
84,39,14,14,2
78,72,48,0,2
100,49,0,2,6
99,56,75,0,3
57,100,67,30,1
100,26,46,90,8
85,74,33,16,3
74,78,84,0,9
98,29,33,3,2
100,23,100,36,6
100,34,71,17,6
100,30,95,35,4
64,99,64,18,1
66,98,58,22,1
74,35,100,38,6
24,100,43,28,1
100,31,100,43,6
67,53,0,5,2
99,44,44,27,6
90,52,12,4,2
73,100,100,29,9
73,1,82,100,0
80,39,0,17,2
100,45,55,26,4
100,32,93,28,6
100,33,77,45,4
67,48,0,0,1
57,76,79,24,9
95,0,4,99,5
94,100,45,25,1
86,55,0,2,1
73,49,0,10,2
72,23,30,47,7
100,44,89,32,4
94,76,70,3,5
70,0,13,90,5
80,80,100,14,3
99,0,100,100,8
88,77,100,7,5
97,100,100,0,9
100,51,82,24,4
64,43,6,2,1
93,67,80,16,1
97,28,8,14,2
85,0,0,100,5
54,100,81,26,1
89,4,16,100,5
67,90,69,41,9
87,72,30,42,8
100,0,18,97,5
83,47,0,11,2
68,80,29,20,1
96,99,93,0,9
82,53,76,0,3
77,0,19,87,5
100,39,70,31,4
60,0,62,95,0
68,40,10,12,2
65,74,69,0,1
86,53,0,1,2
94,1,15,99,5
100,45,5,41,7
100,89,0,28,8
4,95,74,33,1
78,61,81,0,3
100,3,29,81,8
87,65,94,32,9
100,15,100,33,6
100,29,100,28,4
90,57,100,1,3
100,35,10,44,7
59,58,0,0,1
62,100,70,25,1
98,27,0,70,8
95,76,10,36,8
