@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,8,10,14-15,17'

@attribute At2 numeric
@attribute At3 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
89,27,42,45,15,2,100,2
100,72,36,54,47,0,0,5
84,66,75,51,42,0,0,3
62,53,0,39,0,57,90,8
100,40,70,77,74,23,0,4
99,18,0,0,23,100,19,0
75,47,100,80,60,20,19,1
63,100,0,53,16,36,91,8
100,58,31,24,0,43,0,6
97,42,67,35,0,42,100,7
100,12,0,21,0,21,18,6
100,54,91,52,17,32,42,7
51,8,0,0,26,100,16,0
83,60,89,0,33,92,18,8
88,24,76,0,32,100,8,8
89,40,63,0,7,100,3,8
70,58,10,24,0,68,45,0
59,77,100,93,71,35,20,9
65,43,93,100,75,25,5,1
100,64,26,63,58,1,0,5
100,23,0,66,79,42,16,4
87,55,100,41,0,32,99,7
76,0,7,0,33,100,0,0
96,81,100,92,64,5,0,9
100,53,0,0,34,51,10,0
100,71,30,27,0,51,0,6
69,33,64,48,21,0,100,2
91,40,15,36,53,0,0,5
65,46,50,62,23,5,100,1
63,0,53,100,74,21,51,1
89,41,89,62,31,17,54,7
100,5,42,32,0,47,100,8
79,19,25,32,3,5,100,2
100,49,0,43,57,39,49,4
76,70,100,38,19,18,91,2
78,48,14,35,0,59,100,8
87,0,7,0,44,93,7,0
82,47,75,35,0,48,100,7
100,0,22,63,99,40,60,4
98,0,16,29,0,69,88,8
100,10,0,20,0,31,21,6
83,0,10,0,23,97,31,0
79,78,94,37,19,24,100,2
75,47,74,53,44,0,0,3
97,0,9,87,95,30,57,9
61,54,58,31,0,5,0,1
100,37,7,25,0,30,23,6
83,70,93,50,44,0,0,3
82,41,84,51,43,0,0,3
97,50,12,48,47,0,0,5
99,51,100,59,16,39,81,7
100,0,28,12,0,84,100,5
84,25,58,37,0,33,100,7
95,50,100,49,15,32,76,7
100,17,8,37,41,28,100,4
94,100,81,81,50,0,0,5
97,9,0,0,26,100,17,0
100,32,16,16,0,23,0,6
64,45,0,100,99,23,40,9
67,54,91,49,20,1,100,2
89,100,91,79,55,0,0,5
98,51,100,48,8,24,94,7
87,9,80,7,0,91,100,5
94,54,9,60,52,0,13,5
62,21,27,35,4,2,100,1
63,74,11,43,0,48,100,8
100,0,9,54,75,32,90,4
83,8,56,0,24,94,100,5
100,23,0,3,0,39,14,6
95,4,0,0,16,89,17,0
79,57,100,66,44,6,0,3
86,51,84,48,40,0,0,3
100,51,16,28,0,35,6,6
90,28,0,4,0,83,73,8
100,33,11,25,0,24,41,6
72,0,57,0,15,93,100,5
85,84,82,56,48,14,0,3
97,42,0,60,81,30,33,4
100,65,39,32,5,18,0,6
63,60,100,40,11,19,93,2
72,89,73,49,15,4,100,1
99,9,44,89,56,0,0,9
69,47,0,38,0,55,100,8
76,53,82,39,12,3,100,2
76,53,100,81,61,20,5,1
75,47,0,41,0,66,98,8
91,26,52,0,39,100,100,5
97,41,68,38,0,40,100,7
92,66,93,56,35,10,100,2
89,65,100,0,30,95,22,8
55,53,100,95,71,23,80,1
100,0,1,0,16,100,29,0
76,39,88,62,43,0,0,3
97,58,21,34,0,28,11,6
71,20,54,55,22,3,100,2
80,12,3,10,50,92,0,0
91,36,62,60,39,4,39,3
92,48,100,100,75,0,0,9
100,15,0,37,43,36,41,4
82,5,30,15,59,95,0,0
78,44,40,98,69,18,0,9
77,54,0,52,76,0,5,9
75,62,100,67,43,2,83,2
77,26,49,54,26,4,100,2
96,51,98,61,42,7,17,3
99,91,79,35,0,28,100,7
98,5,70,0,9,90,26,8
100,70,37,41,11,25,2,6
61,59,33,20,46,100,0,8
71,16,17,0,42,100,46,8
29,0,37,100,80,26,74,1
68,48,100,80,60,19,0,1
78,52,97,52,41,0,0,3
84,55,100,72,50,8,0,3
99,50,40,21,14,0,100,2
100,0,57,80,52,0,1,9
67,66,0,55,70,9,12,9
100,54,26,23,0,35,0,6
100,7,72,5,0,90,0,8
100,24,6,16,0,30,0,6
78,78,100,51,9,1,93,1
66,14,50,51,18,8,100,2
100,35,6,22,0,31,17,6
68,31,76,40,13,3,100,2
100,45,18,16,0,21,0,6
100,30,0,61,75,31,23,4
89,26,35,0,13,40,100,7
58,80,100,69,38,0,98,1
69,63,0,41,0,44,100,8
92,20,11,34,0,56,100,8
100,40,2,16,9,32,11,6
100,42,0,33,37,30,59,4
74,100,45,65,66,8,0,9
100,27,0,29,43,32,69,4
100,36,6,0,1,28,0,6
66,58,11,38,0,36,100,8
92,41,37,0,9,85,33,8
100,36,0,48,63,25,76,4
100,16,3,20,5,24,22,6
94,60,99,99,85,11,0,9
75,60,0,53,68,39,71,9
76,34,70,49,18,5,100,2
98,49,13,30,0,41,0,6
92,89,95,57,45,0,0,3
100,9,0,0,22,99,15,0
76,2,16,12,57,88,0,0
92,61,81,60,43,0,0,3
83,60,78,27,2,18,100,2
85,51,78,63,41,0,0,3
64,58,63,50,10,0,100,1
59,17,80,98,74,25,0,1
100,21,1,0,2,32,0,6
40,21,60,35,75,90,0,0
97,89,77,46,23,3,100,2
78,30,79,54,24,4,100,2
77,15,0,0,0,79,37,0
47,23,61,100,75,25,48,1
60,47,16,35,0,39,100,8
100,89,76,56,35,0,0,3
89,100,47,64,53,14,0,5
94,0,4,0,29,100,10,0
73,12,49,13,60,100,8,0
71,15,29,76,25,4,100,1
90,41,83,65,43,5,14,3
80,0,47,0,24,87,100,5
85,84,89,61,49,14,0,3
100,55,17,26,0,44,0,6
78,43,0,68,94,11,16,9
66,25,48,23,0,46,100,7
100,43,0,51,61,25,46,4
83,64,50,26,0,53,100,8
100,23,57,0,27,94,100,5
78,79,89,36,13,22,100,2
76,27,45,0,14,100,30,8
54,8,56,24,68,97,0,0
100,48,59,85,56,0,0,9
71,41,51,54,15,2,100,1
100,13,0,26,28,29,69,4
100,37,0,33,38,43,46,4
100,25,0,34,42,32,80,4
62,32,69,100,75,26,27,1
98,53,85,100,65,11,0,9
100,66,100,95,41,42,0,8
78,48,76,41,11,7,100,2
100,0,1,36,58,24,72,4
100,34,69,90,74,20,0,9
100,54,21,13,0,22,0,6
66,56,10,38,0,54,100,8
55,79,5,53,6,47,100,8
64,9,20,100,75,22,0,9
81,57,85,47,41,0,0,3
89,36,56,40,13,1,100,2
34,43,74,54,9,0,100,1
79,59,100,63,41,0,0,3
68,0,26,10,50,100,1,0
58,100,88,80,54,39,31,9
96,0,6,0,22,100,25,0
100,82,45,22,34,42,98,4
100,5,0,47,81,43,50,4
67,41,80,53,26,6,100,2
86,56,100,0,28,100,0,8
91,49,100,62,18,38,83,7
89,20,64,90,66,22,40,7
61,81,68,33,0,2,100,1
100,5,0,44,57,32,60,4
88,10,54,0,35,99,100,5
99,8,50,100,67,0,0,9
92,6,0,0,25,100,30,0
98,13,13,0,34,100,0,0
87,36,0,8,0,90,47,0
88,33,93,0,10,88,100,5
90,0,55,5,0,95,100,5
100,8,0,44,30,18,100,4
94,53,41,0,45,100,100,5
73,63,97,64,44,0,0,3
100,6,0,25,4,25,17,6
100,74,34,31,1,18,0,6
100,28,63,0,10,75,61,8
100,39,58,20,0,54,98,8
100,52,100,59,19,30,92,7
93,64,100,44,8,24,96,7
85,19,86,0,15,83,29,8
92,90,100,89,66,2,0,5
76,49,100,41,0,51,34,8
100,100,79,64,48,16,7,1
96,23,42,0,49,100,0,0
79,48,69,0,34,100,37,8
100,9,0,0,14,79,47,0
71,32,100,100,57,4,0,9
100,32,0,46,42,29,72,4
73,35,37,0,36,87,100,5
81,54,51,0,42,96,100,5
100,31,0,50,72,31,1,4
84,30,36,52,52,6,6,3
