@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R3,5,8-9,11,15-17'

@attribute At3 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At11 numeric
@attribute At15 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
12,72,0,4,0,100,100,5
57,100,66,81,82,0,17,3
31,0,70,15,15,0,0,1
1,16,3,100,92,0,73,0
0,97,100,14,100,28,0,9
0,59,0,11,4,100,100,5
62,100,54,82,89,0,13,3
67,26,38,47,0,96,58,8
21,0,30,91,100,67,0,4
100,25,50,80,99,0,0,9
38,2,19,51,100,12,7,6
55,55,14,0,30,100,1,2
0,88,18,15,8,100,100,5
1,0,0,100,95,7,62,0
0,12,1,88,100,31,91,0
10,0,0,89,100,29,69,0
31,0,9,100,82,38,25,0
16,53,0,13,0,100,100,5
4,0,36,100,96,77,0,4
53,100,99,0,81,47,0,9
15,0,1,71,100,44,98,0
100,93,48,39,19,72,38,7
87,100,54,90,100,0,12,3
78,79,64,38,0,100,0,1
16,0,26,80,100,68,0,4
54,100,78,86,78,0,0,3
59,26,28,1,58,0,19,6
0,40,59,84,57,33,0,4
80,100,59,92,93,0,0,3
0,5,61,100,85,86,0,4
77,21,38,68,0,100,81,8
25,52,34,32,0,100,39,7
40,59,62,59,100,0,0,1
95,24,44,69,0,96,64,8
40,80,53,54,100,3,4,3
0,33,9,100,64,32,20,0
57,25,26,30,88,0,21,6
4,42,100,100,81,66,0,1
12,64,0,10,0,100,94,5
50,100,57,32,69,31,23,7
11,56,67,66,100,16,0,3
52,63,17,0,18,100,3,2
97,100,84,2,100,7,0,9
34,100,3,0,38,76,95,8
31,68,88,94,74,64,0,2
39,0,18,60,100,36,92,0
76,57,87,92,67,0,0,9
0,4,0,100,73,0,25,0
66,38,45,0,26,11,24,6
42,32,39,44,100,0,3,1
84,100,60,85,45,94,2,1
3,77,5,0,6,100,100,5
55,70,0,14,0,100,100,5
65,71,88,78,100,5,0,9
52,4,37,63,0,100,78,8
67,43,25,66,100,0,74,8
22,45,12,100,81,0,72,0
0,60,0,12,14,100,100,5
39,79,55,67,100,15,10,3
54,0,40,91,13,100,87,8
66,90,54,75,100,0,1,3
48,18,99,64,69,0,19,9
61,100,50,69,51,90,36,7
78,85,61,100,81,0,4,3
16,68,35,81,38,0,22,0
65,100,39,51,85,0,55,8
3,25,23,0,1,100,90,8
60,93,58,73,100,0,0,3
47,95,70,78,100,0,0,3
52,100,75,71,64,32,0,1
46,100,38,58,53,83,40,7
0,56,78,75,100,15,7,9
92,100,62,29,0,66,38,7
3,0,0,79,100,35,100,0
50,38,0,29,70,46,78,8
52,0,60,76,100,23,0,9
51,0,42,94,22,100,76,8
59,71,55,99,100,0,10,3
63,30,20,48,100,0,4,6
52,66,55,35,0,100,0,1
53,76,40,9,0,100,0,2
42,73,100,81,61,39,0,1
37,85,100,85,76,67,0,1
20,0,35,100,80,43,0,4
40,0,100,78,88,33,0,9
74,82,53,87,100,0,3,3
2,0,72,100,81,59,0,9
26,56,51,26,34,100,10,2
29,0,0,76,100,31,98,0
8,54,0,6,0,100,100,5
41,79,100,95,87,78,0,1
6,0,43,100,86,52,0,4
5,10,33,71,0,100,97,8
56,100,53,45,0,94,1,2
45,100,52,32,15,65,38,7
19,0,14,58,100,19,20,6
30,0,44,100,70,38,0,4
33,73,39,6,0,100,0,2
67,63,15,0,24,100,0,2
57,8,54,57,100,1,14,5
4,0,41,100,85,77,0,4
40,74,55,1,15,100,0,2
35,9,28,29,100,5,5,6
44,79,35,53,29,100,32,7
8,70,99,60,33,22,0,7
100,99,86,40,89,0,0,5
26,49,0,0,56,37,100,8
12,0,0,100,86,20,56,0
79,57,60,14,0,29,0,1
46,50,28,0,18,100,0,2
100,97,83,74,96,0,0,9
0,42,100,100,80,45,0,1
49,26,20,62,100,0,0,6
50,76,58,73,100,0,0,3
100,58,51,0,28,2,21,6
55,73,35,29,3,100,41,7
57,28,43,0,37,28,27,6
0,21,0,100,67,13,28,0
70,88,23,85,100,0,34,7
20,0,18,49,100,17,3,6
33,67,100,100,81,53,0,1
36,100,68,58,24,36,22,7
69,98,35,35,13,100,35,7
56,25,43,0,37,12,24,6
58,55,32,69,33,100,46,7
73,100,50,60,46,97,38,7
53,68,0,0,17,88,100,8
18,74,68,34,0,100,0,2
14,0,0,75,100,42,100,0
62,99,50,62,52,100,38,7
100,5,57,65,0,97,75,8
0,11,38,100,75,37,0,4
9,100,100,1,0,46,60,8
31,99,73,55,8,88,1,2
55,100,80,52,29,0,0,1
77,75,52,100,88,0,5,3
33,66,54,34,19,100,10,2
14,70,0,0,6,100,100,5
0,29,4,100,84,17,72,0
29,0,15,51,94,68,97,0
57,100,49,23,0,93,34,7
28,0,36,98,100,66,0,4
51,18,35,12,79,32,24,6
43,91,44,50,35,100,53,7
3,13,0,100,96,0,82,0
8,0,0,83,100,11,100,0
83,100,53,42,0,93,3,2
6,0,0,70,100,47,97,0
64,28,30,7,72,20,49,6
93,89,78,51,100,0,0,5
29,32,0,0,42,52,100,8
31,59,36,46,27,100,39,7
8,37,21,100,73,0,43,0
50,68,29,26,9,100,49,7
75,72,60,100,78,0,10,3
36,14,23,47,89,86,0,4
68,37,51,0,21,15,18,6
66,27,29,25,77,16,44,6
25,84,100,20,100,13,0,9
40,40,79,94,82,0,0,9
48,67,83,81,88,99,0,1
50,32,11,76,100,0,41,6
95,98,62,91,100,0,8,3
54,25,100,99,76,0,0,9
20,62,22,95,61,0,57,0
69,100,80,60,41,0,0,1
28,63,0,0,16,100,99,5
34,79,61,33,0,100,1,2
97,100,66,78,55,80,2,1
74,100,70,46,56,0,5,3
27,8,44,40,100,81,0,4
84,90,59,94,100,0,0,3
48,67,36,0,29,100,31,2
100,55,69,36,74,62,44,8
46,14,49,100,94,72,0,4
23,100,100,19,94,0,0,9
6,95,100,19,100,0,0,9
6,0,0,78,100,32,100,0
42,100,79,50,25,67,0,1
35,53,90,99,100,0,6,9
9,45,64,38,7,100,4,1
17,87,0,12,79,0,96,8
29,65,58,13,0,100,0,2
73,100,37,21,0,84,31,7
44,76,39,63,52,100,46,7
51,100,42,60,79,30,38,7
75,79,28,29,0,100,48,7
78,100,45,58,33,98,36,7
21,0,0,75,100,19,82,0
56,28,28,21,69,0,23,6
59,27,40,0,43,6,15,6
12,0,0,76,100,47,85,0
0,8,0,99,100,14,78,0
85,100,38,28,13,92,41,7
58,21,62,58,64,0,7,5
37,59,15,27,20,100,51,7
2,0,42,100,68,22,0,4
41,100,68,54,19,54,23,7
0,21,1,100,87,5,71,0
58,27,28,0,53,0,27,6
5,56,29,97,59,0,55,0
57,0,55,100,99,26,0,9
87,74,77,60,100,0,0,5
100,82,74,90,94,0,0,5
0,45,3,44,34,78,93,8
35,71,53,33,21,100,0,2
66,66,64,100,78,0,24,3
13,0,0,73,100,39,95,0
36,84,100,79,100,0,8,9
48,68,46,33,0,100,6,2
56,100,80,44,17,22,0,1
35,74,0,12,0,100,100,5
43,72,45,12,0,100,7,2
16,53,41,9,0,100,0,2
62,97,62,34,0,100,0,2
70,77,53,96,100,0,0,3
74,24,63,94,89,0,0,9
61,100,39,42,74,0,63,8
44,91,55,62,100,0,0,3
64,30,42,12,72,0,14,6
54,20,27,27,71,0,45,6
35,0,35,100,96,59,0,4
4,22,84,66,100,0,10,9
44,11,11,56,100,0,19,6
30,84,66,77,100,0,0,3
64,87,35,11,0,100,36,7
24,100,84,0,49,7,28,8
44,63,52,13,0,100,8,2
7,37,97,90,100,0,6,9
38,72,100,96,84,73,0,1
0,79,0,13,50,19,100,8
38,100,69,57,15,85,0,2
63,100,36,56,96,0,45,7
24,59,0,5,0,100,100,5
53,100,98,45,85,0,0,9
21,62,100,57,100,9,0,9
40,0,46,93,100,40,0,4
76,79,41,23,0,100,1,2
90,83,46,51,0,100,2,1
75,48,72,55,100,18,0,5
0,6,0,80,100,42,94,0
88,10,66,91,100,0,0,9
19,48,26,100,69,0,43,0
35,69,58,66,100,31,0,3
41,76,35,15,0,100,1,2
57,0,52,75,100,97,0,9
80,38,34,31,81,0,45,6
84,67,48,100,77,0,2,3
7,48,100,100,85,51,0,1
53,94,37,53,37,100,57,7
28,0,37,88,100,100,0,4
59,100,67,71,92,0,0,3
56,23,31,18,65,17,9,6
37,1,29,41,100,8,23,6
26,57,100,100,87,66,0,1
46,73,100,81,85,100,0,1
55,53,19,0,23,100,4,2
69,100,40,47,0,95,11,2
34,70,85,78,57,43,0,7
54,94,65,100,96,0,0,3
49,100,63,50,97,0,6,3
41,100,85,10,0,33,62,8
0,16,47,100,94,83,0,4
31,100,80,81,38,12,0,1
34,0,42,70,100,42,0,4
56,21,18,43,100,0,13,6
36,79,63,86,100,0,0,3
100,47,81,34,80,25,0,9
7,0,43,100,84,13,0,4
56,0,34,80,99,36,0,4
46,8,38,52,100,96,0,4
39,0,100,93,70,23,0,9
74,100,50,84,86,0,9,3
100,72,85,6,88,82,0,9
8,0,34,100,99,78,0,4
25,3,24,43,100,6,4,6
43,78,55,36,11,100,1,2
53,76,64,90,100,0,5,3
0,37,13,100,80,21,61,0
12,25,15,100,63,0,25,0
40,70,37,41,22,100,57,7
54,100,47,59,63,0,43,8
42,73,58,52,19,100,0,1
33,70,100,92,86,83,0,1
100,88,62,50,25,0,0,1
19,59,100,84,67,40,0,1
31,66,34,20,15,100,0,2
22,0,36,100,97,77,0,4
55,100,100,90,85,0,6,9
55,0,61,100,94,63,0,9
9,0,0,88,100,28,88,0
17,0,0,82,100,25,86,0
0,43,0,21,28,100,100,5
39,100,92,80,73,59,0,1
28,85,43,43,8,100,25,7
16,74,0,8,4,100,100,5
52,4,100,97,76,0,0,9
41,14,31,51,100,79,0,4
37,56,21,0,35,100,30,2
100,80,76,58,86,0,14,5
45,19,14,69,100,0,13,6
25,0,1,78,100,8,91,0
35,17,15,70,100,0,3,6
47,6,48,80,100,0,26,5
40,54,0,27,13,100,100,5
0,61,12,19,15,100,96,5
60,29,26,35,83,0,31,6
58,81,34,29,0,100,48,7
36,0,31,90,100,62,0,4
49,71,51,11,0,100,0,2
52,28,17,55,100,0,26,6
100,60,71,75,88,0,0,5
9,0,25,100,99,83,0,4
88,53,36,17,69,0,29,6
26,84,75,24,29,20,39,8
63,100,47,77,51,94,36,7
43,0,54,83,100,29,0,4
20,0,0,66,90,69,100,0
31,4,21,40,100,28,36,6
100,60,60,79,86,0,14,5
13,0,0,89,100,4,84,0
100,62,79,42,90,0,0,5
38,98,62,67,100,0,17,3
47,64,35,15,0,100,0,2
43,100,83,43,13,9,0,1
53,79,46,83,100,0,1,3
76,100,55,83,99,0,7,3
64,94,54,100,87,0,7,3
35,10,22,54,100,69,0,4
34,60,53,1,0,100,1,2
0,0,42,82,80,100,0,4
100,85,90,55,90,0,0,5
1,40,28,5,0,100,100,5
30,63,36,0,29,100,32,2
100,43,69,42,89,0,0,5
46,85,72,73,18,76,55,9
26,74,98,80,67,70,0,1
53,87,43,34,0,100,0,2
28,34,82,91,100,0,11,9
1,43,2,0,9,100,100,5
72,73,36,50,18,100,36,7
49,19,20,39,100,0,26,6
20,0,35,100,72,31,0,4
61,61,82,92,75,0,0,9
41,70,100,93,89,100,0,1
61,26,60,97,100,0,8,5
56,22,24,23,79,18,13,6
70,100,40,25,8,100,47,7
60,100,59,72,98,0,0,3
12,62,0,6,0,100,100,5
46,59,39,5,0,100,0,2
38,87,56,77,64,100,28,7
32,19,0,30,67,47,88,8
57,21,32,17,85,4,3,6
14,0,28,98,100,71,0,4
13,55,42,15,1,100,0,2
36,0,11,82,100,10,0,6
0,74,100,47,100,16,0,9
50,47,90,100,77,0,0,9
95,100,86,64,91,0,0,5
17,0,22,41,100,10,8,6
37,56,32,0,36,100,33,2
40,78,100,71,43,0,0,1
10,61,0,0,3,100,100,5
60,83,64,100,82,0,0,3
41,93,0,28,0,100,100,5
16,0,18,49,100,24,19,6
94,48,66,100,78,0,2,9
56,0,38,100,45,91,86,8
36,77,58,18,0,100,0,2
63,73,60,100,84,0,10,3
100,62,84,29,93,60,0,9
68,100,0,5,68,0,97,8
36,69,100,100,92,76,0,1
37,84,76,80,100,15,4,3
29,27,32,59,0,99,89,8
30,78,0,0,62,9,100,8
45,14,21,42,100,18,29,6
25,49,48,0,24,100,2,2
58,100,70,50,28,70,10,1
85,100,50,66,51,91,39,7
56,76,16,37,0,100,30,7
42,88,60,26,0,100,2,2
37,0,39,100,87,31,0,4
12,0,0,91,100,13,76,0
16,0,39,100,86,61,0,4
8,48,0,0,6,100,88,5
68,100,58,76,78,0,10,3
8,55,89,100,82,26,0,7
59,25,33,54,100,86,0,4
15,0,0,71,100,39,97,0
24,60,63,41,16,100,2,2
41,0,47,84,100,82,0,4
21,0,100,98,100,84,0,9
64,23,69,97,79,0,0,9
25,100,100,0,83,13,0,9
67,87,43,35,9,100,45,7
71,58,86,76,69,0,1,9
27,28,40,19,1,100,6,1
34,9,25,26,98,32,25,6
32,65,100,100,88,84,0,1
61,33,48,0,24,17,22,6
24,0,55,97,55,53,0,4
5,0,0,83,100,11,75,0
42,10,26,24,100,8,40,6
79,60,73,55,100,0,14,5
28,7,28,33,100,22,4,6
59,20,31,15,78,12,21,6
57,61,33,0,17,100,0,2
46,100,100,0,66,45,0,9
1,39,0,0,49,34,100,8
75,0,53,95,47,100,85,8
35,68,92,100,81,47,0,1
30,17,37,57,89,100,0,4
42,70,31,5,0,100,0,2
59,56,53,41,0,100,2,1
84,93,34,28,0,100,0,2
35,55,55,0,33,100,0,2
43,0,100,54,40,29,0,9
71,95,0,0,51,41,94,8
51,44,95,100,70,0,0,9
7,30,45,0,23,100,12,2
84,76,24,7,0,100,4,2
18,58,43,5,0,100,1,2
37,0,65,100,82,61,0,9
45,93,64,82,100,0,0,3
95,100,43,49,33,75,32,7
68,61,91,82,100,0,17,9
16,0,68,100,80,58,0,9
15,24,34,2,35,100,0,2
23,50,87,100,88,79,0,1
48,88,99,94,88,91,0,1
44,80,38,58,48,100,40,7
79,42,41,27,78,0,18,6
22,51,49,0,4,100,0,2
26,64,71,56,30,100,0,2
56,67,93,44,100,16,26,8
70,45,64,98,96,0,0,9
55,68,89,99,84,0,0,9
62,58,89,93,79,0,3,9
40,95,41,69,36,100,39,7
0,11,0,100,85,1,73,0
35,0,40,96,100,94,0,4
100,50,72,54,93,33,0,9
0,26,0,90,100,44,100,0
0,50,100,83,61,61,0,1
47,80,61,71,42,100,2,1
0,2,39,100,98,71,0,4
43,40,0,0,22,100,100,5
49,97,94,92,77,33,0,1
56,2,58,37,78,0,10,5
23,65,63,32,0,100,7,2
46,13,25,28,100,8,18,6
42,100,80,50,25,50,0,1
57,83,88,88,68,0,0,9
10,33,80,48,40,100,6,1
83,91,41,38,0,100,4,2
52,0,94,76,76,31,0,9
46,74,42,29,0,100,1,2
0,1,46,100,88,94,0,4
77,100,90,50,81,0,0,5
17,42,0,0,14,100,100,5
25,0,42,100,80,56,0,4
59,50,0,21,94,11,92,8
15,88,0,14,66,0,99,8
37,8,21,41,100,34,21,6
8,0,0,85,100,21,87,0
39,75,0,0,12,100,100,5
84,45,95,99,67,0,0,9
0,0,58,33,33,67,0,1
26,0,100,93,100,25,0,9
0,21,6,99,100,25,81,0
61,59,36,35,0,100,1,1
15,41,7,100,78,0,77,0
53,81,24,49,7,100,43,7
0,61,2,14,0,100,100,5
39,43,25,32,0,79,84,8
46,82,38,50,31,100,36,7
45,80,100,80,59,52,0,1
15,0,0,46,76,84,95,0
62,86,87,38,100,1,17,8
63,68,11,38,0,100,42,7
43,11,17,44,100,1,10,6
26,48,33,0,29,100,1,2
85,65,33,46,86,0,19,6
66,41,29,27,79,0,26,6
49,83,36,67,51,100,38,7
24,81,65,27,100,0,0,3
46,87,53,38,0,100,0,2
0,19,27,31,3,100,100,5
0,2,46,100,79,89,0,4
28,4,23,44,100,0,14,6
35,14,35,35,97,89,0,4
0,0,30,100,87,62,0,4
0,51,13,1,17,100,100,5
4,0,0,81,100,25,90,0
30,100,71,45,97,0,0,3
10,100,94,19,0,1,40,8
66,100,95,65,74,0,0,9
0,38,10,100,75,9,60,0
100,66,89,0,58,62,0,9
99,100,60,66,0,99,8,1
37,96,47,66,100,0,70,8
71,45,41,4,34,0,22,6
21,0,18,55,100,26,1,6
22,23,27,42,0,100,77,8
20,78,92,61,33,25,0,7
11,0,0,82,100,28,88,0
39,74,52,100,73,77,67,9
32,69,59,76,100,0,10,3
52,76,40,12,0,100,5,2
91,100,57,86,89,0,12,3
81,70,28,24,0,100,9,1
67,87,61,79,100,0,4,3
0,26,24,100,97,7,71,0
29,0,100,100,90,31,0,9
40,85,75,68,100,22,0,3
5,54,100,81,59,30,0,1
55,98,100,57,33,0,0,0
39,76,55,100,64,77,68,9
0,22,5,100,89,14,68,0
63,58,10,0,31,100,0,2
40,66,24,38,11,100,53,7
82,100,32,12,80,0,66,8
0,4,0,92,100,23,76,0
0,40,85,28,2,100,4,1
0,22,0,100,90,5,100,0
87,92,20,15,0,100,11,2
92,100,82,0,73,51,0,9
84,100,44,41,16,90,27,7
10,0,23,94,100,72,0,4
92,100,79,46,21,4,0,1
39,55,31,0,22,100,2,2
47,99,60,75,52,67,39,7
58,30,58,100,84,0,15,5
0,21,16,100,97,9,63,0
56,21,31,19,79,17,29,6
50,63,54,100,89,0,0,3
46,88,94,76,53,26,0,1
100,97,77,57,89,0,8,5
0,19,1,93,100,32,79,0
13,61,0,12,0,100,100,5
26,0,52,100,76,27,0,4
71,25,32,31,100,7,67,6
27,0,36,100,14,95,76,8
26,0,47,55,100,79,0,4
30,0,21,89,100,49,0,4
62,81,46,25,0,100,0,2
40,0,76,94,87,77,0,9
39,86,88,70,46,40,0,7
0,63,0,29,31,100,100,5
68,100,75,79,67,88,0,1
43,100,43,35,61,0,66,8
67,100,75,77,72,0,0,1
40,0,40,88,100,51,0,4
10,46,58,32,94,52,0,3
39,51,32,8,1,100,0,2
75,79,44,100,94,0,0,1
20,64,88,92,67,22,0,7
72,65,25,0,2,100,49,7
12,0,26,100,99,73,0,4
47,78,38,17,0,100,0,2
19,54,0,0,12,100,85,5
15,0,37,67,100,81,0,4
70,71,42,40,0,100,5,1
65,100,52,80,88,0,10,3
0,77,1,24,10,100,100,5
100,57,83,40,91,29,0,9
100,48,78,47,90,29,0,9
61,34,23,65,100,0,31,6
13,0,0,81,100,28,81,0
0,52,11,14,20,100,94,5
67,31,55,100,95,0,0,5
44,100,84,71,60,77,0,1
43,38,3,0,23,100,100,5
62,100,55,0,18,88,0,2
29,0,0,78,100,10,2,6
1,31,11,100,76,0,58,0
30,75,63,25,0,100,0,2
20,0,38,100,98,83,0,4
59,77,89,100,93,0,20,9
5,34,9,100,79,0,64,0
94,52,81,43,100,54,0,9
58,80,40,41,4,100,42,7
0,0,30,95,100,80,0,4
74,47,32,14,50,0,26,6
75,100,79,59,35,0,0,1
39,74,33,76,100,16,48,7
50,76,59,100,84,0,12,3
37,83,65,100,97,0,0,3
0,58,100,44,100,0,16,9
53,85,61,71,100,0,5,3
12,55,0,0,1,100,98,5
0,8,83,100,85,81,0,9
43,70,63,54,27,100,0,1
67,81,47,18,0,100,0,2
95,65,90,13,80,85,0,9
52,81,87,88,88,100,0,1
30,46,0,0,45,38,100,8
44,90,0,0,9,100,100,5
10,29,14,1,0,100,87,8
25,53,52,17,1,100,0,2
0,2,40,100,92,60,0,4
0,54,24,44,2,22,96,8
0,38,100,76,72,100,0,1
74,48,59,16,6,0,0,1
0,9,0,84,100,38,95,0
44,85,96,95,88,85,0,1
50,100,72,50,80,0,3,3
53,100,66,77,99,0,0,3
59,69,64,100,85,0,0,3
33,73,100,79,56,59,0,1
46,91,82,72,53,66,0,7
6,7,48,100,74,39,0,4
61,24,31,22,93,3,18,6
4,0,37,54,100,84,0,4
43,70,29,39,19,100,44,7
25,0,32,39,100,38,0,6
100,87,87,28,68,0,0,5
72,0,52,79,99,14,0,9
88,97,33,32,0,100,0,2
0,50,100,85,67,45,0,7
28,4,38,51,100,91,0,4
45,0,38,100,38,79,99,8
54,57,61,61,61,100,0,1
49,12,13,55,100,12,5,6
17,0,22,37,100,31,20,6
57,66,94,99,88,0,0,9
64,100,50,51,0,89,3,2
61,56,28,0,33,100,7,2
25,0,34,93,100,68,0,4
8,0,25,100,96,82,0,4
50,90,41,56,29,100,32,7
45,88,37,45,35,100,36,7
9,44,72,28,32,100,0,2
15,0,0,78,100,11,83,0
56,40,78,94,86,0,0,9
40,65,29,48,16,100,48,7
33,71,43,20,0,100,0,2
72,30,25,31,92,19,18,6
11,20,16,100,51,8,15,0
18,20,76,83,100,0,13,9
0,16,0,100,99,6,94,0
9,0,0,93,100,11,100,0
16,63,0,3,0,100,97,5
0,2,0,91,100,18,100,0
0,73,100,24,70,82,0,9
56,100,43,57,0,95,36,7
20,43,19,15,0,100,100,5
18,52,0,0,6,100,96,5
32,100,100,42,100,0,0,9
22,86,0,0,4,100,100,5
20,0,8,71,100,41,94,0
0,61,0,15,15,100,100,5
14,0,1,62,100,45,100,0
9,0,51,100,99,89,0,4
20,39,5,100,83,0,71,0
17,0,47,100,94,84,0,4
0,25,0,100,83,10,52,0
44,67,37,24,0,100,0,2
28,15,22,53,100,92,0,4
65,99,59,94,100,0,0,3
82,51,32,12,56,0,12,6
23,78,69,54,11,100,0,2
0,66,0,29,71,15,100,8
56,54,18,10,0,100,38,7
36,65,46,22,15,100,0,2
72,65,8,0,27,100,3,2
38,49,86,98,97,0,0,9
87,49,47,0,40,19,25,6
72,38,31,44,100,0,27,6
33,0,39,100,87,15,0,4
45,71,38,16,0,100,0,2
22,58,40,16,5,100,63,7
44,58,39,47,25,100,47,7
24,84,90,73,43,14,0,1
30,66,100,91,83,72,0,1
0,74,2,10,6,100,97,5
36,1,100,100,80,0,0,9
23,94,50,68,34,89,50,7
70,0,71,87,87,11,0,9
62,35,24,40,72,0,14,6
49,63,6,41,100,19,76,8
61,2,41,48,0,100,84,8
27,1,90,84,100,0,8,9
55,21,22,27,79,1,10,6
55,6,68,80,93,0,12,9
14,0,47,100,78,37,0,4
21,46,57,43,0,100,0,1
61,100,75,58,61,0,5,3
66,88,51,71,100,0,5,3
47,47,23,3,0,100,63,7
20,0,31,62,100,77,0,4
25,51,27,100,72,0,71,0
42,97,62,90,100,0,12,3
36,71,100,84,69,46,0,1
0,3,43,100,95,90,0,4
47,100,44,60,37,96,40,7
55,71,0,0,64,9,100,8
19,0,4,69,100,46,99,0
42,39,0,6,27,100,100,5
19,1,23,54,100,86,0,4
58,100,92,68,75,0,0,9
18,60,29,42,0,56,98,8
46,88,69,60,39,100,0,2
0,15,50,100,90,85,0,4
79,54,38,21,50,0,16,6
42,12,22,45,100,15,49,6
51,74,46,20,0,100,2,2
0,15,1,98,100,7,90,0
79,62,57,33,21,0,0,1
71,42,55,59,61,0,0,5
56,64,52,35,0,100,0,1
7,0,60,72,51,68,0,4
100,84,76,67,83,0,9,5
70,53,58,20,10,13,0,1
57,63,55,85,100,0,11,3
62,53,53,52,0,100,6,1
42,82,100,76,51,0,0,1
34,72,0,15,0,100,100,5
100,48,48,71,85,0,1,5
0,52,0,17,11,100,99,5
53,88,60,100,92,0,8,3
40,49,32,0,32,100,18,2
59,46,58,0,32,100,0,2
35,0,36,79,24,100,86,8
52,100,36,65,26,90,49,7
33,12,35,6,52,58,19,6
50,17,16,50,100,0,24,6
