@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,58,100,81,30,59,0
75,0,61,10,100,96,0
73,0,63,2,100,90,0
100,18,42,0,100,89,0
43,21,100,45,54,68,0
43,26,100,46,16,58,0
11,62,100,68,27,67,0
47,9,100,36,56,60,0
72,0,79,20,74,83,0
65,0,72,17,87,86,0
63,0,87,16,74,89,0
70,0,82,23,85,93,0
55,1,90,34,56,77,0
49,26,100,51,24,29,0
52,14,97,31,64,84,0
0,63,100,100,13,12,0
90,0,86,34,73,9,0
68,0,81,10,66,63,0
25,46,100,64,29,66,0
64,0,75,27,83,79,0
52,26,88,100,61,11,0
55,18,100,52,34,5,0
38,34,100,55,34,66,0
74,0,74,8,89,95,0
0,71,87,79,0,41,0
59,1,75,20,75,100,0
70,0,88,17,66,76,0
37,37,100,51,37,78,0
90,0,85,9,69,100,0
43,22,100,54,43,58,0
49,22,100,46,30,66,0
92,36,0,16,100,66,0
39,44,100,62,26,60,0
22,48,100,71,6,31,0
58,16,100,27,60,89,0
14,70,94,70,27,64,0
57,14,100,23,62,91,0
46,9,79,24,75,97,0
59,0,87,30,64,88,0
56,12,100,33,46,72,0
54,0,100,42,32,49,0
77,11,100,17,52,45,0
98,0,87,0,80,85,0
62,12,82,11,77,99,0
48,8,100,45,45,64,0
25,39,100,63,30,65,0
70,0,62,1,100,100,0
35,28,100,45,54,75,0
75,0,73,8,84,99,0
59,10,100,30,41,75,0
79,0,82,8,74,97,0
78,0,48,0,100,80,0
70,0,79,32,67,70,0
76,0,70,23,88,83,0
20,40,100,62,40,53,0
0,77,88,86,21,52,0
70,0,89,20,69,79,0
73,0,97,21,64,88,0
69,0,68,0,97,100,0
50,12,96,28,59,100,0
25,40,100,61,40,80,0
43,20,100,34,53,100,0
60,0,70,9,91,100,0
100,0,62,0,89,94,0
15,66,99,78,15,29,0
71,0,80,16,80,89,0
33,39,100,54,29,66,0
26,57,95,74,0,26,0
78,7,96,14,58,55,0
54,42,100,49,31,62,0
40,26,100,46,36,69,0
83,0,75,5,89,88,0
84,18,46,0,100,95,0
51,2,93,23,67,84,0
55,28,100,35,41,78,0
60,0,95,29,58,72,0
0,1,38,100,81,7,0
40,18,93,44,58,79,0
54,19,100,57,12,32,0
64,33,38,0,96,85,0
66,0,78,20,83,98,0
70,0,68,10,100,86,0
82,0,91,14,71,99,0
88,0,64,11,87,100,0
46,12,88,25,73,92,0
31,47,100,50,28,68,0
100,9,28,0,100,85,0
56,49,100,35,52,91,0
91,0,59,0,100,100,0
100,34,0,13,79,61,0
75,1,94,10,62,100,0
50,17,96,43,58,63,0
82,0,72,8,100,82,0
77,0,81,15,76,100,0
27,37,100,54,41,80,0
51,22,100,37,44,80,0
100,3,41,0,100,94,0
71,0,100,48,16,20,0
28,29,100,41,56,84,0
37,38,100,57,33,62,0
75,13,100,24,55,88,0
100,1,75,18,44,54,0
49,13,100,43,35,63,0
100,0,44,0,100,98,0
74,0,85,24,61,76,0
60,40,100,44,40,87,0
76,62,0,37,58,55,0
40,19,99,30,65,81,0
98,39,4,15,98,76,0
100,0,80,0,64,89,0
66,6,100,20,76,90,0
66,0,81,19,60,77,0
77,0,78,4,77,100,0
44,16,100,57,9,44,0
100,3,39,0,100,84,0
48,0,79,11,99,100,0
68,9,90,10,73,97,0
69,0,78,12,85,100,0
18,63,89,80,14,16,0
42,22,100,48,42,73,0
54,20,100,31,61,75,0
60,0,79,20,93,99,0
65,4,95,24,64,95,0
74,0,76,25,74,85,0
92,46,0,26,76,62,0
35,42,100,41,37,70,0
60,0,100,44,33,49,0
89,0,94,10,64,97,0
4,43,100,57,51,78,0
57,4,100,33,47,72,0
24,33,100,46,53,79,0
46,20,100,55,37,43,0
14,38,100,55,42,74,0
28,33,100,56,33,68,0
37,38,100,44,24,62,0
54,15,100,32,48,81,0
30,39,49,79,85,21,0
66,0,87,9,69,89,0
99,19,31,0,100,93,0
73,10,100,22,52,84,0
11,58,100,65,36,75,0
43,19,100,36,39,73,0
100,30,14,1,99,79,0
14,47,100,66,34,45,0
51,39,100,43,35,70,0
49,10,95,34,55,81,0
74,0,98,21,55,79,0
100,12,37,0,100,90,0
65,3,88,18,71,96,0
71,0,64,4,100,100,0
45,16,100,46,48,67,0
70,14,100,36,30,59,0
65,5,100,21,53,66,0
45,21,100,43,29,67,0
34,30,100,38,44,68,0
10,65,100,72,32,61,0
100,25,11,11,100,68,0
60,1,93,28,56,90,0
77,20,65,15,56,78,0
67,0,95,23,60,83,0
55,22,100,48,37,33,0
76,1,74,23,51,58,0
68,24,100,42,21,19,0
80,0,80,28,56,71,0
88,0,55,0,98,77,0
55,22,100,59,15,7,0
69,1,73,8,91,75,0
70,0,81,21,69,73,0
70,0,77,12,84,100,0
56,0,83,25,81,98,0
68,9,100,30,45,73,0
39,24,100,51,35,62,0
71,0,74,11,88,100,0
100,16,40,0,95,89,0
74,0,82,27,54,75,0
100,0,67,0,91,98,0
61,8,100,33,48,53,0
57,0,84,25,57,87,0
93,0,51,0,100,94,0
49,14,92,25,73,100,0
63,0,73,24,77,85,0
66,0,78,16,83,99,0
62,9,100,27,61,85,0
58,13,96,24,70,83,0
65,1,97,27,54,84,0
68,0,70,5,84,100,0
34,31,100,60,24,51,0
60,2,95,27,66,72,0
18,33,100,53,54,83,0
43,50,100,45,39,87,0
67,0,85,29,59,75,0
37,28,100,67,16,35,0
61,0,95,30,59,64,0
74,2,100,49,10,20,0
44,15,100,38,45,74,0
45,29,100,26,56,94,0
21,45,100,51,36,71,0
86,0,70,0,94,100,0
74,0,84,21,69,86,0
74,0,79,32,58,73,0
71,0,84,16,74,100,0
49,26,100,42,42,75,0
100,13,41,0,100,91,0
42,11,100,41,49,69,0
0,62,100,88,27,17,0
83,0,61,2,100,98,0
67,7,100,31,38,61,0
69,0,58,0,100,100,0
81,0,72,14,70,74,0
84,0,82,18,61,69,0
97,5,36,0,100,100,0
100,17,20,0,100,74,0
66,0,93,38,48,70,0
81,0,81,6,77,94,0
65,0,77,23,88,96,0
100,0,57,0,88,92,0
72,0,79,17,85,100,0
92,27,3,19,80,57,0
59,18,100,33,48,72,0
100,12,30,0,94,93,0
77,0,73,17,79,91,0
36,33,100,38,43,80,0
50,25,100,52,21,51,0
60,3,84,16,74,100,0
51,0,77,29,81,92,0
62,11,88,19,72,92,0
79,0,79,19,67,73,0
47,18,100,35,45,83,0
75,0,93,23,60,94,0
53,14,100,41,41,59,0
50,13,100,44,41,56,0
66,0,85,26,61,86,0
81,0,68,5,97,73,0
70,0,70,13,88,85,0
61,26,100,27,48,79,0
61,7,82,11,78,100,0
86,0,100,70,76,7,0
76,0,70,6,91,70,0
49,2,91,30,70,96,0
71,0,76,20,87,98,0
30,55,100,77,25,40,0
69,0,79,2,81,100,0
50,7,100,42,28,57,0
74,7,94,27,55,82,0
65,0,81,6,86,100,0
70,1,100,23,56,100,0
46,6,89,29,67,83,0
37,18,90,20,79,100,0
27,35,100,47,37,76,0
43,34,100,67,10,24,0
61,4,98,28,55,71,0
59,16,100,29,52,90,0
62,2,78,20,80,100,0
91,0,55,0,100,100,0
33,34,100,58,34,68,0
25,57,95,75,7,39,0
100,6,28,0,100,79,0
48,25,100,35,43,84,0
45,16,95,31,65,89,0
58,9,99,25,65,87,0
53,33,100,38,38,74,0
92,0,60,0,100,96,0
74,0,81,21,91,83,0
31,40,100,55,37,75,0
61,2,75,19,95,100,0
15,40,100,65,24,50,0
100,5,34,0,100,97,0
63,8,88,15,71,100,0
59,8,98,27,60,100,0
60,3,94,25,64,90,0
27,38,100,58,31,57,0
62,0,100,73,51,37,0
68,0,87,15,73,100,0
70,0,63,12,100,100,0
76,0,77,23,74,75,0
67,8,100,25,59,86,0
58,14,98,27,64,76,0
35,57,92,72,0,31,0
77,0,82,6,74,100,0
67,0,73,13,76,88,0
69,0,85,24,74,85,0
38,0,95,43,59,65,0
87,10,58,0,66,100,0
62,5,100,24,59,100,0
63,0,79,20,76,100,0
92,0,53,0,100,95,0
85,0,59,0,100,100,0
79,14,42,0,100,85,0
61,10,93,25,67,87,0
70,1,80,15,66,81,0
83,0,77,6,84,100,0
8,60,100,78,27,51,0
78,0,81,6,77,96,0
52,6,87,23,79,73,0
47,9,100,44,48,73,0
61,0,88,25,57,67,0
35,29,100,43,44,73,0
41,27,100,37,43,71,0
23,52,100,65,30,65,0
75,0,73,14,84,100,0
56,9,100,32,50,68,0
62,1,96,27,54,80,0
84,0,75,3,82,100,0
63,0,84,19,77,100,0
32,54,100,66,16,52,0
75,0,82,6,75,90,0
69,0,81,14,62,72,0
73,0,74,6,89,95,0
85,4,94,17,60,99,0
100,26,11,7,100,75,0
65,0,79,18,83,100,0
25,41,100,61,25,58,0
75,0,84,0,73,71,0
59,9,99,34,53,73,0
17,45,100,52,49,83,0
76,0,82,1,75,100,0
36,32,100,60,35,62,0
48,22,100,46,39,58,0
54,12,99,29,64,78,0
73,0,68,6,93,90,0
51,5,100,50,28,39,0
86,0,53,0,100,99,0
64,0,92,23,64,100,0
22,46,100,54,20,66,0
