@relation penbased

@attribute At4 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
70,33,0,76,88,91,0
25,85,19,100,29,66,0
95,23,0,83,61,75,0
14,78,27,100,43,84,0
68,27,0,74,94,100,0
37,80,5,100,38,76,0
68,48,0,92,61,76,0
53,48,0,89,74,100,0
63,15,0,74,100,100,0
55,55,0,93,59,78,0
38,81,20,100,17,28,0
70,100,100,57,16,0,0
33,72,10,100,47,82,0
64,28,0,69,92,90,0
84,0,13,46,100,95,0
25,100,8,98,32,78,0
81,14,7,62,100,86,0
30,83,9,100,29,51,0
69,35,0,84,79,99,0
85,27,0,88,74,99,0
64,36,0,83,76,95,0
44,75,12,100,30,60,0
95,6,0,64,91,100,0
89,4,8,49,100,97,0
25,74,10,100,45,67,0
73,23,0,74,89,95,0
47,60,0,98,62,92,0
37,77,12,100,37,78,0
83,26,0,77,84,100,0
62,63,0,100,36,57,0
55,52,0,90,56,77,0
77,13,0,65,56,78,0
56,63,0,100,51,79,0
60,48,0,91,55,71,0
64,43,0,91,62,76,0
45,67,8,100,48,67,0
40,78,14,100,18,64,0
81,17,8,71,85,94,0
41,91,17,100,15,42,0
71,30,0,74,88,100,0
65,53,0,94,62,83,0
91,15,1,62,85,100,0
60,46,0,89,68,69,0
47,84,0,100,23,52,0
34,89,20,100,31,55,0
100,15,1,80,64,89,0
41,87,3,100,20,49,0
64,40,0,86,75,81,0
30,70,4,100,47,72,0
59,66,0,100,48,81,0
24,99,38,100,8,4,0
69,32,0,86,78,96,0
61,63,0,100,45,86,0
36,83,0,100,43,80,0
42,73,7,100,40,67,0
74,51,0,100,55,96,0
16,82,17,100,47,65,0
44,67,1,100,45,74,0
63,41,0,87,74,89,0
85,27,0,82,60,89,0
67,36,0,82,79,100,0
35,61,12,93,61,83,0
91,15,17,59,100,100,0
28,87,23,100,25,57,0
86,22,11,70,94,100,0
46,67,0,100,53,75,0
14,100,47,89,6,0,0
58,60,0,100,27,42,0
35,72,8,100,54,75,0
52,35,0,78,89,100,0
51,84,0,100,35,70,0
47,66,0,100,52,78,0
55,76,5,100,15,7,0
92,9,12,49,100,90,0
60,50,0,94,64,90,0
68,39,0,87,73,100,0
43,85,1,100,16,58,0
47,63,7,100,48,73,0
86,7,5,53,100,100,0
66,33,0,78,77,100,0
64,62,0,100,55,92,0
78,18,0,70,83,83,0
77,20,0,73,97,100,0
94,20,7,66,96,100,0
73,55,0,100,51,91,0
74,27,0,76,74,85,0
65,41,0,85,77,99,0
63,54,0,100,28,56,0
71,13,0,71,100,97,0
42,67,1,100,49,89,0
43,61,3,95,53,83,0
35,69,7,100,44,73,0
74,49,0,93,61,91,0
58,60,0,100,46,74,0
47,83,22,100,3,17,0
0,85,42,100,30,59,0
19,71,18,100,54,85,0
66,40,0,85,65,94,0
52,100,43,88,61,11,0
44,80,9,100,22,20,0
33,89,9,100,29,64,0
78,18,4,59,100,92,0
33,69,15,100,44,84,0
91,12,17,55,100,95,0
65,34,0,78,77,93,0
34,77,17,100,24,51,0
58,47,0,84,77,95,0
49,74,10,100,14,36,0
100,15,16,62,89,94,0
56,68,0,100,45,78,0
59,54,0,98,60,100,0
48,75,0,100,39,58,0
23,88,31,100,24,25,0
69,22,0,73,92,95,0
36,74,3,100,43,66,0
100,0,30,32,100,89,0
61,53,0,93,67,87,0
92,21,5,68,82,100,0
31,100,24,96,30,63,0
58,65,0,100,66,93,0
44,72,0,100,45,92,0
70,37,0,81,69,73,0
51,76,15,100,15,25,0
85,28,0,80,83,92,0
83,13,0,78,84,81,0
57,52,0,95,70,87,0
61,32,0,77,82,100,0
77,63,0,100,29,52,0
55,56,0,97,62,84,0
53,60,0,99,56,78,0
33,100,15,99,8,28,0
100,0,35,30,100,88,0
47,50,0,90,68,75,0
66,60,0,100,53,92,0
77,56,0,100,52,45,0
56,61,0,100,50,68,0
72,36,0,85,58,74,0
51,51,0,93,67,84,0
44,82,3,100,34,63,0
77,30,0,82,74,100,0
75,26,0,75,82,100,0
59,38,0,75,75,100,0
31,100,43,95,49,28,0
64,46,0,86,62,86,0
39,68,5,100,47,68,0
48,68,4,100,40,50,0
60,84,0,100,25,56,0
65,37,0,79,83,100,0
58,78,0,100,36,65,0
100,0,27,37,100,90,0
70,39,0,83,57,75,0
42,71,3,100,41,69,0
9,90,31,100,32,63,0
41,82,0,100,30,58,0
61,61,0,100,59,86,0
66,58,0,100,48,81,0
70,44,0,98,65,89,0
74,34,0,82,54,75,0
60,60,0,100,58,73,0
56,40,0,79,74,73,0
54,62,0,100,32,49,0
71,28,0,80,80,89,0
58,67,0,100,39,55,0
44,75,2,100,32,48,0
83,14,0,71,78,100,0
80,33,0,80,82,100,0
4,89,24,100,36,39,0
78,51,0,96,58,55,0
70,64,0,100,30,59,0
61,47,0,91,71,100,0
80,23,0,71,84,100,0
62,41,0,82,63,92,0
55,64,0,100,53,91,0
72,25,0,75,75,85,0
72,24,0,81,73,82,0
90,14,4,69,91,99,0
52,75,3,100,14,33,0
92,0,66,3,80,57,0
55,77,0,100,8,36,0
64,53,0,98,47,60,0
73,28,0,81,83,81,0
100,0,55,11,100,68,0
47,48,5,86,58,86,0
55,76,0,100,34,5,0
56,58,0,98,55,67,0
70,20,0,70,88,85,0
70,34,0,82,69,86,0
57,41,0,84,87,97,0
64,0,36,38,96,85,0
49,51,0,91,67,100,0
92,15,5,60,100,96,0
37,74,4,98,61,71,0
61,57,0,100,50,87,0
54,70,0,100,41,62,0
80,25,0,76,79,95,0
49,68,4,100,47,75,0
41,62,0,100,49,83,0
60,50,0,95,58,72,0
88,25,0,77,82,94,0
63,32,0,73,77,85,0
35,57,0,97,77,100,0
28,74,16,100,33,68,0
48,83,0,100,28,34,0
56,62,0,100,46,72,0
60,38,0,81,92,100,0
86,24,2,73,87,100,0
70,29,0,76,89,85,0
63,52,0,96,66,87,0
53,70,0,100,41,59,0
58,62,0,100,48,53,0
98,0,21,47,99,100,0
65,52,0,100,53,66,0
87,8,16,61,100,100,0
30,73,10,100,49,71,0
89,14,0,62,100,93,0
99,9,0,72,73,90,0
60,54,0,100,45,66,0
11,87,28,100,25,20,0
82,32,0,70,89,100,0
80,2,0,55,100,100,0
92,0,10,46,100,99,0
63,65,0,100,31,57,0
50,70,0,100,41,56,0
46,54,0,95,59,82,0
62,27,0,75,88,100,0
58,55,0,97,56,68,0
44,86,4,100,18,30,0
60,21,0,70,91,100,0
49,57,0,98,60,69,0
41,78,7,100,32,65,0
77,22,0,73,79,91,0
57,72,0,100,32,48,0
62,49,0,88,72,92,0
43,68,0,100,48,80,0
55,53,0,89,74,79,0
66,61,0,100,54,76,0
77,28,1,70,85,100,0
24,89,14,100,34,78,0
42,70,10,100,42,73,0
98,9,22,57,94,94,0
36,71,4,100,49,76,0
6,88,25,100,38,84,0
73,45,0,97,64,88,0
25,95,21,100,24,48,0
34,95,19,100,15,51,0
85,5,14,59,100,100,0
58,59,0,98,64,76,0
28,87,28,100,30,48,0
50,66,0,100,49,69,0
59,62,0,100,41,75,0
64,55,0,100,29,65,0
67,33,0,84,82,100,0
32,77,1,100,36,65,0
79,9,0,73,75,92,0
4,100,29,92,26,66,0
82,17,4,62,96,66,0
74,32,0,81,76,90,0
66,31,0,75,72,74,0
55,71,0,100,37,33,0
58,38,0,80,80,100,0
97,23,3,75,82,89,0
58,58,0,99,65,87,0
27,84,10,100,31,60,0
79,12,0,66,93,93,0
66,43,0,85,61,86,0
72,10,0,69,90,100,0
82,15,0,72,100,82,0
90,27,0,85,69,100,0
30,58,6,88,83,100,0
46,75,15,100,19,40,0
48,46,0,83,63,78,0
22,96,21,100,22,55,0
41,69,7,100,40,71,0
8,92,31,100,27,51,0
62,47,0,82,77,99,0
60,79,0,100,40,87,0
45,51,0,84,84,98,0
63,43,0,86,74,97,0
42,65,5,100,49,69,0
61,49,0,96,61,88,0
42,68,0,100,54,76,0
90,1,17,38,100,82,0
62,50,0,99,45,49,0
97,2,24,45,100,100,0
4,78,24,100,51,78,0
38,82,11,100,26,58,0
100,22,1,78,63,91,0
26,77,12,100,58,80,0
61,34,0,81,98,100,0
17,80,14,100,49,83,0
41,54,1,88,72,91,0
57,62,0,100,45,77,0
93,0,27,39,100,89,0
62,65,14,100,51,37,0
62,61,0,100,29,36,0
25,93,30,100,30,22,0
8,100,34,99,6,38,0
43,67,0,100,55,92,0
100,9,18,60,89,92,0
58,100,50,61,68,8,0
100,0,48,14,99,79,0
49,72,0,100,42,75,0
50,86,0,100,35,76,0
41,65,11,100,42,67,0
25,100,22,95,7,39,0
76,35,0,84,55,95,0
53,69,0,100,45,79,0
60,47,0,99,71,85,0
42,68,0,100,64,93,0
100,0,27,40,95,89,0
41,70,16,100,45,63,0
59,45,0,87,64,88,0
55,74,0,100,41,78,0
39,73,11,100,35,62,0
25,89,11,100,23,64,0
45,85,3,100,32,67,0
59,62,0,100,20,28,0
45,63,0,95,65,89,0
69,31,0,82,76,100,0
50,76,3,100,21,51,0
89,23,0,69,90,91,0
67,42,0,86,73,85,0
60,64,0,100,33,83,0
28,77,13,100,34,76,0
83,13,0,60,100,89,0
87,0,8,58,66,100,0
44,84,12,100,9,44,0
51,68,0,100,44,68,0
30,90,30,100,25,40,0
43,73,12,100,43,58,0
70,39,0,89,69,79,0
50,46,0,82,59,76,0
69,43,0,88,62,84,0
57,61,0,100,47,72,0
20,78,11,100,61,85,0
56,80,0,100,52,91,0
66,42,0,87,61,84,0
73,49,0,100,41,57,0
86,23,0,82,62,88,0
62,53,0,94,75,97,0
76,24,0,74,51,58,0
60,55,0,94,67,81,0
78,29,0,81,77,96,0
45,65,0,99,61,85,0
64,44,0,90,66,88,0
65,35,0,79,81,100,0
92,6,22,53,100,95,0
49,74,15,100,9,26,0
62,57,0,100,61,85,0
77,3,0,61,99,96,0
70,35,0,82,85,93,0
64,43,0,83,65,84,0
27,89,23,100,25,67,0
28,72,24,100,45,71,0
87,0,21,31,100,79,0
49,61,0,100,52,83,0
55,72,0,100,37,67,0
67,30,0,66,100,93,0
58,54,0,96,63,86,0
49,51,0,93,55,84,0
74,29,0,81,91,83,0
100,0,28,36,100,88,0
56,65,0,100,43,63,0
81,32,0,81,77,94,0
48,34,0,79,99,100,0
50,56,0,97,58,68,0
66,41,0,81,60,77,0
65,33,0,77,88,96,0
79,61,0,100,18,28,0
70,3,0,66,98,93,0
73,20,0,63,100,90,0
70,28,0,68,100,86,0
78,11,0,65,100,88,0
79,0,18,42,100,85,0
59,64,0,100,52,90,0
79,26,0,79,67,73,0
44,47,0,86,74,91,0
75,26,0,73,84,100,0
57,58,0,100,57,74,0
79,11,0,64,98,95,0
76,16,0,70,88,83,0
35,77,7,100,37,76,0
70,25,0,82,91,100,0
47,66,0,100,56,60,0
63,46,0,88,71,100,0
76,22,75,0,58,55,0
56,74,0,100,44,87,0
71,36,0,84,67,83,0
84,52,0,100,60,94,0
42,70,3,100,37,54,0
47,74,8,100,29,26,0
35,88,21,100,22,35,0
46,70,0,100,51,90,0
61,50,0,95,59,64,0
0,95,40,100,27,17,0
14,100,26,94,27,64,0
54,74,7,100,12,32,0
49,52,0,91,70,96,0
61,45,0,88,57,67,0
71,33,0,84,74,100,0
74,35,0,78,76,100,0
30,70,16,100,53,87,0
46,53,0,89,67,83,0
27,77,21,100,40,73,0
67,56,0,100,38,61,0
41,76,16,100,25,38,0
25,89,17,100,23,62,0
69,39,0,88,69,100,0
48,58,3,93,59,73,0
52,60,0,96,63,92,0
53,66,0,100,53,81,0
50,49,0,89,66,76,0
68,47,0,90,73,97,0
78,14,6,66,100,78,0
31,67,1,100,63,73,0
45,89,6,100,21,57,0
51,69,0,100,44,80,0
50,100,36,70,67,0,0
58,58,0,99,56,78,0
66,35,0,82,78,86,0
86,26,0,86,65,93,0
32,80,14,100,24,40,0
52,61,0,100,50,77,0
65,44,0,88,71,96,0
72,45,0,90,69,91,0
100,0,32,39,100,84,0
79,33,0,82,74,97,0
95,30,0,79,74,98,0
62,37,0,80,86,100,0
60,50,0,93,52,48,0
51,53,0,98,58,99,0
10,85,29,100,30,58,0
63,30,0,70,87,90,0
0,100,36,87,0,41,0
47,73,2,100,25,54,0
28,77,14,100,40,70,0
33,79,17,100,34,68,0
69,45,0,88,61,76,0
100,0,35,28,100,79,0
51,84,16,100,0,15,0
67,26,0,73,76,88,0
59,39,0,78,75,100,0
51,37,0,77,81,92,0
38,70,6,100,39,74,0
43,69,0,100,53,100,0
68,32,0,76,88,85,0
21,93,10,100,19,59,0
67,40,0,94,58,67,0
64,71,0,100,19,28,0
64,44,0,92,64,100,0
55,66,0,100,34,51,0
57,41,0,84,57,87,0
61,62,0,100,49,67,0
100,12,13,67,88,88,0
43,68,0,100,50,75,0
24,76,24,100,37,57,0
64,63,0,100,12,25,0
68,24,0,77,96,100,0
86,24,0,75,85,97,0
52,61,0,97,66,98,0
37,74,10,100,35,72,0
100,0,41,20,100,74,0
99,0,23,40,100,100,0
83,32,0,81,70,90,0
62,57,0,100,63,100,0
100,8,4,59,69,69,0
60,49,0,93,56,90,0
40,77,1,100,41,86,0
70,40,0,80,66,81,0
52,69,0,100,36,69,0
74,63,0,100,10,20,0
55,60,0,96,57,82,0
66,52,0,98,61,85,0
63,36,0,80,76,100,0
68,66,0,100,34,51,0
65,51,0,94,38,44,0
11,90,27,100,36,75,0
21,89,22,100,11,31,0
60,51,0,95,66,72,0
75,34,0,84,71,100,0
70,33,0,88,79,88,0
36,68,5,100,57,80,0
69,39,0,85,74,85,0
50,58,0,100,52,84,0
64,50,0,95,50,44,0
49,57,0,95,55,81,0
60,71,4,100,2,11,0
8,91,32,100,30,17,0
66,66,0,100,28,30,0
48,61,0,94,67,83,0
90,18,8,73,83,100,0
42,65,17,96,45,58,0
56,51,0,88,73,98,0
61,50,0,91,52,67,0
100,18,11,67,91,98,0
66,40,0,84,59,88,0
27,74,5,100,37,76,0
100,0,39,27,100,83,0
68,41,0,80,80,94,0
69,36,0,79,81,100,0
100,4,59,0,79,61,0
38,100,25,96,10,42,0
51,64,0,98,56,85,0
86,7,73,0,70,61,0
65,49,0,95,64,95,0
50,69,13,100,20,25,0
42,65,2,100,50,84,0
74,35,0,85,61,76,0
63,33,0,73,88,100,0
25,81,20,100,30,65,0
69,37,0,87,71,85,0
61,65,0,100,48,79,0
61,57,0,100,43,57,0
38,74,13,100,28,39,0
54,68,0,100,61,75,0
48,65,5,100,45,64,0
99,19,17,61,100,100,0
63,50,0,95,71,86,0
37,56,0,90,79,100,0
30,86,19,100,33,73,0
59,43,0,85,68,97,0
70,15,0,63,100,100,0
63,45,0,90,60,83,0
74,44,0,88,60,70,0
34,69,10,98,58,86,0
89,3,15,51,100,97,0
40,73,10,100,32,73,0
42,70,3,100,44,73,0
56,37,0,78,61,70,0
58,52,0,94,60,86,0
40,64,8,93,58,79,0
34,69,9,100,57,87,0
63,36,0,79,63,69,0
83,2,0,61,100,98,0
62,47,0,100,59,100,0
66,49,0,93,48,70,0
77,25,0,78,77,100,0
28,74,10,100,56,84,0
35,74,2,100,48,73,0
0,100,31,96,12,59,0
73,54,0,100,52,84,0
48,75,0,100,50,95,0
48,67,0,100,48,75,0
27,84,17,100,31,44,0
36,83,15,100,36,73,0
78,100,41,56,76,13,0
69,24,0,76,85,98,0
35,60,12,90,57,80,0
51,64,0,100,50,87,0
70,40,0,88,66,76,0
59,39,0,75,99,95,0
73,33,0,78,85,98,0
78,30,0,82,80,96,0
65,28,0,71,93,89,0
63,48,0,92,51,62,0
55,48,0,92,63,98,0
37,78,11,100,33,62,0
35,86,12,100,32,67,0
69,29,0,82,79,82,0
62,40,0,78,80,100,0
32,78,4,100,37,71,0
74,19,6,69,100,98,0
43,86,9,100,17,46,0
