@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,5,7-8,10,14-15,17'

@attribute At2 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
57,72,100,100,75,25,16,1
87,0,62,64,79,0,18,9
66,59,34,28,1,0,100,2
100,15,87,47,65,33,66,4
59,0,44,42,0,44,100,8
99,79,39,0,27,100,100,5
97,0,9,29,33,44,48,4
83,88,64,69,43,1,10,3
73,10,54,0,22,100,5,0
88,40,2,0,30,100,100,5
100,0,1,21,0,42,6,6
60,80,100,92,69,23,55,1
100,28,0,27,0,22,24,6
100,20,61,0,21,91,9,0
94,52,20,0,35,100,100,5
98,0,0,13,8,41,9,6
73,30,81,1,38,100,16,0
100,51,39,0,15,92,100,5
66,80,47,25,0,4,100,2
100,16,0,42,12,22,4,6
42,59,86,94,100,35,53,1
38,92,100,100,76,25,0,1
63,79,100,100,74,22,82,1
70,90,100,89,67,22,71,1
61,59,72,73,42,0,100,2
85,100,49,0,29,100,0,8
100,39,89,62,84,28,0,4
80,35,12,0,31,98,100,5
100,26,0,28,11,24,100,4
100,31,15,26,0,45,0,6
54,65,0,82,60,33,86,9
78,97,69,58,47,0,0,3
100,0,2,42,36,35,87,4
66,30,88,32,0,72,77,8
89,64,43,61,44,11,100,2
100,43,20,28,0,24,0,6
50,38,79,8,46,100,0,0
66,8,0,67,72,36,86,9
100,0,44,50,54,38,20,4
76,83,11,0,35,100,0,8
63,64,54,45,10,3,100,2
100,5,0,28,27,25,69,4
98,78,59,42,0,41,100,7
100,37,41,0,0,50,0,6
79,78,71,60,39,0,0,3
65,82,100,90,65,14,49,1
81,0,23,95,100,29,35,9
95,91,81,45,5,34,100,7
100,15,0,47,38,35,87,4
90,65,48,31,0,40,100,7
90,0,10,0,16,100,47,0
99,17,57,28,0,65,100,8
75,94,75,47,14,0,100,2
100,33,10,39,11,22,10,6
100,0,25,44,44,32,51,4
97,0,0,53,54,27,66,4
77,0,49,0,38,100,0,0
81,68,49,52,38,0,0,3
79,60,59,64,38,1,100,2
70,48,41,36,0,1,100,1
100,62,50,14,0,40,100,7
83,55,11,0,30,92,100,5
97,0,0,25,2,23,14,6
91,90,53,77,52,4,0,5
83,71,63,46,0,34,100,7
100,0,86,62,77,41,6,4
100,0,17,3,0,51,6,6
68,91,100,100,75,24,81,1
91,0,6,0,0,63,85,0
91,74,44,55,43,0,0,3
94,83,22,76,64,9,0,5
61,78,100,95,71,23,22,1
92,51,50,3,0,86,100,5
87,89,54,65,55,0,0,3
78,80,70,42,7,18,100,2
100,14,0,28,24,27,58,4
76,51,43,52,13,2,31,1
100,0,63,37,37,29,74,4
81,98,83,37,9,0,100,2
98,93,61,74,81,0,0,9
100,0,74,46,66,44,60,4
92,85,47,80,54,0,0,5
100,5,29,11,11,18,0,6
100,0,70,34,64,34,26,4
84,76,57,34,13,5,100,2
71,91,65,37,0,31,100,7
81,82,52,47,46,0,0,3
69,44,12,68,69,17,0,9
100,0,2,22,29,31,59,4
90,63,70,98,61,0,0,9
89,0,16,53,60,33,27,4
79,100,27,90,62,41,35,9
85,61,41,36,0,30,0,6
100,0,30,40,49,24,63,4
100,25,0,28,0,39,0,6
72,0,64,33,0,41,100,8
94,0,43,35,5,34,46,8
100,8,0,27,0,42,19,6
93,93,89,63,39,0,100,2
76,100,90,80,60,20,60,1
96,0,25,0,4,82,28,0
85,83,55,53,39,0,0,3
67,57,12,0,38,87,100,5
100,32,39,9,0,49,0,6
88,100,51,87,70,12,0,5
100,47,46,15,0,34,100,7
90,85,65,34,0,40,100,7
63,80,43,75,35,16,27,8
100,83,93,84,52,0,0,9
100,77,100,86,60,13,0,9
100,100,98,51,22,28,71,7
59,100,76,77,51,0,0,1
95,18,94,92,61,7,100,2
54,80,60,82,57,9,100,1
42,70,63,74,37,0,100,1
93,47,23,0,29,100,9,8
59,48,25,19,49,100,0,8
91,100,68,44,0,36,76,7
80,68,38,44,20,0,100,2
100,67,100,93,75,23,52,7
95,84,10,68,18,44,17,8
53,62,51,61,24,30,61,8
31,46,11,81,52,0,9,8
99,0,55,12,0,73,63,8
88,33,75,0,35,100,6,0
87,68,70,0,13,80,41,8
99,48,73,32,0,96,100,5
82,93,69,44,20,12,100,2
95,56,100,13,0,79,37,8
100,0,54,38,52,36,57,4
100,5,50,0,18,96,4,0
87,83,57,57,40,0,0,3
45,72,100,100,79,25,20,1
100,59,100,83,74,20,0,9
43,56,93,100,86,30,31,1
79,41,62,59,64,0,0,9
75,80,66,69,44,0,6,3
39,76,100,100,87,29,68,1
100,0,75,46,78,37,48,4
86,85,62,42,0,38,100,7
77,21,71,70,73,0,0,9
100,0,5,34,40,41,57,4
85,100,87,39,0,28,88,7
0,66,92,56,88,76,100,9
100,21,0,26,0,33,15,6
65,87,100,100,75,25,12,1
83,86,42,63,47,4,2,3
0,74,95,52,80,81,74,9
90,31,22,57,52,4,0,5
60,60,59,52,5,1,100,1
100,20,82,47,64,34,73,4
92,100,77,48,27,1,89,2
