@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,5,7-9,12-13,17'

@attribute At2 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At12 numeric
@attribute At13 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
93,89,57,52,17,5,50,2
100,0,10,1,69,33,56,6
99,24,0,32,27,8,77,6
92,83,52,59,87,14,55,3
76,11,65,5,100,85,49,0
100,0,48,31,100,52,46,4
68,42,86,19,100,90,33,0
83,0,51,0,93,70,61,0
87,98,69,100,58,61,71,9
98,29,10,41,6,0,46,6
52,97,91,55,84,0,21,1
85,76,62,37,47,8,68,7
85,100,48,88,7,48,48,5
100,18,0,25,25,5,97,6
100,0,30,0,66,41,100,0
75,71,100,100,82,48,57,1
64,58,37,16,0,20,61,2
48,65,100,100,84,51,47,1
80,100,58,53,91,10,44,3
95,100,83,44,67,0,3,7
71,76,49,47,11,0,50,2
84,100,83,66,72,16,45,3
78,91,64,60,100,10,41,3
85,76,70,65,38,20,50,2
100,25,0,35,14,0,72,6
100,7,0,24,46,24,41,6
84,87,53,60,96,23,55,3
88,100,83,48,47,6,18,2
100,0,19,20,78,43,76,4
85,61,39,0,0,66,35,5
78,64,36,27,0,4,56,2
36,68,100,100,94,51,70,1
98,59,100,87,96,43,51,7
71,74,100,100,78,50,28,1
60,13,39,75,100,44,65,9
86,100,81,66,82,9,38,3
60,10,15,49,40,0,32,8
85,87,52,72,59,27,47,5
95,55,0,71,7,33,78,5
72,76,56,35,21,4,51,2
64,100,91,84,65,40,42,1
69,37,83,77,91,15,51,9
44,81,100,60,81,85,9,0
75,40,28,59,7,8,56,2
12,84,24,100,29,35,84,8
97,0,43,0,88,70,62,0
75,100,85,81,59,41,15,1
100,32,100,59,99,77,60,4
74,100,84,73,79,18,0,1
98,19,11,40,43,42,94,4
74,70,53,53,100,12,50,3
100,0,26,34,82,47,74,4
100,58,30,39,0,0,60,2
93,82,63,8,0,44,28,5
76,52,43,30,0,5,97,2
81,100,30,100,48,59,75,9
62,84,100,88,89,44,76,1
86,57,100,24,92,100,0,0
69,96,80,43,45,0,44,2
44,67,100,100,96,53,68,1
91,65,43,56,12,13,63,2
81,55,100,96,86,51,48,7
78,79,85,67,70,16,63,3
78,77,61,34,39,8,50,1
89,29,58,25,6,31,53,8
100,71,46,0,0,71,45,5
100,0,0,31,55,45,88,4
93,8,54,0,98,65,60,0
81,20,19,52,24,21,88,4
100,100,84,56,61,0,18,7
78,73,56,63,50,0,0,1
97,8,0,41,28,0,100,6
98,73,59,52,100,3,41,3
64,81,100,99,96,45,74,1
76,8,65,11,100,90,42,0
97,12,9,42,51,28,49,5
88,9,0,31,28,11,100,0
69,100,52,4,41,75,60,8
100,18,0,29,14,1,64,6
93,83,68,43,55,22,45,7
94,26,96,27,52,26,45,8
50,56,100,100,94,50,54,1
100,0,21,3,62,22,100,0
88,100,73,60,82,12,52,3
90,89,67,52,50,18,48,7
100,64,70,61,100,12,38,3
68,73,73,52,54,0,49,7
96,89,65,0,0,54,26,5
88,0,34,0,78,63,77,0
77,80,68,69,93,13,52,3
67,0,56,37,84,10,35,8
100,0,69,38,100,87,69,4
95,23,0,29,19,16,100,0
89,62,54,0,3,52,31,5
100,0,22,16,100,37,50,4
67,56,0,84,48,54,65,9
100,31,36,15,0,36,51,8
58,85,70,60,59,0,23,1
100,52,68,77,83,19,65,9
100,0,26,29,88,58,74,4
100,0,19,35,79,48,82,4
100,3,41,0,87,66,54,0
100,30,0,29,11,9,76,6
100,75,100,89,61,48,36,7
91,27,0,35,17,4,58,6
44,62,100,100,100,52,91,1
70,77,49,49,14,0,51,2
100,30,7,36,0,0,49,6
53,79,93,99,93,46,100,1
90,0,56,33,81,16,33,8
79,98,69,60,100,19,45,3
100,18,0,28,19,4,84,6
78,55,31,50,0,0,52,2
74,100,73,52,87,12,41,3
85,100,69,70,38,35,91,3
100,45,18,47,0,0,64,6
83,60,35,0,0,56,51,5
100,7,0,37,49,42,74,4
73,100,89,75,79,24,47,1
49,60,90,31,100,100,32,0
83,100,67,60,94,14,27,3
85,73,46,29,0,29,54,2
37,49,55,56,26,0,50,2
71,72,56,44,32,4,43,2
73,70,93,70,61,12,31,2
100,43,69,26,33,19,35,8
93,85,24,83,41,31,48,5
87,96,72,50,64,15,51,3
80,64,58,36,46,30,47,7
98,42,7,0,3,86,49,5
96,33,79,0,100,80,38,0
95,54,100,80,95,20,50,9
100,96,56,93,67,53,66,9
100,16,0,55,46,28,57,5
100,8,82,39,100,90,89,4
88,100,75,39,44,0,15,7
100,1,44,91,63,29,96,9
100,6,0,33,53,47,89,4
79,100,35,88,0,41,64,5
100,0,68,54,100,53,61,4
100,0,13,33,60,39,93,4
62,70,57,61,48,0,36,1
82,0,34,0,82,75,54,0
91,63,53,38,54,4,48,7
84,18,76,0,100,100,34,0
100,0,81,48,100,74,33,4
85,74,62,64,61,21,64,3
100,13,7,2,68,34,43,6
99,100,56,47,33,0,7,7
100,28,8,18,47,14,58,6
96,68,40,23,0,30,59,2
85,91,68,54,83,16,56,3
100,38,11,42,0,0,51,6
100,0,11,32,77,53,76,4
93,89,85,37,73,1,44,7
50,77,100,100,77,50,44,1
100,76,100,0,10,43,97,8
100,25,70,0,100,81,41,0
68,47,0,83,27,58,91,9
100,94,72,22,72,31,52,8
100,0,8,11,68,30,48,6
53,82,100,100,73,50,9,1
88,71,68,61,100,7,19,3
56,50,40,40,10,4,58,2
48,69,100,100,95,64,48,1
71,0,13,60,86,60,87,9
83,46,46,67,83,11,51,5
79,51,29,31,0,7,65,2
100,0,60,39,100,61,77,4
91,78,58,34,56,28,34,7
100,0,30,0,79,51,74,0
82,100,54,100,40,22,60,8
100,41,23,29,18,0,38,6
100,0,25,26,81,50,95,4
87,70,58,62,100,15,42,3
85,59,45,48,22,0,52,2
73,77,57,0,9,59,12,5
96,0,29,0,75,65,83,0
91,65,92,76,100,0,68,7
85,58,36,42,5,0,50,2
62,61,37,19,0,13,60,2
64,75,0,79,18,68,78,9
100,0,33,0,82,51,74,0
64,0,19,69,74,49,67,9
88,54,20,0,24,95,51,5
73,40,81,18,100,94,37,0
98,81,10,100,58,62,87,9
100,61,74,0,0,39,100,8
95,52,24,0,0,59,48,5
71,7,28,76,100,49,69,9
