@relation penbased

@attribute At4 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At12 numeric
@attribute At14 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
86,0,0,75,11,100,53,97,0
84,0,0,82,18,100,60,96,0
66,0,0,93,38,100,96,100,0
32,34,4,100,47,79,92,100,0
73,0,0,63,2,95,31,72,0
80,2,0,80,8,100,50,92,0
68,4,0,92,24,100,70,100,0
43,19,0,100,36,87,78,100,0
31,48,26,100,74,69,100,80,0
36,21,6,99,35,100,80,100,0
88,0,0,64,11,100,50,95,0
92,5,0,100,28,98,76,100,0
98,9,21,47,0,100,22,63,0
71,0,0,93,11,100,53,87,0
62,0,14,100,73,42,82,65,0
28,33,16,100,56,77,95,100,0
66,15,0,100,28,96,73,100,0
47,13,8,100,54,79,100,76,0
78,0,0,74,20,100,61,100,0
38,26,12,100,52,89,95,100,0
44,33,9,100,65,64,100,74,0
59,9,0,91,25,100,68,100,0
73,0,0,78,3,100,39,79,0
35,16,8,100,40,93,78,100,0
83,0,0,71,16,100,55,95,0
31,71,24,96,71,66,100,91,0
61,10,0,100,26,98,71,99,0
35,0,0,97,22,100,52,80,0
58,27,50,61,100,0,38,69,0
28,43,23,100,64,75,100,94,0
63,6,0,95,22,100,64,100,0
40,28,14,100,56,71,93,100,0
69,0,0,78,22,100,60,90,0
44,15,1,100,38,93,85,100,0
0,1,57,38,100,100,94,45,0
50,3,0,100,29,94,70,100,0
39,15,1,98,36,100,76,100,0
83,0,1,71,0,100,34,77,0
22,43,13,100,54,75,93,100,0
47,9,0,100,36,100,79,100,0
91,0,1,62,0,100,28,73,0
77,0,0,73,17,100,58,100,0
47,21,2,100,45,78,89,100,0
48,10,0,91,23,100,63,97,0
64,10,0,89,25,100,65,100,0
34,31,17,100,60,72,100,94,0
56,0,0,78,35,100,81,100,0
75,0,0,84,15,100,56,92,0
82,0,0,72,8,100,47,90,0
65,4,0,95,24,100,67,100,0
41,23,0,100,39,78,83,100,0
80,0,0,80,28,100,75,99,0
73,1,0,89,17,100,61,98,0
36,42,15,100,56,80,95,100,0
89,0,0,62,12,96,49,95,0
33,27,10,100,44,88,83,100,0
62,0,0,89,29,100,70,100,0
77,0,0,70,3,100,36,78,0
69,1,0,82,16,100,52,86,0
27,35,5,100,47,76,95,100,0
65,0,0,70,20,100,53,90,0
66,0,0,81,18,100,56,93,0
64,4,0,86,27,100,73,100,0
42,18,7,100,45,93,88,100,0
46,9,0,79,24,100,67,100,0
37,34,19,100,64,66,100,71,0
39,30,15,100,59,74,100,95,0
32,32,1,100,41,79,87,100,0
35,8,12,90,44,100,81,100,0
81,0,7,62,0,97,27,66,0
11,49,28,100,78,62,100,72,0
56,9,0,100,32,95,79,100,0
58,4,0,94,29,100,71,100,0
55,7,25,100,76,61,100,69,0
49,26,1,100,51,74,100,83,0
24,47,14,100,52,76,86,100,0
75,13,0,100,24,100,69,100,0
18,45,27,100,73,67,100,86,0
50,35,0,100,38,85,80,100,0
4,72,29,92,75,62,100,96,0
25,57,21,100,68,69,100,88,0
69,1,0,87,16,100,61,100,0
97,5,37,36,0,95,15,58,0
55,0,0,79,23,100,58,92,0
20,49,18,100,65,67,100,97,0
14,70,26,94,70,65,100,95,0
92,27,66,3,19,41,0,21,0
23,52,21,100,65,74,100,97,0
28,29,10,100,41,94,79,100,0
82,0,0,73,0,100,38,79,0
74,0,0,81,20,100,59,96,0
56,8,0,98,31,100,79,99,0
49,29,54,61,95,0,39,77,0
60,10,0,94,26,100,70,100,0
19,33,18,100,52,93,93,100,0
62,0,0,75,6,100,36,71,0
46,22,0,100,32,90,74,100,0
57,0,0,93,28,100,70,100,0
64,0,0,100,34,88,80,100,0
84,0,0,78,12,100,56,100,0
51,17,0,100,29,91,77,100,0
85,0,0,80,4,100,47,90,0
22,46,17,100,54,72,88,100,0
58,9,0,99,25,100,68,100,0
57,4,0,100,33,95,77,100,0
61,3,0,97,27,100,66,97,0
70,0,0,79,32,100,72,100,0
32,24,14,97,48,100,90,100,0
9,60,31,100,71,75,100,90,0
0,66,31,96,71,59,100,98,0
50,47,0,100,48,74,91,100,0
45,21,0,100,41,86,88,100,0
70,0,0,92,22,100,66,100,0
45,16,0,95,31,100,72,100,0
63,0,0,70,14,100,43,79,0
63,0,0,79,20,100,58,94,0
64,0,0,69,18,100,49,84,0
34,44,19,100,62,69,100,92,0
71,0,0,84,22,100,66,100,0
45,20,0,99,31,100,75,100,0
83,0,0,61,2,100,40,88,0
60,0,0,100,44,96,94,97,0
100,33,56,1,9,54,0,25,0
39,30,8,100,49,74,90,100,0
0,77,43,88,86,55,100,88,0
31,47,10,100,54,76,93,100,0
81,0,8,71,0,100,31,69,0
80,0,1,67,0,100,31,75,0
47,1,5,86,36,100,83,100,0
43,13,0,100,36,96,79,100,0
77,17,0,100,42,83,93,99,0
69,0,0,88,23,100,70,100,0
95,27,60,8,15,53,0,29,0
52,16,0,100,32,90,74,100,0
61,19,0,100,29,86,78,100,0
35,32,22,100,69,61,100,65,0
56,15,0,100,38,92,90,99,0
25,46,11,100,61,69,97,100,0
70,98,100,57,92,33,62,31,0
35,15,0,88,19,100,53,85,0
91,0,2,55,0,92,30,78,0
47,9,0,100,38,100,84,100,0
69,0,0,86,22,100,61,97,0
56,12,0,100,36,100,81,100,0
79,0,0,73,11,100,49,87,0
25,41,11,100,54,70,92,100,0
55,0,0,74,24,100,62,99,0
25,40,25,100,61,87,98,100,0
58,7,0,100,29,92,76,100,0
70,0,0,66,10,100,41,77,0
66,0,0,75,29,100,66,95,0
83,0,0,81,10,100,54,92,0
0,58,42,100,81,70,100,86,0
50,0,0,89,29,100,70,100,0
77,0,0,79,19,100,62,100,0
30,39,59,49,79,19,44,80,0
62,0,0,99,31,100,78,90,0
46,20,12,100,55,87,100,86,0
70,0,0,76,24,100,62,100,0
48,25,0,100,50,82,100,84,0
67,4,0,100,18,100,66,97,0
100,12,33,30,0,78,14,58,0
44,36,3,100,48,86,92,100,0
73,0,0,67,14,100,46,86,0
50,7,0,100,42,86,91,100,0
77,0,0,82,6,100,45,82,0
71,0,0,84,16,100,57,94,0
84,0,0,58,0,100,20,61,0
18,63,33,89,80,45,100,62,0
100,0,24,46,0,93,18,59,0
45,21,0,100,43,88,87,100,0
25,39,20,100,63,75,100,98,0
32,35,14,100,61,71,100,86,0
16,38,8,100,46,76,84,100,0
71,0,0,74,11,100,47,86,0
69,0,0,79,2,100,39,77,0
100,0,1,78,0,100,47,88,0
87,8,21,31,0,75,17,47,0
61,0,0,88,25,100,70,92,0
51,20,16,100,66,51,100,64,0
30,18,6,88,32,100,65,95,0
0,78,56,85,100,42,98,65,0
74,0,0,85,24,100,69,100,0
69,0,0,77,13,100,48,86,0
45,16,0,84,20,100,61,100,0
55,8,0,93,32,100,79,100,0
65,0,0,94,46,100,100,95,0
67,0,0,100,32,95,81,100,0
99,8,23,40,0,88,21,61,0
60,1,0,89,26,100,65,95,0
62,11,0,88,19,100,60,93,0
86,0,5,53,0,91,27,71,0
61,20,0,100,25,96,66,86,0
72,0,0,81,14,100,51,86,0
59,0,0,87,30,100,71,100,0
61,0,0,95,27,100,76,100,0
35,42,21,100,66,67,100,80,0
35,35,7,100,45,77,88,100,0
84,0,0,69,7,100,46,89,0
71,0,0,82,5,100,43,79,0
39,24,11,100,51,82,94,100,0
26,42,19,100,62,75,100,95,0
61,13,0,100,30,98,69,100,0
100,5,32,34,0,85,14,55,0
59,0,0,78,25,100,65,100,0
81,0,0,68,5,100,45,86,0
33,25,22,100,59,96,99,100,0
76,62,75,0,37,18,0,17,0
65,0,0,85,12,100,54,93,0
70,1,0,100,23,100,67,99,0
62,9,0,100,27,98,70,100,0
38,34,8,100,55,79,100,100,0
70,0,0,77,12,100,50,92,0
63,0,0,92,31,100,82,100,0
37,19,3,100,40,99,80,100,0
38,14,4,93,40,100,79,100,0
70,0,0,63,12,92,46,86,0
74,0,0,98,21,100,70,100,0
30,36,10,100,49,86,93,100,0
51,5,4,100,50,85,100,89,0
18,37,13,100,54,80,97,100,0
27,49,19,100,66,64,98,100,0
61,2,0,75,19,100,53,93,0
63,0,0,90,24,100,70,100,0
87,10,8,58,0,100,31,66,0
80,0,0,71,4,100,43,88,0
28,34,13,100,51,78,89,100,0
43,25,0,100,34,95,87,100,0
68,0,0,85,27,100,71,100,0
99,0,17,61,0,97,24,71,0
82,0,0,70,10,100,44,90,0
60,0,0,91,29,100,78,100,0
64,0,0,76,18,100,52,87,0
40,18,8,93,44,100,89,100,0
41,46,17,100,66,64,100,88,0
69,5,0,92,24,100,63,93,0
73,10,0,100,24,96,74,100,0
67,0,0,82,14,100,53,93,0
77,0,1,70,0,100,33,76,0
88,0,17,58,0,99,23,60,0
57,5,0,95,28,100,67,100,0
50,17,0,96,43,100,99,100,0
100,0,31,42,0,86,15,56,0
65,4,0,94,29,100,71,100,0
42,16,3,100,40,92,84,100,0
67,2,0,86,20,100,60,93,0
6,55,25,100,61,79,94,100,0
64,22,0,100,24,90,68,97,0
61,0,0,77,18,100,51,85,0
69,0,0,88,16,100,56,89,0
92,0,5,68,0,100,35,81,0
44,29,0,100,36,85,79,100,0
33,22,10,100,44,93,84,100,0
31,47,8,100,50,73,87,100,0
90,0,0,85,9,100,55,98,0
68,9,0,90,10,100,54,91,0
69,0,0,58,0,97,25,63,0
55,18,0,100,52,71,100,61,0
59,18,0,100,42,82,90,100,0
42,22,10,100,48,92,91,100,0
39,44,18,100,62,73,100,97,0
70,14,0,100,36,83,85,100,0
43,20,0,100,34,92,73,99,0
47,31,0,100,50,71,98,100,0
95,0,0,64,0,100,40,88,0
60,0,0,79,20,100,59,100,0
