@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
-1.15,1.0
-0.808,-1.0
-0.458,1.0
1.48,-1.0
-0.49,1.0
-1.23,-1.0
1.51,1.0
-1.26,1.0
0.356,1.0
1.02,1.0
-0.98,1.0
-1.07,-1.0
0.114,1.0
0.23,1.0
-0.969,-1.0
1.27,-1.0
1.21,1.0
1.14,1.0
1.3,-1.0
-0.796,-1.0
-0.482,-1.0
-0.143,1.0
-1.02,1.0
0.697,-1.0
-1.27,-1.0
0.701,-1.0
1.32,-1.0
0.985,-1.0
1.18,-1.0
-0.818,1.0
-0.296,1.0
-0.0393,1.0
-1.41,-1.0
0.567,-1.0
-0.868,-1.0
-0.673,-1.0
-1.27,-1.0
-0.0998,1.0
-1.09,-1.0
1.06,-1.0
1.54,-1.0
0.496,1.0
0.0726,1.0
-1.59,1.0
-1.27,-1.0
-1.52,-1.0
-0.919,1.0
-1.47,1.0
-0.542,1.0
0.197,1.0
0.683,1.0
1.86,1.0
-1.25,-1.0
0.243,-1.0
-1.14,-1.0
-0.646,1.0
1.02,1.0
1.46,-1.0
-1.19,-1.0
-0.235,1.0
0.0877,-1.0
1.7,1.0
0.932,-1.0
-1.07,1.0
-1.08,-1.0
0.000407,1.0
-0.114,-1.0
0.988,-1.0
0.415,-1.0
-1.15,-1.0
-1.3,1.0
0.387,1.0
-0.64,1.0
1.65,1.0
-0.705,-1.0
-0.51,1.0
0.08,-1.0
-0.508,-1.0
-1.4,-1.0
1.48,-1.0
0.603,-1.0
-0.448,-1.0
-0.92,-1.0
-0.922,-1.0
-1.26,-1.0
-1.15,-1.0
-0.734,-1.0
-0.182,1.0
1.34,1.0
2.2,-1.0
0.834,1.0
0.987,-1.0
-1.12,-1.0
-1.07,-1.0
0.587,-1.0
-0.924,-1.0
-1.5,-1.0
1.22,-1.0
0.506,-1.0
-0.859,1.0
-0.0137,-1.0
0.0903,-1.0
-1.01,-1.0
1.24,-1.0
-1.3,-1.0
0.266,-1.0
0.00235,-1.0
2,-1.0
1.81,1.0
0.479,-1.0
1.35,1.0
-1.35,-1.0
0.717,-1.0
1.13,1.0
-0.815,1.0
-1.4,-1.0
0.12,1.0
-0.969,1.0
0.97,-1.0
0.45,-1.0
-1.09,-1.0
1.49,-1.0
-1.6,1.0
0.146,1.0
0.607,-1.0
-0.65,1.0
-1.72,1.0
-0.206,1.0
0.571,-1.0
-1.3,-1.0
-0.574,1.0
0.796,-1.0
0.232,-1.0
0.931,-1.0
0.784,-1.0
-0.401,1.0
2.08,-1.0
-0.717,1.0
-1.28,-1.0
-0.541,1.0
-0.704,-1.0
0.89,-1.0
-1.32,-1.0
0.00172,1.0
0.145,1.0
0.547,1.0
-1.38,-1.0
-0.909,-1.0
0.285,-1.0
-1.19,-1.0
0.628,-1.0
-1.02,1.0
-1.16,-1.0
-1.23,-1.0
-0.188,-1.0
0.013,-1.0
-0.581,1.0
0.952,-1.0
-0.451,1.0
-0.719,1.0
2.1,-1.0
0.423,1.0
-0.182,1.0
1.14,-1.0
1.39,-1.0
-0.144,-1.0
-0.815,-1.0
0.403,-1.0
-0.821,-1.0
1.08,-1.0
1.75,-1.0
1.21,1.0
-0.647,1.0
0.504,-1.0
0.728,-1.0
0.742,-1.0
-0.643,1.0
1.18,1.0
1.55,-1.0
0.0986,-1.0
0.651,-1.0
-1.39,-1.0
0.805,-1.0
1.31,1.0
1.08,-1.0
-1.3,-1.0
1.12,-1.0
1.79,-1.0
1.86,1.0
1.1,1.0
0.339,1.0
-0.0627,1.0
1.71,1.0
-0.653,1.0
-1.03,-1.0
-1.69,-1.0
1.35,1.0
-0.123,1.0
-0.832,-1.0
0.357,1.0
-1.25,1.0
0.597,-1.0
-0.897,1.0
0.417,-1.0
-0.000817,-1.0
-0.843,1.0
-1.23,-1.0
-0.719,-1.0
-0.0266,1.0
-0.86,1.0
-0.122,1.0
0.821,1.0
-0.179,1.0
0.487,-1.0
1.39,-1.0
0.111,1.0
-0.155,1.0
1.6,1.0
-1.3,1.0
0.682,-1.0
-1.07,-1.0
-1.25,-1.0
0.00911,1.0
-0.00393,1.0
-0.0624,-1.0
1.38,-1.0
0.192,1.0
-0.964,-1.0
-0.76,1.0
-0.38,-1.0
-1.45,-1.0
-1.12,1.0
-1.12,1.0
-1.08,-1.0
-0.232,-1.0
-0.954,-1.0
0.848,1.0
1.19,-1.0
0.555,-1.0
0.0691,-1.0
0.712,-1.0
0.787,-1.0
-0.132,1.0
1.25,-1.0
-0.242,1.0
1.3,-1.0
0.762,-1.0
1.92,-1.0
-1.43,-1.0
1.4,-1.0
0.419,1.0
-1.23,1.0
0.0758,1.0
-1.32,1.0
-1.02,-1.0
-1.39,-1.0
-1.14,-1.0
0.361,-1.0
-0.457,1.0
-1.45,-1.0
0.9,-1.0
1.21,-1.0
-1.4,-1.0
-2.05,1.0
1.04,-1.0
0.673,-1.0
0.235,1.0
1.04,-1.0
0.0973,1.0
1.04,-1.0
-0.149,1.0
1.34,1.0
-1.24,-1.0
0.363,1.0
-1.13,-1.0
-1.42,-1.0
-0.427,1.0
1.35,-1.0
-1.47,-1.0
0.746,-1.0
-1.18,-1.0
-1.14,1.0
-1.14,-1.0
-0.415,1.0
0.617,1.0
-0.0697,1.0
-1.24,-1.0
0.92,-1.0
0.197,-1.0
-0.0207,1.0
-1.21,-1.0
0.598,-1.0
-0.0776,1.0
-0.121,1.0
-0.582,1.0
0.405,1.0
0.0979,1.0
0.665,-1.0
0.258,-1.0
-0.762,-1.0
-0.72,-1.0
-1.23,1.0
0.00513,1.0
0.0179,1.0
0.759,1.0
1.22,-1.0
0.79,-1.0
1.84,1.0
0.413,1.0
-1.04,-1.0
0.217,-1.0
0.864,-1.0
0.851,-1.0
-0.0297,1.0
1.14,-1.0
0.318,-1.0
1.16,-1.0
1.63,-1.0
-1.46,-1.0
-0.906,1.0
-1.02,-1.0
1.28,-1.0
1.12,1.0
-0.593,1.0
-1.28,-1.0
1.41,1.0
-0.739,-1.0
-1.22,-1.0
0.835,-1.0
-0.961,-1.0
1.53,1.0
0.348,1.0
-0.978,-1.0
1.15,-1.0
0.164,1.0
1.68,1.0
1.13,1.0
0.757,-1.0
1.18,-1.0
1.63,-1.0
1.38,1.0
0.28,-1.0
0.108,1.0
0.255,1.0
0.133,1.0
0.484,1.0
-0.103,1.0
-0.656,-1.0
1.59,1.0
-0.415,1.0
-0.705,1.0
-1.12,-1.0
1.87,-1.0
0.108,1.0
0.749,-1.0
-0.177,-1.0
0.462,-1.0
0.626,-1.0
0.0484,1.0
0.264,1.0
-0.313,1.0
0.00626,1.0
-0.0489,1.0
-0.547,1.0
-0.583,1.0
-0.505,1.0
0.865,-1.0
-0.329,1.0
0.194,1.0
0.383,1.0
0.538,1.0
0.836,-1.0
-0.448,-1.0
-0.734,1.0
-1.68,-1.0
-0.633,-1.0
0.246,1.0
-1.19,-1.0
-0.783,-1.0
1.65,1.0
-0.519,-1.0
0.586,-1.0
-0.527,1.0
1.8,1.0
-1.24,-1.0
0.944,-1.0
-0.0844,1.0
-1.1,-1.0
-0.601,1.0
-0.285,1.0
1.51,-1.0
-0.135,1.0
0.218,1.0
-1.05,1.0
0.677,-1.0
1.65,-1.0
1.51,-1.0
0.727,1.0
0.227,1.0
1.15,-1.0
2.35,-1.0
0.379,-1.0
0.32,-1.0
-0.607,1.0
1.37,-1.0
-1.16,1.0
1.25,1.0
-1.12,-1.0
-0.402,-1.0
-1.16,1.0
-1.12,-1.0
-0.117,1.0
-0.177,1.0
1.31,1.0
-0.993,-1.0
-0.222,1.0
-0.12,1.0
-1.06,-1.0
1.35,-1.0
1.02,-1.0
1.25,-1.0
-0.355,-1.0
-1.46,-1.0
0.607,-1.0
-0.694,1.0
-0.831,-1.0
0.293,-1.0
1.87,1.0
-0.962,1.0
-0.165,1.0
0.0708,1.0
-0.366,1.0
-0.787,1.0
-0.632,1.0
0.606,-1.0
-1.06,1.0
-1.4,-1.0
-0.61,1.0
-0.144,1.0
1.46,1.0
-1.39,-1.0
1.17,-1.0
