@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
1.99,-1.0
0.496,1.0
-0.044,-1.0
1.25,-1.0
-1.13,-1.0
0.193,-1.0
-0.182,1.0
0.0481,1.0
-0.772,-1.0
-1,-1.0
2.19,1.0
-1.39,1.0
1.16,-1.0
-0.765,-1.0
-0.175,1.0
1.55,-1.0
0.19,1.0
-1.08,-1.0
1.16,-1.0
1.01,-1.0
1.36,1.0
0.255,1.0
0.0477,-1.0
0.144,1.0
-0.862,-1.0
0.309,-1.0
1.14,-1.0
-0.0609,1.0
-0.238,1.0
0.765,-1.0
-0.803,1.0
0.26,1.0
0.0468,1.0
-0.567,1.0
-0.197,1.0
-0.368,-1.0
-0.0978,1.0
1.35,-1.0
-1.56,1.0
-0.13,1.0
-0.935,-1.0
-1.27,-1.0
0.762,-1.0
-0.175,-1.0
-0.0828,1.0
1.23,-1.0
2.03,-1.0
-1.52,-1.0
0.329,1.0
-1.02,-1.0
1.69,-1.0
-0.493,-1.0
-0.254,-1.0
0.424,1.0
-0.771,1.0
-0.802,-1.0
-1.3,-1.0
0.809,-1.0
-0.867,-1.0
0.135,1.0
0.289,1.0
-0.467,1.0
0.516,1.0
-0.658,1.0
-0.176,1.0
1.26,-1.0
0.0529,1.0
0.72,-1.0
-0.485,1.0
-1.28,-1.0
0.345,1.0
-1.24,1.0
-0.911,-1.0
-0.471,1.0
1.14,-1.0
0.83,-1.0
-1.11,-1.0
0.304,1.0
-0.988,1.0
0.132,1.0
0.83,-1.0
-0.451,1.0
0.304,1.0
0.655,1.0
2.16,-1.0
0.744,-1.0
0.229,-1.0
0.534,1.0
0.696,1.0
-0.404,-1.0
0.607,1.0
-1.08,1.0
0.755,-1.0
0.374,-1.0
-0.789,1.0
-1.37,-1.0
-1.35,-1.0
0.555,-1.0
-0.368,1.0
0.825,-1.0
-1.52,1.0
-0.891,-1.0
-0.74,1.0
0.345,-1.0
0.969,-1.0
-1.39,-1.0
-1.39,-1.0
-0.792,1.0
-0.37,-1.0
0.104,1.0
1.16,1.0
1.16,-1.0
1.68,1.0
1.67,1.0
0.807,-1.0
-0.0957,1.0
0.895,1.0
-0.808,1.0
0.314,1.0
1.19,1.0
-0.912,1.0
-0.54,1.0
-1.28,-1.0
-1.48,-1.0
-0.984,-1.0
-0.752,-1.0
-1.05,-1.0
-1.01,-1.0
1.34,-1.0
0.457,-1.0
0.768,-1.0
1.25,-1.0
0.946,-1.0
-1.16,-1.0
-0.0382,1.0
1.24,1.0
-1.26,-1.0
-0.799,1.0
0.846,1.0
0.961,-1.0
-0.874,1.0
-0.25,-1.0
1.19,-1.0
1.38,-1.0
-1.16,-1.0
-1.36,-1.0
0.0564,-1.0
0.412,1.0
-1.07,-1.0
0.282,1.0
0.993,-1.0
1.21,1.0
-1.58,1.0
1.38,1.0
0.0554,1.0
1.1,-1.0
-1.19,1.0
-1.62,-1.0
-1.3,-1.0
0.545,-1.0
-0.56,-1.0
-0.133,1.0
-0.362,1.0
1.54,-1.0
0.0373,1.0
0.925,-1.0
0.908,-1.0
0.463,-1.0
-0.154,1.0
-1.26,-1.0
0.605,1.0
0.843,-1.0
1.1,-1.0
1.72,1.0
-1.17,1.0
-1.17,-1.0
-1.04,-1.0
-0.653,1.0
0.236,1.0
-1.45,-1.0
-1.28,-1.0
-1.34,-1.0
-0.862,-1.0
-0.32,1.0
-1.19,-1.0
1.02,-1.0
0.549,1.0
0.373,1.0
-0.697,-1.0
-0.752,-1.0
0.0949,1.0
1.49,-1.0
-1.01,1.0
-0.153,1.0
1.77,1.0
-0.573,1.0
-0.028,-1.0
0.167,1.0
-0.195,1.0
-0.551,1.0
0.446,-1.0
-1.26,-1.0
-0.00451,1.0
-0.785,1.0
-0.467,1.0
0.232,1.0
-1.67,-1.0
1.71,1.0
0.385,-1.0
-0.0897,-1.0
1.53,-1.0
0.374,-1.0
0.0331,-1.0
-0.626,1.0
0.053,1.0
1.76,-1.0
-0.0513,1.0
-0.336,-1.0
1.06,-1.0
-1.16,1.0
-0.0116,-1.0
0.505,1.0
-1.02,1.0
-1.05,-1.0
-1.32,1.0
-0.304,1.0
-1.3,-1.0
0.148,-1.0
0.546,1.0
1.68,-1.0
0.416,1.0
-1.34,-1.0
-1.32,-1.0
-0.305,1.0
1.94,1.0
0.812,-1.0
-0.23,1.0
1.06,-1.0
-1.13,-1.0
1.09,1.0
-1.52,1.0
-0.366,-1.0
0.629,1.0
-0.829,1.0
-1.36,-1.0
-1.12,-1.0
0.12,1.0
-0.428,1.0
-0.875,1.0
0.513,-1.0
1.53,1.0
0.132,1.0
-1.04,-1.0
0.497,-1.0
1.62,-1.0
-1.62,1.0
-0.352,1.0
-1.53,-1.0
-0.154,1.0
-1.27,-1.0
0.348,-1.0
0.715,-1.0
0.868,-1.0
0.646,-1.0
-0.853,-1.0
-1.32,-1.0
1.21,1.0
0.0251,1.0
-0.183,1.0
1.14,1.0
1.95,1.0
0.788,-1.0
-1.17,-1.0
-0.566,1.0
-0.549,1.0
-1.01,1.0
-0.394,1.0
-0.928,-1.0
-1.14,-1.0
-1.01,1.0
-0.665,1.0
0.915,-1.0
0.626,1.0
-1.08,1.0
1.44,-1.0
0.675,-1.0
-1.42,-1.0
0.39,-1.0
-1.59,1.0
-0.406,1.0
0.212,1.0
1.33,-1.0
-0.819,-1.0
-1.12,1.0
-1.23,-1.0
1.45,-1.0
0.621,1.0
-1.15,-1.0
1.22,-1.0
0.669,-1.0
0.809,-1.0
-1.83,1.0
0.442,1.0
-1.22,-1.0
-1.65,-1.0
0.57,1.0
1.2,-1.0
-1.12,-1.0
0.644,1.0
-1.47,-1.0
-0.917,1.0
-1.28,-1.0
-1.16,-1.0
-0.775,1.0
-0.779,-1.0
1.72,-1.0
0.954,-1.0
-1.39,-1.0
-0.81,-1.0
0.457,-1.0
-1.18,-1.0
-1.04,-1.0
-0.347,1.0
-0.106,-1.0
-1.02,-1.0
-0.372,1.0
0.177,1.0
1,-1.0
-1.15,-1.0
1.21,1.0
1.74,1.0
0.719,-1.0
-0.0492,1.0
-1.06,-1.0
0.213,1.0
-0.244,1.0
0.272,-1.0
-0.202,-1.0
0.204,-1.0
-0.461,-1.0
-0.653,1.0
-0.887,1.0
-0.973,-1.0
-0.94,-1.0
-0.328,1.0
0.263,1.0
0.0932,-1.0
-1.05,1.0
-1.06,-1.0
0.337,-1.0
-0.585,1.0
2.21,-1.0
0.544,1.0
1.33,1.0
-0.673,1.0
-0.832,-1.0
-0.943,-1.0
0.942,1.0
0.614,-1.0
-1.09,-1.0
0.834,-1.0
-1.29,-1.0
0.564,1.0
-0.973,-1.0
1.65,-1.0
0.247,-1.0
-0.453,1.0
-0.447,-1.0
1.08,-1.0
-0.108,1.0
-1.3,1.0
-0.0728,1.0
-1.23,-1.0
1.04,-1.0
-0.687,1.0
-1.3,-1.0
0.817,-1.0
0.0337,1.0
0.334,-1.0
0.864,-1.0
-1.25,-1.0
0.348,1.0
-0.241,-1.0
-0.159,1.0
-0.147,1.0
1.45,1.0
0.261,1.0
-1.03,1.0
-1.02,-1.0
0.0281,1.0
0.842,-1.0
-0.856,-1.0
-1.27,-1.0
0.465,1.0
0.155,-1.0
0.812,-1.0
-1.71,1.0
1.84,1.0
-0.451,1.0
1.1,1.0
-1.1,1.0
-0.587,1.0
-1.16,-1.0
1.01,-1.0
1.89,-1.0
-1.32,-1.0
0.89,-1.0
0.274,-1.0
-1.34,-1.0
1.59,1.0
1.33,-1.0
1.65,-1.0
1.14,-1.0
1.56,-1.0
0.563,1.0
-0.204,1.0
-1.07,-1.0
1.61,-1.0
-1.16,-1.0
0.32,1.0
0.0023,-1.0
0.744,-1.0
-1.12,1.0
-0.972,-1.0
-0.579,1.0
-0.878,1.0
1.12,-1.0
-0.12,1.0
-0.528,1.0
2.03,1.0
0.685,1.0
0.752,-1.0
0.928,-1.0
1.53,-1.0
0.697,-1.0
-1.09,-1.0
-0.463,1.0
-1.15,-1.0
0.877,-1.0
-1.22,1.0
-1.11,-1.0
-0.324,1.0
0.195,-1.0
1.18,-1.0
0.342,1.0
-1.23,-1.0
1.15,-1.0
-0.97,-1.0
-0.76,1.0
0.741,-1.0
-1.22,-1.0
-1.5,-1.0
0.651,1.0
-0.688,1.0
-1.37,-1.0
1.11,-1.0
1.26,-1.0
-0.374,1.0
0.493,-1.0
0.926,-1.0
-0.0673,-1.0
-0.786,-1.0
0.472,1.0
-0.522,1.0
-0.445,1.0
-0.661,1.0
0.407,-1.0
-0.0523,1.0
-1.22,-1.0
0.174,1.0
-0.832,1.0
-0.554,-1.0
1.28,-1.0
-0.305,-1.0
-1.15,-1.0
1.15,-1.0
1.72,-1.0
1.68,-1.0
1.31,-1.0
0.26,-1.0
-0.551,1.0
-0.363,1.0
-0.208,1.0
0.204,1.0
-1.22,1.0
0.44,-1.0
-0.82,-1.0
0.17,1.0
0.151,1.0
-0.146,1.0
-0.972,-1.0
-0.335,1.0
-0.861,1.0
-1.32,1.0
-0.601,-1.0
0.154,1.0
0.392,-1.0
