@relation segment

@attribute Region-centroid-row numeric
@attribute Intensity-mean numeric
@attribute Rawblue-mean numeric
@attribute Exred-mean numeric
@attribute Hue-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
124,6.185185,7.333334,4.444445,-0.95784,1
84,23.851852,30,-0.888889,-1.598867,1
42,22.592592,31.11111,-7.777778,-1.842494,1
92,23.444445,30,-2,-1.653926,1
124,6.037037,7.333334,4.222222,-1.02473,1
75,21.333334,27.11111,-0.666667,-1.590164,1
119,21.592592,27.333334,-0.777778,-1.57896,1
60,26.74074,35.22222,-6.222222,-1.776113,1
145,5.296296,6.555555,3.111111,-1.068968,1
126,5.407407,5.666666,6.777778,-0.612886,1
117,6.333334,7.444445,4,-0.983947,1
98,20.88889,25.88889,0.333333,-1.528895,1
113,5.518518,6.666666,4.111111,-0.989308,1
116,5.62963,7,3.444444,-1.099624,1
113,5.592593,6.666666,4.555555,-0.942558,1
142,4.592593,5.222222,4.888889,-0.776334,1
111,5.407407,6.333334,4.444445,-0.897859,1
114,5.259259,6.111111,3.888889,-0.91061,1
138,4.962963,5.444445,5.444445,-0.722894,1
134,4.740741,5.222222,5.111111,-0.730465,1
128,5.555555,6.666666,4,-0.985811,1
77,25.185184,32.333336,-3.222222,-1.677308,1
131,5.185185,6,4.444445,-0.874641,1
83,19.444445,24.444445,0.333333,-1.507007,1
89,22.333334,28.444445,-2,-1.625587,1
111,6.037037,7.666666,2.888889,-1.175773,1
41,22.481482,29.777779,-5.111111,-1.77166,1
117,6.444445,8.222222,2.666667,-1.233256,1
64,24.074074,31.88889,-4.222222,-1.724894,1
136,6.814815,8,4.555555,-0.963931,1
64,18.88889,25.11111,-4,-1.755505,1
136,6.259259,7.222222,4.555555,-0.924607,1
117,5.777778,7.555555,1.666667,-1.353896,1
88,21.148148,26.333334,0.888889,-1.512555,1
111,5.407407,6.333334,4.444445,-0.897859,1
116,16.185184,20,2.444444,-1.162844,1
123,6.740741,8,4.444445,-0.985729,1
143,5.666666,6.444445,5.666666,-0.796918,1
118,6.259259,7.666666,3.888889,-1.076198,1
60,23.777779,31,-4,-1.713134,1
118,22.74074,29,-3.555556,-1.707392,1
72,26.222221,35.444447,-7.333334,-1.807866,1
84,23.851852,30,-0.888889,-1.598867,1
60,19.925926,25.777779,-1.777778,-1.650048,1
93,20.37037,26.777779,-4.444445,-1.730306,1
115,6.777778,8.555555,3,-1.210357,1
122,5.851852,6.888889,4.444445,-0.942559,1
138,5.740741,6.555555,4.777778,-0.862108,1
57,26.814816,36.22222,-8.444445,-1.837675,1
113,20.25926,25.444445,-0.777778,-1.585609,1
128,5.037037,5.444445,5.555555,-0.688601,1
45,21.925926,28.777779,-4.111111,-1.73537,1
61,21.74074,28.777779,-4.222222,-1.737293,1
133,6.666666,7.777778,5,-0.924817,1
135,5.518518,6.444445,4.777778,-0.892179,1
102,23.074074,29.777779,-2.888889,-1.68544,1
140,6.333334,7.333334,4.666666,-0.909267,1
137,5.851852,6.444445,5.777778,-0.744272,1
100,22.222221,28.444445,-1.333333,-1.623301,1
66,18.666666,24,-0.333333,-1.569253,1
54,24.592592,32.555557,-5.444445,-1.760752,1
102,17.925926,21.88889,1.888889,-1.447037,1
67,23.74074,30.777779,-2.555556,-1.670171,1
143,5.296296,6.222222,4.111111,-0.914813,1
59,23.851852,30.88889,-3.555556,-1.699326,1
149,5.518518,8.777778,-4.222222,-2.009108,1
56,22.74074,30.222221,-4.888889,-1.759414,1
123,6.111111,6.777778,5.666666,-0.761648,1
139,6.111111,7.222222,4.333334,-0.965946,1
80,26,34.444447,-6,-1.773594,1
143,5.037037,5.888889,4.555555,-0.907416,1
126,6.481482,8,3.555556,-1.118131,1
111,5.666666,7,4,-1.041434,1
61,23.74074,30.666666,-3.222222,-1.700913,1
114,5.888889,7.444445,3.333333,-1.151837,1
55,23.444445,31.11111,-5.333334,-1.771163,1
67,22.25926,27.88889,0.888889,-1.524771,1
103,18.962963,22.777779,3.777778,-1.334127,1
44,18.74074,25.222221,-4.222222,-1.753726,1
124,6.222222,7.444445,4,-1.011484,1
117,21.222221,26.333334,-0.333333,-1.574477,1
139,5.333334,6.444445,3.666667,-1.004936,1
60,26.74074,35.22222,-6.222222,-1.776113,1
124,5.888889,7.111111,3.666667,-1.037663,1
110,17.925926,21.444445,2.888889,-1.345096,1
86,24.296297,31.333334,-2.222222,-1.650844,1
107,17.185184,20.666668,3.444444,-1.312499,1
85,17.962963,21.88889,2.777778,-1.386867,1
56,28.62963,37.666668,-7.555555,-1.819915,1
143,5.444445,6.777778,4,-1.048222,1
108,17.11111,19.88889,5.666666,-1.169517,1
75,24.851852,31.666666,-2.555556,-1.652768,1
142,5.037037,5.777778,4.555555,-0.829712,1
51,25.74074,35.11111,-9.222222,-1.873032,1
90,24.851852,32.22222,-3.555556,-1.705942,1
110,4.222222,6.333334,0.333333,-1.539762,1
62,21.222221,27.222221,-1.333333,-1.620398,1
102,20.25926,25,0.222222,-1.555097,1
68,27.185184,36.88889,-8.888889,-1.848523,1
85,21.444445,28.11111,-3,-1.659879,1
118,5.481482,6.666666,3.222222,-1.053347,1
86,26.481482,35,-6.777778,-1.804829,1
126,4.925926,5.777778,4.555555,-0.877707,1
75,22.74074,29.333334,-2.222222,-1.641882,1
132,5.37037,6.111111,5.222222,-0.808383,1
81,20.481482,26.11111,-1.111111,-1.566335,1
106,23.037037,29.88889,-3.111111,-1.695804,1
118,5.62963,6.666666,4.111111,-0.960827,1
147,4.148148,6.666666,-0.777778,-1.475643,1
123,5.814815,6.888889,3.888889,-0.988413,1
141,5.407407,6.222222,4.777778,-0.843732,1
81,22.703703,28.777779,-1.111111,-1.606794,1
108,17.666666,21.11111,4,-1.302133,1
66,28.407408,38.22222,-9.222222,-1.844993,1
72,26.481482,35.77778,-8.777778,-1.846158,1
116,21.703703,27.555555,-1.444444,-1.632243,1
56,19.851852,25.444445,-1.222222,-1.622211,1
77,24.481482,31.555555,-3.111111,-1.68954,1
68,17.703703,23,-0.111111,-1.563972,1
113,5.481482,6.333334,4.888889,-0.851202,1
79,16.814816,21,1.555556,-1.453114,1
133,6.444445,7.888889,4,-1.077659,1
59,21.814816,28.777779,-3.111111,-1.680812,1
111,3.814815,5.555555,0.888889,-1.43724,1
34,20.333334,27.88889,-6.333334,-1.823148,1
140,6,6.888889,4.333334,-0.91962,1
57,26.296297,34.444447,-4.888889,-1.739017,1
89,18.962963,23.88889,-0.555556,-1.544214,1
125,5.851852,6.888889,4.111111,-0.944272,1
129,6.666666,7.555555,5.333334,-0.843904,1
131,5.222222,5.444445,6,-0.621222,1
73,20.62963,26.777779,-2.555556,-1.675465,1
116,6.111111,7.666666,3,-1.163245,1
139,6.111111,7.222222,4.333334,-0.965946,1
117,5.888889,7.444445,3,-1.179692,1
63,22.37037,29.666666,-6.111111,-1.813886,1
130,5.851852,6.888889,4.444445,-0.963048,1
92,19.37037,23.333334,2.555556,-1.408242,1
101,22.444445,29.222221,-2.666667,-1.674318,1
142,4.814815,5.222222,5.888889,-0.675123,1
145,4.074074,5,3.777778,-0.959485,1
83,18.74074,23.222221,1.111111,-1.456819,1
113,6.148148,7.777778,3.222222,-1.175454,1
145,5.296296,6.555555,3.111111,-1.068968,1
90,18.11111,22.11111,2,-1.425885,1
114,19.851852,24.666666,0.444444,-1.508658,1
55,21.037037,26.666666,-1.444444,-1.634416,1
60,22.62963,30,-3.888889,-1.709389,1
74,21.148148,26.88889,-0.444444,-1.554234,1
67,27.148148,35.88889,-6.111111,-1.768356,1
64,23.62963,31.222221,-5.555555,-1.756712,1
74,23.592592,30.555555,-3.111111,-1.66658,1
103,18.333334,22.555555,2.666667,-1.397414,1
144,4.814815,5.777778,3.555556,-0.969119,1
140,5,5.555555,4.666666,-0.783647,1
145,3.925926,4,4.888889,-0.57094,1
98,17.481482,20.777779,2.555556,-1.360437,1
102,23.074074,29.777779,-2.888889,-1.68544,1
62,27.37037,37.666668,-10.777778,-1.888408,1
106,19.11111,23.666666,1.333333,-1.48458,1
64,22.481482,28.88889,-1.444444,-1.625668,1
124,5.888889,7.111111,3.666667,-1.037663,1
95,21.11111,26.222221,0,-1.555549,1
92,23.666666,30.333334,-1.666667,-1.637777,1
67,20,25.88889,-1.333333,-1.623202,1
116,6.481482,8.222222,3.222222,-1.19107,1
143,4.518518,5.444445,4.777778,-0.87829,1
135,5.703704,6.444445,5.222222,-0.787376,1
73,19.074074,24.11111,0.444444,-1.524253,1
138,5.740741,6.555555,4.777778,-0.862108,1
124,6.037037,7.333334,4.222222,-1.02473,1
91,22.481482,28.777779,-1.444444,-1.630409,1
87,17.333334,21,2.666667,-1.318373,1
112,6.222222,8.111112,2.333333,-1.273992,1
85,21.11111,27.11111,-1,-1.603957,1
62,21.185184,27.222221,-1.888889,-1.650123,1
92,18.703703,23.777779,0.222222,-1.548296,1
123,4.555555,5.333334,4.333334,-0.853547,1
111,5.925926,6.888889,5.222222,-0.872666,1
111,19.925926,24.88889,-0.444444,-1.58144,1
118,6.444445,8.111112,3.333333,-1.134543,1
100,20.62963,25.555555,0.777778,-1.519702,1
89,21.88889,27.777779,-1.666667,-1.611365,1
115,19.925926,24.11111,1.888889,-1.440963,1
120,23.666666,30.444445,-4.666666,-1.76489,1
66,22.62963,29.88889,-4.222222,-1.733544,1
51,19.592592,25.666666,-2.444444,-1.68129,1
104,21.777779,28.333334,-2.666667,-1.669752,1
75,25.962963,34.77778,-7.888889,-1.8356,1
70,23.666666,30.11111,-2,-1.649603,1
134,5.296296,6.222222,4.444445,-0.912631,1
114,6.222222,7.444445,4,-1.0108,1
116,6.62963,8.444445,2.777778,-1.233945,1
140,6.333334,7.333334,4.666666,-0.909267,1
128,5.666666,6.555555,5.333334,-0.837598,1
53,21.555555,27.444445,-2,-1.662177,1
107,18.88889,22.88889,3,-1.357871,1
68,21.592592,28.444445,-3.444444,-1.700324,1
131,5.333334,6.111111,4.666666,-0.850783,1
81,19.851852,24.666666,1.444444,-1.472378,1
128,5.962963,7.222222,4.111111,-1.005054,1
129,6.333334,7.333334,4.666666,-0.932783,1
125,6.185185,7.666666,3.444444,-1.121818,1
138,5.444445,6.333334,4.666666,-0.880521,1
63,18.074074,23.666666,-2.555556,-1.683847,1
91,19.74074,24.555555,0.111111,-1.55225,1
61,18.962963,24.222221,-0.888889,-1.591206,1
57,26.296297,34.444447,-4.888889,-1.739017,1
109,17.777779,21,4.333334,-1.276562,1
136,5.62963,6.444445,4.444445,-0.896533,1
111,6.037037,7.666666,2.888889,-1.175773,1
134,6.074074,7.111111,4.111111,-0.966318,1
108,17.666666,21.11111,4,-1.302133,1
114,14.518518,17.11111,4.777778,-1.179347,1
126,7.296296,8.222222,4.444445,-0.913675,1
58,20.925926,27.333334,-2.777778,-1.685074,1
107,16.703703,19.444445,6.222222,-1.131973,1
130,7.296296,8.666667,3.777778,-1.056659,1
117,19.88889,24.11111,2.333333,-1.420087,1
132,5.740741,6.222222,5.111111,-0.726018,1
65,20.814816,26.777779,-2.111111,-1.665853,1
101,19.037037,23.555555,1.888889,-1.457591,1
101,16.925926,19.88889,4.222222,-1.21111,1
56,23.703703,31.333334,-4.777778,-1.748835,1
44,18.74074,25.222221,-4.222222,-1.753726,1
109,17.25926,20,5.888889,-1.131204,1
129,6.407407,7.444445,4.777778,-0.912766,1
94,21.222221,27.333334,-1.666667,-1.627145,1
95,21.407408,26.666666,-0.222222,-1.567327,1
133,6.444445,7.888889,4,-1.077659,1
135,5,5.444445,5.666666,-0.692028,1
104,21.925926,28.666666,-4.111111,-1.72879,1
95,21.407408,26.666666,-0.222222,-1.567327,1
107,18.62963,23,2.444444,-1.370369,1
85,17.962963,21.88889,2.777778,-1.386867,1
110,17.925926,21.444445,2.888889,-1.345096,1
92,19.074074,24.11111,-0.888889,-1.570588,1
147,6.037037,9.222222,-1.111111,-1.50837,1
122,6.407407,7.222222,5.111111,-0.83212,1
123,5.814815,6.666666,5.222222,-0.837598,1
134,5.888889,6.666666,5.333334,-0.806042,1
121,23.11111,30.11111,-4.333334,-1.740736,1
60,19.333334,24.777779,-1.333333,-1.623392,1
120,5.962963,6.777778,5.444445,-0.820403,1
100,21.074074,26,1.777778,-1.477019,1
135,4.148148,4.777778,4.555555,-0.807848,1
71,22.333334,28.555555,-1.666667,-1.636863,1
111,5.444445,7,3,-1.181388,1
89,23.88889,30.444445,-2.333333,-1.664008,1
113,14.703704,16.88889,7.222222,-0.9757,1
77,26.407408,34.444447,-5.555555,-1.768872,1
53,27.074074,38.333336,-12.888889,-1.937482,1
136,6.259259,7.222222,4.555555,-0.924607,1
149,5.444445,8.666667,-4,-1.985703,1
92,22.88889,29.777779,-3.333333,-1.682651,1
122,5.555555,6.666666,4.333334,-0.953435,1
96,21.88889,27.333334,0.666667,-1.530686,1
101,20.074074,25,0.777778,-1.520125,1
115,16.555555,21.777779,-2.666667,-1.54801,1
55,23.444445,31.11111,-5.333334,-1.771163,1
56,26.444445,36,-9.333333,-1.863182,1
104,18.703703,23.222221,1.555556,-1.446641,1
67,20,25.88889,-1.333333,-1.623202,1
96,21.74074,27.777779,-2.888889,-1.676921,1
149,7.518518,11.888889,-5.888889,-2.018631,1
124,6,7.222222,4.333334,-0.987873,1
149,5.444445,8.666667,-4,-1.985703,1
115,6.666666,7.888889,4.666666,-0.965144,1
116,5.62963,7,3.444444,-1.099624,1
126,5.777778,6.777778,5,-0.895807,1
106,20,25.11111,0,-1.55762,1
118,6.074074,7,4.777778,-0.87829,1
128,5.555555,6.666666,4,-0.985811,1
86,23.814816,30.222221,-1.444444,-1.60859,1
137,5.851852,6.444445,5.777778,-0.744272,1
69,25.666666,34.444447,-6.666666,-1.79139,1
130,5.777778,6.666666,5,-0.871495,1
113,20.25926,25.444445,-0.777778,-1.585609,1
74,22.407408,28.88889,-2.222222,-1.646671,1
69,24.333334,32.555557,-7,-1.811203,1
129,6.333334,7.333334,4.666666,-0.932783,1
116,21.703703,27.555555,-1.444444,-1.632243,1
63,20.925926,27.777779,-3.777778,-1.72683,1
122,6,7.333334,3.666667,-1.05144,1
124,5.111111,5.666666,5.333334,-0.752669,1
118,5,6.222222,3.666667,-1.047198,1
116,6.481482,8.222222,3.222222,-1.19107,1
111,18.62963,22.222221,3.444444,-1.333792,1
112,5.925926,7.222222,3.555556,-1.058277,1
114,17.222221,20.11111,5.333334,-1.176662,1
108,21.925926,28.222221,-2.777778,-1.683529,1
124,7.074074,8.777778,3.444444,-1.157082,1
133,6.666666,7.777778,5,-0.924817,1
116,5.407407,6.777778,3.444444,-1.093148,1
130,6.62963,7.222222,5.444445,-0.764077,1
115,22.037037,28,-2.111111,-1.619549,1
103,16.148148,19.11111,4.555555,-1.219211,1
22,137.62962,147.88889,-16.555555,-2.146204,2
18,113.77778,130.11111,-34.333332,-2.340839,2
59,121.703705,139,-37.444443,-2.364216,2
75,126.07407,141.22223,-30.555555,-2.309804,2
13,130.40741,145.44444,-32.22222,-2.355244,2
25,103.62963,126.888885,-43.555557,-2.252101,2
87,135.40741,146.44444,-22.555555,-2.312874,2
30,125.40741,141,-30.88889,-2.295989,2
44,106,126.77778,-39,-2.255577,2
29,128.44444,142.88889,-27.666666,-2.271128,2
61,109.07407,128.33334,-41.88889,-2.367396,2
91,104.888885,123.44444,-37,-2.300486,2
26,136.88889,146.55556,-17.666666,-2.230725,2
57,122.333336,139,-33,-2.297173,2
62,110.03704,126.333336,-27.777779,-2.185419,2
64,92.81481,118.666664,-46.77778,-2.228939,2
25,112.22222,131.33334,-43.333332,-2.396894,2
25,128,142.33334,-30.666666,-2.354552,2
24,127.62963,141.66667,-29.88889,-2.349252,2
50,107.44444,125.77778,-38.333332,-2.337296,2
71,105.666664,122.44444,-27,-2.143159,2
58,109.07407,126.44444,-38.22222,-2.375207,2
21,129.85185,142.55556,-27.555555,-2.364884,2
71,89.14815,115.55556,-49.11111,-2.249475,2
20,113.85185,132.33334,-33.555557,-2.231826,2
60,123.666664,138.33334,-29,-2.293386,2
93,86.296295,112.111115,-46.88889,-2.231558,2
31,126.81481,141.22223,-29.11111,-2.310766,2
32,136.2963,146.33334,-19.555555,-2.280755,2
30,111.22222,129,-40.666668,-2.405295,2
15,113.74074,132,-40.88889,-2.389025,2
53,113.14815,130.22223,-26.444445,-2.117007,2
44,122.59259,136.88889,-31.777779,-2.384657,2
45,121.51852,137.33334,-31.222221,-2.292668,2
32,112.03704,132.55556,-38.444443,-2.255674,2
81,90.40741,116.44444,-44.22222,-2.18233,2
42,137.07408,147.44444,-19.88889,-2.26361,2
66,95.111115,118.77778,-43.333332,-2.235701,2
39,113,131.11111,-40.666668,-2.393564,2
16,102.51852,125,-44.88889,-2.302468,2
16,112.96296,131,-40.22222,-2.385001,2
41,112.111115,129.33334,-39.333332,-2.404553,2
72,125.44444,141.11111,-34,-2.366197,2
46,135.51852,145.55556,-18.222221,-2.232616,2
35,98.74074,122.55556,-46.22222,-2.280843,2
65,97.333336,121.111115,-43.666668,-2.239144,2
29,128.48148,142.77777,-28.444445,-2.29776,2
54,110,127.111115,-36.333332,-2.345744,2
20,127.333336,142.66667,-31.666666,-2.326919,2
