@relation segment

@attribute Region-centroid-row numeric
@attribute Region-pixel-count numeric
@attribute Exgreen-mean numeric
@attribute Value-mean numeric
@attribute Class {1,2,3,4,5,6,7}

@data
98,9,-12.444445,20.777779,1
134,9,-7.222222,7,1
145,9,-5.111111,5.555555,1
145,9,-6.888889,7,1
111,9,-7.666666,7.222222,1
92,9,-14.222222,24.11111,1
102,9,-17.222221,29.777779,1
60,9,-15,24.777779,1
56,9,-18.11111,31.333334,1
114,9,-8,7.444445,1
89,9,-17.333334,30.444445,1
62,9,-16.666666,27.222221,1
132,9,-7.444445,7.111111,1
115,9,-8.333333,8.666667,1
117,9,-15,26.333334,1
124,9,-7.666666,8,1
72,9,-19.11111,35.77778,1
114,9,-7.666666,7.888889,1
95,9,-15.333333,26.222221,1
113,9,-13.777778,18.333334,1
114,9,-12.555555,17.444445,1
126,9,-8.111111,8.333334,1
75,9,-17.555555,29.333334,1
61,9,-14.888889,24.222221,1
131,9,-7,7.222222,1
131,9,-6.666666,7.222222,1
107,9,-15,23,1
118,9,-8.333333,8.444445,1
139,9,-7.666666,7.555555,1
124,9,-8.111111,7.666666,1
109,9,-14,21,1
91,9,-17.444445,28.777779,1
45,9,-16.444445,28.777779,1
95,9,-15.555555,26.666666,1
130,9,-7.888889,9,1
85,9,-17,28.11111,1
128,9,-6.777778,6.888889,1
133,9,-8.333333,8.444445,1
141,9,-7.222222,7,1
124,9,-8.555555,9,1
118,9,-15.222222,29,1
130,9,-7.222222,8.444445,1
69,9,-17.666666,32.555557,1
115,9,-14.444445,24.11111,1
53,9,-20.88889,38.333336,1
138,9,-7.222222,7.333334,1
104,9,-17,28.333334,1
147,9,-6.777778,7,1
123,9,-7.666666,8,1
90,9,-17.555555,29.11111,1
149,9,-5.666666,8.666667,1
88,9,-16.444445,26.333334,1
89,9,-14.222222,23.88889,1
116,9,-16.11111,27.555555,1
56,9,-19.555555,37.666668,1
102,9,-13.777778,21.88889,1
57,9,-19.555555,34.444447,1
67,9,-16.333334,25.88889,1
107,9,-15.555555,23.11111,1
69,9,-19.666666,34.444447,1
111,9,-8.111111,7.666666,1
140,9,-7.666666,8.222222,1
149,9,-5.666666,8.666667,1
129,9,-7.666666,8.222222,1
61,9,-17.555555,30.666666,1
103,9,-15.222222,22.777779,1
106,9,-17.444445,29.88889,1
147,9,-8.444445,9.555555,1
80,9,-18.777779,31.555555,1
60,9,-19.222221,35.22222,1
66,9,-17.555555,29.88889,1
100,9,-17.333334,28.444445,1
113,9,-7.444445,7.111111,1
83,9,-14.555555,23.333334,1
63,9,-16.777779,27.777779,1
130,9,-7.333334,7,1
65,9,-15.777778,26.777779,1
147,9,-7.111111,7.666666,1
103,9,-15.333333,22.555555,1
135,9,-6.444445,5.666666,1
75,9,-17.88889,31.666666,1
61,9,-16.88889,28.777779,1
149,9,-5.555555,8.777778,1
53,9,-15.666667,27.444445,1
60,9,-15.777778,25.777779,1
91,9,-14.555555,24.555555,1
92,9,-17.333334,29.777779,1
124,9,-7.333334,7.555555,1
120,9,-15.666667,30.444445,1
74,9,-16.777779,26.88889,1
135,9,-7.444445,7.444445,1
129,9,-8,8.444445,1
116,9,-7.666666,7.777778,1
114,9,-14.888889,24.666666,1
57,9,-19.777779,36.22222,1
101,9,-17.666666,29.222221,1
124,9,-8,7.777778,1
55,9,-17.666666,31.11111,1
113,9,-14.777778,25.444445,1
124,9,-7.333334,7.555555,1
116,9,-16.11111,27.555555,1
34,9,-16.333334,27.88889,1
117,9,-7.333334,8,1
90,9,-18.555555,32.22222,1
138,9,-7.333334,7,1
128,9,-7.444445,7.888889,1
72,9,-20.333334,35.444447,1
95,9,-15.555555,26.666666,1
117,9,-7,7.555555,1
64,9,-14.666667,25.11111,1
124,9,-8.111111,7.666666,1
81,9,-15.777778,26.11111,1
101,9,-16.222221,26.777779,1
110,9,-13.444445,21.444445,1
138,9,-7.222222,7.333334,1
124,9,-7.888889,7.888889,1
104,9,-14.222222,24.88889,1
117,9,-8,8.222222,1
108,9,-14.333333,21.11111,1
134,9,-6.555555,6.444445,1
83,9,-15.333333,24.444445,1
122,9,-7.666666,7.666666,1
115,9,-7.888889,8,1
58,9,-16.444445,27.333334,1
94,9,-16.666666,27.333334,1
78,9,-18.11111,31.222221,1
111,9,-7.777778,7.888889,1
112,9,-7.444445,7.555555,1
101,9,-15.444445,23.555555,1
123,9,-6.666666,6,1
143,9,-7.111111,6.666666,1
108,9,-14.333333,21.11111,1
128,9,-7.888889,7.666666,1
123,9,-8.222222,8.444445,1
113,9,-14.777778,25.444445,1
63,9,-14.222222,23.666666,1
120,9,-7.888889,7.777778,1
140,9,-6.333334,6.666666,1
103,9,-16.555555,28,1
111,9,-7.777778,7.888889,1
71,9,-17,28.555555,1
116,9,-15.666667,28.11111,1
113,9,-8.111111,7.888889,1
89,9,-16.333334,28.444445,1
44,9,-15.222222,25.222221,1
73,9,-15.888889,26.777779,1
111,9,-14.444445,24.88889,1
96,9,-17,27.333334,1
125,9,-7.888889,7.777778,1
116,9,-8.444445,8.333334,1
56,9,-19.333334,36,1
87,9,-13.666667,21.11111,1
74,9,-17.222221,28.88889,1
70,9,-19.11111,34,1
60,9,-18.222221,30,1
135,9,-7,6.888889,1
136,9,-8.111111,8.666667,1
51,9,-18.88889,35.11111,1
129,9,-7.888889,8.222222,1
123,9,-7.777778,7.555555,1
130,9,-7.666666,7.555555,1
86,9,-18.777779,35,1
149,9,-7.222222,11.888889,1
115,9,-15.777778,28,1
143,9,-8,7.555555,1
137,9,-7.555555,7.777778,1
59,9,-19.555555,34.333336,1
92,9,-17.666666,30,1
71,9,-18,29.666666,1
59,9,-17.555555,30.88889,1
88,9,-16.444445,28.444445,1
59,9,-17.777779,28.777779,1
92,9,-18.333334,30.333334,1
64,9,-17.777779,28.88889,1
74,9,-17.777779,30.555555,1
136,9,-7.444445,8,1
113,9,-7.777778,7.111111,1
136,9,-6.888889,7.222222,1
100,9,-15.555555,25.555555,1
115,9,-8.333333,8.444445,1
128,9,-7.333334,7.111111,1
126,9,-7.222222,8.888889,1
138,9,-6.888889,6.777778,1
86,9,-17.777779,30.222221,1
118,9,-6.777778,7.111111,1
132,9,-6.555555,7.555555,1
66,9,-20.222221,38.22222,1
123,9,-7.222222,8.444445,1
139,9,-7,6.888889,1
68,9,-15.777778,23,1
121,9,-16.666666,30.11111,1
62,9,-20.11111,37.666668,1
55,9,-15.444445,26.666666,1
116,9,-7.555555,7.333334,1
131,9,-6.888889,6.666666,1
122,9,-7.555555,8.111112,1
44,9,-15.222222,25.222221,1
108,9,-16.11111,28.222221,1
110,9,-6.666666,6.333334,1
77,9,-18.555555,34.444447,1
125,9,-7.222222,7.333334,1
111,9,-14.222222,22.222221,1
129,9,-7.666666,8.222222,1
121,9,-7.888889,8,1
106,9,-15,23.666666,1
114,9,-6.444445,6.666666,1
133,9,-8.333333,8.222222,1
136,9,-7.444445,8,1
131,9,-6.888889,7.555555,1
116,9,-8.444445,8.333334,1
89,9,-16,27.777779,1
64,9,-19.222221,31.88889,1
50,9,-16.777779,30,1
113,9,-7.555555,6.888889,1
147,9,-8.666667,11,1
133,9,-8.333333,8.222222,1
98,9,-15.333333,25.88889,1
100,9,-16.555555,26,1
75,9,-16.666666,27.11111,1
124,9,-7.333334,6.777778,1
85,9,-17,27.11111,1
67,9,-17.777779,27.88889,1
55,9,-17.666666,31.11111,1
80,9,-19.333334,34.444447,1
114,9,-14,20.555555,1
118,9,-16,27.333334,1
64,9,-17.222221,31.222221,1
111,9,-7.222222,6.888889,1
56,9,-15.555555,25.444445,1
51,9,-15.777778,25.666666,1
66,9,-15.666667,24,1
114,9,-7.666666,7.333334,1
84,9,-17.555555,30,1
122,9,-7.666666,7.222222,1
73,9,-15.555555,24.11111,1
68,9,-17.11111,28.444445,1
96,9,-15.222222,27.777779,1
102,9,-17.222221,29.777779,1
143,9,-8,7,1
92,9,-15.444445,23.777779,1
81,9,-17.11111,28.777779,1
140,9,-7,7.555555,1
88,9,-14.777778,27.333334,1
86,9,-18.88889,31.333334,1
126,9,-8,7.444445,1
115,9,-13,21.88889,1
101,9,-16.222221,26.777779,1
142,9,-6.777778,6.555555,1
54,9,-18.444445,32.555557,1
79,9,-14.111111,21,1
146,9,-6.666666,6.888889,1
111,9,-7.444445,7.333334,1
92,9,-14.444445,23.333334,1
118,9,-7.555555,7.666666,1
137,9,-7.555555,7.777778,1
128,9,-8,7.444445,1
40,9,-13.888889,23.333334,1
110,9,-13.444445,21.444445,1
108,9,-14,20,1
111,9,-8,7.333334,1
142,9,-7.111111,6.777778,1
125,9,-7.888889,7.777778,1
101,9,-13.111111,20.222221,1
62,9,-16.222221,27.222221,1
128,9,-7.333334,7.111111,1
142,9,-7,6.777778,1
117,9,-15,24.11111,1
101,9,-15.555555,25,1
86,9,-14.777778,23.555555,1
111,9,-7.222222,6.888889,1
67,9,-18.555555,30.777779,1
70,9,-17.333334,30.11111,1
104,9,-15.111111,23.222221,1
118,9,-8.111111,7.777778,1
67,9,-20.11111,35.88889,1
143,9,-6.888889,6.777778,1
103,9,-13.444445,19.444445,1
41,9,-16.777779,29.777779,1
122,9,-7.555555,7.444445,1
126,9,-7.111111,6.555555,1
117,9,-7.666666,7.444445,1
102,9,-14.444445,25,1
