@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.72,-1.0
1.21,1.0
1.43,1.0
-0.591,1.0
-0.68,1.0
1.11,-1.0
-1.43,1.0
1.46,-1.0
-1.01,-1.0
-1.1,-1.0
-0.108,1.0
0.0491,1.0
-0.281,1.0
0.561,-1.0
-1.74,1.0
1.26,-1.0
-0.376,-1.0
1.4,-1.0
1.1,1.0
-0.969,-1.0
1.58,1.0
-0.671,1.0
-1.17,-1.0
-1.09,-1.0
-0.828,1.0
1.32,-1.0
-0.0172,-1.0
0.0258,1.0
-1.06,-1.0
-0.748,-1.0
-1.31,1.0
-1.63,-1.0
-0.195,1.0
-1.02,-1.0
1.09,-1.0
0.0194,1.0
0.563,-1.0
-0.643,-1.0
0.611,-1.0
1.51,-1.0
1.4,-1.0
-1.26,-1.0
-0.0402,1.0
-1.26,-1.0
1.2,1.0
-1.02,-1.0
-0.13,1.0
-1.59,-1.0
-0.35,-1.0
0.174,-1.0
-1.2,-1.0
0.0237,1.0
-0.932,-1.0
0.87,-1.0
-1.08,-1.0
-0.425,-1.0
-0.854,1.0
1.69,1.0
0.933,-1.0
0.424,-1.0
1.86,1.0
1.41,-1.0
1.03,-1.0
0.262,-1.0
-0.546,1.0
0.258,1.0
-0.476,1.0
-1.51,-1.0
1.88,1.0
-0.0358,1.0
-0.0613,1.0
-0.558,1.0
-0.86,-1.0
0.491,-1.0
-0.843,1.0
-0.318,1.0
1.31,-1.0
1.37,-1.0
-1.33,1.0
0.0489,-1.0
1.72,-1.0
0.913,-1.0
-0.463,1.0
0.885,-1.0
0.651,-1.0
0.358,1.0
0.313,1.0
1.03,-1.0
0.995,1.0
-0.36,1.0
0.824,-1.0
-1.29,-1.0
-1.41,-1.0
0.87,-1.0
-1.05,-1.0
0.891,-1.0
-0.0594,1.0
0.18,1.0
1.1,1.0
0.301,-1.0
0.758,-1.0
0.487,1.0
-0.862,-1.0
0.369,1.0
1.94,-1.0
0.57,-1.0
-0.0747,1.0
1.04,-1.0
0.406,1.0
-1.54,-1.0
0.917,-1.0
0.995,-1.0
-1.17,1.0
0.953,-1.0
-1.64,-1.0
-0.0822,1.0
0.603,-1.0
-0.575,1.0
-1.7,-1.0
-1.43,-1.0
-0.0223,1.0
0.00888,1.0
-1.37,-1.0
0.0815,1.0
