@relation banana-weka.filters.unsupervised.attribute.Remove-V-R2-3

@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.921,-1.0
-0.434,1.0
-1.07,-1.0
1.48,-1.0
-1.07,-1.0
0.817,-1.0
-1.3,-1.0
-0.954,1.0
1.5,1.0
0.766,-1.0
-1.49,-1.0
-0.419,1.0
0.38,1.0
1.35,1.0
1.85,-1.0
-0.695,1.0
0.475,-1.0
-0.69,1.0
0.399,1.0
-0.76,-1.0
0.989,-1.0
-1.26,1.0
1.49,-1.0
-0.37,1.0
-1.34,1.0
-0.724,-1.0
0.106,1.0
-0.57,1.0
-0.102,-1.0
-1.1,1.0
-0.749,-1.0
-1.06,-1.0
-0.948,1.0
0.902,-1.0
1.48,-1.0
-0.254,1.0
-0.98,1.0
0.273,-1.0
-1.33,-1.0
0.963,-1.0
1.28,-1.0
1.44,1.0
0.778,-1.0
-0.156,-1.0
0.973,-1.0
0.602,1.0
-0.494,1.0
0.679,-1.0
-1.41,-1.0
1.49,-1.0
0.678,1.0
-0.758,1.0
-0.214,1.0
-0.726,1.0
1.94,-1.0
-0.807,1.0
-0.57,1.0
-0.146,-1.0
-0.959,-1.0
-1.09,-1.0
-0.229,1.0
-1.22,-1.0
-0.735,1.0
1.27,-1.0
-0.807,-1.0
-1.85,1.0
1.7,1.0
-0.254,1.0
0.922,-1.0
-0.831,1.0
0.22,1.0
-0.505,1.0
0.254,-1.0
0.306,1.0
-0.9,1.0
-0.653,1.0
-0.821,1.0
0.942,-1.0
-0.796,1.0
-0.209,1.0
1.02,-1.0
-0.827,1.0
-0.911,-1.0
1.91,-1.0
0.642,-1.0
-0.296,1.0
-0.397,1.0
-1.11,1.0
0.921,-1.0
0.126,1.0
-1.09,-1.0
-0.72,1.0
1.02,-1.0
1.86,-1.0
1.23,-1.0
-0.0347,1.0
1.2,-1.0
0.078,1.0
1.24,1.0
-0.682,1.0
-0.0572,-1.0
0.403,1.0
-1.36,-1.0
1.71,-1.0
-0.422,1.0
0.0759,1.0
1.15,-1.0
-0.982,-1.0
-1.14,-1.0
-0.486,1.0
1.29,-1.0
-0.766,-1.0
-0.221,1.0
-0.689,-1.0
0.632,-1.0
-0.212,1.0
-0.857,-1.0
-0.571,1.0
-0.506,1.0
0.703,-1.0
1.1,-1.0
1.1,1.0
-1.03,-1.0
-1.1,-1.0
0.899,1.0
-1.01,-1.0
-0.566,1.0
0.562,1.0
-0.375,1.0
0.522,-1.0
-0.0784,-1.0
-0.507,1.0
0.328,-1.0
0.953,1.0
-1.19,-1.0
-0.697,1.0
-1.01,-1.0
-1.12,-1.0
-2.39,1.0
0.431,-1.0
1.21,-1.0
1.82,1.0
1.98,1.0
0.459,1.0
0.591,-1.0
-0.937,-1.0
1.68,-1.0
1.63,1.0
0.907,-1.0
0.0907,-1.0
0.522,1.0
-0.254,1.0
0.113,-1.0
1.41,-1.0
-1.29,-1.0
0.751,-1.0
-1.24,-1.0
1.33,-1.0
0.634,-1.0
-0.133,1.0
-1.44,-1.0
0.323,1.0
-1.06,-1.0
-0.809,-1.0
1.14,-1.0
-0.0378,1.0
0.496,-1.0
-0.939,-1.0
-0.614,1.0
-1.17,1.0
-1.02,-1.0
1.25,1.0
0.582,1.0
0.559,1.0
-0.965,-1.0
1.47,-1.0
0.239,1.0
-0.342,1.0
-1.08,-1.0
0.357,1.0
0.164,1.0
-0.338,1.0
0.323,1.0
1.6,-1.0
-1.77,1.0
0.93,-1.0
2.18,1.0
0.814,-1.0
0.859,-1.0
-1.4,1.0
-0.998,-1.0
1.52,-1.0
1.1,-1.0
0.93,-1.0
-1.53,-1.0
-2.09,1.0
1.74,1.0
1.11,-1.0
-1.27,-1.0
-1.17,-1.0
0.439,-1.0
1.11,-1.0
-1.1,-1.0
-0.719,-1.0
-0.276,1.0
0.681,-1.0
1.58,-1.0
-0.155,1.0
-0.404,1.0
-1.33,-1.0
1.48,-1.0
-1.25,-1.0
1.99,-1.0
-0.883,-1.0
1.77,-1.0
1.59,1.0
-0.558,-1.0
-1.05,-1.0
-1.52,-1.0
-1.12,-1.0
0.176,-1.0
-1.23,-1.0
-1.03,-1.0
-0.498,1.0
3.19,-1.0
-1.09,-1.0
1.19,-1.0
-0.95,-1.0
2.42,-1.0
-0.492,1.0
-0.966,-1.0
-0.316,1.0
-1.2,-1.0
-1.23,1.0
0.158,1.0
0.433,-1.0
-1.47,-1.0
0.816,1.0
-1.41,-1.0
-0.984,-1.0
-1.49,-1.0
0.114,1.0
-0.418,1.0
