@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1,6,11-13,15,18,24,26,33,36-37'

@attribute Sp11 numeric
@attribute Sp16 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp26 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp46 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
80,102,102,79,76,104,99,88,103,79,87,3
92,106,111,83,88,118,103,92,103,88,87,3
84,106,106,87,88,108,103,85,103,84,83,3
84,98,102,83,84,100,91,74,95,79,83,3
64,55,71,65,60,79,54,63,61,55,67,5
84,99,104,81,84,104,99,79,123,82,81,3
76,91,100,74,79,93,87,71,87,74,70,4
84,103,118,88,79,104,99,87,40,82,78,3
88,112,122,88,84,113,111,92,104,90,89,3
92,112,113,85,93,118,111,87,109,90,89,3
88,107,118,92,93,113,107,87,109,90,85,3
92,112,113,92,93,109,107,87,104,86,89,3
84,103,109,87,82,108,100,78,108,79,83,3
79,107,113,87,82,104,100,85,103,83,86,3
79,95,100,75,78,96,91,70,95,83,72,4
71,75,96,79,59,96,49,114,37,46,131,2
75,75,77,67,82,100,83,66,103,71,68,7
55,48,70,67,59,76,49,66,66,56,68,5
90,128,127,100,87,114,122,105,115,93,101,3
90,104,104,85,87,119,103,86,106,85,87,3
82,96,104,85,83,105,95,83,102,89,87,3
79,95,93,75,82,101,102,80,98,84,76,3
63,73,110,98,53,110,40,129,34,44,131,2
49,37,119,131,44,124,34,133,34,44,135,2
52,77,105,83,44,119,56,76,31,64,83,2
87,103,114,86,93,114,111,87,111,88,87,3
87,103,110,90,89,114,111,87,111,88,91,3
92,108,110,86,89,110,106,90,115,88,91,3
87,103,110,83,89,114,102,87,106,92,87,3
83,99,101,79,85,114,97,87,106,88,83,3
79,99,105,83,85,105,102,83,106,88,83,3
83,99,105,86,89,114,106,83,102,80,79,3
82,88,93,69,80,90,85,72,68,56,92,4
89,106,105,90,88,115,106,87,107,84,88,3
89,102,105,83,84,102,98,83,99,76,70,3
82,102,105,87,80,98,98,83,95,68,67,3
78,79,89,69,76,86,85,72,75,71,70,7
97,120,125,98,92,139,126,103,126,88,104,3
80,98,98,76,80,100,99,78,95,79,75,3
47,34,125,135,46,133,31,143,32,44,150,2
88,106,115,87,88,108,107,92,107,84,92,3
80,98,94,76,68,83,79,67,79,71,67,7
84,95,104,78,84,104,99,79,113,82,81,3
84,91,96,74,79,100,83,83,79,56,107,2
68,54,104,92,44,128,34,121,34,46,136,2
56,54,113,114,44,123,37,104,32,46,136,2
53,34,139,143,51,113,37,150,32,52,122,2
46,31,133,146,44,128,32,154,40,46,151,2
43,31,133,139,44,145,29,146,32,46,151,2
43,31,133,139,44,139,27,141,29,46,147,2
43,34,113,103,48,123,32,125,34,46,125,2
88,107,108,88,88,109,107,87,104,86,89,3
88,99,113,88,84,109,103,87,109,82,85,3
88,107,113,92,88,109,111,92,104,90,92,3
88,107,118,85,84,109,103,87,100,90,85,3
80,87,83,67,71,77,83,71,75,70,66,7
71,75,83,67,71,85,79,62,83,70,63,7
93,107,113,87,86,112,109,89,108,92,90,3
88,103,113,87,86,108,100,85,95,75,72,3
88,107,113,87,86,108,109,78,84,67,60,3
75,79,81,67,70,80,83,66,70,71,64,7
71,87,89,71,70,76,75,66,77,71,68,7
90,128,127,103,87,130,127,105,125,97,101,3
86,109,112,89,87,114,108,90,111,93,90,3
90,113,112,92,92,114,103,83,92,70,65,3
66,79,80,70,71,79,73,57,84,63,58,7
71,57,119,124,47,119,31,140,29,50,135,2
87,103,114,86,89,114,106,87,106,88,87,3
83,91,93,72,67,78,71,58,66,60,50,5
71,77,93,72,74,89,79,65,85,72,61,7
89,125,124,101,88,125,120,94,116,88,88,3
89,115,124,97,88,111,106,91,112,92,88,3
97,106,101,80,88,111,106,83,107,84,85,3
47,34,114,122,47,120,34,124,34,46,128,2
89,97,97,76,76,90,77,54,57,53,34,5
70,84,89,69,72,82,81,72,79,68,67,7
88,102,111,91,88,108,103,85,107,88,87,3
88,115,115,91,88,113,107,92,107,93,87,3
60,69,67,54,56,56,57,49,54,59,50,5
64,66,71,50,60,67,57,49,51,55,50,5
68,77,90,76,71,87,79,70,83,71,67,7
68,66,71,57,64,79,71,59,72,71,62,7
84,95,104,96,84,100,95,79,96,82,78,4
92,112,118,96,93,113,103,83,104,74,78,3
88,103,91,67,79,96,79,58,87,70,63,7
71,79,83,67,71,85,87,79,67,70,70,7
