@relation satimage

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp37 numeric
@attribute Sp41 numeric
@attribute Sp43 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
50,71,75,73,77,79,57,53,74,71,83,1
53,75,75,78,75,75,51,52,78,79,84,1
68,89,98,91,103,88,68,71,92,103,118,1
63,106,111,101,111,102,68,68,96,112,118,1
50,75,84,76,89,83,60,64,85,99,118,1
53,95,79,78,79,79,55,52,78,79,96,1
68,106,94,87,99,85,56,67,92,103,109,1
67,107,107,96,96,92,66,59,86,91,105,1
63,92,97,87,85,79,64,64,85,91,113,1
67,106,111,94,106,94,64,64,92,103,113,1
52,73,81,83,84,80,57,53,76,73,94,1
63,88,106,94,89,87,64,64,85,91,104,1
66,100,104,92,91,79,63,63,73,84,93,1
68,116,112,96,107,96,67,66,92,109,117,1
64,103,107,92,103,92,63,63,89,100,112,1
63,79,92,90,85,83,64,60,85,83,104,1
60,89,98,91,68,74,64,59,71,68,96,1
50,75,75,80,69,76,50,50,78,71,87,1
68,106,111,98,107,96,71,71,96,111,123,1
66,109,113,96,112,98,67,67,97,111,124,1
59,88,84,83,84,83,63,60,79,73,94,1
64,111,111,98,112,99,64,71,100,111,118,1
53,69,73,76,75,78,53,55,75,79,96,1
49,71,67,70,73,79,52,50,76,79,93,1
66,104,100,92,95,83,67,63,73,84,85,1
66,113,113,96,108,98,63,67,94,111,114,1
60,84,92,87,94,91,60,68,92,107,118,1
67,103,95,92,91,89,63,67,94,99,114,1
70,111,111,97,111,98,68,71,99,103,104,1
63,100,104,96,95,79,63,67,80,88,97,1
67,95,111,100,91,81,74,63,79,99,119,1
68,112,99,85,111,100,71,66,100,113,122,1
68,102,85,79,99,85,56,71,96,107,113,1
71,111,111,100,113,96,70,71,98,108,119,1
84,115,111,94,116,99,76,79,96,103,113,1
50,73,73,76,75,78,50,51,75,79,93,1
63,99,95,86,106,90,60,60,98,106,115,1
67,115,111,97,111,94,68,76,99,112,122,1
76,112,91,81,107,92,67,66,92,109,122,1
66,109,83,78,99,94,63,67,94,111,114,1
82,120,106,90,106,91,68,71,88,103,118,1
57,92,88,83,89,83,53,53,88,95,100,1
67,103,88,75,97,87,63,68,102,106,102,1
63,112,108,98,111,94,67,64,98,111,120,1
63,112,103,94,102,90,63,64,94,102,115,1
67,111,115,101,111,98,68,64,99,112,122,1
72,102,98,91,103,96,60,59,87,87,100,1
56,75,75,78,81,79,52,53,80,84,82,1
67,112,103,90,115,104,63,64,102,115,120,1
67,112,112,101,111,101,63,60,98,106,120,1
60,85,98,91,95,88,64,63,87,103,113,1
