@relation satimage

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp24 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
111,119,94,67,119,68,68,111,64,111,99,64,122,1
107,113,92,64,113,59,63,103,67,103,89,66,112,1
103,118,96,68,118,71,71,99,71,99,96,70,108,1
79,96,81,60,96,63,67,83,59,83,78,63,96,1
84,105,94,67,110,57,57,88,60,88,79,57,94,1
77,97,86,79,110,93,93,120,82,120,91,80,120,1
97,101,90,63,119,57,60,102,60,106,88,60,113,1
99,105,101,79,124,70,74,115,74,115,98,72,120,1
88,101,76,47,89,50,50,69,53,69,78,50,87,1
104,112,81,63,100,63,56,81,52,77,90,57,101,1
107,118,96,67,123,63,63,100,66,100,94,63,105,1
77,90,86,52,101,50,50,75,50,71,76,50,82,1
108,114,75,67,79,70,70,97,63,79,102,68,115,1
99,113,88,60,104,59,63,83,63,79,74,56,92,1
77,98,79,50,90,50,56,75,56,68,75,55,89,1
97,105,73,63,85,68,64,89,64,77,99,68,108,1
94,115,83,60,102,68,60,75,56,68,79,59,85,1
75,87,74,60,91,55,59,79,63,87,74,56,96,1
107,123,92,67,109,66,70,109,66,109,94,67,114,1
116,123,79,71,93,86,86,118,82,109,98,79,114,1
97,110,83,50,89,53,50,73,50,69,78,50,91,1
102,111,91,60,111,71,60,95,60,95,92,55,104,1
112,128,99,71,122,67,71,111,71,111,100,66,122,1
111,124,101,67,129,64,64,111,64,111,99,64,122,1
112,118,103,97,128,75,75,107,79,111,81,63,104,1
109,122,96,66,112,67,71,108,67,112,101,67,119,1
98,111,91,57,115,60,60,95,53,95,87,51,100,1
113,122,100,70,127,63,71,112,71,112,101,67,129,1
73,94,76,50,94,50,50,79,46,79,79,48,89,1
100,108,92,66,122,63,67,99,63,103,87,63,114,1
69,86,72,50,82,50,50,71,50,75,75,51,85,1
108,124,98,67,130,63,67,111,63,115,98,60,120,1
91,100,87,75,109,59,63,83,63,83,75,63,93,1
103,118,92,63,109,66,66,109,66,113,101,71,130,1
108,124,101,71,124,74,78,111,67,102,102,80,125,1
107,118,92,71,113,66,63,100,66,104,90,59,119,1
103,110,86,67,101,82,70,111,67,106,94,68,115,1
107,118,96,64,122,67,67,107,67,111,78,63,112,1
