@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-3,8-9,11,13,17-18,21-22,28-29,31,37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp24 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp33 numeric
@attribute Sp34 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
94,102,76,80,102,84,76,99,76,99,79,84,104,3
102,106,87,80,106,80,80,112,80,107,87,79,104,3
98,102,76,76,94,76,76,91,76,87,71,79,93,4
98,106,83,88,102,88,88,103,88,103,92,88,113,3
98,106,83,88,102,88,88,103,84,99,87,88,113,3
112,118,81,84,104,88,84,107,84,99,96,95,127,3
99,104,81,76,108,84,84,103,79,107,85,82,108,3
99,108,88,80,118,79,79,107,79,107,78,78,104,3
91,100,74,80,104,79,75,95,75,91,70,78,96,4
91,104,78,76,100,75,79,87,79,87,70,78,84,4
83,87,67,68,87,71,71,75,71,75,66,66,88,4
91,91,81,84,104,67,75,83,79,99,114,46,122,4
112,113,88,88,108,88,88,107,84,99,85,86,108,3
99,108,85,88,113,88,88,103,84,103,85,90,112,3
103,113,85,88,108,88,88,103,84,103,81,82,104,3
137,139,104,88,128,90,90,113,90,113,86,87,114,3
87,96,71,75,93,74,78,87,78,87,68,75,90,4
75,81,62,67,85,66,59,60,56,49,116,46,119,2
103,109,87,88,113,90,90,104,90,109,86,92,114,3
103,113,92,93,109,90,90,109,90,109,90,96,114,3
107,113,87,93,109,90,90,109,90,104,90,87,114,3
107,109,92,88,113,86,86,104,90,109,83,87,105,3
99,104,79,88,100,90,86,104,86,104,90,87,110,3
95,100,83,88,100,86,82,100,82,100,86,83,110,3
99,100,79,79,100,82,82,96,82,96,79,83,105,3
64,81,71,55,85,66,66,63,59,60,68,67,75,5
123,127,85,82,108,96,92,108,83,103,101,89,129,3
83,84,63,66,88,67,63,77,63,73,90,53,110,2
79,88,70,59,96,59,49,45,46,37,129,44,124,2
104,117,89,90,112,92,87,103,87,103,87,93,114,3
96,104,85,90,112,87,87,103,92,108,87,89,110,3
104,104,85,82,104,83,83,103,83,99,87,85,114,3
75,88,66,70,76,71,71,77,71,81,73,70,82,7
103,114,109,96,130,93,93,125,93,130,102,88,136,3
127,130,86,83,105,93,89,120,78,106,105,88,125,3
88,93,64,63,86,67,57,63,53,49,128,47,125,2
99,105,86,87,114,82,93,106,93,115,87,84,111,3
108,110,86,87,110,89,89,102,93,106,83,92,115,3
115,124,104,93,129,88,88,125,88,125,103,88,128,3
102,110,83,82,105,76,80,98,80,98,78,80,100,3
88,97,73,78,93,80,80,89,80,89,74,76,96,4
97,101,83,85,114,84,84,102,88,111,88,88,113,3
106,114,83,82,105,88,84,102,80,98,85,84,104,3
31,131,120,64,106,43,46,34,50,51,133,48,128,2
106,111,87,84,115,88,88,107,88,107,87,93,113,3
106,115,87,92,111,84,84,103,88,107,83,88,109,3
106,115,87,84,115,88,84,107,88,112,92,84,118,3
106,111,87,88,111,88,88,107,88,107,83,84,109,3
106,111,87,88,111,88,88,103,88,99,87,88,109,3
85,86,68,72,86,71,71,83,76,87,71,75,89,7
91,96,74,68,100,59,51,45,44,34,125,43,127,2
31,128,132,43,128,48,44,34,44,37,125,46,122,2
103,113,88,92,113,88,88,103,88,111,85,86,108,3
107,109,87,88,109,66,82,96,90,104,98,75,101,3
103,113,83,84,104,90,86,109,86,104,86,87,110,3
107,109,92,88,109,86,86,104,86,109,86,83,110,3
107,109,92,84,113,90,90,109,90,109,94,92,124,3
123,127,96,90,117,92,96,117,92,112,101,93,124,3
109,104,81,82,100,92,87,103,83,99,94,93,114,3
32,117,129,46,122,46,46,34,46,37,126,47,114,2
109,112,89,90,112,87,92,112,92,108,87,93,114,3
112,119,94,92,119,93,89,115,89,115,91,88,111,3
112,119,90,87,105,93,97,111,93,106,91,88,111,3
37,130,124,46,119,47,47,34,47,34,124,44,120,2
112,119,90,92,119,93,93,111,93,111,91,92,115,3
91,93,72,75,90,63,67,71,67,75,50,60,67,5
84,93,68,67,79,67,67,75,67,71,50,60,67,7
77,82,64,71,75,70,78,84,74,88,68,76,90,7
125,124,94,93,119,97,92,115,88,111,88,88,113,3
