@relation satimage

@attribute Sp11 numeric
@attribute Sp16 numeric
@attribute Sp22 numeric
@attribute Sp23 numeric
@attribute Sp24 numeric
@attribute Sp26 numeric
@attribute Sp29 numeric
@attribute Sp36 numeric
@attribute Sp38 numeric
@attribute Sp46 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
68,111,120,98,68,122,112,103,107,71,100,1
51,72,85,71,52,84,71,74,70,56,79,1
70,118,122,96,67,124,112,101,111,67,97,1
63,91,101,86,57,110,88,83,81,57,76,1
67,97,101,83,57,111,85,76,87,50,78,1
64,102,120,94,64,118,103,96,99,67,96,1
71,107,123,100,63,112,109,96,95,67,94,1
64,95,100,85,67,118,107,96,113,66,100,1
67,111,123,96,66,112,104,92,108,67,98,1
68,106,115,91,71,118,107,96,103,71,96,1
59,103,118,96,63,104,100,96,95,63,79,1
60,75,97,83,60,98,73,79,87,68,81,1
53,77,94,79,60,100,79,85,75,63,83,1
60,81,98,83,64,104,83,81,95,63,83,1
63,97,97,83,68,120,106,83,116,64,88,1
53,66,86,76,50,83,64,67,64,51,71,1
59,96,112,92,59,101,91,90,92,60,83,1
63,84,93,75,63,97,84,83,73,64,83,1
70,106,119,97,68,125,111,98,112,68,103,1
89,115,124,104,92,115,106,98,103,68,85,1
67,108,114,90,67,119,111,97,111,68,102,1
66,109,122,96,67,119,108,98,111,63,97,1
63,106,114,90,60,111,98,91,48,64,88,1
64,102,115,94,60,108,95,88,87,51,83,1
60,71,93,80,57,90,85,83,83,64,88,1
56,79,100,81,56,105,84,79,88,57,83,1
63,79,89,80,60,90,89,91,91,68,88,1
53,71,83,70,51,89,68,71,75,56,74,1
67,103,110,94,70,119,106,94,111,64,94,1
80,99,108,88,79,118,99,87,109,59,85,1
63,111,119,97,60,115,106,98,103,68,96,1
57,85,90,76,53,104,75,78,75,48,67,1
53,64,83,70,51,85,68,71,71,52,70,1
64,87,96,81,67,109,91,87,83,66,85,1
68,112,118,96,67,123,107,96,109,66,96,1
60,59,115,128,60,108,83,99,87,67,83,1
50,77,90,76,53,87,75,81,83,51,75,1
53,73,98,79,53,96,71,74,79,55,75,1
56,75,91,81,55,85,79,83,75,59,81,1
49,67,84,78,52,90,70,75,67,50,80,1
60,112,118,96,71,109,111,100,91,70,96,1
53,75,96,78,55,96,75,75,79,52,74,1
66,109,122,96,63,114,108,94,106,63,94,1
56,91,108,92,63,100,95,92,96,66,92,1
66,113,127,100,67,130,112,98,111,63,101,1
60,85,115,91,60,91,68,88,72,63,83,1
63,104,122,100,67,119,103,98,106,63,94,1
52,71,92,74,52,86,73,79,75,53,76,1
64,107,122,99,67,118,116,104,109,70,100,1
59,84,97,79,53,97,79,80,77,50,72,1
64,103,118,96,67,93,95,96,87,66,78,1
71,112,124,101,67,129,120,101,111,68,102,1
88,112,122,99,84,118,107,96,113,66,81,1
66,104,117,92,67,105,91,83,88,63,73,1
64,106,120,94,60,118,99,92,107,59,92,1
67,108,114,94,63,119,111,97,111,64,98,1
67,99,96,79,70,122,109,89,108,67,86,1
70,106,105,80,68,115,102,79,103,64,85,1
63,99,119,101,63,101,102,101,94,72,98,1
68,115,125,98,64,122,112,96,111,71,96,1
63,95,101,86,63,119,97,87,106,64,94,1
50,79,89,76,50,90,77,79,75,56,74,1
53,83,91,74,51,96,72,71,67,56,74,1
53,77,90,76,56,100,87,85,103,59,79,1
59,99,114,90,57,105,88,87,85,60,87,1
66,104,122,92,63,110,99,90,92,57,83,1
71,103,100,81,71,123,107,92,113,66,100,1
63,91,93,83,53,101,71,80,73,53,72,1
64,95,113,92,59,85,79,79,71,56,74,1
66,113,122,100,67,124,112,101,111,63,101,1
68,95,108,85,71,123,103,92,113,66,100,1
68,112,108,85,71,118,111,96,113,70,103,1
76,112,113,88,84,118,107,92,100,70,96,1
72,102,102,79,71,122,112,85,111,71,96,1
68,107,128,99,67,113,111,96,109,70,96,1
63,112,124,101,63,124,115,97,111,72,102,1
63,96,112,92,67,110,103,98,106,70,94,1
49,73,86,72,50,93,75,80,73,53,79,1
60,75,97,80,64,94,77,76,79,60,85,1
68,91,104,85,63,113,83,79,96,52,81,1
84,102,111,91,80,118,99,88,111,55,87,1
80,106,106,91,76,118,103,92,99,59,87,1
50,77,90,76,50,96,75,67,75,55,71,1
63,79,105,87,60,94,81,83,87,64,81,1
66,113,117,100,67,124,112,94,106,67,87,1
57,81,94,76,56,91,79,78,75,55,75,1
52,71,80,70,52,86,70,72,71,53,73,1
71,107,122,96,75,118,107,100,104,78,96,1
71,112,119,98,67,124,111,97,106,68,98,1
64,89,111,91,64,104,91,85,95,75,87,1
84,83,96,81,84,118,79,83,96,66,78,1
76,106,115,94,71,122,107,96,103,79,100,1
57,106,120,98,56,104,103,96,87,67,96,1
67,102,110,87,68,111,98,87,99,60,85,1
67,115,119,94,68,115,115,98,112,64,96,1
67,112,119,98,67,119,111,97,111,68,94,1
60,89,106,87,64,104,99,88,79,63,83,1
59,95,119,94,57,110,97,87,94,57,87,1
64,83,96,81,63,104,95,87,87,66,92,1
64,107,122,99,67,118,107,100,113,70,100,1
64,103,118,96,67,118,99,92,104,66,89,1
56,84,105,86,57,93,84,83,77,60,79,1
52,75,96,78,52,97,73,83,75,50,80,1
72,106,115,94,76,122,112,99,107,84,100,1
71,103,118,96,63,117,104,92,103,67,94,1
70,102,105,80,72,120,102,83,112,71,88,1
60,84,101,80,64,94,94,94,91,76,99,1
63,108,119,98,63,114,111,97,111,72,98,1
68,111,120,98,76,122,112,96,111,71,100,1
59,91,110,94,57,105,97,94,94,60,87,1
67,106,119,94,64,115,106,94,107,71,92,1
67,107,118,96,66,117,109,96,108,63,98,1
