@relation satimage

@attribute Sp12 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
87,63,104,91,101,59,99,114,83,57,105,110,1
75,50,87,79,104,51,79,96,89,52,104,100,1
71,53,89,73,90,53,73,90,88,60,100,87,1
95,63,109,91,112,63,100,122,90,63,114,114,1
111,67,119,111,125,68,111,115,99,64,122,122,1
88,53,105,81,102,53,85,98,81,53,96,87,1
104,66,108,91,101,63,95,101,73,63,93,89,1
85,64,111,83,96,60,99,108,87,63,104,113,1
83,60,96,75,96,59,91,100,85,56,96,96,1
99,75,113,109,112,74,100,112,94,63,110,105,1
75,64,100,79,93,63,95,104,78,59,100,100,1
112,67,110,111,119,67,106,114,98,68,120,120,1
103,67,118,100,104,66,104,108,83,67,105,101,1
99,67,93,109,122,63,91,104,98,67,110,101,1
81,53,98,83,100,53,79,87,79,55,93,93,1
103,67,110,115,119,67,106,114,94,64,115,115,1
109,66,112,112,119,71,112,114,101,67,119,119,1
107,64,122,103,113,67,116,118,96,63,112,117,1
79,63,112,91,101,67,99,114,90,70,119,110,1
71,53,87,79,93,51,68,85,78,52,88,84,1
95,59,110,88,105,57,92,105,83,53,94,98,1
109,63,108,108,114,75,99,110,97,70,119,114,1
99,75,113,96,108,63,87,104,86,59,101,110,1
113,66,117,108,124,63,108,119,97,63,124,119,1
107,71,128,100,108,66,104,122,90,67,110,119,1
107,64,118,103,118,67,99,118,96,66,117,108,1
108,63,101,106,124,67,106,114,102,72,120,111,1
83,63,112,84,97,59,91,105,83,60,105,105,1
73,56,97,75,89,53,84,101,76,53,90,94,1
99,63,89,109,112,66,87,88,98,67,110,97,1
91,59,104,100,117,63,79,92,98,71,110,97,1
106,60,89,111,111,68,89,102,96,76,118,113,1
111,67,114,98,106,64,106,115,88,64,113,118,1
111,68,102,112,122,76,99,113,100,75,118,118,1
113,66,117,103,114,63,112,114,94,63,119,114,1
71,56,92,70,86,56,77,90,73,53,85,93,1
106,67,114,111,131,72,111,111,96,71,128,122,1
107,76,122,107,113,71,103,118,96,74,112,112,1
84,52,90,71,89,50,67,85,72,53,82,82,1
97,57,101,102,115,57,85,102,88,50,104,100,1
77,79,110,115,124,93,120,124,91,80,120,115,1
109,66,122,103,110,59,95,110,87,57,105,105,1
111,68,115,112,128,76,112,122,100,71,123,123,1
87,56,104,95,109,63,95,113,92,63,112,108,1
88,47,89,73,90,50,69,86,78,50,87,87,1
84,67,110,88,101,57,88,101,79,57,94,90,1
108,67,114,102,114,67,102,119,91,68,115,120,1
103,64,104,107,118,71,107,113,92,66,122,117,1
84,57,82,89,98,60,81,94,92,68,118,104,1
112,68,122,111,118,71,107,118,96,70,117,122,1
95,59,113,96,112,63,96,108,90,63,119,114,1
104,63,104,99,114,75,99,110,94,70,114,114,1
92,63,97,85,102,60,81,90,85,60,108,113,1
106,64,115,103,118,64,107,122,96,67,118,113,1
97,60,114,94,111,57,85,102,81,53,100,96,1
95,63,119,79,97,63,97,114,83,64,98,102,1
92,57,101,81,94,57,81,90,74,56,91,91,1
66,60,94,68,83,64,95,104,71,59,85,89,1
111,67,100,113,122,70,109,122,98,63,124,119,1
96,66,112,91,105,59,95,101,87,60,101,110,1
95,67,104,96,112,66,100,112,90,63,119,114,1
77,50,86,75,91,56,68,83,71,55,81,81,1
104,70,122,99,110,71,108,119,83,67,110,114,1
111,67,124,111,120,72,111,125,99,68,122,128,1
99,59,118,96,104,63,100,104,86,63,101,101,1
107,71,122,107,113,75,103,118,96,74,112,117,1
98,60,111,103,118,68,107,118,92,71,113,118,1
73,56,101,84,93,53,88,105,79,53,90,98,1
121,64,122,111,128,67,111,123,100,66,127,127,1
85,68,102,83,96,64,91,104,87,71,104,109,1
92,57,105,85,94,53,85,102,78,46,87,96,1
108,63,119,111,119,63,111,119,98,64,125,115,1
107,67,118,109,117,63,109,112,90,63,119,119,1
95,53,96,83,100,51,79,93,78,52,100,96,1
77,59,93,75,89,60,92,105,91,64,106,111,1
89,64,98,99,104,56,95,113,92,63,113,113,1
79,50,93,73,94,50,69,86,74,53,79,83,1
106,74,114,94,111,64,98,111,107,53,104,108,1
81,53,94,79,91,56,79,96,79,55,93,85,1
108,67,119,111,119,67,115,124,98,72,125,115,1
81,67,105,92,110,78,92,110,102,88,120,102,1
81,52,105,84,101,50,75,97,87,50,94,82,1
67,63,108,81,93,63,103,114,90,67,114,119,1
77,71,101,84,89,67,102,114,83,76,120,120,1
95,79,123,83,96,66,100,108,79,67,105,119,1
102,72,115,103,118,71,107,118,96,71,113,113,1
79,47,82,77,94,50,69,86,74,56,83,83,1
116,68,122,111,123,71,107,113,92,66,122,117,1
75,60,91,72,85,59,87,100,74,56,96,100,1
77,60,90,79,91,64,83,96,83,63,104,104,1
62,57,94,71,87,53,71,79,75,51,81,81,1
96,56,108,103,119,59,84,97,87,53,97,101,1
96,66,127,88,97,67,108,124,76,57,101,110,1
71,50,96,79,96,51,72,89,85,49,96,92,1
79,63,96,75,88,56,79,96,83,59,93,101,1
111,70,114,106,115,72,111,115,103,76,122,122,1
102,53,102,95,108,50,79,100,83,48,96,89,1
113,66,127,112,124,67,112,124,97,63,124,124,1
103,63,90,106,119,63,88,97,102,64,111,102,1
88,63,119,85,102,57,106,115,78,56,104,118,1
108,67,119,115,119,70,111,119,94,68,120,120,1
79,59,108,84,93,56,88,101,87,57,105,105,1
84,53,101,85,98,57,85,102,78,56,104,104,1
83,67,109,79,96,59,83,100,83,59,93,93,1
95,56,100,103,118,63,87,109,100,66,117,122,1
111,64,115,103,122,71,107,122,96,67,113,123,1
112,63,105,115,129,63,97,105,102,68,120,111,1
71,53,83,75,89,51,68,81,78,52,84,88,1
106,68,115,112,118,71,112,122,96,71,123,123,1
112,67,114,111,119,67,115,119,98,68,115,120,1
112,80,122,103,118,84,103,118,96,78,112,112,1
108,63,119,102,114,63,102,119,94,64,115,120,1
83,51,100,91,104,56,79,96,83,56,97,93,1
106,67,119,106,115,64,111,125,99,71,128,122,1
99,63,105,97,110,60,92,110,83,57,106,94,1
95,56,105,106,114,60,84,110,94,64,111,111,1
79,63,96,79,96,56,83,100,83,56,93,93,1
99,71,119,92,105,63,97,110,79,60,94,98,1
99,71,113,100,112,70,104,112,98,75,119,114,1
120,70,119,111,120,76,106,115,85,71,108,113,1
112,64,122,107,118,67,111,123,96,63,122,122,1
84,63,105,98,106,64,94,111,92,68,113,118,1
107,59,113,100,104,59,91,108,86,59,105,101,1
87,66,108,95,110,59,99,114,83,60,110,110,1
91,55,96,79,96,56,91,108,79,59,101,101,1
111,72,106,112,118,71,99,108,87,63,104,100,1
103,63,113,104,112,63,104,112,90,59,114,114,1
111,67,119,111,115,68,115,120,99,64,122,122,1
73,57,94,75,87,56,79,91,75,59,93,100,1
85,60,106,79,96,53,87,100,75,59,93,104,1
103,75,114,111,119,67,111,119,94,68,120,120,1
106,64,125,107,118,64,107,122,96,71,118,123,1
102,63,114,102,115,64,106,115,92,64,113,113,1
99,63,119,97,114,63,102,114,91,60,102,102,1
83,55,85,96,104,63,63,84,79,59,93,93,1
106,63,119,102,115,64,106,120,96,64,118,118,1
111,72,120,112,122,64,107,122,96,67,123,123,1
83,53,91,75,96,48,68,85,78,49,88,88,1
71,53,89,77,94,53,77,98,78,53,87,87,1
99,71,105,115,119,74,111,114,102,72,125,120,1
111,75,118,113,127,70,113,117,98,67,119,114,1
69,53,90,71,87,53,79,96,75,55,89,96,1
95,55,100,96,104,63,91,108,94,59,110,97,1
83,66,112,84,90,63,108,119,83,67,114,119,1
99,75,109,118,122,82,109,112,90,71,110,114,1
106,70,119,106,115,68,111,120,96,68,118,122,1
107,67,123,109,122,66,109,117,98,67,119,119,1
68,51,77,71,88,49,67,84,79,52,93,86,1
107,68,122,116,118,71,111,123,96,70,122,127,1
73,46,86,75,101,47,71,89,76,50,94,90,1
100,70,117,103,119,71,108,124,97,70,114,114,1
91,75,104,83,100,63,87,100,83,63,101,101,1
102,60,105,98,115,68,98,111,88,68,113,108,1
75,50,96,79,96,51,75,89,78,52,92,84,1
75,56,83,75,89,55,68,81,74,52,84,80,1
67,50,85,66,82,50,66,82,74,53,79,83,1
106,63,105,102,115,64,85,94,92,64,104,104,1
79,60,93,77,94,60,73,90,81,64,100,96,1
85,64,106,91,104,60,95,104,87,63,113,113,1
100,70,112,103,114,75,108,114,94,74,114,124,1
106,63,119,111,125,68,106,120,96,68,122,118,1
83,67,109,83,100,59,100,108,83,56,97,93,1
83,63,96,75,92,59,79,88,83,59,101,93,1
107,68,113,103,118,79,103,113,96,86,117,122,1
89,64,115,75,91,56,83,96,71,55,85,96,1
111,68,120,112,122,71,112,122,100,71,123,118,1
100,66,122,103,110,67,108,119,76,63,114,114,1
111,67,105,111,120,68,111,115,96,68,122,118,1
108,67,124,92,110,63,106,114,98,53,106,111,1
75,56,104,83,89,59,99,113,81,59,104,112,1
106,64,115,103,113,60,99,113,87,63,113,113,1
99,68,118,99,113,63,103,113,92,70,112,112,1
112,60,104,116,123,71,99,109,100,70,127,122,1
111,71,118,113,117,66,113,117,94,63,119,114,1
69,50,90,75,96,46,71,87,83,51,100,96,1
71,50,83,68,85,51,64,77,74,49,88,84,1
91,60,91,95,104,67,72,85,89,70,104,88,1
84,89,114,115,120,97,106,115,103,88,122,108,1
88,63,110,94,111,57,85,102,85,56,100,96,1
88,60,97,85,98,64,81,90,81,60,104,108,1
102,67,110,106,115,72,106,115,92,71,118,122,1
79,50,89,73,86,50,69,90,81,50,96,87,1
111,68,106,112,128,71,112,118,96,71,118,118,1
