@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-4,8-9,15,17-18,23-24,28,31,36-37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp41 numeric
@attribute Sp44 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
94,102,79,76,80,104,76,99,108,85,79,104,87,3
102,106,83,87,80,118,80,112,113,85,87,104,79,3
98,102,72,76,76,100,76,91,100,74,71,93,71,4
98,106,83,83,88,113,88,103,108,88,92,113,87,3
98,106,83,83,88,108,88,103,104,85,87,113,83,3
112,118,85,81,84,128,84,107,104,79,96,127,100,3
99,104,81,81,76,104,84,103,109,87,85,108,78,3
99,108,85,88,80,109,79,107,113,87,78,104,85,3
91,100,78,74,80,100,75,95,96,75,70,96,70,4
91,104,74,78,76,96,79,87,93,67,70,84,66,4
83,87,67,67,68,85,71,75,81,62,66,88,81,4
91,91,74,81,84,96,75,83,104,83,114,122,114,4
112,113,88,88,88,104,88,107,109,83,85,108,85,3
99,108,85,85,88,109,88,103,113,87,85,112,85,3
103,113,85,85,88,109,88,103,104,83,81,104,81,3
137,139,108,104,88,112,90,113,122,96,86,114,90,3
87,96,71,71,75,92,78,87,92,66,68,90,72,4
75,81,67,62,67,88,59,60,104,100,116,119,131,2
103,109,87,87,88,112,90,104,112,85,86,114,90,3
103,113,87,92,93,112,90,109,117,89,90,114,90,3
107,113,87,87,93,112,90,109,112,85,90,114,86,3
107,109,87,92,88,104,86,104,112,92,83,105,90,3
99,104,87,79,88,112,86,104,104,85,90,110,86,3
95,100,79,83,88,104,82,100,104,78,86,110,79,3
99,100,79,79,79,108,82,96,100,81,79,105,79,3
64,81,67,71,55,80,66,63,73,63,68,75,57,5
123,127,100,85,82,130,92,108,105,83,101,129,87,3
83,84,66,63,66,86,63,77,97,83,90,110,122,2
79,88,66,70,59,110,49,45,119,127,129,124,136,2
104,117,92,89,90,110,87,103,114,86,87,114,94,3
96,104,81,85,90,105,87,103,110,90,87,110,87,3
104,104,85,85,82,105,83,103,101,79,87,114,83,3
75,88,66,66,70,86,71,77,82,68,73,82,69,7
103,114,90,109,96,124,93,125,129,101,102,136,105,3
127,130,105,86,83,129,89,120,110,87,105,125,91,3
88,93,72,64,63,93,57,63,110,108,128,125,135,2
99,105,86,86,87,105,93,106,114,90,87,111,87,3
108,110,90,86,87,110,89,102,114,90,83,115,87,3
115,124,101,104,93,131,88,125,136,105,103,128,99,3
102,110,83,83,82,102,80,98,102,79,78,100,78,3
88,97,73,73,78,94,80,89,90,72,74,96,74,4
97,101,83,83,85,115,84,102,120,94,88,113,92,3
106,114,87,83,82,115,84,102,98,79,85,104,74,3
31,131,139,120,64,128,46,34,113,103,133,128,125,2
106,111,87,87,84,108,88,107,108,85,87,113,87,3
106,115,87,87,92,108,84,103,113,85,83,109,83,3
106,115,87,87,84,113,84,107,113,92,92,118,96,3
