@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-2,8,10-11,14,18,20-21,29-30,36-37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp25 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp42 numeric
@attribute Sp43 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
80,89,87,115,111,99,99,85,88,88,103,87,3
88,111,87,106,106,95,99,85,88,88,103,83,3
76,89,79,62,78,75,54,74,56,75,79,79,5
80,94,72,81,82,83,79,70,71,71,75,67,7
68,77,68,55,78,75,68,67,53,59,61,67,5
76,103,88,112,118,107,107,87,79,82,104,85,3
88,112,92,112,118,107,111,92,93,90,109,89,3
92,112,96,112,113,111,116,92,88,90,109,92,3
88,103,88,99,104,107,107,87,88,86,109,89,3
88,107,85,103,113,103,103,83,84,82,100,81,3
68,75,67,54,75,64,61,71,55,66,63,63,5
84,107,79,99,104,128,123,100,82,96,127,86,3
88,107,87,107,109,104,104,92,90,92,103,83,3
88,111,87,107,113,104,109,92,86,92,108,90,3
84,99,83,99,100,100,96,81,82,87,95,79,3
79,95,83,95,100,96,96,81,82,79,99,83,3
79,95,79,79,96,96,100,78,82,83,95,79,3
71,75,67,64,81,79,75,66,66,71,81,68,7
78,96,70,91,92,95,91,72,83,82,92,73,4
78,87,66,87,92,91,91,68,79,78,88,73,4
78,87,66,83,92,84,84,72,75,78,84,69,4
46,34,114,67,104,34,34,131,52,44,34,133,2
82,96,70,75,88,103,88,72,71,82,97,73,7
59,56,70,49,73,63,66,64,59,67,75,58,7
96,108,86,108,114,120,115,97,89,92,120,98,3
79,91,68,88,93,92,88,73,82,80,89,68,4
75,84,72,88,90,88,84,69,74,72,81,83,4
75,91,72,81,86,88,75,80,57,50,40,135,2
87,95,83,99,105,102,97,83,82,88,102,87,3
79,95,79,99,105,102,102,80,85,88,106,87,3
63,66,60,66,72,79,79,62,67,72,81,61,7
78,97,76,92,93,94,94,72,80,80,99,74,4
78,92,69,88,97,89,89,72,80,84,95,70,4
53,56,76,102,110,40,73,83,84,50,51,81,2
93,106,90,115,114,106,106,87,92,88,107,88,3
93,111,87,106,114,106,102,83,88,88,103,88,3
89,106,83,102,105,106,106,87,88,88,107,88,3
85,102,83,102,114,111,102,83,84,88,99,85,3
70,79,69,84,85,85,85,72,68,71,83,74,7
67,79,62,75,74,81,81,68,72,71,79,67,7
72,85,72,69,102,54,54,92,53,48,37,104,2
84,102,91,102,115,87,103,88,88,79,91,87,3
88,106,83,106,106,103,103,88,92,88,103,87,3
88,115,94,111,111,107,107,92,92,84,107,92,3
88,102,83,102,115,99,103,85,88,88,103,79,3
84,98,83,98,98,87,79,67,68,75,79,71,7
92,121,99,116,122,116,111,92,88,90,109,92,3
50,51,81,103,108,37,58,92,79,49,37,111,2
