@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,9,11,14-15,17,22-23,28-29,31,35,37'

@attribute Sp12 numeric
@attribute Sp19 numeric
@attribute Sp22 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
89,76,102,95,104,76,95,100,75,75,96,93,4
89,76,98,87,91,71,83,87,67,71,89,81,4
94,68,94,83,87,68,83,87,62,71,85,85,4
85,68,90,83,87,68,83,87,62,71,81,81,4
102,92,115,99,104,88,112,118,87,84,113,113,3
102,88,115,112,118,92,107,113,87,88,109,109,3
98,88,111,103,108,88,103,108,87,79,100,100,3
102,88,106,99,104,84,95,104,79,88,100,100,3
55,57,74,54,75,53,54,71,67,55,74,70,5
95,76,100,91,96,75,87,93,70,74,88,84,4
107,88,108,107,109,88,103,109,89,86,112,104,3
107,88,113,103,109,93,107,109,85,86,104,104,3
103,88,113,103,109,88,111,113,81,86,104,108,3
79,71,83,75,85,71,75,81,70,74,88,88,7
103,79,96,100,108,78,91,92,79,83,93,97,4
95,75,96,91,96,74,87,88,72,79,90,93,4
111,88,118,109,112,90,104,117,90,87,110,110,3
107,88,109,109,112,86,109,112,90,92,110,110,3
95,88,109,100,100,82,100,96,83,83,101,101,3
103,84,109,100,104,82,100,104,79,83,105,105,3
99,79,100,100,104,86,100,112,83,83,105,105,3
61,55,74,63,76,59,56,76,60,63,68,72,5
91,78,96,91,97,83,91,93,76,78,93,93,4
83,70,84,91,97,75,81,86,76,67,93,97,4
67,86,108,48,110,71,99,105,133,53,105,101,2
104,86,108,103,105,87,99,110,83,85,110,105,3
96,82,104,95,97,83,99,105,87,89,114,105,3
91,79,93,88,97,82,92,97,72,80,94,90,4
103,92,114,106,114,93,115,114,87,92,111,111,3
95,87,105,102,101,85,102,110,87,84,115,115,3
95,83,105,102,105,82,106,114,83,84,106,115,3
103,79,97,106,105,82,97,105,83,80,98,94,3
63,59,75,79,82,67,63,74,68,72,78,74,7
120,89,124,131,136,92,120,125,107,88,139,133,3
102,78,101,98,98,80,94,98,78,80,100,100,3
34,44,124,31,125,47,31,131,135,46,133,128,2
106,89,114,115,115,92,111,111,88,88,113,122,3
106,89,114,115,120,88,106,111,92,92,122,113,3
102,89,114,102,111,84,102,115,85,84,108,113,3
102,89,114,102,106,88,102,102,85,88,113,104,3
94,80,98,99,100,80,95,100,75,84,100,100,4
94,80,90,91,91,71,91,96,75,67,96,104,4
