@relation satimage

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
103,122,107,96,103,118,96,107,123,104,63,92,66,1
107,118,107,96,107,118,96,107,118,87,63,92,66,1
83,89,99,92,83,100,85,100,112,84,63,94,67,1
112,114,108,98,106,114,94,111,119,111,72,98,72,1
91,100,113,96,99,101,86,112,119,92,63,83,67,1
112,122,116,103,107,113,96,116,123,109,66,96,66,1
95,113,103,92,103,109,92,107,118,109,66,92,70,1
107,118,91,79,109,122,96,104,108,108,75,98,67,1
111,118,111,100,109,112,100,109,122,112,67,98,67,1
103,118,83,75,113,122,96,96,104,112,67,98,63,1
113,122,113,100,112,124,98,108,124,111,63,101,63,1
68,85,64,71,71,88,70,67,84,73,52,75,49,1
103,114,99,94,115,119,94,106,114,111,64,94,64,1
102,115,106,94,103,118,99,107,118,99,71,96,67,1
71,84,71,70,70,86,72,73,86,79,53,73,53,1
84,101,106,94,115,120,102,106,115,121,88,96,92,1
107,113,99,92,100,104,81,91,108,99,59,86,63,1
95,110,84,86,106,114,87,84,110,106,64,91,57,1
102,115,111,102,103,118,96,112,122,111,67,96,63,1
115,125,115,98,112,122,99,116,122,107,67,96,71,1
91,101,88,83,79,93,80,84,97,77,57,83,57,1
83,96,103,87,83,100,81,100,108,84,56,79,59,1
71,82,79,73,73,90,79,73,90,83,53,74,56,1
75,89,92,87,98,111,91,94,111,103,68,92,68,1
96,108,87,85,99,114,86,84,101,102,63,90,60,1
106,115,102,94,99,113,92,107,113,99,59,92,59,1
102,106,85,72,112,118,85,91,96,111,71,96,67,1
107,118,99,92,104,122,96,104,112,99,63,90,59,1
112,122,99,88,111,128,96,107,123,104,74,100,70,1
106,125,111,102,107,118,96,107,122,107,71,100,71,1
104,112,100,96,108,114,98,103,119,106,74,97,70,1
84,97,75,80,77,90,76,69,86,79,50,81,50,1
100,112,104,96,108,119,98,99,114,106,70,97,70,1
69,82,73,76,68,83,74,75,87,68,55,71,55,1
108,124,112,98,111,119,97,111,124,115,68,98,60,1
95,105,103,90,79,97,90,97,114,85,64,83,68,1
75,91,75,74,75,93,75,72,89,79,52,74,52,1
116,122,107,96,111,123,96,107,118,109,66,96,66,1
89,106,81,83,87,104,85,83,100,83,51,83,51,1
112,122,91,81,107,123,92,99,109,109,70,96,66,1
71,85,71,76,66,86,76,73,86,61,56,74,64,1
73,90,69,72,71,91,74,71,87,61,48,71,51,1
87,96,104,89,99,101,79,99,110,106,63,80,63,1
106,120,111,102,107,118,96,112,122,107,63,100,63,1
106,114,106,94,106,115,98,106,120,103,60,92,64,1
92,105,102,90,94,111,91,106,115,107,68,92,71,1
91,104,95,92,91,104,87,99,109,87,63,85,63,1
106,114,106,94,102,115,94,106,120,103,64,99,64,1
79,89,92,90,81,98,83,85,102,83,64,81,60,1
112,122,107,96,103,118,100,103,118,104,78,96,78,1
111,114,40,122,102,115,94,59,106,91,60,88,60,1
103,119,103,94,102,114,97,102,114,106,64,94,64,1
99,113,99,88,95,100,92,95,113,100,74,89,63,1
107,118,111,104,109,112,96,109,122,103,63,94,67,1
116,122,116,99,116,123,100,111,123,113,66,100,66,1
107,123,111,100,100,117,100,109,122,103,67,98,67,1
75,96,87,85,79,93,83,95,104,79,59,81,59,1
103,114,81,79,97,114,90,84,101,102,57,87,53,1
100,108,113,100,112,119,101,112,124,115,74,101,70,1
91,109,83,79,83,96,89,96,104,84,59,75,59,1
75,79,79,78,75,93,79,72,93,79,49,78,52,1
99,109,79,87,75,104,92,100,108,66,63,86,71,1
66,82,66,76,64,79,67,68,83,61,51,71,51,1
113,122,118,100,112,130,101,112,124,111,67,101,67,1
79,96,79,83,75,88,78,79,96,81,59,83,59,1
113,122,118,100,112,119,98,108,119,97,67,94,67,1
111,115,106,91,107,122,99,107,122,103,75,96,75,1
95,110,91,86,102,114,87,88,101,89,57,79,57,1
108,124,108,98,106,119,97,111,119,111,68,102,68,1
111,125,111,94,112,128,99,112,122,111,71,96,71,1
91,109,95,87,83,100,85,83,100,91,59,83,67,1
97,114,102,90,89,102,83,98,115,75,56,74,64,1
115,120,115,98,116,128,99,116,122,116,75,100,75,1
70,86,77,79,75,93,69,75,93,73,50,68,53,1
92,110,88,83,81,94,76,81,90,75,56,78,56,1
103,113,99,92,104,112,81,96,104,99,63,86,59,1
73,90,73,79,67,85,73,75,89,66,50,76,53,1
87,100,75,75,79,92,81,79,96,77,52,75,46,1
95,108,95,85,58,113,83,95,100,32,46,114,56,1
112,128,112,96,111,118,100,111,118,113,70,96,74,1
83,108,79,81,88,101,83,84,93,88,60,87,57,1
103,113,103,99,99,109,92,111,118,104,66,89,63,1
83,100,67,78,73,86,75,70,90,71,50,76,50,1
100,112,96,92,95,110,90,91,105,102,57,87,57,1
102,114,102,94,102,115,94,111,120,95,64,88,64,1
79,91,79,78,75,96,71,72,85,75,52,74,56,1
73,90,77,76,79,96,81,83,96,79,59,79,71,1
73,93,66,68,75,82,73,71,82,81,57,76,53,1
64,100,36,128,87,100,87,68,96,100,70,89,66,1
103,122,91,88,91,104,83,87,104,100,63,89,59,1
94,111,73,76,83,104,81,71,91,75,48,75,51,1
112,128,91,81,116,123,96,99,109,113,70,100,70,1
99,101,112,98,92,105,83,97,110,89,60,79,64,1
81,102,81,79,79,96,81,83,96,75,51,79,51,1
94,111,106,94,107,118,92,103,118,103,67,92,71,1
106,115,106,94,103,118,92,103,118,107,63,92,59,1
120,124,111,94,111,120,94,106,115,83,71,88,71,1
115,120,115,98,112,128,103,116,128,116,75,100,75,1
115,124,115,101,115,125,98,111,115,116,64,96,64,1
97,114,97,80,102,115,94,106,115,112,64,96,71,1
108,124,108,94,102,110,90,106,114,66,60,87,64,1
79,96,79,78,79,93,75,79,96,83,56,85,56,1
89,106,85,83,95,108,81,79,96,83,51,79,55,1
84,86,112,101,88,101,94,115,119,94,68,98,72,1
79,96,83,81,83,96,87,103,109,83,59,81,66,1
88,101,84,83,84,97,80,79,85,81,60,79,68,1
99,110,88,79,102,114,80,92,97,102,68,83,68,1
79,96,91,89,91,101,94,99,114,102,70,94,67,1
79,96,103,92,79,96,83,95,109,83,56,81,52,1
106,120,106,94,107,118,96,107,113,107,71,96,67,1
108,124,77,79,106,114,90,84,101,111,76,94,76,1
100,112,104,96,112,119,94,108,114,111,70,97,70,1
75,100,71,78,70,90,75,73,90,67,50,76,50,1
111,124,111,101,111,125,98,111,120,107,64,99,64,1
113,117,109,96,112,114,101,108,119,106,67,94,67,1
83,100,87,88,83,104,83,87,100,79,66,92,66,1
85,94,98,91,91,104,88,95,104,99,63,92,63,1
84,97,73,79,79,85,80,84,97,89,68,91,64,1
116,128,112,96,103,123,100,103,118,71,74,92,78,1
112,130,108,90,111,119,97,111,119,111,64,98,68,1
83,93,75,75,71,88,78,79,92,70,52,75,49,1
115,125,106,91,116,122,81,87,96,107,75,92,71,1
72,89,72,71,71,84,70,71,84,70,52,72,56,1
107,118,111,100,109,122,96,113,117,108,63,98,67,1
83,104,79,79,79,96,78,79,100,84,52,79,49,1
112,114,103,94,102,119,90,97,114,98,60,91,57,1
111,119,106,94,106,115,94,111,115,107,76,96,76,1
96,104,91,89,103,119,90,84,97,92,53,83,50,1
