@relation satimage

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp16 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp44 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
63,95,95,93,63,83,88,105,90,64,81,64,94,83,1
71,103,112,119,74,97,111,124,97,68,102,72,115,91,1
63,103,99,127,66,100,109,117,92,67,108,67,130,98,1
67,111,116,122,66,100,113,122,100,67,112,63,119,101,1
68,102,89,122,71,88,99,108,88,71,111,71,128,96,1
63,84,84,90,60,79,81,98,83,68,83,64,104,85,1
64,98,98,104,64,88,99,113,88,48,34,51,113,83,1
63,106,106,120,64,102,111,125,102,64,107,68,122,99,1
60,83,83,104,63,83,95,109,92,63,87,59,96,89,1
57,85,81,96,60,81,83,100,81,67,95,67,109,83,1
48,61,64,96,46,74,67,84,74,49,73,49,93,72,1
68,112,112,118,71,92,91,104,87,70,109,70,122,100,1
63,104,109,119,67,94,103,114,94,63,102,67,114,90,1
53,85,85,87,50,78,87,104,92,51,75,51,96,83,1
56,87,87,104,63,87,95,100,87,63,96,63,112,89,1
66,109,109,119,67,98,108,124,98,67,111,67,119,94,1
82,100,96,110,71,94,95,110,90,70,88,60,105,83,1
71,103,107,117,66,92,109,117,92,59,103,63,114,90,1
49,73,73,89,47,73,67,85,76,50,66,50,86,76,1
63,100,104,110,59,90,99,114,90,53,92,57,105,94,1
57,75,79,82,60,79,106,111,91,60,83,60,108,96,1
53,61,68,77,51,71,72,85,75,49,63,49,80,74,1
59,96,91,105,63,86,95,101,83,60,97,63,114,80,1
63,73,81,105,60,90,102,114,90,60,94,64,111,94,1
63,95,99,105,63,90,102,119,97,60,85,64,111,98,1
68,115,115,122,68,103,112,128,96,67,111,71,128,100,1
70,109,109,114,75,98,99,110,86,67,106,70,119,90,1
64,95,103,93,63,83,107,118,96,66,87,66,96,78,1
59,77,73,89,60,80,92,105,87,68,98,64,106,91,1
67,106,111,115,68,94,111,120,94,68,107,68,118,92,1
53,71,71,90,53,76,73,90,79,64,95,60,100,74,1
66,100,104,105,63,79,95,105,83,63,88,63,97,73,1
60,75,75,94,60,76,81,90,76,64,79,60,100,85,1
50,75,75,102,53,79,81,98,79,50,79,53,96,78,1
56,75,79,97,56,79,73,93,79,53,84,57,93,73,1
60,83,64,109,67,83,79,100,87,63,75,70,112,89,1
70,109,109,119,67,98,112,119,98,67,111,67,119,94,1
52,63,63,82,52,72,70,82,72,50,71,47,82,73,1
67,99,91,114,63,80,92,97,80,68,102,68,98,83,1
67,115,120,125,72,102,115,120,102,68,107,68,122,99,1
66,113,109,135,67,98,112,119,98,67,111,63,124,104,1
68,102,89,118,64,85,91,104,81,71,107,63,113,87,1
68,111,115,122,64,99,112,128,96,67,107,71,123,96,1
67,106,111,131,72,98,111,111,98,68,107,71,128,96,1
56,75,75,85,59,79,87,100,83,56,75,56,96,81,1
59,83,83,93,56,86,99,114,94,57,79,57,101,83,1
50,75,71,104,51,83,79,96,79,52,87,52,104,85,1
76,116,112,123,75,100,116,123,100,78,113,74,122,96,1
53,73,77,87,53,74,71,83,74,55,79,55,93,75,1
72,106,111,118,76,99,116,122,99,71,107,75,118,96,1
50,75,84,94,60,83,94,106,87,64,95,64,113,88,1
49,75,67,90,52,75,73,90,75,50,67,50,89,80,1
60,85,89,104,60,88,95,104,88,63,99,63,113,92,1
57,81,81,91,56,78,79,96,78,55,75,55,93,75,1
50,73,69,91,50,74,71,87,70,48,61,48,85,75,1
68,106,106,118,71,96,107,122,96,71,103,71,109,92,1
68,115,106,128,68,96,103,113,88,71,111,71,123,96,1
67,108,112,119,63,94,111,119,97,68,111,64,125,98,1
67,111,111,115,64,102,111,120,98,71,112,68,122,99,1
74,113,113,114,71,98,112,119,98,67,115,70,119,94,1
71,107,103,123,71,96,103,118,96,66,100,66,117,96,1
84,107,111,122,74,96,104,112,92,67,99,63,114,90,1
52,73,77,89,53,80,84,101,83,53,73,53,90,76,1
64,106,102,118,64,96,107,122,92,59,99,59,118,96,1
63,87,87,101,59,90,99,114,90,57,88,57,105,83,1
63,111,115,120,64,102,115,120,102,64,107,68,122,99,1
67,108,108,124,67,97,111,124,94,72,111,72,120,98,1
68,112,116,118,71,96,107,123,96,66,104,66,117,96,1
63,83,79,92,59,81,79,88,81,59,84,59,101,79,1
67,108,112,119,67,94,111,124,94,64,106,64,115,98,1
56,63,67,93,59,79,91,101,90,63,92,60,110,90,1
59,87,83,104,56,81,75,100,78,49,73,49,86,75,1
60,98,94,104,56,85,91,104,85,59,91,55,104,87,1
68,107,112,118,67,100,111,118,96,66,113,70,122,96,1
67,108,112,119,67,101,111,119,101,68,111,68,115,98,1
66,113,113,124,63,98,108,119,98,63,106,63,124,101,1
71,111,111,122,74,100,113,122,96,63,103,67,124,101,1
56,83,83,97,52,83,81,97,79,57,79,57,97,80,1
68,116,116,123,67,100,111,123,100,66,109,66,122,100,1
70,104,100,114,75,98,103,119,98,70,106,74,114,97,1
63,87,87,90,52,86,81,101,79,50,79,50,97,76,1
56,83,83,100,63,87,95,104,92,63,104,63,108,89,1
53,81,77,96,53,78,71,87,74,51,72,48,93,79,1
71,112,108,110,67,94,106,119,97,64,89,64,106,94,1
59,95,99,114,63,87,97,105,80,64,102,64,120,94,1
53,79,79,93,51,75,79,96,79,56,83,56,108,81,1
53,64,68,77,51,71,61,74,67,49,67,52,84,70,1
59,104,100,114,63,86,95,105,86,63,111,63,119,94,1
50,73,69,83,53,70,71,87,74,55,68,51,81,75,1
66,109,109,114,67,98,108,130,101,67,115,67,119,97,1
68,115,111,122,68,99,116,122,103,67,107,67,118,100,1
63,91,75,108,59,85,79,96,81,59,88,63,110,83,1
50,79,79,90,57,76,77,90,76,56,83,60,104,85,1
60,81,81,108,64,88,95,113,88,71,103,67,113,92,1
66,109,109,124,67,94,112,124,98,63,106,63,114,90,1
64,112,112,123,71,96,103,113,96,63,109,63,117,96,1
71,103,116,123,75,100,116,123,100,74,100,78,117,100,1
53,87,75,93,51,75,61,81,67,52,83,49,92,78,1
63,100,109,101,67,86,103,110,94,63,79,67,93,76,1
66,87,83,101,67,83,84,97,83,60,84,63,97,80,1
93,120,120,120,76,94,106,115,91,68,83,71,108,92,1
67,106,111,115,64,98,106,120,94,60,103,60,113,92,1
63,112,108,114,63,90,102,119,94,64,106,64,115,94,1
53,71,68,85,51,71,72,81,71,52,71,56,88,74,1
67,111,107,122,66,96,113,122,96,63,112,63,119,94,1
67,106,106,115,68,94,102,115,94,71,107,71,113,92,1
52,83,75,97,52,79,73,97,83,50,75,50,89,80,1
67,111,111,125,68,98,111,125,98,64,112,64,122,96,1
71,103,103,112,70,96,100,112,92,75,108,71,114,98,1
51,79,75,100,52,78,71,84,78,52,70,52,90,75,1
71,112,108,124,67,97,111,119,101,64,111,68,120,98,1
67,88,92,98,64,83,81,90,76,64,83,60,104,85,1
71,103,107,118,71,92,107,113,96,70,109,74,117,96,1
78,111,102,125,68,98,106,115,94,71,107,71,122,99,1
63,102,106,115,64,94,102,115,94,64,103,64,118,99,1
56,91,83,97,52,79,73,90,79,50,79,50,93,80,1
64,103,107,113,59,92,103,118,96,63,91,63,104,92,1
84,112,83,118,71,79,75,96,83,78,96,82,100,78,1
75,116,111,117,66,100,113,127,100,67,112,67,124,98,1
71,108,108,114,67,97,106,114,94,64,98,64,115,94,1
63,111,111,125,64,98,111,120,98,60,107,64,118,96,1
75,99,107,112,74,92,100,112,92,67,99,63,110,90,1
64,102,106,118,64,96,107,118,96,71,107,67,118,96,1
64,98,106,108,64,92,99,118,99,63,99,63,113,96,1
59,95,99,104,63,92,104,117,92,63,99,67,110,90,1
63,87,91,101,75,79,99,110,86,67,106,63,105,83,1
64,107,107,118,67,96,107,118,96,66,113,66,122,96,1
67,99,112,105,67,87,111,114,94,60,85,64,98,91,1
52,70,66,89,50,73,71,85,73,53,81,53,94,76,1
71,112,108,119,67,97,88,110,97,68,111,68,115,94,1
66,113,118,130,71,101,112,124,101,67,115,67,124,101,1
63,96,91,110,52,86,81,97,79,53,84,50,101,80,1
63,102,102,120,68,94,102,115,94,64,107,64,113,96,1
63,91,91,104,56,89,87,104,85,52,84,52,101,79,1
71,111,111,112,66,92,109,122,96,71,112,67,119,98,1
66,104,100,105,67,83,95,101,86,63,84,67,89,73,1
53,77,73,87,50,81,75,96,78,55,79,51,93,75,1
71,107,107,122,66,96,109,112,96,67,112,71,119,98,1
71,103,103,118,71,92,99,113,92,70,109,70,117,92,1
53,71,75,85,55,79,79,96,79,56,75,56,88,81,1
63,99,95,119,60,94,102,114,87,64,106,64,115,94,1
53,75,75,96,51,75,75,89,75,52,79,52,92,74,1
68,111,111,122,64,99,112,122,99,67,111,67,118,100,1
52,81,73,93,47,73,71,85,73,53,69,50,82,76,1
63,100,104,110,63,90,95,105,90,60,88,60,93,83,1
67,103,95,108,63,89,96,112,89,67,103,63,114,94,1
59,87,96,101,59,86,95,105,90,60,92,60,105,83,1
63,97,84,106,68,79,85,90,72,76,112,68,113,78,1
71,107,107,122,70,100,113,117,100,67,103,67,114,86,1
63,106,111,125,68,102,106,120,98,68,112,68,122,96,1
68,107,116,123,71,104,111,123,100,70,109,66,127,103,1
71,111,111,117,66,100,109,122,96,67,108,63,114,98,1
63,106,97,120,64,94,106,120,94,64,107,64,118,96,1
63,99,103,114,63,90,102,114,90,68,94,60,102,83,1
92,115,115,128,88,96,103,108,81,79,111,79,118,92,1
67,106,92,115,64,79,85,94,79,68,107,64,104,81,1
67,111,106,115,68,98,111,120,98,64,103,68,122,103,1
68,98,102,108,64,88,95,108,85,51,58,59,104,83,1
76,102,98,108,60,88,95,113,92,67,99,55,104,87,1
59,79,87,101,67,94,99,114,90,67,102,70,119,90,1
50,71,68,81,48,71,72,85,75,46,75,46,84,74,1
75,116,116,122,70,96,113,117,100,79,112,71,124,98,1
68,115,115,122,64,103,112,128,103,71,116,67,123,100,1
63,91,91,110,57,87,88,101,83,57,81,57,90,76,1
59,91,88,97,53,83,88,105,83,57,81,57,98,83,1
67,115,111,120,68,98,115,125,98,64,116,64,128,96,1
67,103,103,119,70,94,111,114,97,68,106,68,115,94,1
66,109,113,124,67,98,108,114,94,63,106,74,114,87,1
63,95,103,110,63,97,111,119,94,60,102,60,115,94,1
63,103,103,112,63,92,104,112,92,59,88,59,114,90,1
68,106,115,118,68,99,112,118,99,71,111,71,123,96,1
67,108,108,119,70,97,102,114,90,68,111,72,120,87,1
63,87,87,117,63,89,96,112,89,67,103,67,110,94,1
64,98,98,108,53,85,83,104,81,55,83,51,100,79,1
