@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-2,10,12,18,20-21,25,28,30,35,37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp29 numeric
@attribute Sp32 numeric
@attribute Sp33 numeric
@attribute Sp37 numeric
@attribute Sp41 numeric
@attribute Sp43 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
76,89,98,72,91,74,76,75,75,91,93,4
72,89,94,76,87,70,71,75,67,87,81,4
76,94,85,72,83,67,68,71,62,79,85,4
68,85,85,76,83,67,68,71,62,75,81,4
88,102,115,94,103,88,88,88,87,103,113,3
84,102,111,91,112,92,92,93,87,107,109,3
88,98,111,87,99,85,84,84,87,99,100,3
84,102,111,87,103,85,88,79,79,95,100,3
57,55,49,65,54,63,56,55,67,51,70,5
80,95,95,78,91,71,79,74,70,87,84,4
88,107,103,85,103,87,93,90,89,104,104,3
88,107,103,92,103,87,88,86,85,104,104,3
88,103,107,88,107,87,88,86,81,96,108,3
71,79,79,67,79,67,71,78,70,75,88,7
79,103,95,75,96,78,78,79,79,95,97,4
75,95,91,71,87,70,74,79,72,91,93,4
93,111,111,92,109,89,90,92,90,108,110,3
88,107,107,83,109,89,86,92,90,108,110,3
88,95,103,83,100,78,86,83,83,99,101,3
88,103,99,83,100,81,86,79,79,99,105,3
84,99,95,75,100,85,86,87,83,103,105,3
59,61,51,67,60,63,59,67,60,66,72,5
78,91,91,74,91,72,79,82,76,92,93,4
70,83,83,66,88,72,67,74,76,75,97,4
63,67,100,85,77,75,83,44,133,56,101,2
90,104,104,85,95,83,83,82,83,102,105,3
82,96,96,78,99,79,83,85,87,106,105,3
79,91,91,72,88,73,78,80,72,94,90,4
87,103,108,90,115,90,93,84,87,106,111,3
79,95,99,83,97,83,85,88,87,111,115,3
83,95,99,83,102,87,89,88,83,102,115,3
83,103,88,72,97,87,82,80,83,98,94,3
63,63,57,64,75,62,60,72,68,77,74,7
97,120,120,97,120,98,88,92,107,126,133,3
82,102,97,80,98,76,84,80,78,99,100,3
44,34,34,136,31,139,41,43,135,34,128,2
89,106,102,90,115,94,88,88,88,107,122,3
89,106,106,87,111,91,84,88,92,112,113,3
82,102,106,87,102,83,88,88,85,103,113,3
82,102,106,83,102,87,84,84,85,103,104,3
80,94,89,72,95,74,84,84,75,95,100,4
80,94,89,68,91,74,76,71,75,72,104,4
64,69,40,128,34,146,46,51,104,37,139,2
88,111,111,87,103,85,84,84,83,103,113,3
88,111,102,83,99,85,84,88,87,103,109,3
80,98,89,72,75,67,71,75,71,79,81,7
88,121,121,99,116,96,88,90,103,118,117,3
80,95,95,78,99,75,79,82,81,100,100,3
88,107,107,88,107,87,88,82,81,104,108,3
88,107,107,92,107,87,84,86,89,109,112,3
84,103,99,81,99,79,79,70,66,75,80,3
88,111,103,87,109,92,90,92,90,112,119,3
67,72,45,116,37,125,43,46,135,32,124,2
51,45,32,150,40,114,52,42,135,37,110,2
59,58,107,87,43,111,66,46,127,37,110,2
88,111,107,92,109,92,90,92,98,117,114,3
84,99,79,62,79,66,66,67,60,73,75,7
71,79,79,71,71,63,70,71,60,73,72,7
86,109,109,92,112,94,92,89,90,115,124,3
78,96,91,74,73,90,63,53,108,37,124,2
66,63,37,125,34,135,42,44,143,31,124,2
70,79,79,66,70,60,67,63,55,71,82,7
92,112,117,98,115,94,93,88,87,106,115,3
