@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6,11,13-14,20,32-34,37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp22 numeric
@attribute Sp24 numeric
@attribute Sp25 numeric
@attribute Sp32 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
84,94,79,94,102,84,99,81,79,79,107,3
76,102,83,102,106,80,107,88,83,79,103,3
76,98,72,94,94,76,95,74,67,75,87,4
88,98,83,98,102,88,107,81,87,88,107,3
84,98,83,106,102,88,103,88,87,88,107,3
92,112,85,103,104,88,121,87,103,95,123,3
84,99,81,99,108,84,99,79,81,82,100,3
76,99,85,103,118,79,107,87,81,82,104,3
80,91,78,91,104,79,95,79,74,74,87,4
76,91,74,95,100,75,91,71,70,74,87,4
71,83,67,83,87,71,79,67,70,59,60,4
76,91,74,95,104,67,75,83,125,49,40,4
88,112,88,103,108,88,107,83,85,86,104,3
84,99,85,99,113,88,103,87,89,90,104,3
88,103,85,107,108,88,103,83,81,82,100,3
102,137,108,126,128,90,109,92,86,87,103,3
75,87,71,91,93,74,87,66,68,75,84,4
71,75,67,75,85,66,71,81,127,46,32,2
88,103,87,103,113,90,104,85,90,96,108,3
84,103,87,111,109,90,104,85,90,96,112,3
93,107,87,107,109,90,109,89,86,92,108,3
88,107,87,111,113,86,96,85,86,92,108,3
84,99,87,99,100,90,109,89,86,83,103,3
88,95,79,95,100,86,104,85,83,83,99,3
88,99,79,99,100,82,100,78,79,83,95,3
67,64,67,61,85,66,71,66,60,63,66,5
95,123,100,100,108,96,127,86,97,78,106,3
70,83,66,79,88,67,81,72,108,47,40,2
70,79,66,71,96,59,60,116,136,44,34,2
90,104,92,109,112,92,108,90,90,93,111,3
86,96,81,104,112,87,99,86,87,89,106,3
86,104,85,100,104,83,103,83,87,89,97,3
74,75,66,79,76,71,81,64,65,70,88,7
87,103,90,122,130,93,115,104,109,88,125,3
96,127,105,108,105,93,130,97,102,84,111,3
75,88,72,81,86,67,75,90,135,47,34,2
87,99,86,103,114,82,97,90,87,92,106,3
87,108,90,108,110,89,106,87,91,88,111,3
93,115,101,125,129,88,125,109,99,92,116,3
78,102,83,102,105,76,102,79,78,80,99,3
82,88,73,92,93,80,94,68,70,71,79,4
85,97,83,102,114,84,111,91,92,92,112,3
89,106,87,106,105,88,102,83,81,80,95,3
41,31,139,40,106,43,31,132,129,48,37,2
88,106,87,102,115,88,107,88,92,88,103,3
88,106,87,106,111,84,99,88,87,88,103,3
88,106,87,111,115,88,103,88,92,88,111,3
88,106,91,106,111,88,103,88,83,88,103,3
88,106,87,111,111,88,107,85,87,88,103,3
76,85,72,85,86,71,83,74,71,75,83,7
76,91,70,79,100,59,58,116,133,43,34,2
43,31,135,34,128,48,37,129,125,46,32,2
88,103,85,103,113,88,107,87,89,86,109,3
88,107,87,107,109,66,71,81,79,87,99,3
88,103,87,103,104,90,109,89,86,87,112,3
88,107,87,107,109,86,104,89,90,87,108,3
88,107,87,111,113,90,104,85,98,92,117,3
90,123,103,118,117,92,122,94,94,93,115,3
86,109,85,100,100,92,108,83,90,89,106,3
46,32,129,34,122,46,34,131,126,47,34,2
86,109,85,109,112,87,108,90,90,93,111,3
92,112,90,112,119,93,115,90,87,84,106,3
96,112,94,108,105,93,115,94,87,92,106,3
46,37,127,34,119,47,34,126,120,47,37,2
92,112,90,108,119,93,106,94,91,88,111,3
75,91,72,84,90,63,71,58,50,60,62,5
75,84,72,84,79,67,71,62,54,64,69,7
71,77,64,77,75,70,79,73,76,76,85,7
97,125,101,120,119,97,115,94,88,84,107,3
53,49,108,37,124,53,40,135,139,46,31,2
50,43,115,34,135,50,40,116,103,50,36,2
85,106,90,106,110,84,102,87,88,88,107,3
82,92,76,88,82,60,69,57,45,60,57,5
78,88,73,84,78,60,66,57,49,60,57,5
70,84,65,79,78,64,69,54,49,56,54,5
67,75,62,71,70,60,62,61,63,64,68,7
67,75,58,63,74,64,73,61,67,71,79,7
67,75,62,67,70,64,69,57,59,68,71,7
88,111,87,106,111,88,107,85,83,84,99,3
44,29,135,34,131,46,36,135,137,44,32,2
92,111,87,111,115,92,107,88,92,88,111,3
88,107,88,112,118,93,111,92,92,95,113,3
56,57,45,57,67,55,54,46,44,59,56,5
71,75,63,79,75,67,72,58,55,63,67,7
48,34,125,37,109,49,34,122,116,46,37,2
88,107,92,111,109,90,113,92,83,83,99,3
84,95,83,87,89,74,91,74,68,67,77,7
55,54,37,54,63,56,53,44,53,56,54,5
59,54,42,54,67,59,53,44,49,56,51,5
95,109,89,109,117,96,112,94,94,97,115,3
82,96,78,96,100,79,91,79,80,78,88,4
82,91,78,83,108,79,95,75,80,78,88,4
46,34,144,32,138,56,42,146,133,44,34,2
43,32,144,32,138,42,32,142,143,44,34,2
46,32,144,32,133,46,32,142,140,44,34,2
46,34,114,34,112,49,34,116,119,44,34,2
90,113,96,113,112,92,108,83,76,78,88,3
86,104,85,96,96,79,84,64,58,63,67,7
96,112,90,112,119,97,115,94,94,88,106,3
79,95,75,77,114,78,88,76,76,72,81,2
71,77,79,42,130,78,88,90,76,57,49,2
56,42,120,32,130,63,63,133,113,47,31,2
42,32,146,34,130,47,37,143,142,44,31,2
42,34,142,32,135,44,34,143,142,47,31,2
46,34,127,34,105,44,37,129,124,44,34,2
46,34,116,34,114,47,34,122,120,47,37,2
49,37,116,40,105,47,37,119,105,50,40,2
