@relation satimage

@attribute Sp13 numeric
@attribute Sp14 numeric
@attribute Sp15 numeric
@attribute Sp29 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp36 numeric
@attribute Sp41 numeric
@attribute Sp44 numeric
@attribute Sp46 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
122,99,64,107,107,118,96,96,122,66,96,1
122,96,66,108,112,114,98,101,119,67,101,1
93,75,51,83,83,100,81,83,101,56,83,1
114,90,63,97,88,97,83,102,111,64,83,1
119,94,67,106,106,120,94,96,122,68,92,1
122,96,64,107,116,118,100,96,112,66,96,1
118,92,71,91,91,100,87,81,104,56,89,1
133,103,84,103,79,96,79,92,112,82,89,1
105,86,59,92,88,105,87,83,98,53,83,1
89,76,50,77,89,98,83,85,104,64,92,1
118,96,71,113,113,117,100,90,114,67,86,1
100,81,64,99,99,109,87,100,122,63,92,1
124,101,67,111,111,119,94,102,120,68,98,1
117,92,66,103,108,124,98,90,119,74,104,1
82,72,52,75,84,97,80,72,94,53,76,1
106,87,53,95,83,100,81,83,100,51,79,1
88,78,63,103,99,101,83,101,119,67,90,1
122,96,70,108,103,119,90,90,114,63,87,1
105,86,59,97,106,110,90,87,111,60,94,1
118,96,64,111,107,118,96,89,112,63,96,1
122,99,68,111,111,123,100,100,127,66,103,1
89,75,55,71,71,80,70,72,86,52,72,1
100,83,51,83,75,92,78,86,97,52,79,1
84,70,59,81,91,101,90,87,110,67,90,1
122,96,64,111,111,123,100,85,122,66,100,1
100,92,56,84,81,97,79,83,101,50,80,1
119,98,67,111,106,114,97,98,120,68,94,1
112,92,78,99,95,110,90,87,110,60,90,1
93,80,50,69,69,90,76,78,87,50,74,1
124,98,75,111,102,119,97,102,125,68,98,1
110,90,59,92,92,105,87,83,94,53,83,1
115,94,68,103,107,118,96,96,118,71,92,1
104,87,75,83,87,104,89,83,97,59,75,1
97,83,75,120,120,124,101,91,120,76,94,1
111,87,57,83,83,96,85,87,100,63,87,1
114,90,60,98,94,111,87,88,108,56,88,1
96,74,63,99,108,119,98,83,114,67,94,1
118,96,67,104,91,100,85,90,101,56,83,1
114,94,63,106,106,115,94,96,113,71,96,1
114,90,67,102,111,125,102,96,118,84,103,1
101,83,56,88,92,101,87,83,106,60,87,1
118,92,75,100,104,117,96,90,119,59,94,1
114,94,63,111,106,114,97,98,120,64,98,1
122,92,63,103,99,110,94,97,124,67,94,1
105,87,67,85,81,90,76,81,104,60,85,1
114,90,67,102,106,115,94,78,104,64,88,1
90,75,49,75,71,89,73,83,98,53,79,1
109,92,75,87,96,104,89,83,90,59,79,1
120,98,72,112,103,118,88,100,123,67,96,1
97,83,59,84,79,93,80,76,94,53,76,1
113,92,71,109,104,117,92,94,110,59,90,1
100,83,63,83,87,108,85,83,97,59,86,1
86,72,52,79,75,93,73,76,98,57,72,1
115,98,72,107,103,118,92,92,113,71,96,1
100,78,56,95,95,100,87,89,112,66,89,1
122,96,76,111,103,118,96,96,112,78,96,1
105,86,63,102,97,105,80,94,120,64,94,1
110,87,70,94,81,102,83,96,113,53,88,1
114,94,67,102,97,110,87,91,106,64,87,1
124,98,63,102,106,114,90,98,106,60,87,1
115,94,57,83,79,100,81,83,96,48,75,1
124,97,63,111,106,125,98,96,122,64,99,1
98,83,57,91,91,104,85,83,113,59,92,1
84,70,56,77,84,97,83,69,93,57,80,1
125,98,68,91,91,108,88,92,100,59,92,1
100,85,66,88,84,93,83,90,97,63,80,1
128,100,75,113,113,127,100,98,124,63,98,1
109,92,67,87,91,112,89,90,114,63,90,1
98,83,68,99,95,108,85,96,123,71,96,1
105,87,60,98,106,115,94,92,118,71,92,1
105,83,57,94,94,106,83,92,108,56,85,1
125,102,68,116,112,128,96,100,128,71,100,1
123,100,63,109,109,122,100,94,119,67,94,1
89,73,50,77,73,98,76,78,96,53,74,1
97,79,52,75,71,78,73,87,94,57,76,1
120,94,76,83,79,96,81,92,96,63,83,1
100,83,63,96,96,112,89,94,110,67,94,1
79,67,56,68,72,85,75,66,80,52,74,1
82,75,56,84,84,101,83,76,90,53,76,1
123,96,67,113,109,122,100,86,124,63,98,1
104,81,74,112,112,124,101,94,119,74,101,1
106,91,60,103,107,118,96,83,109,67,96,1
128,99,80,116,116,128,100,100,127,66,100,1
122,103,71,111,103,118,96,100,122,70,103,1
83,67,53,72,75,85,75,70,84,56,74,1
97,83,59,75,84,97,80,87,111,64,91,1
85,75,51,71,71,84,78,72,86,49,75,1
110,87,60,85,89,106,87,78,96,53,88,1
109,92,67,113,104,108,92,90,110,67,86,1
113,96,71,104,100,112,92,94,114,75,98,1
90,76,53,75,79,96,78,83,89,59,87,1
113,88,60,83,75,93,79,92,108,52,81,1
93,79,56,88,88,101,83,76,94,57,79,1
101,83,57,85,85,98,83,78,96,53,81,1
124,104,63,111,111,120,98,99,122,68,99,1
125,98,64,107,107,122,99,96,118,71,104,1
96,78,66,99,112,119,101,76,114,74,101,1
93,83,63,92,84,97,83,83,102,60,76,1
84,78,56,84,81,97,79,80,97,57,76,1
114,94,67,111,111,125,102,96,122,68,99,1
105,90,63,88,97,114,90,83,98,68,87,1
101,79,67,88,97,110,87,79,94,64,83,1
90,79,49,75,75,97,80,76,90,50,76,1
101,83,56,88,84,101,80,79,98,53,79,1
96,78,46,75,79,96,79,85,108,56,81,1
101,83,59,79,88,105,87,79,98,64,83,1
118,96,63,100,109,122,100,86,110,67,98,1
104,89,66,99,95,119,90,83,110,57,87,1
119,97,70,111,106,115,94,96,122,71,99,1
109,87,79,100,113,117,96,86,119,79,101,1
100,81,49,70,70,90,75,73,85,50,76,1
113,92,75,100,96,108,92,90,105,59,86,1
104,85,56,84,81,93,79,83,105,53,80,1
114,90,63,98,106,115,94,74,96,68,88,1
84,74,52,70,70,86,72,73,89,53,73,1
115,94,68,107,112,122,103,96,123,67,96,1
111,98,72,99,107,122,103,96,113,71,96,1
124,101,67,115,115,125,98,99,122,64,103,1
118,96,76,116,107,123,96,92,117,66,92,1
118,96,64,107,111,123,96,78,112,63,96,1
96,78,56,103,91,109,87,81,108,66,92,1
112,92,70,95,95,105,90,83,93,63,83,1
114,90,63,89,94,102,83,92,113,68,88,1
110,87,57,81,81,90,76,74,91,56,78,1
89,80,50,69,73,94,76,74,87,50,78,1
110,94,63,102,106,124,104,91,111,72,102,1
89,76,57,77,77,94,79,85,100,56,78,1
90,72,50,71,68,83,70,75,85,51,71,1
119,94,63,115,111,125,98,96,122,60,96,1
114,94,67,106,106,119,97,94,120,64,102,1
105,86,52,71,67,89,73,72,86,50,76,1
93,75,59,92,102,114,90,91,111,68,94,1
97,83,52,84,84,93,76,83,102,57,79,1
109,79,67,104,91,104,78,98,110,67,79,1
113,88,60,99,91,93,79,100,122,66,89,1
124,98,63,111,111,119,101,102,125,68,98,1
90,75,56,84,84,93,76,79,98,60,87,1
111,91,64,103,91,100,81,100,118,63,92,1
102,79,53,87,95,108,85,79,104,51,83,1
118,92,63,100,104,108,96,83,105,63,79,1
114,90,63,106,94,102,79,96,122,68,88,1
109,92,84,104,109,112,96,90,114,63,90,1
