@relation satimage

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp14 numeric
@attribute Sp16 numeric
@attribute Sp22 numeric
@attribute Sp24 numeric
@attribute Sp25 numeric
@attribute Sp32 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
52,66,72,70,82,50,71,65,72,53,69,1
56,79,78,79,100,59,83,83,81,63,83,1
63,109,96,109,117,63,108,94,94,63,102,1
63,106,90,106,114,60,94,91,92,64,95,1
59,87,87,83,100,56,87,81,79,52,70,1
59,88,86,95,101,60,75,83,79,60,81,1
67,115,101,120,129,64,111,102,99,68,116,1
64,99,92,99,122,63,103,96,96,70,104,1
64,106,94,106,115,64,103,92,92,63,99,1
63,83,78,91,108,63,84,86,94,74,115,1
56,79,81,83,100,63,84,75,83,67,88,1
71,107,100,111,113,70,100,96,98,71,99,1
63,104,92,100,112,59,91,86,87,57,88,1
66,109,96,109,112,67,112,98,101,67,115,1
53,89,87,89,102,53,87,85,83,51,79,1
63,79,83,88,101,64,81,83,81,60,87,1
52,70,75,73,97,50,71,80,79,60,89,1
68,99,88,91,104,63,95,83,89,52,83,1
67,84,83,77,97,63,79,80,91,64,98,1
67,106,94,111,114,68,111,98,99,71,112,1
52,83,81,75,96,52,81,79,80,50,75,1
66,100,92,96,117,59,95,86,90,63,111,1
64,107,96,107,113,59,103,96,92,66,104,1
57,94,87,102,115,56,95,92,92,67,103,1
56,91,88,95,108,63,95,92,89,63,100,1
66,104,96,109,127,63,103,98,94,63,106,1
60,97,90,102,110,53,85,83,74,53,75,1
53,87,85,75,91,51,75,75,78,46,75,1
68,107,96,112,122,71,107,100,100,70,113,1
63,97,87,97,114,57,94,79,81,53,87,1
71,108,94,108,119,70,106,97,94,72,106,1
50,66,76,66,82,53,64,67,71,51,68,1
67,103,94,108,114,67,111,97,98,72,111,1
79,99,86,99,114,74,97,94,91,53,85,1
70,113,96,113,122,71,108,98,97,63,111,1
55,72,71,68,81,52,71,70,72,56,73,1
50,71,70,71,91,51,72,75,74,49,71,1
57,79,80,84,93,57,77,79,85,60,83,1
63,111,101,111,124,60,111,98,99,64,107,1
59,99,90,99,119,60,88,87,87,60,94,1
53,73,76,77,94,53,79,81,79,71,99,1
71,111,100,111,118,70,118,100,98,63,108,1
63,100,96,109,122,67,103,98,90,67,102,1
53,81,79,77,98,53,83,78,79,55,79,1
60,91,85,91,108,59,95,87,89,52,87,1
68,99,88,99,104,67,99,92,89,63,91,1
67,91,87,91,104,63,83,85,86,59,88,1
50,79,80,79,93,53,77,76,85,60,83,1
66,100,89,96,100,59,84,86,83,63,84,1
56,87,81,83,96,59,87,75,89,59,91,1
50,71,76,67,85,53,69,72,74,53,75,1
71,112,96,112,113,71,111,100,96,74,113,1
50,73,76,69,82,56,68,70,71,55,75,1
53,85,87,73,82,53,79,74,71,51,68,1
92,115,102,115,115,97,121,96,92,75,107,1
64,87,85,83,96,63,95,83,89,66,100,1
60,94,87,94,102,60,87,81,83,55,79,1
63,79,83,87,96,59,79,81,79,56,81,1
63,106,97,111,119,64,111,98,99,68,107,1
57,106,90,111,119,60,102,94,92,64,103,1
60,83,81,83,100,67,83,83,92,66,87,1
64,112,96,112,122,71,111,96,100,63,104,1
78,115,97,111,114,72,102,91,96,60,103,1
64,107,92,107,113,63,103,96,96,66,104,1
60,84,80,75,97,60,81,79,81,68,83,1
93,120,104,120,119,80,111,94,88,71,103,1
71,107,96,107,118,63,96,92,90,63,95,1
71,103,98,112,114,70,106,97,94,72,106,1
57,88,87,97,119,53,85,91,92,60,103,1
67,115,104,106,105,68,115,102,103,68,112,1
75,99,96,99,113,66,96,81,86,59,95,1
74,115,101,115,124,72,115,98,99,68,112,1
68,106,94,111,120,64,103,96,96,67,107,1
57,97,94,88,89,53,85,76,78,50,68,1
56,70,72,84,101,53,75,73,76,57,77,1
52,83,81,87,112,56,84,86,87,60,88,1
79,111,96,116,123,66,96,92,94,67,103,1
75,99,86,103,105,74,115,101,98,72,115,1
67,115,97,115,119,68,111,94,96,71,112,1
71,108,90,88,79,70,111,87,94,64,89,1
66,113,100,109,117,67,108,98,101,67,115,1
70,118,100,113,122,67,108,98,94,67,111,1
67,108,98,108,119,63,111,101,98,64,102,1
71,83,85,79,100,71,79,83,78,63,79,1
60,99,92,99,118,63,99,96,92,70,104,1
56,87,78,87,104,63,95,87,89,66,100,1
63,95,86,84,93,63,84,80,79,64,81,1
59,91,86,91,101,53,79,80,83,57,85,1
67,116,100,111,123,66,113,100,101,71,112,1
75,99,83,107,113,78,109,92,90,63,91,1
60,111,98,106,120,60,107,99,96,71,116,1
67,111,96,107,118,66,113,96,94,63,112,1
63,111,101,115,124,64,111,102,99,68,116,1
53,75,80,71,89,53,77,79,78,53,75,1
52,73,79,73,93,50,71,80,76,50,73,1
68,115,102,115,111,64,116,103,100,71,116,1
63,100,92,96,108,63,99,90,90,67,102,1
63,100,92,104,112,59,88,90,87,60,97,1
53,71,74,71,83,55,79,75,78,52,75,1
67,103,94,108,119,67,92,90,83,64,102,1
60,103,92,99,118,63,107,92,81,63,91,1
63,102,90,102,119,64,102,94,92,64,107,1
71,107,96,107,113,67,107,96,92,66,104,1
84,106,91,115,125,92,116,103,100,79,107,1
