@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2,5,8-9,14,19,21,24,28,32-35,37'

@attribute Sp12 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp19 numeric
@attribute Sp25 numeric
@attribute Sp31 numeric
@attribute Sp33 numeric
@attribute Sp36 numeric
@attribute Sp41 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
102,80,79,76,112,113,80,78,83,79,79,95,100,3
94,76,79,68,87,87,60,74,83,79,75,79,96,5
81,68,65,64,79,83,71,63,67,67,67,72,81,7
107,80,88,80,107,104,79,79,85,85,82,100,108,3
112,88,85,97,111,113,93,87,92,89,90,109,112,3
99,84,85,88,99,100,88,83,89,85,82,100,100,3
91,80,78,76,95,93,75,71,85,85,82,96,100,7
68,53,70,53,61,85,55,67,66,63,59,56,76,5
103,79,79,79,104,108,78,78,83,79,83,95,93,3
99,84,87,84,67,104,86,85,105,75,83,99,105,3
103,88,87,88,100,112,86,85,83,86,87,95,105,3
107,84,83,88,104,108,86,85,83,86,87,103,105,3
107,88,87,93,109,112,86,81,83,83,92,103,110,3
54,55,67,55,60,76,59,70,57,60,63,66,72,5
51,55,62,51,56,76,56,70,60,64,59,57,75,5
87,74,66,70,84,90,75,75,69,69,74,88,93,4
109,90,85,90,103,114,92,86,94,87,89,111,110,3
104,86,89,90,108,110,92,86,87,87,89,106,114,3
96,82,85,82,95,105,87,83,87,87,89,106,114,3
71,66,66,59,77,75,63,57,69,69,67,79,82,7
103,87,86,87,115,124,93,101,98,98,88,125,131,3
37,46,131,46,34,124,44,133,139,135,44,31,125,2
77,83,83,87,56,101,82,83,120,83,84,102,106,3
103,87,83,92,106,114,93,90,87,87,88,111,111,3
103,92,86,87,106,110,89,87,87,91,92,111,115,3
102,82,83,82,98,102,80,79,78,78,80,95,100,3
102,78,80,82,98,98,80,72,74,78,80,99,100,4
88,67,80,57,49,125,47,135,146,143,46,31,133,2
34,44,133,53,31,131,44,120,135,132,46,34,118,2
111,89,87,89,102,106,88,83,88,88,88,107,113,3
111,93,87,89,106,111,84,87,88,85,88,107,104,3
97,85,87,85,102,106,88,87,85,88,88,103,113,3
102,85,80,85,106,115,84,87,88,92,84,107,113,3
106,82,87,82,98,98,76,76,67,67,71,75,87,3
31,44,135,44,31,128,43,135,137,129,48,37,123,2
34,44,135,47,31,128,46,132,129,125,44,34,118,2
73,84,83,88,51,104,88,88,125,92,79,91,100,2
102,88,87,88,103,113,88,88,87,87,93,107,113,3
111,92,91,88,107,113,88,88,92,87,88,107,113,3
106,88,87,88,107,113,84,85,87,83,84,103,104,3
111,88,91,88,107,113,88,88,87,92,88,107,109,3
111,88,91,88,112,113,88,85,96,87,88,107,109,3
94,76,72,76,75,79,68,67,67,67,71,79,85,7
107,88,85,88,107,109,88,87,85,85,86,104,108,3
107,88,85,84,103,104,84,83,89,89,86,104,108,3
103,88,88,88,107,109,88,87,85,81,86,104,108,3
83,76,70,76,87,89,75,67,66,74,74,83,84,7
99,79,79,84,109,104,82,81,90,83,83,99,101,3
32,44,150,44,29,138,46,151,139,157,42,30,140,2
107,88,87,93,109,112,86,89,90,90,92,112,119,3
107,88,87,84,113,112,86,89,86,86,87,108,110,3
103,88,87,93,104,108,86,85,90,83,83,99,110,3
79,71,62,79,79,76,70,63,64,64,71,77,75,7
29,46,133,46,30,124,46,131,143,136,42,34,119,2
71,82,81,90,51,101,87,83,115,94,82,92,101,2
109,86,89,86,103,110,87,90,87,87,89,106,114,3
104,90,85,90,112,124,92,94,90,94,89,111,110,3
104,86,81,86,95,93,75,72,62,58,67,71,78,7
45,46,139,42,37,110,44,143,131,113,50,46,111,2
34,49,131,46,34,114,44,126,131,128,44,34,115,2
34,46,127,46,37,119,47,126,120,124,44,34,120,2
51,75,79,87,40,105,82,80,120,109,64,69,102,2
103,87,86,87,106,114,89,90,87,87,88,106,111,3
108,92,86,87,111,114,89,87,87,91,92,111,115,3
103,87,86,87,106,110,89,90,91,91,92,111,111,3
112,83,83,83,106,114,89,87,87,87,88,111,115,3
112,96,94,92,120,114,89,94,94,87,80,98,102,3
66,67,60,67,67,70,67,69,54,61,68,81,86,7
77,71,72,75,79,82,67,65,68,61,68,69,71,7
106,74,83,53,102,102,53,116,85,74,64,64,104,2
29,44,143,44,31,136,44,142,128,143,46,29,133,2
34,42,129,44,31,120,44,128,132,128,46,34,122,2
111,93,87,93,102,111,88,91,88,85,88,103,113,3
37,44,120,47,34,118,46,128,112,112,48,37,113,2
37,44,120,50,34,118,50,128,125,125,48,34,123,2
69,60,57,64,54,56,60,49,42,46,59,51,67,5
81,76,72,76,83,79,71,63,67,62,67,72,70,7
31,46,128,46,34,128,48,125,133,125,46,32,112,2
99,84,88,88,95,109,88,92,107,81,86,100,108,3
103,88,85,88,103,109,93,92,89,85,90,109,117,3
107,92,92,92,107,113,88,87,89,92,90,113,112,3
112,92,92,92,111,118,93,92,89,92,95,113,117,3
95,84,79,84,96,104,82,81,75,79,83,91,101,4
34,44,146,44,32,138,46,144,146,142,46,32,130,2
32,48,133,48,32,127,49,133,139,135,42,32,124,2
40,51,100,48,32,112,52,103,127,124,49,40,105,2
107,93,87,88,109,112,90,92,90,90,92,108,119,3
61,55,29,55,67,62,56,48,42,42,52,51,72,5
75,71,67,71,71,73,66,63,64,60,63,70,75,7
118,99,92,95,112,114,92,86,83,80,82,88,89,3
96,82,78,78,91,93,79,75,76,76,78,88,97,4
56,46,144,43,77,114,42,146,76,90,47,37,119,2
29,46,133,46,32,130,42,127,111,136,44,31,124,2
99,83,75,79,88,93,78,76,76,79,80,89,98,4
112,92,90,96,115,119,97,97,94,94,88,111,115,3
60,59,57,63,60,74,67,62,61,61,60,62,82,7
34,44,136,44,31,125,44,128,132,125,46,34,118,2
37,44,129,44,34,115,44,120,121,121,50,36,122,2
53,50,101,44,29,106,44,116,135,128,43,29,122,2
89,80,79,80,103,100,84,78,79,79,79,95,96,4
89,80,79,84,95,100,80,81,79,79,79,91,93,4
89,84,76,76,95,96,71,74,79,75,79,91,96,4
94,76,72,76,91,91,76,74,75,75,84,95,100,4
31,47,139,47,29,133,46,139,137,141,44,32,128,2
115,88,91,88,99,104,84,78,79,75,84,95,100,7
69,57,46,53,75,71,64,59,75,75,63,64,85,5
55,53,50,57,54,67,53,52,67,62,59,48,74,5
29,44,113,44,29,122,43,128,146,137,41,27,123,2
87,76,74,80,95,96,84,79,78,78,82,96,100,4
95,80,81,80,95,100,84,79,78,81,82,96,104,4
99,80,81,84,99,100,84,79,81,78,78,96,104,4
87,76,78,80,95,96,79,79,74,81,82,96,104,4
29,43,128,40,27,123,41,133,151,147,43,27,122,2
37,51,104,55,32,122,56,100,105,83,63,66,79,2
75,71,67,71,83,84,70,66,64,68,71,81,82,7
87,71,75,71,83,88,74,74,75,75,75,84,90,7
27,41,133,44,27,122,43,129,146,135,42,30,119,2
96,82,81,82,95,101,79,83,80,80,82,92,101,4
100,82,78,78,99,101,79,79,80,76,78,92,97,4
34,46,125,46,37,105,46,109,108,111,47,46,105,2
67,63,55,63,66,68,67,57,55,55,63,67,74,7
83,74,70,74,88,93,75,72,76,73,70,84,85,7
60,59,70,59,63,86,59,68,73,73,57,53,85,5
99,79,83,79,92,101,78,76,79,79,84,102,102,4
51,56,68,52,53,74,53,69,65,68,53,46,90,5
32,49,72,52,37,93,50,80,120,105,47,37,94,2
106,85,80,85,111,106,88,83,96,92,92,107,113,3
