@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R2-3,10,12,14-15,20,22-23,26,29,32-33,37'

@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp21 numeric
@attribute Sp23 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp32 numeric
@attribute Sp34 numeric
@attribute Sp35 numeric
@attribute Sp38 numeric
@attribute Sp42 numeric
@attribute Sp45 numeric
@attribute Sp46 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
94,98,102,79,99,104,85,103,118,103,79,87,79,3
106,106,106,83,107,118,85,103,113,103,93,87,88,3
106,115,106,87,103,108,85,99,104,103,84,83,84,3
98,98,94,83,99,100,78,87,96,95,79,83,79,3
66,86,49,65,68,79,70,54,71,61,55,67,55,5
99,104,99,81,99,104,79,103,104,123,82,85,82,3
95,100,87,74,87,93,67,87,96,87,74,66,74,4
103,104,107,88,99,104,87,99,109,40,63,85,82,3
103,113,112,88,103,113,92,107,109,104,90,85,90,3
112,118,103,85,116,118,92,107,113,109,90,92,90,3
103,113,112,92,107,113,87,107,109,109,90,89,90,3
112,118,107,92,107,109,92,107,109,104,90,89,86,3
99,104,107,87,100,108,81,100,104,108,83,83,79,3
107,109,107,87,100,104,81,104,104,103,79,83,83,3
95,100,95,75,96,96,70,91,92,95,83,72,83,4
75,81,75,79,60,96,100,40,112,37,46,131,46,2
83,85,79,67,96,100,70,75,88,103,79,72,71,7
48,70,48,67,53,76,70,40,69,66,59,64,56,5
113,122,123,100,103,114,109,127,130,115,93,104,93,3
109,112,104,85,108,119,86,103,105,106,89,90,85,3
100,104,96,85,95,105,79,99,105,102,82,87,89,3
99,105,95,75,102,101,80,97,101,98,80,76,84,3
77,86,60,98,49,110,122,37,119,34,47,135,44,2
45,119,32,131,34,124,136,31,124,34,44,139,44,2
48,110,99,83,34,119,97,92,101,31,44,120,64,2
103,110,108,86,106,114,94,106,114,111,92,87,88,3
99,105,108,90,111,114,87,106,110,111,88,91,88,3
108,110,108,86,106,110,90,102,114,115,92,94,88,3
103,110,103,83,106,114,87,106,114,106,92,87,92,3
103,110,95,79,106,114,83,102,105,106,88,83,88,3
99,97,95,83,102,105,83,102,105,106,88,87,88,3
99,105,103,86,106,114,83,102,105,102,84,83,80,3
92,93,84,69,85,90,72,81,94,68,56,103,56,4
106,114,106,90,111,115,87,111,111,107,84,85,84,3
106,114,102,83,102,102,79,98,106,99,80,74,76,3
102,105,106,87,98,98,83,98,102,95,76,70,68,3
88,89,88,69,89,86,72,85,86,75,68,67,71,7
131,136,120,98,126,139,103,121,133,126,88,104,88,3
98,98,94,76,95,100,74,95,100,95,84,75,79,3
34,125,34,135,31,133,146,31,139,32,44,150,44,2
102,106,106,87,103,108,88,103,113,107,88,92,84,3
98,102,94,76,79,83,67,75,87,79,75,71,71,7
99,104,99,78,103,104,79,99,104,113,86,85,82,3
95,100,91,74,95,100,75,72,96,79,66,92,56,2
68,100,54,92,34,128,129,37,118,34,43,133,46,2
54,108,45,114,34,123,121,45,113,32,46,136,46,2
45,113,31,143,45,113,137,32,139,32,52,114,52,2
34,133,31,146,37,128,150,32,139,40,52,122,46,2
31,139,31,139,29,145,150,27,134,32,46,151,46,2
31,139,31,139,29,139,146,29,134,29,46,151,46,2
31,128,51,103,34,123,129,37,123,34,46,129,46,2
107,113,107,88,107,109,92,107,109,104,86,89,86,3
112,113,103,88,103,109,83,103,109,109,82,85,82,3
103,108,103,92,107,109,92,111,113,104,90,85,90,3
107,113,103,85,103,109,87,107,109,100,86,85,90,3
95,91,79,67,79,77,67,79,89,75,66,63,70,7
75,87,79,67,79,85,67,79,85,83,74,66,70,7
107,113,107,87,109,112,89,109,112,108,92,90,92,3
107,109,103,87,104,108,81,104,108,95,75,72,75,3
103,113,103,87,104,108,85,96,100,84,75,68,67,3
79,85,79,67,79,80,70,79,80,70,71,64,71,7
79,85,87,71,75,76,63,79,84,77,71,64,71,7
123,133,123,103,122,130,105,122,130,125,93,104,97,3
109,104,109,89,103,114,90,112,119,111,93,87,93,3
113,122,113,92,108,114,86,99,101,92,78,73,70,3
71,80,79,70,73,79,60,70,75,84,67,58,63,7
73,101,42,124,37,119,133,31,129,29,47,135,50,2
103,110,103,86,106,114,90,111,110,106,88,87,88,3
95,101,84,72,79,78,58,71,78,66,64,50,60,5
77,75,88,72,88,89,65,79,82,85,76,68,72,7
125,129,125,101,125,125,98,115,120,116,92,92,88,3
115,119,115,97,102,111,91,111,115,112,88,88,92,3
111,119,106,80,111,111,91,102,111,107,88,85,84,3
34,119,34,122,37,120,120,37,120,34,43,121,46,2
111,110,92,76,85,90,61,69,67,57,53,38,53,5
79,82,88,69,77,82,76,85,90,79,71,70,68,7
102,106,111,91,107,108,85,103,113,107,88,83,88,3
111,111,111,91,103,113,88,107,113,107,93,92,93,3
66,67,66,54,57,56,49,57,67,54,59,46,59,5
69,71,62,50,57,67,49,54,67,51,59,50,55,5
73,82,81,76,79,87,70,83,87,83,71,67,71,7
69,74,66,57,71,79,59,68,71,72,71,67,71,7
95,100,64,96,99,100,79,83,93,96,82,81,82,4
112,113,112,96,111,113,83,95,100,104,78,81,74,3
107,122,87,67,87,96,67,75,74,87,74,66,70,7
79,79,83,67,79,85,75,91,96,67,66,63,70,7
111,113,111,92,109,117,92,113,117,112,92,98,96,3
111,118,111,92,113,117,96,109,117,112,96,94,92,3
111,118,107,92,118,122,96,113,122,112,92,90,92,3
111,118,107,87,113,112,92,113,112,103,83,83,79,3
75,74,51,29,79,80,52,56,62,70,59,42,52,5
54,67,54,50,56,73,55,49,69,51,56,60,59,5
32,133,32,136,32,124,139,34,124,34,44,140,44,2
37,117,34,122,37,105,116,37,110,37,47,111,47,2
34,117,49,107,37,114,113,45,110,46,60,94,70,2
113,112,113,92,108,119,90,112,119,115,97,97,97,3
56,73,71,59,57,65,57,66,79,56,57,51,57,7
32,130,32,142,34,129,143,34,119,31,47,139,47,2
32,124,32,127,43,110,136,31,124,43,47,120,44,2
37,110,37,116,40,110,111,40,105,43,60,91,64,2
112,119,117,94,115,114,94,115,114,111,88,87,88,3
88,93,37,133,89,94,76,49,115,91,84,74,68,2
31,114,37,122,31,125,124,34,115,29,46,125,50,2
63,97,92,76,77,78,61,81,90,71,68,59,68,7
92,97,102,83,81,90,76,98,102,75,71,67,71,7
106,114,97,76,98,106,79,89,94,95,80,74,68,3
97,105,88,73,89,94,65,77,78,83,68,67,71,7
53,67,53,58,59,78,65,49,74,57,56,70,53,5
60,70,53,83,46,94,116,29,115,34,43,139,43,2
60,70,43,101,34,111,124,29,106,29,43,135,43,2
37,101,60,55,31,106,94,52,78,29,40,132,46,2
31,136,31,139,31,133,135,29,128,32,44,129,44,2
40,115,40,120,36,122,117,45,113,34,48,129,48,2
81,90,81,65,79,83,67,79,87,75,71,67,75,7
52,78,52,50,54,79,63,45,75,58,55,71,55,5
52,71,55,65,51,67,56,54,79,51,55,54,55,5
55,78,49,50,54,79,63,51,67,45,55,67,55,5
31,133,29,132,32,123,129,32,118,32,46,122,49,2
87,96,112,92,83,89,75,103,104,79,70,63,66,7
99,104,95,78,95,104,75,95,100,87,82,78,82,7
51,71,51,56,48,74,54,51,67,49,52,63,56,5
48,91,29,139,51,85,112,29,128,53,56,70,52,2
54,75,64,78,51,74,67,61,89,46,52,66,56,5
95,96,95,79,96,96,78,91,96,103,83,79,83,4
99,100,95,79,100,96,78,96,104,99,79,83,79,4
99,96,58,100,100,100,81,100,100,103,83,86,92,4
32,123,32,125,32,117,122,34,122,37,46,109,49,2
75,77,75,62,75,76,63,83,80,77,67,64,71,7
75,85,79,67,79,84,66,75,80,77,71,68,75,7
51,81,48,62,60,80,70,49,76,60,59,68,59,5
27,134,27,129,29,117,151,27,127,37,46,142,42,2
96,104,87,78,103,105,86,103,105,106,93,90,93,3
56,104,34,129,81,93,105,37,114,102,67,80,50,2
32,117,34,125,37,105,109,40,105,40,47,104,53,2
32,122,29,129,30,119,127,34,119,37,53,119,53,2
87,92,87,74,84,86,72,91,90,79,74,69,78,7
43,104,27,151,48,90,116,30,124,37,42,129,42,2
95,101,91,75,92,101,76,92,97,102,84,83,84,4
57,86,60,68,56,82,76,56,82,59,57,76,57,5
54,82,37,116,49,89,115,29,114,37,50,102,44,2
92,101,92,76,98,102,79,102,102,112,92,88,92,3
92,97,92,83,102,102,83,98,106,107,88,81,88,3
43,97,46,104,62,94,91,69,98,95,71,78,68,2
37,124,43,119,55,111,87,73,78,75,68,59,64,2
75,78,79,65,73,78,61,77,74,75,68,56,68,7
75,82,79,73,69,86,72,73,86,71,64,78,68,5
49,74,53,58,49,82,61,55,78,54,56,78,53,5
102,106,98,79,112,118,88,107,118,111,93,96,97,3
69,71,69,54,68,75,52,71,67,72,67,54,67,7
73,74,77,61,71,71,59,71,75,72,67,58,67,7
73,86,69,72,68,87,74,71,87,68,67,79,67,5
73,86,77,72,71,87,74,75,83,72,67,67,67,5
112,118,107,85,111,118,96,111,118,118,95,92,95,3
107,118,112,92,111,109,87,107,113,109,95,89,90,3
75,71,75,59,68,74,58,72,70,71,66,55,66,7
71,71,71,56,72,74,58,72,70,71,66,55,66,7
71,75,75,59,75,77,67,79,81,75,70,66,74,7
54,83,54,70,68,81,71,54,100,71,66,63,70,4
111,118,111,87,113,117,92,113,122,112,96,94,92,3
75,77,79,67,75,80,66,79,88,81,71,64,67,7
32,100,37,112,32,104,111,32,104,51,46,116,46,2
29,100,32,104,40,96,92,32,104,32,49,101,46,2
118,122,113,96,112,119,94,117,119,115,93,90,101,3
75,76,71,55,77,75,64,81,79,75,67,65,70,7
71,73,71,55,81,79,60,73,72,84,70,65,67,7
71,76,71,55,73,82,57,70,72,75,67,58,67,7
75,88,79,74,77,90,75,84,93,84,74,76,74,4
63,80,71,63,73,79,60,66,68,75,67,65,67,4
79,92,56,100,77,79,72,81,93,75,67,65,70,4
40,92,29,107,40,97,113,30,101,34,50,119,44,2
99,105,84,68,88,97,69,71,74,94,72,68,64,7
73,75,73,60,75,78,62,75,82,73,64,61,64,7
88,93,73,60,79,89,65,75,78,85,72,79,72,4
67,70,67,51,66,71,54,69,74,68,64,52,68,7
67,74,71,58,77,74,57,73,74,75,64,63,68,7
79,85,84,76,89,98,79,85,98,95,71,81,76,4
75,78,79,62,85,90,72,85,86,95,76,81,76,4
43,105,34,111,66,106,113,34,102,87,60,103,46,2
106,115,115,94,107,113,96,116,122,111,93,92,97,3
98,98,94,76,91,96,74,87,91,83,75,71,75,7
98,98,94,76,91,100,74,91,100,87,75,75,79,7
73,74,85,79,83,83,67,83,96,75,67,67,75,4
29,111,31,124,31,104,132,29,113,32,44,125,41,2
107,118,107,88,107,113,83,99,109,109,86,85,86,4
99,104,99,85,103,109,83,107,109,100,86,89,86,4
103,108,87,74,107,109,79,91,93,100,78,70,74,4
68,67,75,56,68,70,54,72,77,71,66,55,66,7
75,79,75,59,75,74,58,75,77,75,66,59,66,7
