@relation satimage

@attribute Sp12 numeric
@attribute Sp15 numeric
@attribute Sp18 numeric
@attribute Sp21 numeric
@attribute Sp22 numeric
@attribute Sp25 numeric
@attribute Sp26 numeric
@attribute Sp28 numeric
@attribute Sp29 numeric
@attribute Sp37 numeric
@attribute Sp39 numeric
@attribute Sp46 numeric
@attribute Sp48 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
113,66,89,87,92,108,130,71,108,67,119,70,105,1
79,46,78,79,96,79,93,51,75,56,96,56,100,1
69,50,72,73,90,71,87,50,75,51,85,51,93,1
99,56,81,95,113,107,113,63,99,63,117,63,112,1
77,53,79,81,94,83,100,56,79,59,96,63,100,1
103,67,98,112,124,102,119,74,106,68,111,80,125,1
75,50,76,67,93,73,94,50,73,50,91,46,96,1
107,68,92,103,118,103,118,67,103,70,117,70,112,1
103,67,98,108,124,102,114,63,106,64,115,64,125,1
113,70,100,113,122,108,114,67,103,67,114,63,110,1
72,51,75,79,96,71,84,49,71,49,90,52,82,1
116,64,103,112,128,116,123,67,111,66,122,66,122,1
95,64,88,103,113,103,113,63,103,63,112,59,112,1
111,70,90,102,114,98,102,64,98,64,118,53,100,1
75,50,76,79,93,77,94,50,73,53,87,50,96,1
77,60,76,81,90,79,96,60,83,63,96,59,100,1
92,60,83,75,97,85,102,60,81,60,104,64,113,1
102,68,94,102,115,107,122,71,103,67,123,71,118,1
87,56,81,87,100,99,113,67,99,63,112,63,112,1
108,67,98,112,119,111,124,63,111,68,125,64,125,1
91,52,78,83,96,84,93,52,77,47,89,47,85,1
75,56,78,75,88,84,97,56,81,53,97,57,82,1
77,52,86,81,101,79,101,50,75,50,94,53,86,1
104,74,100,113,122,103,119,67,108,67,119,78,129,1
81,57,76,73,90,91,104,64,95,63,96,63,96,1
108,56,98,54,97,111,114,60,88,68,115,53,106,1
75,56,74,68,83,75,89,55,72,52,84,52,80,1
103,63,92,103,113,104,112,63,104,59,110,63,114,1
100,63,92,104,112,88,110,59,88,53,105,60,119,1
115,68,98,115,120,112,122,68,112,67,113,71,123,1
79,57,83,88,101,77,90,53,77,60,100,60,96,1
84,63,87,92,105,98,106,64,94,68,118,68,118,1
75,53,70,79,96,79,89,55,79,56,88,56,100,1
106,64,98,102,115,103,118,64,107,63,109,71,118,1
96,66,89,100,112,99,110,63,103,63,105,70,114,1
71,47,80,71,85,69,86,53,69,50,87,50,87,1
73,50,79,77,94,75,91,50,75,51,93,55,89,1
103,63,90,99,110,97,114,57,92,57,102,53,106,1
72,59,79,79,96,71,80,52,71,52,82,56,97,1
103,71,98,108,124,111,119,70,102,72,115,76,115,1
112,71,101,112,124,115,129,67,120,64,125,68,120,1
67,49,74,71,84,66,86,49,70,50,89,50,97,1
88,67,90,106,114,85,98,68,89,64,104,68,104,1
107,79,96,116,118,100,112,66,96,59,105,63,114,1
115,68,98,111,115,116,122,64,112,67,123,71,118,1
71,49,74,67,88,73,86,49,73,50,89,50,93,1
79,50,81,79,96,68,89,48,75,49,88,49,84,1
67,52,70,63,76,73,86,52,66,50,89,47,82,1
73,53,76,73,90,95,108,60,83,63,96,59,89,1
75,70,92,100,108,66,90,63,81,74,105,78,114,1
75,53,78,75,87,72,89,51,83,49,84,52,96,1
111,64,94,102,115,103,122,71,107,67,118,67,123,1
111,63,101,111,124,111,125,64,106,60,122,64,122,1
