@relation crx

@attribute A8 numeric
@attribute A9 {t,f}
@attribute A13 {g,s,p}
@attribute Class {positive,negative}

@data
125,t,g,positive
8625,t,g,positive
1,t,g,positive
665,t,g,positive
3,t,g,positive
0,t,g,positive
175,t,g,positive
0,t,g,positive
55,t,g,positive
18,t,g,positive
0,f,p,positive
396,t,g,positive
4,t,g,positive
125,t,g,positive
10,f,s,positive
175,t,g,positive
15,f,g,positive
2,t,g,positive
625,t,g,positive
7375,t,g,positive
75,t,g,positive
25,t,g,positive
10,t,g,positive
5,t,g,positive
125,t,g,positive
85,t,g,positive
458,t,s,positive
5,t,g,positive
25,t,g,positive
75,t,g,positive
1,t,g,positive
29,t,g,positive
246,f,g,positive
25,t,g,positive
15,t,g,positive
85,t,g,positive
175,t,g,positive
4,f,g,positive
54,t,g,positive
7,t,g,positive
629,t,g,positive
121,t,g,positive
5085,t,g,positive
3125,t,g,positive
15,t,g,positive
25,t,g,positive
0,t,g,positive
204,t,g,positive
1415,t,g,positive
2375,t,g,positive
429,t,g,positive
65,t,g,positive
25,t,g,positive
1335,t,g,positive
4,t,g,positive
5,t,g,positive
35,t,g,positive
1415,t,g,positive
15,f,g,positive
75,t,g,positive
46,t,g,positive
796,t,g,positive
425,t,g,positive
146,t,g,positive
0,t,g,positive
229,t,g,positive
25,t,s,positive
525,t,g,positive
165,f,g,positive
7,t,g,positive
29,t,g,positive
1275,t,g,positive
104,t,g,positive
0,t,g,positive
25,t,g,positive
25,t,g,positive
625,t,g,positive
75,t,g,positive
3165,t,g,positive
835,t,s,positive
6,t,g,positive
121,t,g,positive
35,t,g,positive
5335,t,g,positive
3165,t,g,positive
25,t,g,positive
3085,t,g,positive
1085,t,g,positive
604,t,g,positive
129,t,g,positive
14,t,g,positive
85,t,g,positive
0,f,s,positive
55,t,s,positive
7,t,g,positive
3,t,g,positive
2375,t,g,positive
225,t,g,positive
1,t,g,positive
15,t,g,positive
275,t,g,positive
2125,t,g,positive
175,t,g,positive
7875,t,g,positive
3,t,g,positive
20,t,g,positive
5,t,g,positive
75,t,g,positive
154,t,g,positive
2085,t,g,positive
15,t,g,positive
5,t,g,positive
45,t,g,positive
1875,t,g,positive
175,t,g,positive
335,t,g,positive
85,t,g,positive
875,t,g,positive
2,t,g,positive
1,t,g,positive
1,t,g,positive
15,t,g,positive
5,t,g,positive
6,t,g,positive
35,t,g,positive
2,t,g,positive
5125,t,g,positive
415,t,g,positive
5,t,g,positive
4,t,g,positive
225,t,g,positive
0,t,g,positive
7585,t,g,positive
1585,t,g,positive
504,t,g,positive
325,t,g,positive
13875,t,g,positive
65,t,g,positive
835,t,g,positive
0,t,g,positive
125,t,g,positive
15,t,g,positive
16,t,s,positive
125,t,g,positive
35,f,g,positive
2585,t,g,positive
5,t,g,positive
35,t,s,positive
175,t,g,positive
475,t,g,positive
5375,t,g,positive
1085,t,g,positive
2585,t,g,positive
65,t,g,positive
225,f,s,positive
225,t,g,positive
575,f,s,positive
665,t,g,positive
0,t,g,positive
375,t,g,positive
45,t,g,positive
304,t,g,positive
0,t,g,positive
875,t,g,positive
1625,t,g,positive
1625,t,g,positive
4,t,g,positive
1,t,g,positive
14,t,g,positive
3085,t,g,positive
25,t,g,positive
14,t,g,positive
285,t,g,positive
375,t,g,positive
1335,t,g,positive
85,t,g,positive
1835,t,g,positive
5,t,g,positive
2165,f,g,positive
4165,t,g,positive
15,t,g,positive
20,t,g,positive
4,t,g,positive
96,t,g,positive
25,t,g,positive
2625,t,g,positive
1,t,g,positive
3,t,s,positive
85,t,g,positive
1415,t,g,positive
0,t,g,positive
8,t,g,positive
125,t,g,positive
65,t,g,positive
85,t,g,positive
129,t,g,positive
2,t,g,positive
11,t,g,positive
15,t,g,positive
425,t,g,positive
175,t,g,positive
71,t,g,positive
1375,t,g,positive
1,t,g,positive
415,t,g,positive
175,t,g,positive
5,t,g,positive
75,t,g,positive
1625,t,g,positive
225,t,g,positive
325,t,g,positive
5,t,s,positive
4,t,g,positive
15,t,g,positive
525,t,g,positive
165,t,g,positive
35,t,g,positive
425,t,g,positive
229,t,g,positive
575,t,g,positive
1625,t,g,positive
1835,t,g,positive
25,t,g,positive
1085,t,g,positive
0,t,g,positive
4,t,g,positive
125,t,g,positive
171,t,s,positive
15,t,g,positive
25,t,g,positive
1665,t,g,positive
125,t,g,positive
25,t,g,positive
275,t,g,positive
4,t,g,positive
0,t,g,positive
25,t,g,positive
11,t,g,positive
85,t,g,positive
4,f,g,positive
8,t,g,positive
1085,t,g,positive
