@relation crx

@attribute A1 {b,a}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
b,t,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
a,t,positive
a,t,positive
b,t,positive
b,f,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
a,t,positive
a,t,positive
b,f,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
b,f,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,f,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,f,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
b,f,positive
a,t,positive
b,f,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,f,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
a,t,positive
a,f,positive
a,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
a,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
a,t,positive
a,f,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,f,positive
a,t,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
a,t,positive
a,t,positive
a,t,positive
a,t,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,t,positive
a,t,positive
b,f,positive
b,t,positive
b,t,positive
b,t,positive
b,f,positive
b,t,positive
a,t,positive
b,t,positive
b,t,positive
a,t,positive
a,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
b,t,positive
a,t,positive
b,f,positive
b,t,positive
b,t,positive
b,t,positive
b,t,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
a,f,negative
a,f,negative
b,t,negative
b,f,negative
b,t,negative
a,f,negative
b,f,negative
b,f,negative
a,f,negative
a,t,negative
a,f,negative
a,f,negative
b,f,negative
a,t,negative
b,t,negative
b,t,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
b,f,negative
b,t,negative
a,t,negative
b,f,negative
b,f,negative
a,t,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
b,f,negative
b,t,negative
a,f,negative
b,f,negative
b,t,negative
b,t,negative
b,t,negative
b,t,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
a,t,negative
b,t,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
a,t,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
a,t,negative
b,t,negative
b,f,negative
a,t,negative
b,f,negative
b,f,negative
b,f,negative
a,t,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
b,t,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
b,t,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
b,t,negative
b,f,negative
b,t,negative
b,f,negative
a,t,negative
b,t,negative
b,t,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
a,f,negative
b,f,negative
b,t,negative
b,f,negative
b,t,negative
a,t,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
a,f,negative
b,t,negative
b,t,negative
b,f,negative
a,f,negative
a,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
a,f,negative
a,f,negative
a,f,negative
b,f,negative
a,f,negative
b,t,negative
b,f,negative
a,f,negative
b,f,negative
b,f,negative
a,f,negative
b,f,negative
a,t,negative
b,f,negative
b,t,negative
b,t,negative
b,f,negative
b,f,negative
a,t,negative
a,t,negative
b,f,negative
a,f,negative
a,f,negative
b,t,negative
b,f,negative
b,t,negative
b,f,negative
a,t,negative
b,f,negative
b,f,negative
a,f,negative
b,t,negative
b,f,negative
a,f,negative
b,f,negative
a,t,negative
b,f,negative
b,f,negative
a,f,negative
a,f,negative
a,f,negative
b,t,negative
b,f,negative
b,f,negative
b,f,negative
b,f,negative
b,t,negative
b,f,negative
b,f,negative
b,f,negative
a,f,negative
b,t,negative
a,f,negative
