@relation crx

@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
x,t,positive
x,t,positive
w,t,positive
x,t,positive
ff,t,positive
x,t,positive
m,t,positive
x,t,positive
d,t,positive
x,t,positive
q,t,positive
q,t,positive
i,t,positive
aa,t,positive
q,t,positive
aa,t,positive
e,t,positive
c,t,positive
x,t,positive
c,t,positive
cc,t,positive
cc,t,positive
q,t,positive
c,t,positive
q,t,positive
c,t,positive
w,t,positive
aa,t,positive
c,t,positive
c,t,positive
aa,t,positive
cc,t,positive
x,t,positive
w,t,positive
q,t,positive
aa,t,positive
q,t,positive
m,t,positive
w,t,positive
i,t,positive
q,t,positive
cc,t,positive
cc,f,positive
m,t,positive
c,t,positive
w,t,positive
w,t,positive
c,t,positive
c,t,positive
c,t,positive
x,t,positive
c,t,positive
q,t,positive
m,t,positive
c,t,positive
e,t,positive
cc,t,positive
cc,t,positive
c,t,positive
cc,t,positive
e,t,positive
c,t,positive
x,t,positive
c,t,positive
ff,t,positive
x,t,positive
w,t,positive
c,t,positive
x,t,positive
e,t,positive
k,t,positive
k,t,positive
m,t,positive
i,f,positive
c,f,positive
w,t,positive
x,t,positive
j,t,positive
w,t,positive
e,t,positive
w,t,positive
c,t,positive
c,t,positive
w,t,positive
j,t,positive
q,t,positive
x,f,positive
cc,t,positive
m,t,positive
x,t,positive
aa,t,positive
q,t,positive
k,t,positive
aa,t,positive
w,t,positive
e,t,positive
k,t,positive
q,t,positive
c,t,positive
q,t,positive
d,f,positive
w,t,positive
c,t,positive
q,t,positive
w,t,positive
m,t,positive
c,t,positive
x,t,positive
x,t,positive
w,t,positive
k,t,positive
q,t,positive
x,t,positive
q,t,positive
w,t,positive
aa,t,positive
m,t,positive
i,t,positive
c,t,positive
w,t,positive
cc,t,positive
c,t,positive
ff,t,positive
c,t,positive
w,f,positive
c,t,positive
aa,t,positive
cc,t,positive
cc,t,positive
i,t,positive
q,t,positive
q,t,positive
k,t,positive
aa,t,positive
c,t,positive
e,t,positive
aa,t,positive
w,f,positive
m,t,positive
aa,t,positive
e,t,positive
i,t,positive
d,t,positive
x,t,positive
m,t,positive
c,t,positive
k,t,positive
q,t,positive
c,t,positive
c,t,positive
q,t,positive
c,t,positive
cc,t,positive
k,t,positive
q,t,positive
c,t,positive
c,f,positive
q,t,positive
cc,t,positive
x,t,positive
c,t,positive
x,t,positive
q,t,positive
c,t,positive
c,t,positive
w,t,positive
q,t,positive
cc,t,positive
x,t,positive
q,t,positive
c,t,positive
d,t,positive
cc,t,positive
x,f,positive
c,f,positive
r,t,positive
k,t,positive
q,t,positive
x,t,positive
m,t,positive
j,t,positive
k,f,positive
x,t,positive
e,t,positive
cc,t,positive
ff,t,positive
x,t,positive
x,t,positive
x,t,positive
q,t,positive
c,t,positive
e,t,positive
c,t,positive
q,t,positive
cc,t,positive
q,t,positive
w,t,positive
cc,t,positive
cc,t,positive
q,t,positive
c,t,positive
c,t,positive
w,t,positive
ff,t,positive
q,t,positive
i,t,positive
cc,t,positive
q,f,positive
d,t,positive
i,t,positive
aa,t,positive
c,t,positive
q,t,positive
q,t,positive
i,t,positive
c,t,positive
c,t,positive
m,t,positive
q,t,positive
k,t,positive
m,t,positive
c,t,positive
i,t,positive
i,t,positive
w,t,positive
q,t,positive
k,t,positive
ff,f,positive
i,t,positive
