@relation crx

@attribute A4 {u,y,l}
@attribute A9 {t,f}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
u,t,202,positive
u,t,120,positive
u,t,0,positive
u,t,0,positive
u,t,383,positive
u,t,145,positive
u,t,352,positive
u,t,40,positive
y,t,52,positive
u,t,510,positive
u,t,0,positive
y,t,260,positive
u,t,140,positive
u,t,240,positive
u,t,0,positive
u,t,253,positive
u,t,0,positive
u,t,32,positive
u,t,350,positive
u,t,0,positive
u,t,399,positive
u,t,160,positive
u,t,140,positive
y,t,195,positive
y,t,160,positive
u,t,260,positive
u,t,0,positive
u,t,200,positive
u,t,60,positive
u,t,200,positive
u,t,280,positive
u,t,160,positive
u,f,300,positive
u,t,410,positive
l,f,450,positive
u,t,0,positive
u,t,0,positive
u,t,520,positive
u,t,515,positive
u,t,121,positive
u,t,420,positive
u,t,312,positive
u,t,40,positive
u,f,100,positive
y,t,0,positive
u,t,120,positive
u,t,422,positive
y,t,432,positive
u,t,0,positive
u,t,250,positive
u,t,80,positive
u,t,0,positive
u,t,80,positive
u,t,375,positive
u,t,274,positive
u,t,0,positive
u,t,60,positive
u,t,96,positive
y,t,211,positive
u,t,500,positive
u,t,108,positive
u,t,80,positive
y,t,280,positive
u,t,381,positive
y,t,120,positive
u,t,92,positive
u,t,80,positive
u,t,100,positive
y,t,160,positive
u,t,0,positive
u,t,0,positive
u,t,70,positive
u,t,0,positive
u,t,0,positive
u,t,290,positive
u,t,0,positive
u,t,0,positive
u,t,200,positive
y,t,144,positive
u,t,200,positive
u,t,280,positive
y,f,232,positive
u,t,110,positive
u,t,240,positive
u,t,80,positive
u,t,396,positive
u,t,0,positive
u,t,30,positive
y,t,0,positive
y,t,0,positive
u,t,120,positive
u,t,220,positive
u,t,100,positive
u,f,0,positive
u,t,0,positive
u,t,200,positive
y,t,300,positive
u,t,100,positive
u,f,560,positive
u,t,0,positive
u,t,60,positive
u,t,0,positive
u,t,480,positive
u,t,120,positive
u,t,100,positive
u,t,0,positive
u,t,520,positive
u,t,102,positive
l,f,300,positive
u,t,43,positive
u,t,280,positive
u,t,360,positive
u,t,100,positive
u,t,99,positive
u,t,96,positive
u,t,312,positive
u,t,20,positive
u,t,60,positive
u,t,0,positive
u,t,400,positive
u,t,100,positive
u,t,120,positive
y,t,370,positive
u,t,0,positive
u,t,120,positive
u,t,29,positive
u,t,0,positive
y,f,431,positive
u,t,333,positive
u,t,164,positive
u,t,0,positive
u,t,93,positive
u,t,0,positive
y,t,200,positive
u,t,400,positive
u,t,80,positive
u,t,120,positive
u,t,0,positive
y,t,50,positive
u,t,0,positive
u,t,491,positive
u,t,150,positive
