@relation crx

@attribute A1 {b,a}
@attribute A2 numeric
@attribute A5 {g,p,gg}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
b,4767,g,t,positive
b,5592,g,t,positive
a,3542,g,t,positive
a,2817,g,t,positive
b,3742,g,t,positive
b,205,p,t,positive
b,4817,g,t,positive
a,565,g,t,positive
b,3858,g,t,positive
b,2833,g,t,positive
b,27,g,t,positive
a,4775,g,t,positive
b,3733,g,t,positive
b,3408,p,t,positive
a,2042,g,t,positive
a,2508,p,t,positive
b,2967,g,t,positive
b,3675,p,f,positive
b,3442,g,t,positive
b,4142,g,t,positive
a,3308,g,t,positive
b,2667,p,t,positive
b,5458,g,t,positive
b,2567,g,t,positive
b,3267,p,t,positive
b,2025,g,t,positive
b,2333,p,t,positive
b,1917,g,t,positive
b,3625,g,t,positive
b,3417,g,t,positive
a,25,g,t,positive
b,2325,g,t,positive
a,2325,g,t,positive
b,4858,g,t,positive
a,5283,g,t,positive
a,3067,g,t,positive
b,2925,g,t,positive
b,1942,g,t,positive
b,2267,p,t,positive
b,5783,g,t,positive
b,4025,g,t,positive
a,2517,g,t,positive
b,2767,g,t,positive
a,6517,g,t,positive
b,5158,g,t,positive
b,375,p,f,positive
b,4117,g,t,positive
b,2308,g,t,positive
b,4325,g,t,positive
a,4433,g,t,positive
b,2183,g,t,positive
b,2392,g,t,positive
a,2408,g,t,positive
a,1883,g,t,positive
a,2075,g,t,positive
b,3958,g,t,positive
b,56,g,t,positive
a,5842,g,t,positive
b,3925,g,t,positive
b,205,g,t,positive
a,1842,g,t,positive
a,1783,g,t,positive
a,6867,g,t,positive
b,2392,g,f,positive
a,47,g,t,positive
b,2675,g,t,positive
a,2283,g,t,positive
a,2475,g,t,positive
b,3192,g,t,positive
b,2758,p,t,positive
b,1933,g,t,positive
b,185,g,t,positive
a,5867,g,t,positive
b,5392,g,t,positive
b,2442,g,t,positive
b,1808,g,t,positive
b,5675,g,t,positive
b,6408,g,t,positive
b,3867,g,t,positive
a,1758,g,t,positive
b,4192,g,t,positive
a,245,g,t,positive
b,525,g,t,positive
a,3825,g,t,positive
a,2067,g,t,positive
b,3992,p,t,positive
b,7675,g,t,positive
b,4825,g,t,positive
a,3575,g,t,positive
b,2825,g,t,positive
b,415,g,f,positive
b,1967,g,t,positive
b,4833,g,t,positive
b,2417,g,t,positive
b,2125,g,f,positive
b,2617,g,t,positive
b,2308,g,t,positive
b,335,g,t,positive
b,2775,p,t,positive
b,2267,g,f,positive
b,6008,g,t,positive
b,4208,g,t,positive
a,2258,g,t,positive
b,2267,p,t,positive
b,27,p,t,positive
b,2017,g,t,positive
b,3167,g,t,positive
