@relation crx

@attribute A9 {t,f}
@attribute A14 numeric
@attribute A15 numeric
@attribute Class {positive,negative}

@data
t,0,1583,positive
t,102,639,positive
t,0,2300,positive
t,0,1602,positive
t,0,8851,positive
t,120,0,positive
t,396,0,positive
t,60,540,positive
t,200,1208,positive
f,560,0,positive
t,0,3000,positive
t,120,0,positive
t,0,0,positive
t,280,2000,positive
t,0,5000,positive
t,200,300,positive
t,380,2732,positive
t,120,300,positive
t,0,1249,positive
t,360,0,positive
t,160,5777,positive
t,0,3376,positive
t,100,809,positive
t,300,162,positive
f,290,6,positive
t,312,150,positive
t,311,300,positive
t,186,4700,positive
t,0,0,positive
t,0,0,positive
t,520,2000,positive
t,220,948,positive
t,0,5000,positive
t,239,200,positive
f,0,0,positive
t,144,7,positive
t,80,99,positive
t,120,0,positive
t,100,0,positive
t,0,582,positive
t,0,4000,positive
f,300,0,positive
t,240,4607,positive
t,230,0,positive
t,333,892,positive
t,0,500,positive
t,80,0,positive
t,280,0,positive
t,220,2503,positive
t,370,560,positive
t,0,0,positive
t,180,18027,positive
t,60,58,positive
t,0,99,positive
t,80,9800,positive
t,100,960,positive
t,96,0,positive
t,0,11202,positive
t,300,551,positive
t,120,2079,positive
t,92,0,positive
t,100,0,positive
t,100,0,positive
t,519,1704,positive
t,383,1344,positive
t,60,396,positive
t,0,15000,positive
t,280,824,positive
t,349,23,positive
t,100,0,positive
t,487,500,positive
t,0,1000,positive
t,100,6,positive
t,0,7059,positive
t,195,0,positive
f,450,100000,positive
t,200,0,positive
t,0,0,positive
t,120,1000,positive
t,80,0,positive
t,220,19,positive
t,80,500,positive
t,80,2954,positive
t,380,0,positive
t,80,0,positive
t,0,0,positive
t,40,28,positive
t,0,0,positive
t,0,321,positive
t,350,0,positive
t,360,1332,positive
t,22,0,positive
t,0,3065,positive
t,0,0,positive
t,120,14,positive
t,0,0,positive
t,100,375,positive
t,0,0,positive
t,0,456,positive
t,93,0,positive
t,0,0,positive
t,0,109,positive
t,80,50,positive
t,399,0,positive
t,0,0,positive
t,0,0,positive
t,140,7544,positive
t,434,35,positive
t,0,5298,positive
t,510,600,positive
t,100,0,positive
t,410,2510,positive
t,303,3290,positive
t,120,0,positive
t,100,3,positive
t,120,567,positive
t,515,500,positive
t,0,367,positive
t,96,5124,positive
t,0,2200,positive
t,20,0,positive
t,375,51100,positive
t,432,8000,positive
t,0,1400,positive
t,88,591,positive
t,60,2184,positive
t,50,1187,positive
t,0,0,positive
t,491,0,positive
t,280,0,positive
t,80,1349,positive
t,70,0,positive
t,0,134,positive
f,100,0,positive
t,0,13212,positive
f,500,1,positive
t,408,1000,positive
t,260,15108,positive
t,0,0,positive
f,200,40,positive
t,0,0,positive
t,393,0,positive
t,420,7,positive
t,520,196,positive
t,0,15,positive
t,0,0,positive
t,32,540,positive
t,140,2384,positive
t,0,560,positive
t,164,31285,positive
t,440,11177,positive
f,128,0,positive
t,260,0,positive
t,200,3000,positive
t,145,0,positive
t,80,0,positive
t,396,4159,positive
t,320,0,positive
t,0,221,positive
t,0,0,positive
t,180,314,positive
t,0,500,positive
t,40,600,positive
t,260,500,positive
t,381,168,positive
t,108,1097,positive
t,352,690,positive
t,225,0,positive
t,80,0,positive
t,0,0,positive
t,120,245,positive
t,43,560,positive
t,232,100,positive
t,0,0,positive
t,470,0,positive
t,260,1065,positive
t,840,59,positive
t,140,258,positive
f,232,113,positive
t,202,0,positive
t,0,5000,positive
t,0,678,positive
t,400,458,positive
t,181,0,positive
t,100,150,positive
t,0,3065,positive
t,583,713,positive
t,250,730,positive
t,0,0,positive
t,320,0,positive
t,181,1655,positive
t,0,3000,positive
t,129,3257,positive
t,0,0,positive
t,330,1200,positive
t,0,300,positive
t,211,0,positive
t,0,1260,positive
t,422,200,positive
f,300,44,positive
t,70,0,positive
t,0,0,positive
t,160,1,positive
t,260,200,positive
t,500,10000,positive
t,340,4071,positive
t,200,327,positive
t,0,1200,positive
t,240,0,positive
t,330,0,positive
t,80,300,positive
f,164,0,positive
t,340,0,positive
t,117,1210,positive
t,204,0,positive
t,520,50000,positive
t,21,10561,positive
t,240,100,positive
t,88,2000,positive
t,110,0,positive
t,156,0,positive
t,312,0,positive
t,60,158,positive
t,274,610,positive
t,400,5800,positive
t,181,0,positive
t,30,300,positive
t,120,11,positive
t,253,857,positive
f,0,0,positive
t,0,6590,positive
t,0,15,positive
t,228,0,positive
t,0,0,positive
t,0,0,positive
t,50,1465,positive
t,300,1430,positive
t,60,400,positive
t,150,1270,positive
t,290,284,positive
t,29,837,positive
f,0,2690,positive
t,80,0,positive
t,0,790,positive
t,160,150,positive
t,0,284,positive
t,455,1236,positive
f,150,8,positive
t,24,2028,positive
t,40,0,positive
f,431,0,positive
t,300,0,positive
t,200,1391,positive
t,0,247,positive
t,360,0,positive
t,52,1442,positive
t,121,0,positive
t,100,0,positive
t,99,500,positive
t,80,918,positive
t,200,1000,positive
t,0,6700,positive
t,0,3000,positive
t,160,5860,positive
t,480,0,positive
t,200,0,negative
f,280,0,negative
f,220,140,negative
f,0,12,negative
f,120,67,negative
f,0,0,negative
f,220,5,negative
f,120,1,negative
f,200,7,negative
f,0,44,negative
f,0,4000,negative
t,320,0,negative
f,108,100,negative
f,0,0,negative
f,80,5,negative
t,180,20,negative
f,45,1,negative
f,170,179,negative
f,80,42,negative
f,154,32,negative
t,80,990,negative
t,188,0,negative
t,180,147,negative
t,320,0,negative
t,0,200,negative
t,260,0,negative
f,280,364,negative
f,160,41,negative
f,132,0,negative
t,200,100,negative
t,100,27,negative
f,180,0,negative
t,268,0,negative
f,416,21,negative
f,80,0,negative
f,160,10,negative
f,0,350,negative
f,300,0,negative
f,252,0,negative
f,0,17,negative
f,200,0,negative
f,112,6,negative
f,240,237,negative
f,140,0,negative
f,120,1,negative
t,160,0,negative
t,140,0,negative
f,200,0,negative
f,320,0,negative
f,220,251,negative
f,136,1,negative
f,120,0,negative
f,200,18,negative
f,160,2,negative
f,352,112,negative
f,120,0,negative
f,240,1,negative
f,221,0,negative
f,120,87,negative
t,400,0,negative
t,132,28,negative
f,174,3,negative
t,300,5,negative
f,100,0,negative
f,120,0,negative
f,140,2,negative
f,60,0,negative
f,120,1,negative
f,254,1950,negative
f,100,0,negative
f,120,0,negative
f,0,120,negative
t,0,225,negative
f,276,1,negative
f,0,0,negative
f,200,394,negative
f,240,4,negative
f,360,1000,negative
f,140,722,negative
t,443,0,negative
f,380,0,negative
f,144,0,negative
f,240,0,negative
t,160,0,negative
f,200,456,negative
f,0,351,negative
f,280,750,negative
f,160,126,negative
f,320,0,negative
f,640,4000,negative
f,0,50,negative
f,144,0,negative
f,80,484,negative
f,176,537,negative
f,320,13,negative
f,120,0,negative
f,120,5,negative
t,368,0,negative
f,108,98,negative
t,212,0,negative
f,454,50,negative
f,400,9,negative
f,129,3,negative
f,0,2,negative
f,20,16,negative
f,2000,2,negative
t,0,0,negative
f,340,0,negative
t,140,0,negative
f,210,0,negative
f,0,2,negative
t,180,0,negative
f,0,200,negative
f,76,0,negative
t,176,0,negative
f,180,60,negative
f,200,0,negative
f,100,3,negative
f,369,1,negative
f,180,173,negative
f,200,1,negative
f,0,0,negative
f,180,1062,negative
f,232,200,negative
f,200,1,negative
f,200,0,negative
f,240,117,negative
f,0,351,negative
t,140,210,negative
f,320,0,negative
f,160,0,negative
f,480,0,negative
f,160,0,negative
t,180,0,negative
f,280,0,negative
f,320,1300,negative
t,208,347,negative
f,160,0,negative
f,120,475,negative
t,329,0,negative
f,140,1110,negative
f,60,100,negative
f,280,0,negative
f,0,501,negative
f,0,10,negative
f,260,246,negative
t,523,0,negative
t,152,130,negative
f,200,4,negative
f,80,0,negative
t,980,0,negative
t,120,0,negative
