@relation crx

@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute A11 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute Class {positive,negative}

@data
i,t,0,400,0,positive
m,t,1,280,2000,positive
cc,t,1,120,0,positive
e,t,1,0,0,positive
c,f,0,0,0,positive
w,t,5,100,3,positive
x,t,0,510,600,positive
cc,t,14,399,0,positive
c,t,7,0,3065,positive
cc,t,10,0,0,positive
c,t,14,0,2200,positive
d,t,0,100,0,positive
k,t,15,0,11202,positive
q,t,7,129,3257,positive
q,t,2,520,2000,positive
w,t,2,330,0,positive
c,t,0,0,0,positive
q,t,7,140,2384,positive
x,f,0,711,0,positive
q,t,3,0,0,positive
x,t,6,0,1000,positive
e,t,0,0,13212,positive
aa,t,4,0,1583,positive
j,t,0,100,960,positive
c,t,12,0,221,positive
c,t,6,0,1260,positive
q,t,1,0,678,positive
k,t,2,181,0,positive
w,t,1,80,300,positive
i,t,0,0,0,positive
q,t,0,29,837,positive
i,t,2,274,610,positive
cc,f,0,300,44,positive
c,t,0,0,0,positive
w,t,14,383,1344,positive
q,t,0,120,0,positive
cc,t,11,440,6,positive
c,t,8,396,4159,positive
w,f,0,150,8,positive
c,t,7,0,3000,positive
e,t,6,375,51100,positive
w,t,6,40,600,positive
w,t,1,80,278,positive
c,t,7,0,3065,positive
x,t,1,395,20,positive
cc,t,9,399,827,positive
x,t,9,0,1000,positive
q,t,5,0,560,positive
w,t,6,500,10000,positive
w,t,0,400,5800,positive
j,t,11,0,0,positive
w,t,0,280,0,positive
q,t,5,120,0,positive
aa,t,0,370,0,positive
c,f,0,0,0,positive
q,t,0,0,0,positive
c,t,0,160,0,positive
m,t,0,360,0,positive
i,t,11,0,1249,positive
i,t,15,0,5000,positive
c,t,0,260,200,positive
c,t,0,0,0,positive
c,f,0,100,0,positive
q,t,7,0,0,positive
k,t,0,0,0,positive
cc,t,12,583,713,positive
cc,t,1,88,2000,positive
q,t,0,21,10561,positive
q,t,2,49,0,positive
c,t,0,491,0,positive
cc,t,67,140,258,positive
c,t,11,0,456,positive
x,t,1,840,59,positive
aa,t,3,370,560,positive
aa,t,1,80,9800,positive
aa,t,0,100,0,positive
cc,t,0,440,11177,positive
c,t,10,186,4700,positive
k,t,0,280,0,positive
c,t,5,312,0,positive
aa,t,3,80,918,positive
x,t,8,303,3290,positive
q,t,0,228,0,positive
x,t,5,480,0,positive
e,t,5,0,0,positive
x,t,1,100,0,positive
x,t,7,340,4071,positive
q,t,0,92,0,positive
r,t,0,164,31285,positive
c,t,1,100,150,positive
x,t,0,360,0,positive
m,t,14,240,4607,positive
x,t,1,70,0,positive
k,f,0,0,2690,positive
k,t,4,380,500,positive
i,t,0,0,300,positive
m,t,5,108,1097,positive
ff,t,5,0,8851,positive
m,t,0,225,0,positive
aa,t,2,88,591,positive
cc,t,1,520,50000,positive
q,t,0,100,0,positive
c,t,8,300,162,positive
q,t,0,280,0,positive
k,t,0,24,2028,positive
c,t,9,0,0,positive
q,t,1,0,0,positive
q,t,2,0,5000,positive
q,t,3,0,582,positive
c,t,16,117,1210,positive
w,t,0,239,200,positive
aa,t,0,230,0,positive
q,t,0,102,639,positive
c,t,0,0,0,positive
aa,t,4,0,99,positive
cc,t,2,260,500,positive
w,t,16,120,2079,positive
x,t,0,0,5298,positive
w,t,11,434,35,positive
k,t,0,0,0,positive
i,t,13,0,6700,positive
q,t,23,455,1236,positive
e,t,11,0,1200,positive
i,f,0,216,0,positive
aa,t,3,156,0,positive
c,t,2,100,0,positive
e,t,14,0,3376,positive
q,f,0,200,40,positive
w,f,0,290,6,positive
m,t,1,260,800,positive
aa,t,5,168,0,positive
c,t,6,0,367,positive
m,f,0,500,1,positive
w,t,0,154,0,positive
x,t,4,253,857,positive
m,t,12,93,0,positive
i,t,9,0,0,positive
i,t,7,195,0,positive
c,t,40,0,15,positive
m,t,6,360,1332,positive
w,t,2,120,1000,positive
c,t,3,40,28,positive
m,t,6,204,0,positive
c,t,0,422,200,positive
aa,t,12,120,567,positive
x,t,1,120,11,positive
d,t,6,200,327,positive
cc,t,3,0,0,positive
aa,t,3,200,1000,positive
c,t,1,371,0,positive
cc,t,8,100,375,positive
d,t,8,160,1,positive
x,t,4,0,321,positive
q,t,0,260,0,positive
cc,t,0,0,0,positive
x,t,2,300,551,positive
cc,t,1,80,50,positive
q,t,0,280,824,positive
e,t,3,0,0,positive
q,t,8,0,6590,positive
x,t,4,140,7544,positive
w,t,1,240,100,positive
aa,t,14,60,158,positive
x,t,0,160,5860,positive
c,t,1,220,19,positive
aa,t,0,0,0,positive
aa,t,1,0,500,positive
x,f,0,164,0,positive
d,f,0,431,0,positive
cc,t,1,211,0,positive
q,t,5,220,2503,positive
k,t,0,80,0,positive
c,t,3,0,0,positive
cc,t,8,320,0,positive
q,t,11,80,0,positive
r,t,9,0,134,positive
q,t,3,145,0,positive
c,t,11,200,3000,positive
w,t,0,70,0,positive
c,f,0,232,113,positive
c,t,11,0,284,positive
q,t,10,120,245,positive
i,t,4,80,0,positive
aa,t,0,100,0,positive
x,t,9,60,396,positive
c,t,11,32,540,positive
k,t,11,380,2732,positive
w,t,0,120,2206,positive
k,t,10,320,0,positive
q,t,2,80,400,positive
q,t,19,0,500,positive
e,f,1,560,0,positive
e,t,7,22,0,positive
x,t,11,0,3000,positive
cc,t,6,400,458,positive
d,t,17,0,0,positive
w,t,3,120,14,positive
e,t,0,0,0,positive
x,t,2,420,7,positive
q,t,14,0,1602,positive
cc,f,0,300,0,positive
cc,t,7,0,7059,positive
aa,t,0,20,0,positive
w,t,0,52,1442,positive
q,t,4,60,540,positive
i,t,9,56,742,positive
i,t,0,320,0,positive
q,t,6,470,0,positive
q,t,7,100,809,positive
k,t,0,180,314,positive
ff,t,0,0,0,positive
q,t,11,80,99,positive
q,t,12,408,1000,positive
c,t,4,80,500,positive
w,t,6,70,0,positive
c,t,9,181,1655,positive
ff,t,11,0,1400,positive
aa,t,0,160,150,positive
c,t,0,240,0,positive
m,t,3,260,15108,positive
q,t,1,200,300,positive
x,t,6,121,0,positive
x,t,2,519,1704,positive
c,t,5,300,1430,positive
cc,t,9,181,0,positive
e,t,1,0,109,positive
c,t,3,312,150,positive
k,t,7,150,1270,positive
w,t,1,50,1187,positive
q,t,0,350,0,positive
w,t,5,60,58,positive
j,t,15,0,247,positive
q,t,3,100,6,positive
x,t,0,0,3000,positive
cc,t,6,160,2072,positive
q,t,2,80,0,positive
c,t,3,200,1391,positive
c,t,1,432,8000,positive
c,t,0,340,0,positive
c,t,0,300,0,positive
d,t,0,0,0,positive
e,t,5,99,500,positive
w,t,0,260,1065,positive
c,t,5,352,690,positive
c,t,11,0,2283,positive
m,t,4,200,0,positive
w,t,1,202,0,positive
w,t,6,80,0,positive
e,t,0,0,4000,positive
x,t,8,0,0,positive
m,t,3,396,0,positive
q,t,6,43,560,positive
ff,t,15,0,1000,positive
c,t,11,60,2184,positive
d,t,9,250,730,positive
c,t,1,180,18027,positive
ff,f,0,450,100000,positive
w,t,0,160,300,positive
c,t,5,160,5777,positive
q,t,6,381,168,positive
cc,t,0,80,1349,positive
c,t,17,200,1208,positive
m,t,12,410,2510,positive
x,t,1,515,500,positive
c,t,0,349,23,positive
q,t,4,80,0,positive
q,t,0,440,0,negative
w,f,1,272,444,negative
e,f,0,120,5,negative
c,f,0,0,2,negative
d,f,0,120,0,negative
m,f,0,0,0,negative
aa,f,0,280,750,negative
c,f,0,120,0,negative
c,t,0,164,400,negative
c,f,0,112,6,negative
q,f,2,369,1,negative
k,t,0,140,0,negative
aa,f,2,320,1,negative
k,f,0,232,0,negative
k,f,0,231,0,negative
q,f,0,108,7,negative
i,t,0,171,0,negative
c,f,0,0,351,negative
aa,f,0,220,1000,negative
c,f,0,160,1058,negative
e,f,2,320,1300,negative
d,f,0,0,286,negative
m,f,4,254,1950,negative
d,f,0,120,0,negative
c,f,0,160,2,negative
i,f,6,240,35,negative
q,f,0,200,0,negative
c,f,0,0,0,negative
q,t,2,200,0,negative
i,f,0,180,0,negative
ff,f,1,96,19,negative
k,f,0,100,1212,negative
c,f,1,416,21,negative
i,f,0,200,456,negative
c,f,0,216,0,negative
i,f,0,80,484,negative
q,f,0,220,251,negative
c,f,0,360,0,negative
w,f,0,309,2,negative
ff,f,0,200,3,negative
ff,t,1,94,0,negative
i,f,0,141,0,negative
e,f,0,260,0,negative
ff,f,0,280,0,negative
w,f,0,220,5,negative
j,f,0,276,1,negative
aa,t,0,160,0,negative
ff,f,0,160,25,negative
i,f,0,640,4000,negative
w,t,0,163,0,negative
c,f,1,2000,2,negative
c,f,2,225,500,negative
q,t,2,0,38,negative
w,f,2,220,1,negative
c,f,2,0,5552,negative
w,f,0,200,0,negative
m,t,0,400,0,negative
c,f,0,132,0,negative
m,f,1,352,112,negative
w,f,0,320,3552,negative
q,f,1,108,98,negative
k,f,0,216,2100,negative
j,f,0,160,20,negative
w,f,0,0,195,negative
c,f,0,120,0,negative
ff,f,10,200,18,negative
aa,f,0,0,390,negative
d,f,0,80,42,negative
i,f,0,0,0,negative
m,t,0,200,0,negative
cc,f,0,240,1,negative
aa,t,0,120,0,negative
k,f,2,174,3,negative
w,f,0,465,150,negative
i,f,0,144,0,negative
q,f,1,0,160,negative
k,f,0,100,0,negative
aa,f,0,120,475,negative
i,t,0,560,0,negative
i,f,0,232,200,negative
i,f,0,300,0,negative
j,f,1,200,53,negative
c,f,0,280,0,negative
e,t,20,152,130,negative
k,f,0,356,0,negative
cc,f,0,100,0,negative
m,t,0,368,0,negative
aa,f,0,0,0,negative
i,f,0,200,0,negative
i,f,0,160,0,negative
m,f,0,140,0,negative
k,f,0,280,0,negative
i,t,0,0,200,negative
ff,f,0,120,87,negative
i,f,0,100,2,negative
w,f,0,300,67,negative
k,f,0,340,0,negative
aa,t,0,120,375,negative
i,f,0,260,246,negative
cc,f,0,348,0,negative
ff,f,0,0,1000,negative
c,f,0,140,722,negative
ff,t,0,320,0,negative
ff,f,0,0,50,negative
ff,t,3,180,147,negative
k,f,0,200,0,negative
i,t,0,100,68,negative
c,f,1,80,5,negative
c,f,0,0,316,negative
r,f,0,132,2,negative
