@relation crx

@attribute A1 {b,a}
@attribute A5 {g,p,gg}
@attribute A9 {t,f}
@attribute Class {positive,negative}

@data
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,p,t,positive
b,gg,f,positive
a,g,t,positive
a,g,t,positive
a,p,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,f,positive
b,g,f,positive
b,g,t,positive
b,g,f,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
a,p,t,positive
a,p,t,positive
b,p,t,positive
a,g,t,positive
a,gg,f,positive
b,g,t,positive
a,p,t,positive
b,g,f,positive
b,g,t,positive
b,g,t,positive
b,g,f,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,p,t,positive
b,p,t,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,p,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,p,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,p,f,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,f,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,f,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,f,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,p,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,p,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
a,g,t,positive
b,p,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
a,g,t,positive
b,p,t,positive
b,p,t,positive
a,g,t,positive
a,g,t,positive
b,p,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,p,t,positive
b,p,t,positive
b,g,t,positive
b,g,t,positive
b,p,t,positive
b,g,t,positive
b,p,f,positive
b,g,t,positive
b,p,t,positive
a,p,f,positive
a,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,p,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,f,positive
b,g,t,positive
a,g,t,positive
b,p,f,positive
a,g,t,positive
b,g,t,positive
b,p,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,p,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
a,g,f,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,p,t,positive
a,g,t,positive
b,g,t,positive
b,p,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,p,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,p,t,positive
b,p,t,positive
b,g,t,positive
a,p,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,p,t,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,p,t,positive
b,g,f,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,p,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,p,t,positive
b,p,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,p,t,positive
b,p,t,positive
a,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,g,t,positive
b,g,t,positive
a,g,t,positive
b,g,t,positive
b,p,f,negative
a,g,f,negative
a,g,f,negative
a,g,f,negative
b,p,t,negative
b,g,f,negative
b,p,f,negative
b,g,f,negative
a,g,f,negative
b,p,t,negative
a,p,f,negative
a,g,f,negative
b,p,f,negative
a,g,f,negative
b,p,f,negative
b,p,f,negative
a,g,f,negative
b,g,f,negative
a,g,f,negative
b,p,f,negative
b,g,f,negative
b,g,f,negative
a,g,f,negative
b,g,t,negative
b,p,f,negative
b,p,f,negative
b,g,t,negative
b,g,f,negative
b,g,f,negative
b,g,f,negative
b,g,f,negative
b,p,f,negative
a,g,f,negative
b,g,f,negative
b,g,f,negative
b,g,f,negative
b,g,f,negative
b,g,f,negative
b,g,f,negative
b,g,t,negative
b,p,f,negative
b,p,t,negative
a,g,f,negative
a,g,f,negative
b,g,f,negative
b,g,f,negative
b,p,t,negative
a,g,t,negative
b,p,f,negative
b,g,f,negative
b,g,f,negative
a,p,f,negative
b,g,f,negative
a,g,f,negative
b,p,f,negative
b,g,f,negative
a,g,f,negative
b,g,t,negative
b,g,f,negative
a,p,f,negative
a,p,f,negative
b,p,f,negative
a,p,f,negative
b,g,f,negative
b,g,f,negative
b,g,f,negative
a,g,f,negative
b,g,f,negative
b,p,f,negative
b,g,f,negative
a,g,t,negative
b,g,t,negative
a,g,f,negative
a,g,f,negative
a,g,f,negative
b,g,f,negative
b,g,f,negative
