@relation crx

@attribute A3 numeric
@attribute A5 {g,p,gg}
@attribute A9 {t,f}
@attribute A14 numeric
@attribute Class {positive,negative}

@data
12335,g,t,120,positive
85,g,t,88,positive
15,g,t,200,positive
875,g,t,160,positive
585,p,t,260,positive
175,p,t,160,positive
204,p,t,370,positive
3,g,t,519,positive
46,g,t,440,positive
154,g,f,216,positive
375,g,t,260,positive
304,p,t,70,positive
4,g,t,160,positive
25,g,t,0,positive
2229,g,t,0,positive
145,g,t,0,positive
875,g,t,396,positive
95,g,t,40,positive
95,g,t,120,positive
6625,p,t,100,positive
1,g,t,300,positive
5,g,t,470,positive
979,g,t,0,positive
375,p,t,300,positive
15,g,t,0,positive
4,g,f,560,positive
171,g,t,395,positive
835,g,t,0,positive
205,p,t,380,positive
115,g,t,56,positive
10,p,t,40,positive
3,g,t,0,positive
154,g,t,260,positive
1775,g,t,0,positive
0,p,f,500,positive
115,g,t,0,positive
4,g,t,100,positive
925,p,t,80,positive
125,g,t,24,positive
1585,p,t,80,positive
925,g,t,60,positive
479,p,t,80,positive
1,g,t,0,positive
754,p,t,0,positive
65,g,t,80,positive
7585,g,t,0,positive
79,p,t,80,positive
3,g,t,100,positive
65,g,t,145,positive
1125,p,f,431,positive
8,g,t,0,positive
45,g,t,330,positive
135,g,t,0,positive
2,g,t,181,positive
15,g,t,0,positive
16,g,t,0,positive
5875,g,t,120,positive
11625,p,t,160,positive
11,g,t,100,positive
104,g,t,300,positive
8,p,t,280,positive
12,g,t,220,positive
165,p,t,432,positive
15,p,t,0,positive
446,g,t,311,positive
375,g,t,80,positive
3,g,t,80,positive
25,g,t,160,positive
1,g,t,0,positive
14,g,t,0,positive
22,gg,f,450,positive
35,g,t,0,positive
525,g,f,290,positive
5,g,t,320,positive
215,g,t,0,positive
1835,g,t,220,positive
2,g,t,140,positive
83,g,f,128,positive
3335,g,t,383,positive
8665,g,t,160,positive
229,g,t,140,positive
2875,g,t,360,positive
105,g,t,100,positive
1025,g,t,49,positive
2415,g,t,200,positive
3,g,t,0,positive
54,p,t,840,positive
85,g,t,181,positive
704,g,t,360,positive
10335,g,t,80,positive
75,g,t,352,positive
65,g,t,0,positive
9,g,t,0,positive
95,g,t,60,positive
6,g,t,0,positive
15,g,t,434,positive
171,g,t,480,positive
115,g,t,290,positive
11,g,t,22,positive
145,g,t,120,positive
375,g,t,80,positive
404,g,t,320,positive
3,p,t,160,positive
1585,g,t,583,positive
15,g,t,0,positive
204,g,t,400,positive
5,g,t,280,positive
1625,g,t,186,positive
11125,g,t,100,positive
