@relation crx

@attribute A6 {w,q,m,r,cc,k,c,d,x,i,e,aa,ff,j}
@attribute A9 {t,f}
@attribute A13 {g,s,p}
@attribute Class {positive,negative}

@data
cc,t,g,positive
q,t,g,positive
c,t,g,positive
d,t,g,positive
c,t,g,positive
i,t,g,positive
q,t,g,positive
aa,t,g,positive
d,t,g,positive
i,t,g,positive
cc,t,g,positive
m,t,g,positive
q,t,g,positive
cc,t,g,positive
d,t,s,positive
w,t,g,positive
w,t,g,positive
c,t,g,positive
ff,f,p,positive
x,t,g,positive
c,t,g,positive
c,t,g,positive
m,t,g,positive
cc,t,g,positive
q,t,g,positive
d,t,g,positive
q,t,g,positive
c,t,g,positive
x,t,g,positive
q,t,g,positive
c,t,g,positive
q,t,g,positive
q,t,g,positive
q,t,g,positive
x,t,g,positive
cc,f,s,positive
e,f,s,positive
i,f,g,positive
c,t,g,positive
i,t,g,positive
e,t,g,positive
cc,t,g,positive
q,t,g,positive
q,f,g,positive
aa,t,g,positive
c,t,g,positive
c,t,g,positive
w,t,g,positive
k,t,g,positive
c,t,g,positive
q,t,g,positive
c,t,g,positive
q,t,g,positive
w,t,g,positive
q,t,g,positive
q,t,g,positive
c,f,g,positive
w,t,g,positive
w,t,g,positive
cc,t,g,positive
cc,t,g,positive
e,t,g,positive
m,f,s,positive
w,t,g,positive
d,f,g,positive
i,t,g,positive
c,t,g,positive
c,t,g,positive
q,t,g,positive
q,t,g,positive
r,t,g,positive
c,t,g,positive
j,t,g,positive
w,t,g,positive
cc,t,g,positive
cc,t,g,positive
x,t,g,positive
e,t,g,positive
i,t,g,positive
cc,t,g,positive
w,t,g,positive
aa,t,g,positive
m,t,g,positive
q,t,g,positive
d,t,g,positive
x,t,g,positive
i,t,s,positive
m,t,g,positive
m,t,g,positive
aa,t,g,positive
w,t,s,positive
aa,t,s,positive
k,t,g,positive
w,t,g,positive
x,t,g,positive
e,t,g,positive
i,t,g,positive
w,t,g,positive
cc,t,g,positive
q,t,g,positive
c,t,g,positive
q,t,g,positive
x,f,s,positive
cc,t,g,positive
c,t,g,positive
i,t,g,positive
k,t,g,positive
c,t,g,positive
w,t,g,positive
q,t,g,positive
w,f,g,positive
c,t,g,positive
q,t,g,positive
x,t,g,positive
i,t,g,positive
x,t,g,positive
q,t,g,positive
ff,t,g,positive
ff,t,g,positive
m,t,g,positive
c,t,g,positive
x,f,g,positive
w,t,g,positive
ff,t,g,positive
k,t,g,positive
m,t,g,positive
c,t,g,positive
aa,t,g,positive
c,t,g,positive
e,t,g,positive
c,t,g,positive
c,t,g,positive
aa,t,g,positive
x,t,g,positive
aa,t,g,positive
k,t,g,positive
c,t,g,positive
q,t,g,positive
c,f,g,positive
q,t,g,positive
e,t,g,positive
w,t,g,positive
aa,t,g,positive
w,f,g,positive
ff,t,g,positive
c,t,g,positive
c,t,g,positive
cc,t,g,positive
c,t,s,positive
cc,t,g,positive
aa,t,g,positive
aa,t,g,positive
q,t,g,positive
q,t,g,positive
aa,t,g,positive
c,t,g,positive
c,t,g,positive
q,t,g,positive
w,t,g,positive
cc,t,g,positive
ff,t,g,positive
c,t,g,positive
w,t,g,positive
c,t,g,positive
i,t,g,positive
c,t,g,positive
cc,t,g,positive
w,t,g,positive
e,t,g,positive
x,t,g,positive
q,t,g,positive
q,t,g,positive
cc,t,g,positive
i,t,g,positive
w,t,g,positive
w,t,g,positive
c,f,g,positive
aa,t,g,positive
x,t,g,positive
c,f,g,positive
c,t,g,positive
w,t,g,positive
c,t,g,positive
c,t,g,positive
q,t,g,positive
x,t,g,positive
c,f,s,positive
e,t,g,positive
cc,t,g,positive
c,t,g,positive
m,t,g,positive
k,t,g,positive
x,t,g,positive
x,t,g,positive
q,t,g,positive
cc,t,g,positive
c,t,g,positive
k,t,g,positive
j,t,g,positive
x,t,g,positive
x,t,g,positive
i,t,g,positive
m,t,g,positive
w,t,g,positive
aa,t,s,positive
i,t,g,positive
w,t,g,positive
q,t,g,positive
c,t,g,positive
x,t,g,positive
q,t,g,positive
c,t,g,positive
e,t,g,positive
c,t,g,positive
q,t,g,positive
q,t,g,positive
x,t,g,positive
e,t,g,positive
w,t,g,positive
k,t,g,positive
k,t,g,positive
m,t,g,positive
cc,f,g,positive
q,t,g,positive
k,t,g,positive
q,t,g,positive
q,t,g,positive
w,t,g,positive
c,t,g,positive
c,t,g,positive
q,t,g,positive
q,t,g,positive
x,t,g,positive
ff,t,g,positive
d,t,g,positive
m,t,g,positive
x,t,g,positive
w,t,s,positive
m,t,s,positive
aa,t,g,positive
c,t,g,positive
q,t,g,positive
cc,t,g,positive
w,t,g,positive
q,t,g,positive
x,t,g,positive
q,t,g,positive
c,t,g,positive
x,t,g,positive
e,t,g,positive
q,t,g,positive
aa,t,g,positive
c,t,s,positive
cc,t,g,positive
aa,t,g,positive
cc,t,g,positive
e,t,g,positive
cc,t,g,positive
cc,t,g,positive
m,t,g,positive
c,t,g,positive
k,f,g,positive
x,t,g,positive
cc,t,g,positive
k,t,g,positive
x,t,g,positive
q,f,g,negative
c,t,g,negative
k,f,s,negative
q,t,g,negative
aa,f,g,negative
aa,f,g,negative
ff,f,g,negative
c,f,g,negative
c,t,g,negative
q,f,g,negative
k,f,g,negative
c,f,g,negative
ff,f,g,negative
q,f,g,negative
ff,f,g,negative
m,f,g,negative
k,f,g,negative
i,f,g,negative
m,f,s,negative
q,f,g,negative
w,t,g,negative
ff,f,g,negative
k,f,g,negative
ff,f,g,negative
i,f,g,negative
c,t,g,negative
c,f,g,negative
c,f,g,negative
d,f,g,negative
i,f,s,negative
c,f,g,negative
aa,f,g,negative
c,f,g,negative
d,f,g,negative
j,t,g,negative
i,f,s,negative
e,f,g,negative
cc,f,g,negative
