@relation 'crx-weka.filters.unsupervised.attribute.Remove-V-R8-9,13,16'

@attribute A8 numeric
@attribute A9 {t,f}
@attribute A13 {g,s,p}
@attribute Class {positive,negative}

@data
1,t,g,positive
25,t,g,positive
504,t,g,positive
5335,t,g,positive
35,f,g,positive
175,t,g,positive
835,t,g,positive
575,f,s,positive
15,t,g,positive
0,t,g,negative
5,t,g,negative
125,t,g,negative
75,t,g,positive
13,t,g,positive
2,t,g,positive
5085,t,g,positive
275,t,g,positive
415,t,g,positive
55,t,g,positive
1665,t,g,positive
25,t,g,positive
3,t,g,positive
5125,t,g,positive
71,t,g,positive
55,t,s,positive
18,t,g,positive
35,t,g,positive
25,t,g,positive
11,t,g,positive
0,f,g,negative
225,f,s,negative
665,f,g,negative
0,t,g,negative
45,f,g,negative
0,f,g,negative
1165,f,g,negative
1,f,g,negative
25,f,g,negative
165,f,g,negative
1,f,g,negative
1585,f,g,negative
5,f,s,negative
54,f,g,negative
4,f,g,negative
375,f,g,negative
25,f,g,negative
0,f,g,negative
165,f,g,negative
415,f,g,negative
4,f,g,negative
1165,f,s,negative
15,t,g,positive
1085,t,g,positive
129,t,g,positive
25,t,g,negative
525,t,g,positive
54,t,g,positive
0,f,g,negative
5,f,g,negative
25,f,g,negative
96,f,g,negative
5,f,g,negative
29,f,g,negative
125,f,g,negative
335,f,s,negative
85,f,g,negative
165,f,g,negative
25,f,g,negative
