@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1-3,9,11'

@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
23.8172,9.5728,2.3385,10.449,g
60.458,33.1061,3.1944,8.292,g
107.338,29.1356,3.5265,3.312,g
87.4217,26.7866,3.4231,0.3647,g
66.1331,25.9259,3.1984,11.5159,g
19.5793,14.6976,2.2934,13.17,g
92.5854,11.2825,3.0071,2.5099,g
21.6891,10.3849,2.316,1.5485,g
60.7883,27.5272,2.8868,5.097,g
36.079,13.2636,2.3793,26.3559,g
25.2455,19.0726,2.6191,81.6368,g
57.1656,19.9402,2.9978,12.267,g
26.3353,16.2775,2.6522,27.835,g
45.8894,15.7069,2.4065,1.7371,g
32.5377,19.6957,2.8561,27.297,g
64.4081,23.7635,3.1281,1.0067,g
45.8732,11.2837,2.5653,4.6366,g
56.2479,20.9217,3.1942,0.556,g
22.8274,12.9011,2.2355,33.5573,g
18.9671,12.7729,2.4417,31.4965,g
53.5736,25.803,3.5737,7.596,g
74.4746,13.4246,2.9717,5.847,g
29.669,19.4103,2.5521,12.24,g
50.1872,27.6518,3.4718,17.073,g
40.9468,18.4822,2.7882,3.655,g
18.1069,10.398,2.2788,45.778,g
18.0762,11.9477,2.4464,20.997,g
47.1637,19.347,2.9363,7.132,g
57.8911,22.2757,2.8497,8.217,g
39.2852,14.4233,2.7396,11.679,g
29.4748,14.7801,2.8264,10.721,g
26.7751,18.1128,2.6556,66.0281,g
62.3261,18.0596,2.7574,73.9247,g
38.7558,15.7457,2.8041,3.952,g
30.7339,13.3786,2.5484,4.661,g
37.4443,24.6122,3.0257,7.341,g
58.6495,27.8697,3.0837,6.845,g
17.8663,10.0635,2.4031,23.3338,g
12.641,9.2152,2.2516,31.8219,g
97.3151,28.5147,3.3217,2.984,g
23.8686,16.2113,2.3883,68.464,g
12.9651,11.2603,2.081,56.521,g
87.8842,35.0948,3.7411,4.122,g
27.0944,21.3476,3.1594,1.0148,g
35.7748,15.872,2.6493,2.073,g
30.3594,16.9003,2.7033,0.2976,g
45.2808,20.8866,3.0927,3.4724,g
19.2296,7.437,2.1222,74.6152,g
18.2899,16.9979,2.4362,23.367,g
28.6991,19.6079,2.6212,21.0958,g
70.217,18.8949,3.1154,8.293,g
23.8241,10.0087,2.2175,0.572,g
85.6145,22.8778,3.2367,1.57,g
30.694,22.0026,2.617,37.1267,g
43.2557,12.0269,2.5205,9.697,g
36.7372,16.5615,2.5871,27.593,g
19.6229,18.7334,2.5179,10.1102,g
22.0837,10.5265,2.1732,14.4397,g
13.3286,10.5157,2.1945,76.331,g
34.8904,14.3351,2.7243,10.5513,g
13.0451,10.91,2.1319,81.2793,g
44.4555,15.7917,2.6599,7.651,g
43.9432,29.7264,3.1915,18.3709,g
23.1475,20.0584,2.5955,81.7955,g
71.967,35.066,3.6719,6.811,g
30.5845,8.2482,2.4057,21.175,g
23.9569,0,2.0273,66.733,g
56.3022,21.8228,3.0312,1.2986,g
32.0868,17.982,2.7497,8.974,g
18.2452,10.3919,2.382,18.0235,g
24.8746,16.3143,2.6518,48.493,g
33.3237,12.3317,2.5145,42.108,g
50.0446,19.2643,2.9172,2.5772,g
59.0164,18.02,3.3073,1.3107,g
63.9201,26.6873,3.7525,0.035,g
83.9635,33.6984,3.9898,3.0278,g
49.737,21.5338,2.8876,19.187,g
32.2947,13.0008,2.4771,39.8253,g
22.0498,16.529,2.6866,9.097,g
74.1398,23.3213,2.8516,0.7406,g
29.4732,11.3566,2.641,19.1106,g
20.4478,12.6043,2.3953,22.3269,g
66.0896,16.8242,2.9413,8.2426,g
32.7978,10.4236,2.3608,5.203,g
68.7092,19.8659,2.8882,1.0624,g
47.0589,12.5805,2.7675,15.2609,g
25.2701,16.9694,2.8179,29.746,g
77.4731,21.0037,3.2168,4.233,g
26.0503,14.4701,2.5849,16.2105,g
86.9174,12.2272,2.9408,1.0866,g
61.9494,31.0583,3.2648,0.853,g
42.9224,7.9326,2.2989,7.817,g
55.0826,20.1824,3.0308,3.919,g
48.1057,28.4766,3.1635,13.0285,g
19.0792,9.998,2.2553,75.0613,g
26.9835,14.6847,2.7638,6.259,g
33.8356,17.0413,2.5922,23.115,g
43.814,23.5591,2.7415,19.0193,g
106.821,57.9549,4.2878,1.9326,g
22.9072,12.7121,2.3551,9.7478,g
67.3067,30.9748,3.6873,5.761,g
37.0078,16.9054,2.8287,3.6622,g
15.6186,11.9091,2.2856,50.6366,g
20.2951,7.2298,2.1156,33.3381,g
27.9436,11.8144,2.5092,31.6319,g
24.4464,18.334,2.5569,11.2109,g
21.1155,7.0711,2.1508,49.707,g
67.5816,17.4607,2.8274,5.3213,g
104.872,31.7432,3.7156,0.604,g
12.8514,11.4405,2.1569,14.6097,g
89.2198,30.9204,3.6657,3.667,g
26.433,20.4187,2.7097,12.833,g
66.4618,18.0453,2.7177,20.661,g
47.7858,23.6861,3.4455,3.2554,g
12.9712,11.1602,2.0952,71.9552,g
48.8751,19.4472,3.0643,15.5752,g
73.336,23.6134,2.9516,2.9936,g
37.5027,11.3126,2.6459,18.005,g
43.8236,16.8202,3.04,14.3052,g
30.2879,9.4639,2.2707,34.1383,g
21.0331,10.7539,2.1875,54.931,g
20.5839,16.0609,2.2368,45.687,g
56.4236,21.152,3.2241,1.4636,g
31.4399,13.6839,2.7892,3.8253,g
24.9251,10.2825,2.4401,12.174,g
75.4045,40.178,3.4087,13.77,g
49.0724,15.8036,2.9238,11.24,g
12.787,11.5763,2.0473,72.426,g
26.8132,19.8716,2.4976,33.5185,g
105.264,41.3551,3.6546,5.8936,g
25.1648,12.8247,2.5315,2.0137,g
24.0954,10.0126,2.2989,0.788,g
27.2918,17.8596,2.4571,17.5042,g
20.7386,12.6304,2.5334,29.934,g
12.8702,11.4376,2.1156,83.1822,g
98.0245,22.3316,3.5637,1.447,g
36.6443,20.9053,3.2578,4.5447,g
87.8482,36.7561,3.2122,15.2606,g
25.3267,14.4796,2.5496,81.0686,g
21.1753,19.073,2.5735,76.2728,g
34.9763,10.7542,2.5694,8.539,g
39.4235,23.0476,3.1144,8.6997,g
52.1044,17.2225,2.9523,5.8345,g
31.6769,19.2556,2.5617,64.622,g
25.7304,17.1213,2.7235,3.8417,g
19.6892,0,2.2109,59.9239,g
28.5888,18.6679,2.7097,12.747,g
18.9069,13.6793,2.5205,50.2541,g
39.3421,20.8675,3.0118,1.8662,g
18.7096,18.0184,2.5283,49.4271,g
117.783,21.0132,2.6781,4.6097,g
53.2936,13.4141,2.7763,4.709,g
28.5902,6.7851,2.2279,3.2759,g
29.4757,17.0463,2.6069,12.3834,g
26.2768,14.0731,2.4362,75.6791,g
36.1456,19.3865,2.9775,6.6443,g
89.3625,35.3979,3.7911,5.2442,g
35.3788,13.3014,2.541,3.7685,g
72.9599,30.7461,3.6432,4.988,g
70.1391,23.6089,3.4812,1.149,g
30.6613,15.0985,2.6994,26.9064,g
25.7999,16.0064,2.6532,19.1984,g
17.8316,10.6337,2.3424,46.4513,g
25.867,16.2597,2.5605,3.665,g
54.3153,24.5044,3.2655,10.5649,g
55.059,18.0137,3.068,1.502,g
86.9886,32.8868,3.4965,10.8854,g
81.9826,33.7547,3.5621,3.101,g
45.8043,21.1248,3.1361,7.404,g
85.0151,9.8589,2.3324,10.694,g
83.5534,23.8092,3.0663,0.4554,g
32.5571,27.5582,3.1478,11.3434,g
23.062,0,2.1717,61.897,g
33.8546,19.1791,2.8963,11.654,g
35.7386,20.2441,3.0995,18.4008,g
26.1824,10.3186,2.3627,0.1665,g
59.3377,26.1354,3.1764,4.319,g
18.1938,12.0311,2.4257,7.6823,g
33.6009,16.3082,2.6981,14.504,g
26.6387,9.6367,2.3314,77.509,g
66.4813,23.6457,3.1509,2.0401,g
18.7375,9.9878,2.2856,17.6368,g
32.5213,17.1659,2.7846,0.7255,g
63.7982,31.2915,3.7966,0.6806,g
53.7433,23.089,3.0471,0.9229,g
18.7382,7.4744,2.0952,0.402,g
38.5646,19.5065,2.6355,8.2142,g
29.2823,12.9176,2.4691,16.868,g
48.5562,19.8516,2.899,10.529,g
20.547,12.7599,2.3454,15.1457,g
51.9672,18.3654,3.1425,2.3446,g
21.2653,7.0229,2.1629,2.5515,g
42.6868,19.2865,3.071,4.8021,g
32.5241,17.8766,2.8395,3.952,g
71.9841,28.9406,3.0054,1.9438,g
22.1436,17.8129,2.527,14.469,g
67.7017,22.1684,3.2091,1.7861,g
20.2427,6.8375,2.1569,22.9125,g
61.2538,48.2495,3.5864,14.4978,g
49.0913,32.9026,2.9773,7.0683,g
30.3122,20.5216,2.8407,2.2899,g
25.3484,23.7798,2.993,73.19,g
53.2494,30.1739,3.0022,2.9517,g
68.619,13.7645,2.6871,1.9636,g
41.2491,18.3478,2.9012,7.7318,g
23.315,0,2.0986,22.0884,g
19.6734,18.7298,2.5894,6.501,g
43.7649,28.1242,3.1033,17.3602,g
94.9225,28.2406,3.5614,2.3428,g
16.0964,10.9584,2.356,84.2938,g
21.0426,10.2196,2.2625,14.5078,g
29.114,18.1634,2.8759,19.0682,g
101.25,24.022,2.9696,10.965,g
82.0238,33.5661,3.4102,10.998,g
73.3751,18.7552,2.8612,11.261,g
73.1913,27.9445,3.2926,0.7768,g
23.1207,14.0498,2.6479,22.208,g
131.375,53.1102,3.8184,4.2249,g
24.0688,16.5052,2.5065,33.4211,g
23.4507,17.3464,2.5218,3.393,g
21.5431,16.1505,2.6175,45.808,g
22.5428,12.7271,2.2148,12.1643,g
22.4147,22.2679,2.9312,6.572,g
47.2834,29.8914,3.226,18.205,g
21.1657,7.0827,2.1222,89.7028,g
22.7269,10.0862,2.2148,8.681,g
50.7843,17.0186,2.6618,4.89,g
66.0531,47.6012,3.386,19.589,g
57.3144,31.6497,3.2931,29.3674,g
18.6233,12.6685,2.3829,85.5581,g
54.7437,23.6799,3.5511,0.267,g
94.8313,49.7996,3.2971,26.0542,g
29.6088,14.9079,2.6794,6.737,g
29.3867,18.6769,2.6345,16.874,g
17.087,10.4196,2.3522,51.6669,g
45.7794,16.0074,2.9761,0.6344,g
89.473,32.9432,3.3831,0.524,g
80.1507,27.6908,3.0946,0.302,g
62.8881,26.2508,3.2584,14.193,g
34.6141,18.7451,2.792,13.193,g
81.0884,22.4182,3.1912,3.357,g
21.479,13.6097,2.6042,25.464,g
29.8905,20.0638,2.7105,45.781,g
19.1567,10.0289,2.2577,4.0951,g
69.5005,26.135,3.1902,7.564,g
30.0509,18.1886,2.8859,1.293,g
17.0915,10.6401,2.2878,28.0696,g
38.5173,10.1657,2.5605,7.331,g
79.9893,20.3632,2.4928,2.8761,g
26.5432,13.0207,2.5276,15.15,g
19.0472,7.3919,2.1255,37.9375,g
158.86,29.3982,2.8373,0.0103,g
95.1033,34.0783,4.0022,0.851,g
44.2157,19.8863,3.1252,9.565,g
21.3947,7.0055,2.055,24.7313,g
24.7655,17.8989,2.5502,5.887,g
76.1177,35.978,3.9144,1.8785,g
59.975,26.4656,3.2067,13.157,g
150.978,148.59,5.01,55.18,g
