@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,6,9,11-12,18,20,25,27,30,33,36,38-39,41'

@attribute A2 numeric
@attribute A6 numeric
@attribute A9 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute A25 numeric
@attribute A27 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.649,-0.298,-0.395,-1.107,-0.718,-0.603,-0.673,-0.596,-0.829,-0.87,-0.445,-0.368,-0.457,-0.379,2
-1.011,-0.64,-0.765,-1.362,-1.017,-0.87,-0.932,-0.777,-1.045,-1.061,-0.788,-0.701,-0.799,-0.734,2
-0.794,-0.303,-0.455,-1.334,-0.893,-0.697,-0.712,-0.892,-1.084,-1.111,-0.681,-0.675,-0.726,-0.674,2
-0.767,-0.406,-0.513,-1.192,-0.815,-0.664,-0.727,-0.574,-0.849,-0.93,-0.499,-0.555,-0.575,-0.546,2
-0.905,-0.435,-0.56,-1.338,-0.927,-0.748,-0.794,-0.724,-0.998,-1.013,-0.615,-0.571,-0.659,-0.598,2
-0.784,-0.462,-0.609,-1.148,-0.804,-0.76,-0.898,-0.805,-0.908,-1.07,-0.739,-0.728,-0.767,-0.742,2
-0.669,-0.222,-0.341,-1.161,-0.692,-0.521,-0.499,-0.603,-0.856,-0.888,-0.514,-0.519,-0.599,-0.545,2
-0.705,-0.408,-0.545,-1.097,-0.765,-0.721,-0.836,-0.666,-0.825,-0.98,-0.646,-0.62,-0.615,-0.588,2
-0.59,-0.404,-0.506,-0.975,-0.694,-0.717,-0.867,-0.556,-0.715,-0.883,-0.455,-0.472,-0.465,-0.43,2
-0.754,-0.426,-0.557,-1.218,-0.767,-0.709,-0.852,-0.799,-0.951,-1.09,-0.782,-0.667,-0.713,-0.666,2
-0.678,-0.264,-0.424,-1.135,-0.783,-0.693,-0.733,-0.737,-0.873,-1.012,-0.553,-0.552,-0.579,-0.514,2
-0.82,-0.445,-0.546,-1.224,-0.871,-0.739,-0.811,-0.621,-0.877,-0.954,-0.608,-0.573,-0.656,-0.588,2
-0.757,-0.423,-0.49,-1.162,-0.802,-0.692,-0.75,-0.664,-0.876,-0.959,-0.595,-0.599,-0.632,-0.571,2
-0.708,-0.23,-0.361,-1.258,-0.75,-0.531,-0.529,-0.646,-0.905,-0.862,-0.524,-0.548,-0.597,-0.544,2
-0.777,-0.373,-0.453,-1.258,-0.89,-0.738,-0.77,-0.675,-0.916,-0.951,-0.47,-0.542,-0.558,-0.524,2
-0.988,-0.611,-0.74,-1.364,-0.991,-0.853,-0.893,-0.705,-1.018,-1.039,-0.738,-0.702,-0.743,-0.69,2
-0.597,-0.317,-0.433,-1.02,-0.655,-0.606,-0.658,-0.496,-0.659,-0.845,-0.303,-0.453,-0.43,-0.408,2
-0.756,-0.386,-0.489,-1.172,-0.797,-0.647,-0.707,-0.534,-0.785,-0.883,-0.499,-0.521,-0.552,-0.488,2
-0.649,-0.261,-0.428,-1.142,-0.761,-0.701,-0.811,-0.675,-0.844,-0.949,-0.462,-0.475,-0.513,-0.451,2
-0.672,-0.297,-0.412,-1.135,-0.704,-0.596,-0.663,-0.598,-0.821,-0.914,-0.621,-0.592,-0.632,-0.581,2
-0.665,-0.279,-0.428,-1.104,-0.746,-0.651,-0.688,-0.697,-0.85,-0.986,-0.553,-0.555,-0.592,-0.532,2
-0.606,-0.538,-0.587,-0.805,-0.651,-0.789,-0.88,-0.628,-0.659,-0.893,-0.462,-0.458,-0.567,-0.529,2
-1.025,-0.63,-0.769,-1.384,-0.975,-0.792,-0.812,-0.699,-1.002,-1.007,-0.854,-0.774,-0.851,-0.787,2
-0.913,-0.577,-0.676,-1.265,-0.994,-0.93,-1.015,-0.848,-1.01,-1.056,-0.672,-0.625,-0.688,-0.639,2
-0.885,-0.539,-0.651,-1.29,-0.942,-0.856,-0.966,-0.9,-1.077,-1.129,-0.726,-0.658,-0.728,-0.68,2
