@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4,10-13,15-16,19,21,23,31,33,36,38,41'

@attribute A4 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A31 numeric
@attribute A33 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.68,-0.851,-1.106,-0.812,-0.822,-0.734,-0.811,-0.83,-1.106,-1.007,-1.106,-0.557,-0.558,-0.666,2
-0.717,-0.903,-1.219,-0.869,-0.86,-0.715,-0.748,-0.757,-1.219,-1.012,-1.219,-0.734,-0.692,-0.748,2
-0.53,-0.777,-1.133,-0.757,-0.58,-0.574,-0.611,-0.632,-1.133,-1.02,-1.133,-0.532,-0.593,-0.601,2
-0.478,-0.793,-1.113,-0.715,-0.547,-0.544,-0.609,-0.601,-1.113,-1.041,-1.113,-0.579,-0.613,-0.624,2
-0.09,-0.415,-0.532,-0.325,-0.434,-0.311,-0.375,-0.378,-0.532,-0.601,-0.532,-0.355,-0.489,-0.423,2
-0.57,-0.695,-1.083,-0.761,-0.592,-0.54,-0.546,-0.595,-1.083,-0.894,-1.083,-0.468,-0.434,-0.528,2
-0.505,-0.746,-1.072,-0.697,-0.583,-0.522,-0.573,-0.59,-1.072,-0.923,-1.072,-0.531,-0.563,-0.578,2
-0.647,-0.779,-1.191,-0.852,-0.668,-0.611,-0.606,-0.659,-1.191,-0.91,-1.191,-0.495,-0.511,-0.533,2
-0.569,-0.843,-1.074,-0.824,-0.824,-0.71,-0.727,-0.761,-1.074,-1.013,-1.074,-0.523,-0.569,-0.523,2
-0.769,-0.806,-1.342,-0.914,-0.697,-0.623,-0.632,-0.649,-1.342,-0.986,-1.342,-0.691,-0.651,-0.734,2
-0.574,-0.852,-1.213,-0.802,-0.678,-0.6,-0.635,-0.64,-1.213,-0.937,-1.213,-0.566,-0.592,-0.637,2
-0.579,-0.736,-1.141,-0.811,-0.695,-0.649,-0.66,-0.699,-1.141,-1.037,-1.141,-0.478,-0.56,-0.62,2
-0.925,-1.05,-1.414,-1.08,-0.937,-0.851,-0.852,-0.906,-1.414,-1.087,-1.414,-0.753,-0.693,-0.754,2
-0.765,-0.928,-1.359,-0.963,-0.887,-0.759,-0.766,-0.777,-1.359,-1.068,-1.359,-0.702,-0.662,-0.722,2
-0.421,-0.698,-1.017,-0.643,-0.355,-0.39,-0.429,-0.466,-1.017,-0.938,-1.017,-0.515,-0.515,-0.566,2
-0.652,-0.846,-1.238,-0.873,-0.713,-0.648,-0.677,-0.729,-1.238,-0.906,-1.238,-0.542,-0.556,-0.588,2
-0.391,-0.805,-1.029,-0.642,-0.521,-0.53,-0.588,-0.589,-1.029,-0.858,-1.029,-0.377,-0.499,-0.458,2
-0.609,-0.839,-1.126,-0.807,-0.817,-0.688,-0.716,-0.734,-1.126,-1.006,-1.126,-0.541,-0.567,-0.611,2
-0.518,-0.878,-0.985,-0.699,-0.716,-0.64,-0.716,-0.757,-0.985,-0.98,-0.985,-0.548,-0.535,-0.536,2
-0.386,-0.691,-1.052,-0.623,-0.425,-0.402,-0.473,-0.453,-1.052,-0.938,-1.052,-0.525,-0.569,-0.573,2
