@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R4,9,12-13,15,17-18,22-23,27,32,34,36-38,41'

@attribute A4 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A27 numeric
@attribute A32 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.895,-0.775,-1.083,-0.894,-0.825,-1.172,-0.941,-1.081,-1.094,-1.071,-0.919,-0.847,-0.723,-1.013,-0.748,2
-0.439,-0.386,-0.665,-0.651,-0.516,-0.766,-0.603,-0.714,-0.84,-0.706,-0.583,-0.529,-0.421,-0.698,-0.482,2
-0.694,-0.603,-0.831,-0.742,-0.63,-0.955,-0.727,-0.881,-1.04,-0.895,-0.78,-0.744,-0.65,-0.912,-0.701,2
-0.603,-0.549,-0.816,-0.739,-0.65,-0.98,-0.772,-0.859,-1.029,-0.875,-0.686,-0.667,-0.553,-0.827,-0.578,2
-0.53,-0.432,-0.811,-0.611,-0.554,-0.917,-0.652,-0.95,-0.944,-0.946,-0.779,-0.703,-0.512,-0.873,-0.584,2
-0.576,-0.583,-0.768,-0.71,-0.616,-0.903,-0.707,-0.882,-1.037,-0.879,-0.753,-0.735,-0.677,-0.907,-0.694,2
-0.259,-0.234,-0.529,-0.378,-0.422,-0.691,-0.513,-0.681,-0.879,-0.688,-0.518,-0.567,-0.614,-0.752,-0.564,2
-0.835,-0.724,-0.944,-0.74,-0.679,-1.054,-0.785,-0.948,-1.007,-0.957,-0.91,-0.845,-0.692,-1.006,-0.766,2
-0.489,-0.5,-0.695,-0.716,-0.639,-0.842,-0.733,-0.71,-0.9,-0.73,-0.558,-0.535,-0.458,-0.702,-0.479,2
-0.547,-0.459,-0.752,-0.577,-0.562,-0.886,-0.658,-0.873,-0.936,-0.872,-0.754,-0.728,-0.645,-0.907,-0.68,2
-0.51,-0.434,-0.712,-0.69,-0.603,-0.903,-0.716,-0.729,-0.945,-0.754,-0.568,-0.588,-0.555,-0.751,-0.534,2
-0.719,-0.599,-0.951,-0.777,-0.716,-1.048,-0.821,-0.926,-0.954,-0.918,-0.807,-0.726,-0.581,-0.892,-0.619,2
-0.667,-0.603,-0.854,-0.823,-0.704,-0.986,-0.804,-0.926,-1.076,-0.919,-0.798,-0.755,-0.67,-0.921,-0.689,2
-0.614,-0.589,-0.788,-0.77,-0.664,-0.905,-0.75,-0.847,-0.868,-0.868,-0.745,-0.7,-0.652,-0.86,-0.678,2
-0.707,-0.609,-0.859,-0.663,-0.593,-0.95,-0.689,-0.884,-0.962,-0.9,-0.822,-0.765,-0.654,-0.941,-0.69,2
-0.673,-0.634,-0.841,-0.797,-0.701,-0.982,-0.801,-0.943,-1.099,-0.962,-0.786,-0.776,-0.775,-0.957,-0.77,2
-0.594,-0.513,-0.813,-0.696,-0.62,-0.954,-0.72,-0.927,-1.058,-0.94,-0.727,-0.718,-0.618,-0.896,-0.644,2
-0.81,-0.712,-0.938,-0.839,-0.747,-1.085,-0.855,-0.998,-1.065,-1.018,-0.911,-0.828,-0.658,-0.973,-0.725,2
-0.507,-0.497,-0.691,-0.687,-0.599,-0.841,-0.682,-0.77,-0.941,-0.77,-0.642,-0.607,-0.587,-0.768,-0.554,2
-0.412,-0.373,-0.709,-0.513,-0.52,-0.833,-0.588,-0.741,-0.871,-0.773,-0.591,-0.575,-0.535,-0.726,-0.467,2
-0.644,-0.515,-0.786,-0.629,-0.578,-0.926,-0.693,-0.864,-0.954,-0.878,-0.746,-0.708,-0.593,-0.884,-0.63,2
-0.593,-0.56,-0.733,-0.609,-0.572,-0.861,-0.692,-0.687,-0.822,-0.715,-0.624,-0.583,-0.517,-0.753,-0.53,2
-0.713,-0.568,-0.892,-0.855,-0.699,-0.972,-0.777,-1.072,-1.078,-1.067,-0.931,-0.851,-0.656,-1.018,-0.736,2
-0.35,-0.317,-0.648,-0.519,-0.479,-0.783,-0.587,-0.784,-0.954,-0.786,-0.602,-0.606,-0.56,-0.778,-0.499,2
-0.31,-0.31,-0.484,-0.168,-0.27,-0.682,-0.417,-0.583,-0.74,-0.522,-0.486,-0.456,-0.308,-0.625,-0.441,2
-0.716,-0.627,-0.897,-0.713,-0.654,-1.003,-0.76,-0.906,-0.962,-0.928,-0.82,-0.768,-0.653,-0.93,-0.689,2
-0.595,-0.487,-0.818,-0.666,-0.608,-0.94,-0.709,-0.811,-0.987,-0.818,-0.658,-0.645,-0.544,-0.804,-0.53,2
-0.442,-0.446,-0.69,-0.663,-0.572,-0.843,-0.666,-0.712,-0.868,-0.7,-0.588,-0.551,-0.45,-0.697,-0.462,2
-0.602,-0.498,-0.821,-0.694,-0.659,-0.991,-0.77,-0.928,-1.02,-0.936,-0.785,-0.735,-0.549,-0.899,-0.624,2
-0.7,-0.657,-0.866,-0.797,-0.691,-0.994,-0.789,-0.9,-1.043,-0.911,-0.764,-0.724,-0.657,-0.89,-0.647,2
-0.619,-0.422,-0.904,-0.681,-0.632,-1.04,-0.752,-0.929,-0.956,-0.944,-0.752,-0.714,-0.466,-0.874,-0.508,2
-0.72,-0.667,-0.766,-0.833,-0.687,-0.89,-0.762,-0.834,-1.008,-0.822,-0.808,-0.768,-0.678,-0.925,-0.753,2
-0.556,-0.391,-0.857,-0.747,-0.671,-0.981,-0.778,-0.861,-0.909,-0.853,-0.655,-0.598,-0.426,-0.755,-0.44,2
-0.475,-0.425,-0.74,-0.645,-0.563,-0.847,-0.646,-0.722,-0.864,-0.756,-0.611,-0.573,-0.54,-0.73,-0.481,2
-0.448,-0.364,-0.707,-0.644,-0.545,-0.812,-0.631,-0.843,-0.986,-0.834,-0.692,-0.641,-0.593,-0.8,-0.558,2
-0.431,-0.401,-0.689,-0.559,-0.546,-0.844,-0.669,-0.805,-0.969,-0.751,-0.601,-0.579,-0.434,-0.716,-0.474,2
-0.555,-0.455,-0.79,-0.701,-0.586,-0.898,-0.678,-0.836,-0.915,-0.854,-0.694,-0.643,-0.503,-0.81,-0.536,2
-0.622,-0.609,-0.741,-0.783,-0.667,-0.887,-0.752,-0.859,-1.007,-0.859,-0.776,-0.742,-0.703,-0.883,-0.736,2
-0.38,-0.291,-0.56,-0.448,-0.398,-0.701,-0.48,-0.585,-0.776,-0.557,-0.452,-0.465,-0.476,-0.646,-0.436,2
-0.568,-0.587,-0.654,-0.641,-0.63,-0.876,-0.748,-0.648,-0.832,-0.664,-0.585,-0.559,-0.424,-0.707,-0.517,2
-0.68,-0.593,-0.846,-0.692,-0.626,-0.942,-0.719,-0.911,-0.988,-0.895,-0.825,-0.763,-0.609,-0.93,-0.69,2
-0.618,-0.588,-0.809,-0.754,-0.668,-0.956,-0.757,-0.817,-1.02,-0.828,-0.675,-0.641,-0.657,-0.801,-0.615,2
-0.71,-0.629,-0.81,-0.676,-0.621,-0.932,-0.724,-0.851,-0.917,-0.89,-0.809,-0.79,-0.677,-0.962,-0.735,2
-0.442,-0.33,-0.694,-0.476,-0.46,-0.832,-0.56,-0.81,-0.899,-0.787,-0.653,-0.618,-0.583,-0.774,-0.559,2
-0.518,-0.361,-0.756,-0.578,-0.561,-0.929,-0.665,-0.866,-1.009,-0.904,-0.708,-0.678,-0.566,-0.848,-0.569,2
-0.635,-0.633,-0.749,-0.7,-0.624,-0.865,-0.732,-0.739,-0.906,-0.749,-0.673,-0.644,-0.629,-0.819,-0.663,2
-0.408,-0.353,-0.682,-0.463,-0.469,-0.806,-0.536,-0.726,-0.855,-0.742,-0.576,-0.566,-0.537,-0.722,-0.449,2
-0.767,-0.69,-0.891,-0.843,-0.72,-0.987,-0.812,-0.972,-1.084,-0.941,-0.871,-0.819,-0.736,-0.969,-0.787,2
-0.561,-0.431,-0.774,-0.655,-0.617,-0.943,-0.724,-0.875,-0.998,-0.871,-0.696,-0.691,-0.549,-0.856,-0.561,2
-0.392,-0.342,-0.667,-0.455,-0.47,-0.792,-0.534,-0.711,-0.895,-0.699,-0.557,-0.547,-0.559,-0.692,-0.466,2
-0.27,-0.256,-0.618,-0.454,-0.409,-0.753,-0.494,-0.815,-0.861,-0.8,-0.593,-0.588,-0.625,-0.728,-0.518,3
-0.265,-0.216,-0.482,-0.352,-0.338,-0.639,-0.343,-0.866,-0.847,-0.864,-0.767,-0.713,-0.69,-0.846,-0.645,3
-0.365,-0.316,-0.68,-0.491,-0.428,-0.826,-0.527,-0.956,-0.9,-0.943,-0.752,-0.707,-0.586,-0.859,-0.613,3
-0.237,-0.169,-0.459,-0.286,-0.259,-0.57,-0.285,-0.81,-0.825,-0.802,-0.766,-0.694,-0.583,-0.843,-0.66,3
-0.41,-0.343,-0.672,-0.505,-0.452,-0.847,-0.545,-0.946,-0.927,-0.945,-0.818,-0.761,-0.57,-0.907,-0.642,3
-0.379,-0.329,-0.59,-0.471,-0.399,-0.751,-0.46,-0.9,-0.849,-0.906,-0.843,-0.778,-0.677,-0.929,-0.716,3
-0.263,-0.172,-0.508,-0.208,-0.29,-0.653,-0.309,-0.849,-0.866,-0.856,-0.734,-0.69,-0.623,-0.858,-0.63,3
-0.432,-0.357,-0.739,-0.537,-0.489,-0.87,-0.569,-0.998,-0.946,-0.991,-0.77,-0.732,-0.673,-0.884,-0.64,3
