@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R5,8,10,12,17,19-20,24-25,30-31,35-36,40-41'

@attribute A5 numeric
@attribute A8 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.419,-0.522,-0.689,-0.882,-1.02,-0.733,-0.853,-0.745,-0.631,-0.901,-1.254,-0.37,-0.408,-0.408,2
-0.461,-0.56,-0.732,-0.817,-0.924,-0.651,-0.739,-0.727,-0.625,-0.866,-1.184,-0.462,-0.556,-0.622,2
-0.478,-0.533,-0.787,-0.698,-0.863,-0.653,-0.786,-0.666,-0.653,-0.932,-1.014,-0.502,-0.559,-0.675,2
-0.414,-0.485,-0.86,-0.694,-0.832,-0.585,-0.717,-0.727,-0.733,-0.933,-1.052,-0.567,-0.666,-0.731,2
-0.346,-0.458,-0.743,-0.706,-0.851,-0.556,-0.604,-0.602,-0.556,-0.904,-1.154,-0.392,-0.524,-0.464,2
-0.241,-0.421,-0.719,-0.646,-0.768,-0.507,-0.559,-0.653,-0.618,-0.951,-1.139,-0.496,-0.58,-0.527,2
-0.218,-0.297,-0.656,-0.535,-0.643,-0.408,-0.493,-0.444,-0.461,-0.855,-0.925,-0.357,-0.494,-0.461,2
-0.592,-0.674,-0.906,-0.878,-0.97,-0.695,-0.819,-0.775,-0.685,-0.962,-1.215,-0.556,-0.626,-0.737,2
-0.403,-0.516,-0.933,-0.648,-0.806,-0.561,-0.667,-0.506,-0.476,-0.827,-1.035,-0.373,-0.489,-0.427,2
-0.437,-0.507,-0.802,-0.72,-0.863,-0.566,-0.655,-0.775,-0.753,-0.991,-1.128,-0.563,-0.622,-0.689,2
-0.125,-0.137,-0.347,-0.379,-0.487,-0.395,-0.548,-0.375,-0.437,-0.822,-0.611,-0.362,-0.531,-0.703,2
-0.637,-0.699,-0.929,-0.824,-0.927,-0.678,-0.823,-0.76,-0.654,-0.977,-1.163,-0.599,-0.646,-0.777,2
-0.666,-0.733,-0.978,-0.91,-1.003,-0.757,-0.891,-0.772,-0.706,-1.025,-1.235,-0.618,-0.688,-0.753,2
-0.436,-0.471,-0.815,-0.688,-0.817,-0.551,-0.656,-0.613,-0.624,-0.894,-1.002,-0.471,-0.557,-0.564,2
-0.63,-0.669,-0.884,-0.81,-0.952,-0.815,-1.005,-0.715,-0.69,-1.03,-1.131,-0.584,-0.617,-0.765,2
-0.314,-0.381,-0.778,-0.446,-0.576,-0.515,-0.717,-0.359,-0.399,-0.711,-0.688,-0.251,-0.302,-0.404,2
-0.69,-0.756,-0.956,-0.883,-0.985,-0.756,-0.882,-0.718,-0.637,-0.938,-1.194,-0.572,-0.616,-0.744,2
-0.431,-0.528,-0.854,-0.73,-0.879,-0.658,-0.805,-0.676,-0.648,-1.004,-1.086,-0.527,-0.619,-0.709,2
-0.486,-0.578,-0.792,-0.801,-0.934,-0.692,-0.809,-0.781,-0.744,-1.04,-1.176,-0.579,-0.622,-0.723,2
-0.57,-0.622,-0.847,-0.781,-0.908,-0.778,-0.958,-0.697,-0.679,-1.02,-1.097,-0.501,-0.551,-0.685,2
-0.485,-0.517,-0.769,-0.755,-0.909,-0.699,-0.831,-0.715,-0.701,-0.9,-1.026,-0.512,-0.611,-0.686,2
