@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R2,4,9,12,16,18-19,23-25,29-30,34,36,41'

@attribute A2 numeric
@attribute A4 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.798,-0.639,-0.547,-0.879,-0.718,-0.778,-0.759,-0.987,-0.75,-0.699,-0.7,-1.015,-0.714,-0.587,2
-0.653,-0.494,-0.414,-0.709,-0.602,-0.643,-0.619,-0.862,-0.646,-0.587,-0.566,-0.829,-0.614,-0.46,2
-0.669,-0.475,-0.297,-0.71,-0.493,-0.565,-0.523,-0.882,-0.69,-0.605,-0.591,-0.87,-0.581,-0.42,2
-0.699,-0.539,-0.444,-0.805,-0.616,-0.694,-0.649,-0.978,-0.788,-0.717,-0.709,-0.966,-0.71,-0.564,2
-0.644,-0.507,-0.357,-0.753,-0.594,-0.661,-0.623,-0.946,-0.732,-0.7,-0.714,-0.943,-0.65,-0.499,2
-0.958,-0.837,-0.743,-1.039,-0.88,-0.963,-0.93,-1.129,-0.95,-0.88,-0.862,-1.099,-0.837,-0.685,2
-0.622,-0.469,-0.423,-0.728,-0.554,-0.591,-0.567,-0.882,-0.606,-0.556,-0.548,-0.903,-0.593,-0.522,2
-0.602,-0.428,-0.348,-0.729,-0.602,-0.632,-0.615,-0.929,-0.607,-0.576,-0.574,-0.924,-0.555,-0.547,2
-0.858,-0.762,-0.695,-0.835,-0.823,-0.862,-0.854,-1.04,-0.741,-0.728,-0.729,-1.056,-0.762,-0.618,2
-0.67,-0.583,-0.577,-0.758,-0.781,-0.791,-0.8,-0.952,-0.68,-0.675,-0.675,-0.982,-0.634,-0.486,2
-0.727,-0.58,-0.451,-0.822,-0.516,-0.662,-0.593,-0.989,-0.815,-0.758,-0.747,-0.958,-0.782,-0.555,2
-0.784,-0.647,-0.606,-0.792,-0.74,-0.762,-0.734,-0.968,-0.758,-0.692,-0.725,-1.04,-0.758,-0.689,2
-0.577,-0.416,-0.415,-0.656,-0.597,-0.621,-0.6,-0.866,-0.544,-0.541,-0.51,-0.865,-0.541,-0.477,2
-0.79,-0.641,-0.49,-0.936,-0.75,-0.844,-0.813,-1.041,-0.9,-0.824,-0.804,-1.028,-0.74,-0.561,2
-0.605,-0.43,-0.372,-0.719,-0.525,-0.562,-0.54,-0.897,-0.634,-0.594,-0.571,-0.877,-0.585,-0.548,2
-0.663,-0.518,-0.357,-0.744,-0.558,-0.634,-0.585,-0.946,-0.703,-0.652,-0.639,-0.913,-0.662,-0.475,2
-0.694,-0.573,-0.544,-0.737,-0.731,-0.753,-0.758,-0.892,-0.644,-0.612,-0.649,-0.97,-0.656,-0.607,2
-0.565,-0.423,-0.446,-0.605,-0.599,-0.626,-0.607,-0.819,-0.586,-0.597,-0.636,-0.919,-0.574,-0.659,2
-0.579,-0.408,-0.359,-0.647,-0.513,-0.53,-0.505,-0.899,-0.683,-0.646,-0.64,-0.887,-0.627,-0.541,2
-0.542,-0.359,-0.166,-0.746,-0.605,-0.63,-0.606,-0.845,-0.638,-0.545,-0.57,-0.876,-0.557,-0.463,2
-0.732,-0.529,-0.362,-0.849,-0.577,-0.65,-0.597,-0.976,-0.851,-0.713,-0.734,-1.012,-0.727,-0.541,2
-0.633,-0.469,-0.38,-0.733,-0.631,-0.677,-0.634,-1.036,-0.718,-0.701,-0.682,-1.009,-0.651,-0.598,2
-0.67,-0.504,-0.365,-0.791,-0.677,-0.736,-0.69,-0.861,-0.647,-0.562,-0.552,-0.837,-0.606,-0.482,2
-1.023,-0.885,-0.751,-1.031,-0.808,-0.904,-0.855,-1.054,-0.891,-0.78,-0.781,-1.051,-0.852,-0.69,2
-0.646,-0.49,-0.421,-0.741,-0.609,-0.655,-0.635,-0.903,-0.694,-0.624,-0.624,-0.894,-0.632,-0.477,2
-0.667,-0.472,-0.407,-0.764,-0.574,-0.596,-0.535,-0.968,-0.722,-0.621,-0.608,-0.949,-0.666,-0.539,2
-0.852,-0.728,-0.621,-0.898,-0.654,-0.762,-0.702,-1.005,-0.775,-0.704,-0.699,-0.989,-0.753,-0.593,2
-0.775,-0.601,-0.514,-0.864,-0.662,-0.736,-0.685,-0.902,-0.707,-0.589,-0.612,-0.908,-0.663,-0.51,2
-0.628,-0.463,-0.411,-0.703,-0.585,-0.618,-0.582,-1.025,-0.649,-0.638,-0.594,-0.907,-0.643,-0.574,2
-0.934,-0.807,-0.73,-0.978,-0.778,-0.882,-0.846,-1.027,-0.84,-0.741,-0.736,-1.017,-0.766,-0.642,2
-0.656,-0.478,-0.394,-0.823,-0.653,-0.727,-0.659,-0.962,-0.719,-0.643,-0.592,-0.883,-0.623,-0.482,2
-0.759,-0.597,-0.446,-0.879,-0.549,-0.691,-0.616,-1.06,-0.883,-0.805,-0.791,-1.006,-0.815,-0.534,2
-0.542,-0.379,-0.4,-0.664,-0.537,-0.51,-0.498,-0.891,-0.591,-0.542,-0.533,-0.886,-0.584,-0.564,2
-0.568,-0.4,-0.256,-0.746,-0.632,-0.67,-0.642,-0.841,-0.599,-0.517,-0.542,-0.848,-0.549,-0.462,2
-0.647,-0.497,-0.448,-0.733,-0.612,-0.678,-0.64,-0.981,-0.744,-0.717,-0.703,-0.959,-0.67,-0.586,2
-0.765,-0.623,-0.56,-0.781,-0.714,-0.749,-0.739,-1.057,-0.76,-0.761,-0.755,-1.029,-0.737,-0.711,2
-0.689,-0.529,-0.42,-0.746,-0.579,-0.63,-0.579,-0.895,-0.685,-0.611,-0.617,-0.932,-0.671,-0.552,2
-0.663,-0.505,-0.463,-0.735,-0.625,-0.652,-0.627,-0.894,-0.652,-0.594,-0.611,-0.964,-0.641,-0.561,2
-1.096,-0.976,-0.869,-1.064,-0.818,-0.912,-0.862,-1.084,-0.931,-0.805,-0.789,-1.073,-0.958,-0.739,2
-0.589,-0.417,-0.229,-0.78,-0.633,-0.672,-0.649,-0.861,-0.652,-0.566,-0.59,-0.881,-0.575,-0.471,2
-0.916,-0.768,-0.612,-0.879,-0.634,-0.718,-0.639,-0.921,-0.744,-0.607,-0.605,-0.951,-0.801,-0.682,2
-0.652,-0.469,-0.283,-0.828,-0.63,-0.692,-0.649,-0.936,-0.7,-0.615,-0.595,-0.909,-0.598,-0.392,2
-0.983,-0.873,-0.782,-0.984,-0.825,-0.903,-0.877,-1.086,-0.872,-0.785,-0.776,-1.072,-0.836,-0.672,2
-0.722,-0.569,-0.504,-0.771,-0.62,-0.672,-0.613,-0.899,-0.655,-0.565,-0.59,-0.938,-0.647,-0.581,2
-0.722,-0.543,-0.41,-0.763,-0.626,-0.655,-0.625,-0.929,-0.658,-0.614,-0.622,-0.934,-0.678,-0.546,2
-0.659,-0.49,-0.389,-0.754,-0.559,-0.609,-0.548,-0.929,-0.745,-0.637,-0.634,-0.945,-0.679,-0.497,2
-0.785,-0.645,-0.552,-0.813,-0.673,-0.706,-0.66,-0.961,-0.668,-0.592,-0.608,-1.004,-0.698,-0.572,2
-0.936,-0.769,-0.665,-0.947,-0.724,-0.815,-0.775,-0.951,-0.739,-0.625,-0.633,-0.949,-0.758,-0.635,2
-0.862,-0.739,-0.645,-0.913,-0.663,-0.783,-0.725,-0.985,-0.779,-0.709,-0.708,-0.97,-0.747,-0.619,2
-0.682,-0.625,-0.617,-0.716,-0.754,-0.801,-0.81,-0.914,-0.683,-0.711,-0.747,-0.974,-0.662,-0.53,2
-0.552,-0.36,-0.31,-0.624,-0.496,-0.424,-0.401,-0.919,-0.82,-0.693,-0.701,-0.93,-0.76,-0.676,3
-0.697,-0.531,-0.445,-0.751,-0.604,-0.634,-0.595,-0.882,-0.84,-0.699,-0.721,-0.936,-0.8,-0.699,3
-0.599,-0.435,-0.386,-0.617,-0.536,-0.499,-0.448,-0.806,-0.753,-0.599,-0.613,-0.834,-0.773,-0.673,3
-0.583,-0.413,-0.323,-0.72,-0.509,-0.544,-0.493,-0.901,-0.857,-0.725,-0.717,-0.898,-0.699,-0.52,3
-0.588,-0.441,-0.413,-0.655,-0.562,-0.54,-0.512,-0.798,-0.771,-0.602,-0.624,-0.848,-0.761,-0.708,3
-0.743,-0.562,-0.455,-0.779,-0.528,-0.595,-0.541,-0.937,-0.87,-0.753,-0.756,-0.962,-0.829,-0.691,3
-0.76,-0.588,-0.478,-0.881,-0.676,-0.762,-0.718,-0.987,-0.931,-0.811,-0.808,-0.978,-0.808,-0.644,3
-0.665,-0.527,-0.43,-0.703,-0.56,-0.567,-0.52,-0.875,-0.83,-0.701,-0.716,-0.906,-0.849,-0.711,3
-0.695,-0.49,-0.424,-0.814,-0.6,-0.667,-0.619,-1.024,-0.899,-0.825,-0.812,-1.002,-0.756,-0.616,3
-0.601,-0.435,-0.391,-0.604,-0.555,-0.482,-0.468,-0.816,-0.71,-0.597,-0.6,-0.826,-0.76,-0.683,3
-0.742,-0.6,-0.516,-0.793,-0.654,-0.681,-0.657,-0.912,-0.878,-0.735,-0.746,-0.924,-0.86,-0.7,3
