@relation texture

@attribute A4 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A31 numeric
@attribute A33 numeric
@attribute A36 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.602,-0.711,-1.351,-0.888,-0.673,-0.613,-0.658,-0.671,-1.351,-1.011,-1.351,-0.501,-0.565,-0.584,2
-0.571,-0.703,-1.18,-0.829,-0.683,-0.65,-0.67,-0.715,-1.18,-1.032,-1.18,-0.489,-0.581,-0.548,2
-0.675,-0.758,-1.322,-0.925,-0.724,-0.665,-0.697,-0.74,-1.322,-1.009,-1.322,-0.525,-0.561,-0.629,2
-0.768,-0.863,-1.288,-0.879,-0.725,-0.632,-0.634,-0.639,-1.288,-0.921,-1.288,-0.715,-0.682,-0.728,2
-0.549,-0.665,-1.13,-0.839,-0.695,-0.657,-0.666,-0.736,-1.13,-0.929,-1.13,-0.42,-0.511,-0.549,2
-0.442,-0.83,-1.033,-0.69,-0.663,-0.572,-0.644,-0.643,-1.033,-0.868,-1.033,-0.346,-0.45,-0.462,2
-0.594,-0.829,-1.173,-0.813,-0.696,-0.62,-0.68,-0.695,-1.173,-1.058,-1.173,-0.562,-0.618,-0.644,2
-0.639,-0.817,-1.101,-0.76,-0.819,-0.671,-0.733,-0.74,-1.101,-0.98,-1.101,-0.588,-0.552,-0.603,2
-0.753,-0.93,-1.239,-0.947,-0.9,-0.789,-0.79,-0.83,-1.239,-1.049,-1.239,-0.675,-0.621,-0.654,2
-0.653,-0.874,-1.035,-0.737,-0.674,-0.601,-0.65,-0.702,-1.035,-0.867,-1.035,-0.589,-0.579,-0.616,2
-0.339,-0.649,-1.013,-0.584,-0.577,-0.501,-0.606,-0.58,-1.013,-0.901,-1.013,-0.433,-0.498,-0.467,2
-0.314,-0.413,-0.901,-0.532,-0.394,-0.374,-0.449,-0.448,-0.901,-0.791,-0.901,-0.292,-0.338,-0.383,2
-0.634,-0.984,-1.148,-0.804,-0.797,-0.682,-0.747,-0.749,-1.148,-1.074,-1.148,-0.739,-0.728,-0.767,2
-0.58,-0.641,-1.174,-0.822,-0.524,-0.538,-0.516,-0.593,-1.174,-0.989,-1.174,-0.542,-0.555,-0.698,2
-0.535,-0.804,-1.05,-0.706,-0.637,-0.535,-0.607,-0.61,-1.05,-0.989,-1.05,-0.576,-0.611,-0.586,2
-0.888,-1.04,-1.367,-1.009,-0.83,-0.768,-0.786,-0.838,-1.367,-1.041,-1.367,-0.827,-0.719,-0.846,2
-0.849,-1.071,-1.322,-1.05,-0.943,-0.89,-0.897,-0.972,-1.322,-1.106,-1.322,-0.777,-0.71,-0.786,2
-0.724,-0.937,-1.224,-0.875,-0.795,-0.679,-0.708,-0.741,-1.224,-1.085,-1.224,-0.699,-0.662,-0.702,2
-0.536,-0.58,-1.108,-0.731,-0.612,-0.552,-0.606,-0.625,-1.108,-0.899,-1.108,-0.469,-0.499,-0.542,2
-0.407,-0.684,-0.904,-0.669,-0.579,-0.575,-0.64,-0.689,-0.904,-0.953,-0.904,-0.352,-0.499,-0.523,2
-0.574,-0.839,-1.211,-0.81,-0.64,-0.589,-0.637,-0.656,-1.211,-0.953,-1.211,-0.5,-0.565,-0.578,2
-0.68,-0.867,-1.169,-0.846,-0.692,-0.626,-0.617,-0.664,-1.169,-0.988,-1.169,-0.626,-0.609,-0.69,2
-0.417,-0.456,-1.192,-0.78,-0.602,-0.57,-0.633,-0.649,-1.192,-0.861,-1.192,-0.31,-0.471,-0.406,2
-0.387,-0.685,-1.012,-0.642,-0.356,-0.389,-0.423,-0.465,-1.012,-0.956,-1.012,-0.499,-0.502,-0.549,2
-0.582,-0.82,-1.142,-0.829,-0.798,-0.662,-0.669,-0.701,-1.142,-0.925,-1.142,-0.45,-0.477,-0.505,2
-0.472,-0.856,-1.125,-0.731,-0.638,-0.551,-0.612,-0.6,-1.125,-0.903,-1.125,-0.39,-0.494,-0.479,2
-0.594,-0.883,-1.13,-0.822,-0.826,-0.721,-0.786,-0.799,-1.13,-1.08,-1.13,-0.58,-0.576,-0.594,2
-0.394,-0.933,-1.035,-0.648,-0.551,-0.503,-0.583,-0.561,-1.035,-0.857,-1.035,-0.32,-0.489,-0.431,2
-0.469,-0.762,-1.069,-0.677,-0.526,-0.474,-0.534,-0.533,-1.069,-1.009,-1.069,-0.608,-0.59,-0.659,2
-0.795,-0.979,-1.24,-0.908,-0.833,-0.73,-0.754,-0.783,-1.24,-1.078,-1.24,-0.803,-0.714,-0.787,2
-0.515,-0.847,-1.147,-0.756,-0.6,-0.541,-0.593,-0.605,-1.147,-0.96,-1.147,-0.446,-0.527,-0.529,2
-0.456,-0.695,-1.152,-0.757,-0.633,-0.591,-0.628,-0.65,-1.152,-0.939,-1.152,-0.402,-0.533,-0.454,2
