@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,10,14,17,20-22,30,33-35,38,41'

@attribute A1 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A10 numeric
@attribute A14 numeric
@attribute A17 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A30 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-1.331,-0.761,-0.689,-0.779,-0.845,-1.003,-0.78,-1.331,-1.016,-1.02,-0.571,-0.784,-0.545,-0.642,2
-1.049,-0.607,-0.469,-0.566,-0.689,-0.837,-0.601,-1.049,-0.853,-0.891,-0.436,-0.65,-0.452,-0.564,2
-1.193,-0.699,-0.585,-0.733,-0.748,-0.918,-0.725,-1.193,-0.914,-0.884,-0.469,-0.711,-0.489,-0.592,2
-1.071,-0.813,-0.598,-0.889,-0.759,-0.933,-0.974,-1.071,-0.799,-0.982,-0.556,-0.626,-0.509,-0.605,2
-1.15,-0.932,-0.78,-0.934,-0.813,-0.98,-1.028,-1.15,-0.879,-1.059,-0.681,-0.787,-0.634,-0.744,2
-1.044,-0.773,-0.462,-0.841,-0.638,-0.82,-0.69,-1.044,-0.652,-0.833,-0.366,-0.574,-0.427,-0.507,2
-1.011,-0.837,-0.451,-0.934,-0.653,-0.837,-0.816,-1.011,-0.798,-0.926,-0.622,-0.611,-0.524,-0.587,2
-1.102,-0.69,-0.388,-0.652,-0.613,-0.779,-0.522,-1.102,-0.722,-0.853,-0.328,-0.585,-0.371,-0.453,2
-1.013,-0.564,-0.339,-0.649,-0.557,-0.751,-0.704,-1.013,-0.735,-0.918,-0.433,-0.527,-0.391,-0.467,2
-1.119,-0.822,-0.609,-0.818,-0.736,-0.89,-0.854,-1.119,-0.818,-0.986,-0.588,-0.678,-0.557,-0.638,2
-1.108,-0.849,-0.66,-0.849,-0.719,-0.888,-0.905,-1.108,-0.802,-0.998,-0.615,-0.673,-0.523,-0.621,2
-1.111,-0.907,-0.638,-0.937,-0.831,-0.998,-0.994,-1.111,-0.839,-1.036,-0.628,-0.652,-0.551,-0.614,2
-1.013,-0.522,-0.341,-0.502,-0.56,-0.714,-0.344,-1.013,-0.804,-0.881,-0.407,-0.642,-0.431,-0.563,2
-1.241,-0.697,-0.514,-0.702,-0.738,-0.91,-0.756,-1.241,-0.907,-0.921,-0.465,-0.66,-0.439,-0.504,2
-1.156,-0.75,-0.528,-0.713,-0.702,-0.866,-0.709,-1.156,-0.812,-0.896,-0.496,-0.606,-0.433,-0.522,2
-1.124,-0.853,-0.552,-0.812,-0.75,-0.923,-0.824,-1.124,-0.872,-1.036,-0.477,-0.68,-0.486,-0.587,2
-1.241,-0.817,-0.647,-0.85,-0.819,-0.991,-0.816,-1.241,-0.88,-0.911,-0.42,-0.675,-0.432,-0.517,2
-1.295,-0.929,-0.733,-0.906,-0.825,-0.984,-0.879,-1.295,-0.966,-1.041,-0.672,-0.776,-0.589,-0.683,2
-1.226,-0.712,-0.583,-0.809,-0.735,-0.914,-0.777,-1.226,-0.881,-0.993,-0.593,-0.684,-0.518,-0.596,2
-1.058,-0.708,-0.473,-0.775,-0.716,-0.893,-0.84,-1.058,-0.847,-0.956,-0.412,-0.647,-0.472,-0.549,2
-1.058,-0.833,-0.572,-0.825,-0.729,-0.882,-0.811,-1.058,-0.812,-0.957,-0.566,-0.641,-0.498,-0.589,2
-1.322,-1.022,-0.849,-1.071,-1.01,-1.162,-1.095,-1.322,-1.045,-1.118,-0.777,-0.844,-0.689,-0.786,2
-1.087,-0.793,-0.584,-0.793,-0.768,-0.933,-0.85,-1.087,-0.857,-1.014,-0.553,-0.673,-0.509,-0.603,2
-1.151,-0.82,-0.558,-0.835,-0.719,-0.891,-0.706,-1.151,-0.914,-1.023,-0.582,-0.726,-0.552,-0.638,2
-1.066,-0.817,-0.564,-0.874,-0.787,-0.945,-1.001,-1.066,-0.813,-1.044,-0.451,-0.603,-0.423,-0.525,2
-1.13,-0.814,-0.594,-0.883,-0.798,-0.967,-0.951,-1.13,-0.854,-1.094,-0.58,-0.644,-0.506,-0.594,2
-1.171,-0.834,-0.589,-0.815,-0.798,-0.967,-0.737,-1.171,-0.909,-0.955,-0.568,-0.727,-0.534,-0.626,2
-0.867,-0.574,-0.292,-0.614,-0.548,-0.701,-0.503,-0.867,-0.647,-0.794,-0.311,-0.522,-0.379,-0.469,2
-1.132,-0.683,-0.55,-0.736,-0.719,-0.894,-0.733,-1.132,-0.815,-0.86,-0.502,-0.641,-0.477,-0.576,2
-1.014,-0.719,-0.499,-0.78,-0.657,-0.828,-0.685,-1.014,-0.774,-0.926,-0.539,-0.599,-0.489,-0.556,2
-1.098,-0.762,-0.534,-0.762,-0.68,-0.85,-0.739,-1.098,-0.803,-0.908,-0.558,-0.631,-0.526,-0.607,2
