@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R6,10,12,14,16,20,22,24,26-27,30,32,34,40-41'

@attribute A6 numeric
@attribute A10 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A16 numeric
@attribute A20 numeric
@attribute A22 numeric
@attribute A24 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A30 numeric
@attribute A32 numeric
@attribute A34 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.412,-0.868,-0.879,-0.818,-0.718,-0.892,-0.899,-0.75,-0.566,-0.911,-1.015,-0.766,-0.714,-0.607,2
-0.3,-0.696,-0.709,-0.656,-0.602,-0.704,-0.789,-0.646,-0.488,-0.778,-0.829,-0.647,-0.614,-0.526,2
-0.228,-0.502,-0.71,-0.649,-0.493,-0.604,-0.822,-0.69,-0.467,-0.815,-0.87,-0.648,-0.581,-0.523,2
-0.359,-0.697,-0.805,-0.751,-0.616,-0.724,-0.933,-0.788,-0.589,-0.911,-0.966,-0.764,-0.71,-0.657,2
-0.316,-0.542,-0.753,-0.723,-0.594,-0.689,-0.848,-0.732,-0.625,-0.834,-0.943,-0.676,-0.65,-0.586,2
-0.648,-1.034,-1.039,-0.989,-0.88,-1.055,-1.063,-0.95,-0.776,-1.046,-1.099,-0.892,-0.837,-0.795,2
-0.302,-0.807,-0.728,-0.667,-0.554,-0.681,-0.768,-0.606,-0.415,-0.755,-0.903,-0.612,-0.593,-0.522,2
-0.273,-0.661,-0.729,-0.686,-0.602,-0.677,-0.756,-0.607,-0.457,-0.764,-0.924,-0.575,-0.555,-0.496,2
-0.642,-0.915,-0.835,-0.804,-0.823,-1.039,-0.867,-0.741,-0.59,-0.882,-1.056,-0.797,-0.762,-0.775,2
-0.546,-0.83,-0.758,-0.734,-0.781,-0.971,-0.774,-0.68,-0.578,-0.79,-0.982,-0.658,-0.634,-0.61,2
-0.347,-0.641,-0.822,-0.772,-0.516,-0.625,-0.957,-0.815,-0.659,-0.904,-0.958,-0.838,-0.782,-0.661,2
-0.498,-0.923,-0.792,-0.747,-0.74,-0.879,-0.871,-0.758,-0.581,-0.907,-1.04,-0.798,-0.758,-0.835,2
-0.307,-0.772,-0.656,-0.637,-0.597,-0.658,-0.672,-0.544,-0.393,-0.69,-0.865,-0.547,-0.541,-0.467,2
-0.405,-0.691,-0.936,-0.885,-0.75,-0.921,-1.007,-0.9,-0.71,-1.004,-1.028,-0.789,-0.74,-0.65,2
-0.174,-0.808,-0.719,-0.664,-0.525,-0.638,-0.78,-0.634,-0.486,-0.767,-0.877,-0.588,-0.585,-0.489,2
-0.309,-0.542,-0.744,-0.695,-0.558,-0.645,-0.854,-0.703,-0.511,-0.817,-0.913,-0.703,-0.662,-0.562,2
-0.436,-0.87,-0.737,-0.725,-0.731,-0.914,-0.753,-0.644,-0.54,-0.784,-0.97,-0.657,-0.656,-0.666,2
-0.396,-0.726,-0.605,-0.54,-0.599,-0.773,-0.648,-0.586,-0.542,-0.697,-0.919,-0.559,-0.574,-0.826,2
-0.26,-0.639,-0.647,-0.633,-0.513,-0.537,-0.81,-0.683,-0.564,-0.778,-0.887,-0.654,-0.627,-0.607,2
-0.108,-0.422,-0.746,-0.703,-0.605,-0.703,-0.799,-0.638,-0.43,-0.828,-0.876,-0.559,-0.557,-0.34,2
-0.222,-0.668,-0.849,-0.774,-0.577,-0.704,-0.986,-0.851,-0.601,-1,-1.012,-0.79,-0.727,-0.561,2
