@relation texture

@attribute A3 numeric
@attribute A4 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A16 numeric
@attribute A19 numeric
@attribute A21 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A37 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.841,-0.568,-0.446,-0.728,-0.569,-0.962,-1.152,-0.731,-0.76,-1.152,-1.128,-0.794,-0.79,-1.135,-1.152,-0.825,2
-0.689,-0.439,-0.272,-0.602,-0.386,-0.727,-0.96,-0.547,-0.571,-0.96,-0.84,-0.599,-0.557,-0.865,-0.96,-0.698,2
-0.794,-0.478,-0.296,-0.659,-0.429,-0.793,-1.113,-0.609,-0.601,-1.113,-1.041,-0.739,-0.73,-0.967,-1.113,-0.848,2
-0.618,-0.455,-0.264,-0.642,-0.401,-0.673,-1.1,-0.614,-0.632,-1.1,-0.965,-0.69,-0.67,-0.973,-1.1,-0.808,2
-0.75,-0.528,-0.357,-0.703,-0.441,-0.713,-1.156,-0.634,-0.622,-1.156,-0.91,-0.642,-0.577,-0.896,-1.156,-0.779,2
-0.71,-0.533,-0.39,-0.647,-0.425,-0.654,-1.013,-0.634,-0.663,-1.013,-0.868,-0.661,-0.62,-0.874,-1.013,-0.763,2
-0.767,-0.416,-0.307,-0.595,-0.415,-0.772,-1.032,-0.597,-0.6,-1.032,-0.866,-0.544,-0.541,-0.865,-1.032,-0.697,2
-0.827,-0.617,-0.431,-0.752,-0.529,-0.84,-1.1,-0.669,-0.71,-1.1,-1.019,-0.75,-0.727,-0.962,-1.1,-0.849,2
-0.837,-0.451,-0.307,-0.604,-0.477,-0.934,-1.011,-0.633,-0.659,-1.011,-0.999,-0.688,-0.691,-0.926,-1.011,-0.765,2
-0.657,-0.432,-0.32,-0.579,-0.398,-0.701,-1.015,-0.606,-0.614,-1.015,-0.944,-0.637,-0.602,-0.931,-1.015,-0.723,2
-0.824,-0.719,-0.487,-0.888,-0.599,-0.874,-1.295,-0.73,-0.782,-1.295,-0.954,-0.76,-0.641,-0.958,-1.295,-0.892,2
-0.694,-0.641,-0.405,-0.803,-0.49,-0.691,-1.247,-0.75,-0.813,-1.247,-1.041,-0.9,-0.824,-1.028,-1.247,-0.915,2
-0.567,-0.442,-0.17,-0.617,-0.293,-0.584,-1.175,-0.417,-0.404,-1.175,-0.867,-0.724,-0.629,-0.846,-1.175,-0.922,2
-0.766,-0.391,-0.282,-0.571,-0.421,-0.805,-1.029,-0.588,-0.589,-1.029,-0.858,-0.529,-0.515,-0.845,-1.029,-0.687,2
-0.695,-0.313,-0.238,-0.468,-0.336,-0.679,-0.971,-0.534,-0.476,-0.971,-0.856,-0.502,-0.526,-0.807,-0.971,-0.728,2
-0.603,-0.438,-0.277,-0.627,-0.391,-0.674,-1.057,-0.587,-0.58,-1.057,-0.965,-0.692,-0.676,-0.929,-1.057,-0.784,2
-0.805,-0.556,-0.391,-0.715,-0.523,-0.92,-1.156,-0.735,-0.77,-1.156,-1.12,-0.818,-0.806,-1.142,-1.156,-0.83,2
-0.834,-0.589,-0.394,-0.749,-0.51,-0.815,-1.171,-0.65,-0.672,-1.171,-1.062,-0.745,-0.701,-0.955,-1.171,-0.89,2
-0.915,-0.608,-0.464,-0.721,-0.566,-0.904,-1.099,-0.791,-0.81,-1.099,-1.077,-0.724,-0.721,-0.973,-1.099,-0.773,2
-0.84,-0.604,-0.42,-0.727,-0.528,-0.883,-1.091,-0.627,-0.644,-1.091,-0.915,-0.695,-0.634,-0.906,-1.091,-0.841,2
-0.868,-0.69,-0.523,-0.814,-0.617,-0.867,-1.098,-0.763,-0.778,-1.098,-1.006,-0.663,-0.649,-0.968,-1.098,-0.839,2
-0.944,-0.769,-0.559,-0.913,-0.665,-0.923,-1.28,-0.724,-0.775,-1.28,-0.951,-0.739,-0.625,-0.949,-1.28,-0.932,2
-0.781,-0.568,-0.533,-0.675,-0.587,-0.796,-0.826,-0.692,-0.746,-0.826,-0.832,-0.56,-0.575,-0.859,-0.826,-0.707,2
-0.927,-0.737,-0.536,-0.893,-0.634,-0.971,-1.287,-0.809,-0.79,-1.287,-1.16,-0.947,-0.897,-1.158,-1.287,-1.017,2
-0.712,-0.583,-0.32,-0.762,-0.476,-0.809,-1.226,-0.639,-0.654,-1.226,-0.97,-0.724,-0.645,-0.993,-1.226,-0.841,2
-0.793,-0.584,-0.404,-0.721,-0.495,-0.793,-1.087,-0.689,-0.728,-1.087,-1.062,-0.731,-0.734,-1.014,-1.087,-0.831,2
-0.751,-0.535,-0.396,-0.666,-0.506,-0.804,-1.05,-0.607,-0.61,-1.05,-0.989,-0.604,-0.584,-0.894,-1.05,-0.78,2
-0.757,-0.712,-0.462,-0.918,-0.565,-0.835,-1.337,-0.709,-0.757,-1.337,-1.1,-0.962,-0.862,-1.077,-1.337,-0.989,2
-0.598,-0.414,-0.309,-0.522,-0.342,-0.578,-0.966,-0.432,-0.458,-0.966,-0.897,-0.649,-0.627,-0.835,-0.966,-0.84,2
-0.55,-0.259,-0.158,-0.398,-0.234,-0.546,-0.883,-0.485,-0.475,-0.883,-0.879,-0.564,-0.604,-0.833,-0.883,-0.752,2
