@relation texture

@attribute A2 numeric
@attribute A4 numeric
@attribute A9 numeric
@attribute A12 numeric
@attribute A16 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A36 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.641,-0.533,-0.425,-0.714,-0.634,-0.671,-0.663,-0.868,-0.661,-0.62,-0.62,-0.874,-0.588,-0.443,2
-0.84,-0.745,-0.681,-0.885,-0.824,-0.867,-0.863,-1.08,-0.843,-0.798,-0.801,-1.088,-0.756,-0.681,2
-0.873,-0.78,-0.719,-0.842,-0.813,-0.854,-0.849,-1.037,-0.761,-0.737,-0.745,-1.059,-0.787,-0.657,2
-0.533,-0.341,-0.208,-0.585,-0.345,-0.415,-0.376,-0.909,-0.636,-0.638,-0.614,-0.881,-0.642,-0.475,2
-0.553,-0.441,-0.423,-0.626,-0.585,-0.599,-0.584,-0.888,-0.605,-0.581,-0.57,-0.824,-0.584,-0.488,2
-0.62,-0.412,-0.373,-0.709,-0.58,-0.588,-0.555,-0.871,-0.605,-0.551,-0.551,-0.929,-0.575,-0.535,2
-0.834,-0.7,-0.657,-0.866,-0.743,-0.789,-0.766,-1.043,-0.787,-0.726,-0.719,-1.05,-0.724,-0.657,2
-0.703,-0.604,-0.624,-0.803,-0.761,-0.807,-0.806,-1.011,-0.724,-0.741,-0.724,-0.995,-0.638,-0.677,2
-0.706,-0.537,-0.462,-0.792,-0.628,-0.698,-0.648,-0.882,-0.682,-0.576,-0.604,-0.936,-0.599,-0.482,2
-0.505,-0.363,-0.317,-0.567,-0.369,-0.523,-0.476,-0.891,-0.54,-0.648,-0.619,-0.869,-0.534,-0.383,2
-0.804,-0.68,-0.593,-0.846,-0.617,-0.719,-0.664,-0.988,-0.787,-0.721,-0.701,-0.948,-0.763,-0.609,2
-0.583,-0.439,-0.386,-0.665,-0.547,-0.603,-0.571,-0.84,-0.599,-0.557,-0.567,-0.865,-0.529,-0.421,2
-0.955,-0.765,-0.624,-0.963,-0.766,-0.846,-0.777,-1.068,-0.902,-0.8,-0.791,-1.058,-0.824,-0.662,2
