@relation 'texture-weka.filters.unsupervised.attribute.Remove-V-R8,10-15,17,19,23,25-26,30,34,37-38,41'

@attribute A8 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A17 numeric
@attribute A19 numeric
@attribute A23 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A30 numeric
@attribute A34 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.339,-0.523,-1.153,-0.765,-0.616,-0.701,-0.564,-0.86,-0.614,-0.874,-0.568,-0.439,-0.905,-0.548,-0.703,-0.384,2
-0.438,-0.721,-0.939,-0.563,-0.494,-0.579,-0.485,-0.779,-0.592,-0.938,-0.618,-0.478,-0.909,-0.477,-0.635,-0.446,2
-0.838,-1.021,-1.375,-0.994,-0.813,-0.937,-0.751,-1.105,-0.794,-1.021,-0.737,-0.587,-1.048,-0.902,-1.072,-0.828,2
-0.546,-0.673,-1.18,-0.806,-0.669,-0.762,-0.626,-0.936,-0.696,-0.92,-0.652,-0.536,-0.961,-0.674,-0.851,-0.519,2
-0.537,-0.741,-1.278,-0.862,-0.622,-0.792,-0.561,-0.961,-0.6,-1.083,-0.816,-0.689,-1.059,-0.79,-0.954,-0.701,2
-0.657,-0.856,-1.191,-0.844,-0.696,-0.788,-0.618,-0.958,-0.648,-0.977,-0.665,-0.514,-0.959,-0.745,-0.915,-0.641,2
-0.648,-0.926,-1.117,-0.765,-0.659,-0.742,-0.604,-0.921,-0.684,-0.988,-0.657,-0.553,-0.998,-0.767,-0.914,-0.664,2
-0.485,-0.712,-1.031,-0.71,-0.621,-0.69,-0.57,-0.858,-0.653,-0.999,-0.678,-0.564,-0.956,-0.602,-0.77,-0.549,2
-0.549,-0.732,-1.167,-0.795,-0.606,-0.749,-0.583,-0.923,-0.657,-0.948,-0.712,-0.611,-0.903,-0.737,-0.905,-0.636,2
-0.378,-0.578,-0.966,-0.611,-0.372,-0.59,-0.392,-0.742,-0.458,-0.897,-0.627,-0.521,-0.835,-0.657,-0.84,-0.648,2
-0.713,-0.921,-1.246,-0.861,-0.659,-0.812,-0.613,-0.988,-0.669,-0.943,-0.627,-0.507,-1,-0.818,-0.976,-0.713,2
-0.578,-0.726,-0.889,-0.694,-0.752,-0.677,-0.67,-0.817,-0.752,-0.86,-0.608,-0.548,-0.825,-0.625,-0.796,-0.611,2
-0.597,-0.782,-1.235,-0.847,-0.689,-0.779,-0.617,-0.939,-0.679,-0.929,-0.56,-0.402,-0.941,-0.663,-0.829,-0.592,2
-0.67,-0.89,-1.159,-0.81,-0.806,-0.749,-0.683,-0.915,-0.73,-0.965,-0.661,-0.52,-1.035,-0.719,-0.901,-0.698,2
-0.419,-0.725,-1.151,-0.616,-0.406,-0.586,-0.418,-0.735,-0.455,-0.817,-0.464,-0.34,-0.864,-0.559,-0.711,-0.451,2
-0.85,-1.026,-1.381,-1.065,-0.936,-0.981,-0.839,-1.127,-0.89,-1.082,-0.808,-0.682,-1.067,-0.866,-1.028,-0.77,2
-0.515,-0.693,-1.213,-0.827,-0.661,-0.773,-0.623,-0.948,-0.678,-0.947,-0.656,-0.554,-0.974,-0.676,-0.849,-0.563,2
-0.262,-0.511,-0.596,-0.385,-0.475,-0.355,-0.37,-0.53,-0.458,-0.63,-0.386,-0.349,-0.79,-0.33,-0.526,-0.446,2
-0.628,-0.837,-1.212,-0.841,-0.791,-0.776,-0.676,-0.944,-0.704,-1.005,-0.662,-0.478,-0.997,-0.694,-0.866,-0.59,2
