@relation texture

@attribute A2 numeric
@attribute A4 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A14 numeric
@attribute A18 numeric
@attribute A20 numeric
@attribute A25 numeric
@attribute A28 numeric
@attribute A30 numeric
@attribute A35 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
-0.664,-0.518,-0.621,-1.151,-0.756,-0.737,-0.665,-0.696,-0.741,-0.805,-1.032,-0.479,2
-0.86,-0.735,-0.892,-1.199,-0.905,-0.853,-0.82,-0.91,-0.794,-0.837,-1.016,-0.632,2
-0.649,-0.492,-0.681,-1.107,-0.718,-0.671,-0.603,-0.673,-0.596,-0.68,-0.87,-0.371,2
-0.732,-0.635,-0.908,-1.007,-0.749,-0.705,-0.732,-0.871,-0.616,-0.667,-0.935,-0.561,2
-0.7,-0.57,-0.695,-1.083,-0.761,-0.705,-0.635,-0.688,-0.585,-0.665,-0.883,-0.411,2
-0.895,-0.733,-0.906,-1.295,-0.906,-0.825,-0.79,-0.879,-0.723,-0.818,-1.041,-0.589,2
-0.716,-0.614,-0.902,-1.081,-0.788,-0.746,-0.75,-0.898,-0.68,-0.739,-0.925,-0.589,2
-0.616,-0.455,-0.673,-1.1,-0.705,-0.653,-0.676,-0.75,-0.67,-0.749,-0.973,-0.493,2
-0.734,-0.574,-0.839,-1.211,-0.81,-0.754,-0.689,-0.772,-0.669,-0.742,-1.007,-0.5,2
-0.599,-0.467,-0.595,-0.992,-0.644,-0.585,-0.477,-0.501,-0.445,-0.501,-0.726,-0.314,2
-0.624,-0.447,-0.783,-1.173,-0.712,-0.693,-0.588,-0.567,-0.591,-0.679,-0.898,-0.498,2
-0.705,-0.583,-0.906,-1.097,-0.765,-0.741,-0.721,-0.836,-0.666,-0.705,-0.98,-0.543,2
-0.59,-0.499,-0.78,-1.014,-0.691,-0.657,-0.601,-0.685,-0.642,-0.685,-0.926,-0.489,2
-0.725,-0.625,-0.906,-1.089,-0.792,-0.756,-0.765,-0.895,-0.68,-0.74,-0.981,-0.525,2
-0.733,-0.608,-0.904,-1.099,-0.856,-0.814,-0.819,-0.959,-0.721,-0.721,-0.973,-0.52,2
-0.823,-0.71,-0.904,-1.152,-0.81,-0.765,-0.724,-0.783,-0.671,-0.752,-0.997,-0.625,2
-0.928,-0.755,-0.942,-1.352,-0.954,-0.866,-0.774,-0.828,-0.664,-0.782,-1.013,-0.56,2
-0.75,-0.643,-0.925,-1.087,-0.755,-0.743,-0.723,-0.788,-0.642,-0.703,-0.977,-0.576,2
-0.811,-0.673,-0.985,-1.189,-0.841,-0.804,-0.801,-0.943,-0.798,-0.866,-1.059,-0.674,2
-0.623,-0.506,-0.751,-0.935,-0.71,-0.672,-0.721,-0.887,-0.583,-0.633,-0.853,-0.51,2
-0.645,-0.521,-0.96,-1.077,-0.731,-0.711,-0.713,-0.872,-0.742,-0.762,-0.98,-0.588,2
-0.601,-0.442,-0.592,-1.086,-0.694,-0.661,-0.56,-0.574,-0.616,-0.669,-0.821,-0.487,2
-0.669,-0.547,-0.8,-1.059,-0.719,-0.692,-0.67,-0.794,-0.629,-0.689,-0.892,-0.503,2
-0.855,-0.778,-0.887,-1.15,-0.878,-0.863,-0.876,-1.014,-0.791,-0.842,-1.036,-0.603,2
-0.714,-0.527,-0.598,-1.274,-0.823,-0.755,-0.625,-0.668,-0.635,-0.725,-0.945,-0.449,2
-0.541,-0.382,-0.623,-1.032,-0.662,-0.625,-0.635,-0.685,-0.678,-0.716,-0.9,-0.443,2
-0.728,-0.594,-0.829,-1.173,-0.813,-0.779,-0.72,-0.823,-0.786,-0.824,-1.069,-0.545,2
-0.61,-0.404,-0.707,-1.076,-0.673,-0.648,-0.536,-0.526,-0.674,-0.733,-0.918,-0.455,2
-0.804,-0.68,-0.867,-1.169,-0.846,-0.788,-0.719,-0.759,-0.721,-0.775,-0.948,-0.58,2
-0.785,-0.624,-0.822,-1.237,-0.887,-0.821,-0.747,-0.788,-0.605,-0.697,-0.914,-0.444,2
-0.62,-0.412,-0.76,-1.174,-0.709,-0.665,-0.588,-0.593,-0.551,-0.613,-0.929,-0.42,2
